012212,BER T ROYAL BURGUNDY R P9461,0,0,0,0,0,0,,,,,,,,,,,
028552,COT APICULATUS TOM THUMB,0,0,0,0,0,0,,,,,,,,,,,
035242,BER T PYGMY RUBY TM,0,0,0,0,0,0,,,,,,,,,,,
072345,TAXUS EMERALD SPREADR R P10335,0,0,0,0,0,0,,,,,,,,,,,
070502,SARCOCOCCA HUMILIS,0,0,0,0,0,0,,,,,,,,,,,
012011,BER T CHERRY BOMB R CPBR 3488,0,0,0,0,0,0,,,,,,,,,,,
035241,BER T PYGMY RUBY TM,0,0,0,0,0,0,,,,,,,,,,,
041851,HOSTA WIDE BRIM,0,0,0,0,0,0,,,,,,,,,,,
071171,SPIRAEA X GOLDFLAME,0,0,0,0,0,0,,,,,,,,,,,
084651,JUN C DAUB'S FROSTED,0,0,0,0,0,0,,,,,,,,,,,
072325,TAXUS X MEDIA DENSIFORMIS,0,0,0,0,0,0,,,,,,,,,,,
062281,NEPETA X FAASS WALKER'S LOW,0,0,0,0,0,0,,,,,,,,,,,
040091,HEM LITTLE BUSINESS,0,0,0,0,0,0,,,,,,,,,,,
071172,SPIRAEA X GOLDFLAME,0,0,0,0,0,0,,,,,,,,,,,
053392,JUN SQUA BLUE STAR,0,0,0,0,0,0,,,,,,,,,,,
003041,ARMERIA MAR BLOODSTONE,0,0,0,0,0,0,,,,,,,,,,,
064552,PICEA ABIES LITTLE GEM,0,0,0,0,0,0,,,,,,,,,,,
027461,CLEM X NIOBE,0,0,0,0,0,0,,,,,,,,,,,
074682S,SYRINGA BLOOMERNG R PUR P20575,0,0,0,0,0,0,,,,,,,,,,,
034001,EUO F EMERALD 'N GOLD,0,0,0,0,0,0,,,,,,,,,,,
066682,POTENTILLA GOLDFINGER,0,0,0,0,0,0,,,,,,,,,,,
013901,BUXUS S GREEN TOWER R PP15243,0,0,0,0,0,0,,,,,,,,,,,
013902,BUXUS S GREEN TOWER R PP15243,0,0,0,0,0,0,,,,,,,,,,,
019522,PAEONIA X BOWL OF BEAUTY (PK),0,0,0,0,0,0,,,,,,,,,,,
071011,RUDBECKIA FULGIDA GOLDSTURM,0,0,0,0,0,0,,,,,,,,,,,
013822,BUXUS GREEN MOUNTAIN,0,0,0,0,0,0,,,,,,,,,,,
072332,TAXUS X MEDIA HICKSII,0,0,0,0,0,0,,,,,,,,,,,
027441,CLEM X NELLY MOSER,0,0,0,0,0,0,,,,,,,,,,,
