,,,Future Plant Availability,,,,,,,,,,,,,,,,,,
,,,For:10/13/14  6:38:24   ,,,,,,,,,,,,,,,,,,
,,,Spring 2015         ,,,,,,,,,,,,,,,,,,
OPRPJ038RA,Rep#:  600009,"Bradley, Craig",,,,,,,,,,,,,,,,,,,
Loc,Item,Size,Plant Name,Botanical Name,Common Name,Category 2,Category,Zone,Royalty Code,2015 List Price,Condition,Current Specs,Qty Allocated,Min Order Qty,Available         ,Available Later,On,Available Later,On,Available Later,On
OR,03025UT,LittleOne,COT STREIB'S FINDLING,Cotoneaster dammeri 'Streibs Findling'                      ,Streibs Findling Cotoneaster                                ,Evergreen fall/winter interest,EVS,06,, 4.75 ,-,"2""H",     , 16 , 301 ,     ,          ,     ,          ,     ,          
OR,02814M,#10 Squat,COTINUS COG ROYAL PURPLE,Cotinus coggygria 'Royal Purple'                            ,Royal Purple Smoke Tree                                     ,Deciduous shrub/hedge,DCS,04,, 73.00 ,-,"22""H-24""S", 6 , 2 , 6 ,     ,          ,     ,          ,     ,          
OR,028145,#5,COTINUS COG ROYAL PURPLE,Cotinus coggygria 'Royal Purple'                            ,Royal Purple Smoke Tree                                     ,Deciduous shrub/hedge,DCS,04,, 30.50 ,-,"20""H-18""S", 19 , 5 , 19 ,     ,          ,     ,          ,     ,          
CT,028145,#5,COTINUS COG ROYAL PURPLE,Cotinus coggygria 'Royal Purple'                            ,Royal Purple Smoke Tree                                     ,Deciduous shrub/hedge,DCS,04,, 30.50 ,ATTRACTIVE FOLIAGE,"18""H - 10""S", 11 , 5 , 111 , 111 ,05/15/15  , 136 ,05/15/15  ,     ,          
OR,057452,#2,CROCOSMIA COLUMBUS,Crocosmia 'Columbus'                                        ,Columbus Montbretia                                         ,Mid/late interm. flowering,PRN,06,, 13.00 ,CUT BACK,3 FANS,     , 5 , 63 ,     ,          ,     ,          ,     ,          
CT,035355,#5,CRYPTOMERIA J BLACK DRAGON,Cryptomeria japonica 'Black Dragon'                         ,Black Dragon Japanese Cedar                                 ,Temperate conifer,CON,05,, 28.00 ,-,"38"" / 35 """, 100 , 5 , 160 ,     ,          ,     ,          ,     ,          
CA,030511,#1,CUP LEY EMERALD ISLE R,x Cupressocyparis leylandii 'Moncal'                        ,Emerald Isle®  Leyland Cypress,Cupressus & Juniper upright,CON,05,, 7.25 ,-,"18""H - 8""S", 31 , 10 ,     , 31 ,05/01/15  ,     ,          ,     ,          
GA,030519,#15,CUP LEY EMERALD ISLE R,x Cupressocyparis leylandii 'Moncal'                        ,Emerald Isle®  Leyland Cypress,Cupressus & Juniper upright,CON,05,, 84.00 ,,"66""H", 12 , 1 , 12 , 12 ,11/01/14  ,     ,          ,     ,          
CA,030512,#2,CUP LEY EMERALD ISLE R,x Cupressocyparis leylandii 'Moncal'                        ,Emerald Isle®  Leyland Cypress,Cupressus & Juniper upright,CON,05,, 16.00 ,-,"32""H - 10""S*", 14 , 5 ,     , 14 ,05/01/15  ," 3,433 ",12/01/14  ," 3,433 ",05/01/15  
CA,030515,#5,CUP LEY EMERALD ISLE R,x Cupressocyparis leylandii 'Moncal'                        ,Emerald Isle®  Leyland Cypress,Cupressus & Juniper upright,CON,05,, 25.50 ,-,"36""H", 40 , 5 ,     , 124 ,02/01/15  ,     ,          ,     ,          
CA,030517,#7,CUP LEY EMERALD ISLE R,x Cupressocyparis leylandii 'Moncal'                        ,Emerald Isle®  Leyland Cypress,Cupressus & Juniper upright,CON,05,, 59.00 ,-,"54""H", 5 , 2 , 5 , 5 ,11/25/14  ,     ,          ,     ,          
GA,030509,#15,CUP LEYLANDII,x Cupressocyparis leylandii                                 ,Leyland Cypress                                             ,Cupressus & Juniper upright,CON,05,, 79.00 ,,"60""H", 111 , 1 , 111 , 111 ,02/01/15  ,     ,          ,     ,          
GA,030507,#7,CUP LEYLANDII,x Cupressocyparis leylandii                                 ,Leyland Cypress                                             ,Cupressus & Juniper upright,CON,05,, 48.00 ,,"48""H", 2 , 2 ,     , 2 ,05/15/15  ,     ,          ,     ,          
OR,047571,#1,CUP MAC DONARD GOLD,Cupressus macrocarpa 'Donard Gold'                          ,Donard Gold Monterey Cypress                                ,Cupressus & Juniper upright,CON,07,, 7.25 ,-,"12""H",     , 10 , 20 ,     ,          ,     ,          ,     ,          
OR,047575,#5,CUP MAC DONARD GOLD,Cupressus macrocarpa 'Donard Gold'                          ,Donard Gold Monterey Cypress                                ,Cupressus & Juniper upright,CON,07,, 27.50 ,-,"46""H", 6 , 5 , 17 ,     ,          ,     ,          ,     ,          
CA,030709,#15,CUP SEMP GLAUCA,Cupressus sempervirens 'Glauca'                             ,Blue Italian Cypress                                        ,Cupressus & Juniper upright,CON,07,, 87.00 ,-,"70""H - 10""S", 18 , 1 , 18 , 18 ,02/01/15  ,     ,          ,     ,          
GA,030705,#5,CUP SEMP GLAUCA,Cupressus sempervirens 'Glauca'                             ,Blue Italian Cypress                                        ,Cupressus & Juniper upright,CON,07,, 22.00 ,,"42""H", 20 , 5 ,     , 20 ,05/15/15  ,     ,          ,     ,          
CA,030707,#7,CUP SEMP GLAUCA,Cupressus sempervirens 'Glauca'                             ,Blue Italian Cypress                                        ,Cupressus & Juniper upright,CON,07,, 59.00 ,-,"56""H - 10""S", 20 , 2 , 4 , 20 ,02/01/15  ,     ,          ,     ,          
CA,030755,#5,CUP SEMP SWANE'S GOLDEN,Cupressus sempervirens 'Swane's Golden'                     ,Swane's Golden Italian Cypress                              ,Cupressus & Juniper upright,CON,07,OLD, 23.50 ,-,"50""H - 10""S",     , 5 ,     , 4 ,05/01/15  ,     ,          ,     ,          
OR,030731,#1,CUP SEMP TINY TOWER R PP12933,"Cupressus sempervirens 'Monshel' P.P. #12,933 Tiny Tower{{#1",Tiny Tower®  Italian Cypress,Cupressus & Juniper upright,CON,07,OLD, 9.00 ,-,18'H, 10 , 10 , 10 , 10 ,05/01/15  , 682 ,12/01/14  ," 1,895 ",01/01/15  
CA,030739,#15,CUP SEMP TINY TOWER R PP12933,"Cupressus sempervirens 'Monshel' P.P. #12,933 Tiny Tower{{#1",Tiny Tower®  Italian Cypress,Cupressus & Juniper upright,CON,07,OLD, 96.00 ,-,"54""H - 14""S", 19 , 1 , 19 , 19 ,03/01/15  ,     ,          ,     ,          
OR,031381,#1,CYTISUS ALLGOLD,Cytisus x praecox 'Allgold'                                 ,Allgold Scotch Broom                                        ,Deciduous early flower'g Shrub,DCS,06,, 7.00 ,-,"12""H - 6""S", 16 , 10 , 16 ,     ,          ,     ,          ,     ,          
OR,031382,#2,CYTISUS ALLGOLD,Cytisus x praecox 'Allgold'                                 ,Allgold Scotch Broom                                        ,Deciduous early flower'g Shrub,DCS,06,, 13.25 ,-,14''H - 12''S, 8 , 5 ,     , 11 ,04/15/15  ,     ,          ,     ,          
OR,031385,#5,CYTISUS ALLGOLD,Cytisus x praecox 'Allgold'                                 ,Allgold Scotch Broom                                        ,Deciduous early flower'g Shrub,DCS,06,, 21.50 ,-,"15""H - 15""S", 3 , 5 , 3 ,     ,          , 307 ,05/15/15  ,     ,          
CT,406163,#3,ROSA-CL CANCAN TM PP21430,Rosa 'Radcancan'                                            ,Cancan™  Climbing Rose,Rosa,ROS,05,, 15.00 ,,, 10 , 5 , 13 , 291 ,04/15/15  ," 2,947 ",01/01/15  ," 2,947 ",05/01/15  
OR,031365,#5,CYTISUS LENA,Cytisus x 'Lena' (Dallimorei hybrid)                        ,Lena Scotch Broom                                           ,Deciduous early flower'g Shrub,DCS,06,, 21.50 ,-,"15""H - 16""S", 2 , 5 , 2 ,     ,          , 778 ,05/15/15  ,     ,          
CT,406173,#3,ROSA-CL CLOUD TEN TM PPTBS,Rosa 'Radclean'                                             ,Cloud Ten™  Climbing Rose,Rosa,ROS,05,, 15.00 ,,, 15 , 5 , 41 , 504 ,04/15/15  ,     ,          ,     ,          
OR,031455,#5,CYTISUS MINSTEAD,Cytisus x 'Minstead' (Dallimorei hybrid)                    ,Minstead Scotch Broom                                       ,Deciduous early flower'g Shrub,DCS,06,, 21.50 ,-,"16""H - 15""S", 20 , 5 , 20 ,     ,          ,     ,          ,     ,          
CA,029585,#5,DASYLIRION WHEELERI,Dasylirion wheeleri                                         ,Silver Desert Spoon                                         ,Grass-like plant,EVS,07,, 23.00 ,-,"16""H", 10 , 5 , 69 ,     ,          ,     ,          ,     ,          
GA,034201,#1,DELOSPERMA COOPERI,Delosperma cooperi                                          ,Hardy Ice Plant                                             ,Ground cover,PRN,05,, 4.90 ,,CAN FULL, 8 , 10 ,     , 8 ,04/01/15  ,     ,          ,     ,          
OR,03420UT,LittleOne,DELOSPERMA COOPERI,Delosperma cooperi                                          ,Hardy Ice Plant                                             ,Ground cover,PRN,05,, 3.10 ,BUDS & BLOOMS,CAN FULL,     , 16 , 440 , 658 ,03/01/15  ," 1,954 ",01/01/15  ," 1,954 ",05/01/15  
GA,03420UT,LittleOne,DELOSPERMA COOPERI,Delosperma cooperi                                          ,Hardy Ice Plant                                             ,Ground cover,PRN,05,, 3.10 ,,CAN FULL, 25 , 16 ,     , 34 ,04/01/15  ,     ,          ,     ,          
OR,048541,#1,DELOSPERMA DY RED MOUNTAIN R,Delosperma dyeri 'Psdold'                                   ,Red Mountain®  Ice Plant,Ground cover,PRN,05,PLC, 4.90 ,BUDS & BLOOMS,CAN FULL, 10 , 10 , 13 , 13 ,03/01/15  ," 1,150 ",12/01/14  ," 1,858 ",01/01/15  
OR,04854UT,LittleOne,DELOSPERMA DY RED MOUNTAIN R,Delosperma dyeri 'Psdold'                                   ,Red Mountain®  Ice Plant,Ground cover,PRN,05,PLC, 3.10 ,,CAN FULL, 17 , 16 ,     , 17 ,03/01/15  ,     ,          ,     ,          
GA,00459UT,LittleOne,DELPHINIUM GRAND BLUE MIRROR,Delphinium grandiflorum 'Blue Mirror'                       ,Blue Mirror Delphinium                                      ,Mid/late tall flowering,PRN,03,, 3.10 ,,CAN FULL, 16 , 16 ,     , 16 ,04/01/15  ,     ,          ,     ,          
CT,402201,#1,DELPHINIUM HYB PAGAN PURPLES,Delphinium 'Pagan Purples'                                  ,Pagan Purples Hybrid Bee Delphinium                         ,Mid/late tall flowering,PRN,04,, 4.90 ,-,,     , 10 ,     , 53 ,06/01/15  ,     ,          ,     ,          
CT,029893S,Super 3,DEUTZIA CHRDNY PERLS R PP16098,"Deutzia gracilis 'Duncan' P.P. #16,098, C.B.R. #2,640       ",Chardonnay Pearls®  Deutzia,Deciduous mid flowering shrub,DCS,05,PW, 17.75 ,,,     , 5 ,     , 264 ,06/15/15  ,     ,          ,     ,          
OR,029891S,SuperOne TM,DEUTZIA CHRDNY PERLS R PP16098,"Deutzia gracilis 'Duncan' P.P. #16,098, C.B.R. #2,640       ",Chardonnay Pearls®  Deutzia,Deciduous mid flowering shrub,DCS,05,PW, 9.50 ,-,8''H - 6''S, 30 , 10 , 804 , 804 ,06/01/15  ,     ,          ,     ,          
OR,031571,#1,DEUTZIA GRACILIS NIKKO,Deutzia gracilis 'Nikko'                                    ,Dwarf Nikko Deutzia                                         ,Deciduous mid flowering shrub,DCS,05,, 6.25 ,FALL COLOR,6''H - 8''S, 14 , 10 , 14 ,     ,          ," 1,095 ",05/15/15  ,     ,          
OR,031572,#2,DEUTZIA GRACILIS NIKKO,Deutzia gracilis 'Nikko'                                    ,Dwarf Nikko Deutzia                                         ,Deciduous mid flowering shrub,DCS,05,, 13.75 ,-,8''H - 12''S, 18 , 5 , 18 , 18 ,03/15/15  , 703 ,05/01/15  ,     ,          
OR,031591,#1,DEUTZIA HYBRIDA PINK-A-BOO R,Deutzia x 'Monzia'                                          ,Pink-A-Boo®  Deutzia,Deciduous mid flowering shrub,DCS,05,, 6.25 ,-,10''H - 8''S,     , 10 , 46 ,     ,          ,     ,          ,     ,          
CT,402243,#3,DEUTZIA YUKI SNOWFLAKE TM PPAF,                                                            ,                                                            ,Deciduous mid flowering shrub,DCS,05,PW, 17.75 ,,, 6 , 5 ,     , 395 ,12/01/14  ," 1,105 ",06/01/15  ,     ,          
CA,098281S,SuperOne TM,DIANELLA CAE BECCA PP18505,Dianella caerulea 'DCNC0' P.P.# 18505                       ,Becca™  Flax Lily,Sun/shade foliage-groundcover,PRN,07,DPC, 7.50 ,-,"16""H - 8""S*",     , 10 ," 2,846 ",     ,          ,     ,          ,     ,          
CA,098301S,SuperOne TM,DIANELLA CAE CASSABLUE PPAF,Dianella caerulea 'DBB03' P.P.# 17998                       ,Cassa Blue™  Flax Lily,Sun/shade foliage-groundcover,PRN,07,DPC, 7.50 ,-,"6""H - 6""S",     , 10 ,     ," 1,158 ",04/01/15  ,     ,          ,     ,          
CA,098371S,SuperOne TM,DIANELLA LITTLE BECCA PP18452,Dianella caerulea 'DCMP01' P.P.# 18452                      ,Little Becca™  Flax Lily,Sun/shade foliage-groundcover,PRN,07,DPC, 7.50 ,-,"9""H -6""S",     , 10 ," 3,112 ",     ,          ,     ,          ,     ,          
CA,098311S,SuperOne TM,DIANELLA REV BABY BLISS P18883,Dianella revoluta 'DTN03' P.P.# 18883                       ,Baby Bliss™  Flax Lily,Sun/shade foliage-groundcover,PRN,07,DPC, 7.50 ,-,CAN FULL,     , 10 ,     , 907 ,03/01/15  ,     ,          ,     ,          
CA,098271S,SuperOne TM,DIANELLA RV LITTLE REV PP17719,Dianella revoluta 'DR5000' P.P.# 17719                      ,Little Rev™  Flax Lily,Sun/shade foliage-groundcover,PRN,07,DPC, 7.50 ,-,"6""H - 6""S",     , 10 , 960 ," 1,681 ",04/01/15  ,     ,          ,     ,          
CT,029701,#1,DIANTHUS BRILLIANT STAR P13025,Dianthus 'Brilliant Star' P.P.# 13025                       ,Brilliant Star Maiden Pink                                  ,Mid spring border flowering,PRN,04,, 4.90 ,-,Can full&root,     , 10 , 281 ,     ,          ,     ,          ,     ,          
CT,402251,#1,DIANTHUS ESTERN STAR TM P14437,"Dianthus 'Eastern Star' P.P. # 14,437                       ",Eastern Star Dianthus                                       ,Mid spring border flowering,PRN,05,, 4.90 ,,,     , 10 , 2 ,     ,          ,     ,          ,     ,          
CT,031331,#1,DIANTHUS FROSTY FIRE,Dianthus x 'Frosty Fire'                                    ,Frosty Fire Cheddar Pink                                    ,Mid spring border flowering,PRN,02,, 4.90 ,,CAN FULL,     , 10 ,     , 197 ,06/01/15  ,     ,          ,     ,          
GA,031331,#1,DIANTHUS FROSTY FIRE,Dianthus x 'Frosty Fire'                                    ,Frosty Fire Cheddar Pink                                    ,Mid spring border flowering,PRN,02,, 4.90 ,,CAN FULL, 26 , 10 ,     , 26 ,04/15/15  ,     ,          ,     ,          
GA,03133UT,LittleOne,DIANTHUS FROSTY FIRE,Dianthus x 'Frosty Fire'                                    ,Frosty Fire Cheddar Pink                                    ,Mid spring border flowering,PRN,02,, 3.10 ,,CAN FULL, 1 , 16 ,     , 1 ,04/01/15  ,     ,          ,     ,          
CT,004721,#1,DIANTHUS GRAT FIREWITCH,Dianthus gratianapolitanus 'Firewitch'                      ,Firewitch Cheddar Pink                                      ,Mid spring border flowering,PRN,03,, 4.90 ,-,CAN FULL,     , 10 ,     , 747 ,06/01/15  ,     ,          ,     ,          
GA,004721,#1,DIANTHUS GRAT FIREWITCH,Dianthus gratianapolitanus 'Firewitch'                      ,Firewitch Cheddar Pink                                      ,Mid spring border flowering,PRN,03,, 4.90 ,,CAN FULL, 10 , 10 ,     , 10 ,04/01/15  ,     ,          ,     ,          
GA,00472UT,LittleOne,DIANTHUS GRAT FIREWITCH,Dianthus gratianapolitanus 'Firewitch'                      ,Firewitch Cheddar Pink                                      ,Mid spring border flowering,PRN,03,, 3.10 ,,CAN FULL, 9 , 16 ,     , 9 ,04/01/15  ,     ,          ,     ,          
CA,004741,#1,DIANTHUS GRAT MOUNTAIN MIST,Dianthus gratianopolitanus 'Mountain Mist'                  ,Mountain Mist Cheddar Pink                                  ,Mid spring border flowering,PRN,03,, 4.90 ,-,CAN FULL,     , 10 ,     , 398 ,03/01/15  ,     ,          ,     ,          
GA,04596UT,LittleOne,DIANTHUS NEON STAR PP14549,Dianthus x 'Neon Star' P.P.# 14549                          ,Neon Star Maiden Pink                                       ,Mid spring border flowering,PRN,04,, 3.10 ,,CAN FULL, 18 , 16 ,     , 18 ,04/01/15  , 87 ,06/01/15  ,     ,          
CT,024771,#1,DIANTHUS SPANGLED STAR PP13029,Dianthus 'Spangled Star' P.P.# 13029                        ,Spangled Star Maiden Pink                                   ,Mid spring border flowering,PRN,04,, 4.90 ,,CAN FULL,     , 10 , 30 ,     ,          , 163 ,05/15/15  ,     ,          
OR,042771,#1,DIANTHUS WINK,Dianthus 'Wink'                                             ,Wink Maiden Pink                                            ,Mid spring border flowering,PRN,03,NSA, 4.90 ,-,CAN FULL,     , 10 , 355 , 539 ,05/01/15  ,     ,          ,     ,          
CT,402301,#1,DICENTRA IVORY HEARTS P15599,                                                            ,                                                            ,Early spring border flowering,PRN,04,PPP, 6.35 ,,,     , 10 ,     , 940 ,04/01/15  , 763 ,06/01/15  ,     ,          
OR,035622,#2,DICENTRA SPEC GOLD HEART,Dicentra spectabilis 'Gold Heart'                           ,Gold Heart Bleeding Heart                                   ,Early spring border flowering,PRN,03,, 14.75 ,CUT BACK,, 7 , 5 , 7 , 7 ,05/01/15  ,     ,          ,     ,          
GA,004871,#1,DIGITALIS PURPUREA FOXY,Digitalis purpurea 'Foxy'                                   ,Foxy Foxglove                                               ,Mid/late tall flowering,PRN,04,, 4.90 ,,CAN FULL, 10 , 10 ,     , 10 ,04/15/15  ,     ,          ,     ,          
OR,049832,#2,DISPORUM CANT GREEN GIANT,Disporum longistylum 'Green Giant'                          ,Chinese Fairy Bells                                         ,Evergreen large shrub/hedge,PRN,07,HIN, 14.75 ,-,"15""H - 15""S", 5 , 5 ," 1,309 "," 1,309 ",05/01/15  ,     ,          ,     ,          
OR,049835,#5,DISPORUM CANT GREEN GIANT,Disporum longistylum 'Green Giant'                          ,Chinese Fairy Bells                                         ,Evergreen large shrub/hedge,PRN,07,HIN, 24.50 ,-,"26""H - 20""S",     , 5 , 599 , 647 ,05/01/15  ,     ,          ,     ,          
OR,04983P18SA,"4"" Pot P",DISPORUM CANT GREEN GIANT,Disporum longistylum 'Green Giant'                          ,Chinese Fairy Bells                                         ,Evergreen large shrub/hedge,PRN,07,HIN, 2.00 ,,,     ,     , 874 ,     ,          ,     ,          ,     ,          
OR,402361,#1,ECHIN DBL SCP TM BBLGM PP23103,"Echinacea x 'Balscblum' P.P. #23, 103                       ",Double Scoop™  Bubble Gum Echinacea,Mid/late interm. flowering,PRN,06,BHC, 5.75 ,,,     , 10 ,     ," 1,280 ",06/01/15  ,     ,          ,     ,          
CT,402361,#1,ECHIN DBL SCP TM BBLGM PP23103,"Echinacea x 'Balscblum' P.P. #23, 103                       ",Double Scoop™  Bubble Gum Echinacea,Mid/late interm. flowering,PRN,06,BHC, 5.75 ,,,     , 10 ,     , 6 ,06/01/15  ,     ,          ,     ,          
CT,402351,#1,ECHIN DBL SCP TM RSPBRY P23117,"Echinacea x 'Balsceras' P.P.# 23, 117                       ",Double Scoop™  Raspberry Cone Flower,Mid/late interm. flowering,PRN,06,BHC, 5.75 ,-,,     , 10 ,     , 34 ,04/15/15  ,     ,          ,     ,          
CT,022281S,SuperOne TM,ECHIN 'MARMALADE' PPAF,                                                            ,                                                            ,Mid/late interm. flowering,PRN,04,, 8.50 ,,,     , 10 ,     , 29 ,04/15/15  ," 2,531 ",01/01/15  ," 2,552 ",05/01/15  
CT,402411S,SuperOne TM,ECHIN TANGERINE THRILL,Echinacea x 'Tangerine Thrill'                              ,Tangerine Thrill Coneflower                                 ,Mid/late interm. flowering,PRN,04,, 8.50 ,BUDS & BLOOMS,, 1 , 10 , 64 ,     ,          ,     ,          ,     ,          
GA,407711,#1,ECHIN VANILLA CUPCAKE,                                                            ,                                                            ,Mid/late interm. flowering,PRN,05,, 6.95 ,,, 30 , 10 ,     , 30 ,04/15/15  ,     ,          ,     ,          
GA,037511,#1,ECHINACEA GREEN EYES PP17172,Echinacea purpurea 'Green Eyes' P.P.# 17172                 ,Green Eyes Coneflower                                       ,Mid/late interm. flowering,PRN,04,OLD, 6.95 ,-,CAN FULL, 8 , 10 ,     , 8 ,04/15/15  ,     ,          ,     ,          
OR,004891,#1,ECHINACEA KIMS KNEE HI PP12242,Echinacea purpurea 'Kim's Knee High' P.P. #12242            ,Kim's Knee High Purple Coneflower                           ,Mid/late interm. flowering,PRN,04,SBN, 5.75 ,-,CAN FULL, 24 , 10 , 8 , 24 ,06/01/15  ,     ,          ,     ,          
CT,004892,#2,ECHINACEA KIMS KNEE HI PP12242,Echinacea purpurea 'Kim's Knee High' P.P. #12242            ,Kim's Knee High Purple Coneflower                           ,Mid/late interm. flowering,PRN,04,SBN, 10.50 ,,,     , 5 ,     , 148 ,05/15/15  ,     ,          ,     ,          
OR,047511,#1,ECHINACEA PNK DBL DLITE P18803,Echinacea purpurea 'Pink Double Delight' P.P.A.F            ,Pink Double Delight Cone Flower                             ,Mid/late interm. flowering,PRN,04,OLD, 6.95 ,CUT BACK,CAN FULL,     , 10 , 23 , 82 ,06/01/15  ,     ,          ,     ,          
CT,047511,#1,ECHINACEA PNK DBL DLITE P18803,Echinacea purpurea 'Pink Double Delight' P.P.A.F            ,Pink Double Delight Cone Flower                             ,Mid/late interm. flowering,PRN,04,OLD, 6.95 ,,,     , 10 ,     , 336 ,05/15/15  ,     ,          ,     ,          
CT,031771,#1,ECHINACEA PUR MAGNUS,Echinacea purpurea 'Magnus'                                 ,Magnus Purple Coneflower                                    ,Mid/late interm. flowering,PRN,04,, 4.90 ,,CAN FULL,     , 10 ,     , 144 ,05/15/15  ," 2,874 ",02/01/15  ,     ,          
CT,031772,#2,ECHINACEA PUR MAGNUS,Echinacea purpurea 'Magnus'                                 ,Magnus Purple Coneflower                                    ,Mid/late interm. flowering,PRN,04,, 10.50 ,,,     , 5 ,     , 172 ,05/15/15  ,     ,          ,     ,          
GA,039581,#1,ECHINACEA PUR MERLOT PP18814,Echinacea purpurea 'Merlot' P.P.# 18814                     ,Merlot Coneflower                                           ,Mid/late interm. flowering,PRN,04,, 6.95 ,-,CAN FULL, 2 , 10 ,     , 2 ,04/15/15  ,     ,          ,     ,          
OR,018221,#1,ECHINACEA PUR RUBY STAR,Echinacea purpurea 'Ruby Star'                              ,Ruby Star Coneflower                                        ,Mid/late interm. flowering,PRN,04,, 4.90 ,CUT BACK,CAN FULL,     , 10 , 16 , 16 ,04/01/15  , 518 ,06/01/15  ,     ,          
CT,018222,#2,ECHINACEA PUR RUBY STAR,Echinacea purpurea 'Ruby Star'                              ,Ruby Star Coneflower                                        ,Mid/late interm. flowering,PRN,04,, 10.50 ,,,     , 5 ,     , 12 ,11/01/14  ,     ,          ,     ,          
OR,01822UT,LittleOne,ECHINACEA PUR RUBY STAR,Echinacea purpurea 'Ruby Star'                              ,Ruby Star Coneflower                                        ,Mid/late interm. flowering,PRN,04,, 3.10 ,CUT BACK,,     , 16 , 386 , 512 ,04/01/15  ,     ,          ,     ,          
CT,033672,#2,ECHINACEA PUR WHITE SWAN,Echinacea purpurea 'White Swan'                             ,White Swan Coneflower                                       ,Mid/late interm. flowering,PRN,03,, 10.50 ,,,     , 5 ,     , 90 ,05/15/15  ,     ,          ,     ,          
GA,039591,#1,ECHINACEA RASPBRY TART PP18560,Echinacea purpurea 'Raspberry Tart' P.P.# 18933             ,Raspberry Tart Coneflower                                   ,Mid/late interm. flowering,PRN,04,, 6.95 ,,CAN FULL, 4 , 10 ,     , 4 ,04/15/15  ,     ,          ,     ,          
OR,036281,#1,ECHINACEA SUNDOWN TM PP17659,Echinacea x 'Evan Saul' P.P.# 17659                         ,Sundown Big Sky™  Series Coneflower,Mid/late interm. flowering,PRN,04,OLD, 6.95 ,CUT BACK,CAN FULL,     , 10 , 49 , 49 ,06/01/15  ,     ,          ,     ,          
GA,036281,#1,ECHINACEA SUNDOWN TM PP17659,Echinacea x 'Evan Saul' P.P.# 17659                         ,Sundown Big Sky™  Series Coneflower,Mid/late interm. flowering,PRN,04,OLD, 6.95 ,,CAN FULL,     , 10 , 46 , 46 ,04/15/15  ,     ,          ,     ,          
CT,048651,#1,ECHINACEA TIKI TORCH PP18839,Echinacea purpurea 'Tiki Torch' P.P.# 18839                 ,Tiki Torch Coneflower                                       ,Mid/late interm. flowering,PRN,04,OLD, 6.95 ,-,CAN FULL, 20 , 10 ,     , 21 ,05/15/15  ,     ,          ,     ,          
GA,048651,#1,ECHINACEA TIKI TORCH PP18839,Echinacea purpurea 'Tiki Torch' P.P.# 18839                 ,Tiki Torch Coneflower                                       ,Mid/late interm. flowering,PRN,04,OLD, 6.95 ,,CAN FULL, 20 , 10 ,     , 20 ,05/01/15  ,     ,          ,     ,          
CA,031935,#5,ELAEAGNUS EBB GILT EDGE,Elaeagnus x ebbingei 'Gilt Edge'                            ,Gilt Edge Silverberry                                       ,Evergreen large shrub/hedge,EVS,07,, 21.00 ,-,"22""H - 15""S", 6 , 5 , 6 ,     ,          ,     ,          ,     ,          
GA,031902,#2,ELAEAGNUS EBBINGEI,Elaeagnus x ebbingei                                        ,Ebbinge's Silverberry                                       ,Evergreen large shrub/hedge,EVS,07,, 13.50 ,,"16""H - 14""S",     , 5 , 630 ,     ,          ,     ,          ,     ,          
GA,031903,#3,ELAEAGNUS EBBINGEI,Elaeagnus x ebbingei                                        ,Ebbinge's Silverberry                                       ,Evergreen large shrub/hedge,EVS,07,, 17.75 ,,"20""H - 18""S", 36 , 5 ,     , 36 ,04/15/15  ,     ,          ,     ,          
OR,032161,#1,ERICA ATROPURPUREA,Erica cinerea 'Atropurpurea'                                ,Purple Bell Heath                                           ,Evergreen early flower'g shrub,EVS,06,, 7.50 ,-,6''H - 8''S, 11 , 10 , 11 , 11 ,05/01/15  ,     ,          ,     ,          
OR,032162,#2,ERICA ATROPURPUREA,Erica cinerea 'Atropurpurea'                                ,Purple Bell Heath                                           ,Evergreen early flower'g shrub,EVS,06,, 15.00 ,-,6''H - 12''S, 27 , 5 , 53 , 53 ,05/01/15  ,     ,          ,     ,          
OR,017961,#1,ERICA KRAMER'S RED,Erica x darleyensis 'Kramer's Rote'                         ,Kramer's Red Winter Heath                                   ,Evergreen early flower'g shrub,EVS,06,, 7.50 ,-,4''H - 8''S, 9 , 10 , 9 ,     ,          ,     ,          ,     ,          
OR,017962,#2,ERICA KRAMER'S RED,Erica x darleyensis 'Kramer's Rote'                         ,Kramer's Red Winter Heath                                   ,Evergreen early flower'g shrub,EVS,06,, 15.00 ,-,6''H - 12''S,     , 5 , 389 ,     ,          ,     ,          ,     ,          
OR,032071,#1,ERICA MEDITERRANEAN PINK,Erica x darleyensis 'Mediterranean Pink'                    ,Mediterranean Pink Heath                                    ,Evergreen early flower'g shrub,EVS,06,, 7.50 ,-,6''H - 8''S,     , 10 , 533 ,     ,          ,     ,          ,     ,          
OR,032072,#2,ERICA MEDITERRANEAN PINK,Erica x darleyensis 'Mediterranean Pink'                    ,Mediterranean Pink Heath                                    ,Evergreen early flower'g shrub,EVS,06,, 15.00 ,BUDS,6''H - 12''S,     , 5 , 22 ,     ,          ,     ,          ,     ,          
OR,032081,#1,ERICA SILBERSCHMELZE,Erica x darleyensis 'Silberschmelze'                        ,White Bell Heath                                            ,Evergreen early flower'g shrub,EVS,06,, 7.50 ,-,6''H - 8''S,     , 10 , 178 ,     ,          ," 1,144 ",05/15/15  ," 1,325 ",06/15/15  
