Location,New Plant / Size,Item,Size,Plant Name,Common Name,CAT,Zone,2015 List Price,2015 NET PRICE,Casino Interior/Container,Casino Exterior,Early Spring,Mid Spring,Late Spring,Summer,ORDER QTY,QTY AVAIL NOW,"2ND 
QTY AVAIL","2ND 
QTY READY DATE",DESCRIPTION / NOTES
CA,    ,028041,#1,GR-CORTADERIA IVORY FEATHERS® ,Ivory Feathers®  Dwarf Pampas Grass,GRS,07,6.50,5.85,,X,X,X,X,X,,, 209 ,04/01/15  ,
CA,    ,028045,#5,GR-CORTADERIA IVORY FEATHERS® ,Ivory Feathers®  Dwarf Pampas Grass,GRS,07,18.75,16.88,,X,X,X,X,X,,28,,,A heavy producer of large white feather duster-like plumes.
CA,    ,028105,#5,GR-CORTADERIA SUN STRIPE® ,Sun Stripe®  Variegated Pampas Grass,GRS,07,18.75,16.88,X,X,X,X,X,X,,28,,,"Variegated green & gold foliage. Large, white feather duster-like plumes; Annual"
OR,    ,031941,#1,GR-ELYMUS ARENARIUS BLUE DUNE,Blue Dune Lyme Grass                                        ,GRS,04,6.50,5.85,X,X,X,X,X,X,,, 183 ,03/01/15  ,
CA,    ,036671,#1,GR-FESTUCA GLAUCA ELIJAH BLUE,Elijah Blue Fescue                                          ,GRS,04,6.00,5.40,X,X,X,X,X,X,,," 1,637 ",03/01/15  ,
OR,    ,038681,#1,GR-HAKONECHLOA MACRA AUREOLA,Golden Japanese Forest Grass                                ,GRS,04,8.50,7.65,X,,,,X,,,1550, 474 ,04/01/15  ,Gracefully arching yellow blades with green vertical striping; bamboo-like
CA,    ,038681,#1,GR-HAKONECHLOA MACRA AUREOLA,Golden Japanese Forest Grass                                ,GRS,04,8.50,7.65,X,,,,X,,,, 77 ,04/15/15  ,
CA,    ,098892,#2,GR-LOMANDRA LON BREEZE PP15420,Breeze™  Dwarf Mat Rush,GRS,08,14.50,13.05,,X,,,X,,,, 78 ,04/01/15  ,
CA,    ,061555,#5,GR-MIS SIN STRICTUS,Porcupine Grass                                             ,GRS,04,18.75,16.88,X,,,X,X,X,,55,,,"Bands of gold, up and down the blade"
CA,    ,024671,#1,GR-MUHLEN CAP REGAL MIST® ,Regal Mist®  Pink Muhly,GRS,06,6.50,5.85,,X,,X,X,X,,, 128 ,04/01/15  ,
CA,    ,024672,#2,GR-MUHLEN CAP REGAL MIST® ,Regal Mist®  Pink Muhly,GRS,06,14.25,12.83,,X,X,X,X,X,,171," 1,135 ",04/01/15  ,
CA,    ,024675,#5,GR-MUHLEN CAP REGAL MIST® ,Regal Mist®  Pink Muhly,GRS,06,18.75,16.88,,X,X,X,X,X,,39,,,
CA,,092061,#1,GR-MUHLEN LIND AUTUMN GLOW™ ,Autumn Glow™  Muhly,GRS,06,6.50,5.85,,X,X,X,X,X,,79,,,
CA,X,022961,#1,GR-PAN VIR NORTHWIND,Northwind Switch Grass                                      ,GRS,04,6.75,6.08,X,,,,X,X,,50," 2,083 ",04/01/15  ,"2014 Perennial Plant of the Year. Spreads slowly to form erect clumps of slender steel-blue leaves about 5' tall. Late summer the foliage is topped by a haze of showy, finely-textured  flowers that rise to 6-7' and open golden yellow maturing to beige; situated in the middle of the clump, rather than arching away from it like most other grasses; a bouquet look. According to folks in Montana this grass stays erect even in winter"
OR,    ,033202,#2,GUNNERA TINCTORIA,Chilean Prickly Rhubarb                                     ,PRN,07,16.25,14.63,X,,,,X,X,,16,,,Annual
OR,    ,033205,#5,GUNNERA TINCTORIA,Chilean Prickly Rhubarb                                     ,PRN,07,29.00,26.10,X,,,,X,X,,65,,,"Enormous puckered leaves of this tropical, prehistoric plant emerge in spring, reaching 6' across or more. A giant Rhubarb-like look. Use in containers or casino conservatories"
CA,X,089631,#1,HELLEBORUS FROSTKISS™ PENNY'S PINK P24149,FrostKiss™  Penny's Pink®  Lenten Rose,PRN,04,9.00,8.10,X,,X,,,,,, 133 ,03/01/15  ,Green foliage with hot pink veined leaves held on purple petioles. Purple buds open to pink and chartreuse flowers that deepen. Summer foliage bright emerald green with green veining
CA,,072951,#1,HELLEBORUS X CINNAMON SNOW,Gold Collection Cinnamon Snow Lenten Rose,PRN,05,9.00,8.10,X,,X,,,,,, 586 ,03/01/15  ,Pink buds open to large creamy-white flowers with shades of rose & cinnamon
OR,    ,039991,#1,HELLEBORUS X IVORY PRINCE PP16199,Ivory Prince Lenten Rose                                    ,PRN,04,9.00,8.10,X,,X,,,,,906,     ,          ,
CA,    ,039991,#1,HELLEBORUS X IVORY PRINCE PP16199,Ivory Prince Lenten Rose                                    ,PRN,04,9.00,8.10,X,,X,,,,,," 2,117 ",03/01/15  ,
CA,,072991,#1,HELLEBORUS X PINK FROST PPAF,Gold Collection®  Pink Frost Lenten Rose,PRN,05,9.00,8.10,X,,X,,,,,240, 112 ,03/01/15  ,"Burgundy stems support silvery leather leaves with a silver frosting. The flowers are a combination of white, pink, and deep rose tones"
CA,,017991,#1,HELLEBORUS X RED LADY,Red Lady Lenten Rose,PRN,04,7.85,7.07,X,,X,,,,,, 349 ,03/01/15  ,Upward facing red flowers
CA,    ,040221,#1,HEMEROCALLIS STARBURST® RED,Starburst®  Red Evergreen Daylily,PRN,07,5.75,5.18,X,X,,,X,,,, 180 ,03/15/15  ,Starburst series are evergreen
CA,    ,040171,#1,HEMEROCALLIS STARBURST® SALMON,Starburst®  Salmon Evergreen Daylily,PRN,07,5.75,5.18,X,X,,,X,,,, 29 ,04/01/15  ,
CA,,040241,#1,HEMEROCALLIS STARBURST® SINGLE GOLD,Starburst® Single Gold Evergreen Daylily,PRN,07,5.75,5.18,X,X,,,X,,,, 485 ,04/01/15  ,
CA,    ,040141,#1,HEMEROCALLIS STARBURST® SUSIE,Starburst®  Susie Evergreen Daylily,PRN,07,5.75,5.18,X,X,,,X,,,, 99 ,03/01/15  ,
CA,    ,023101,#1,HEUCHERA FROSTED VIOLET P15085,Frosted Violet Coral Bells                                  ,PRN,04,4.90,4.41,X,,,X,X,,,403,,,
OR,    ,018661,#1,HEUCHERA GREEN SPICE,Green Spice Coral Bells                                     ,PRN,04,6.95,6.26,X,,,,X,,,, 242 ,04/01/15  ,
OR,    ,040721,#1,HEUCHERA PLUM PUDDING,Plum Pudding Coral Bells                                    ,PRN,04,4.90,4.41,X,,,,X,,,," 1,413 ",04/01/15  ,
CA,    ,040721,#1,HEUCHERA PLUM PUDDING,Plum Pudding Coral Bells                                    ,PRN,04,4.90,4.41,X,,,X,X,,,983, 741 ,03/01/15  ,
CA,    ,020121,#1,HEUCHERA SILVER SCROLLS P12066,Silver Scrolls Coral Bells                                  ,PRN,04,7.85,7.07,X,,,X,X,,,871,,,Leaves emerge silver flushed with burgundy but mature to silver with dark purple veins
CA,    ,040801,#1,HIBISCUS ROSA AMOUR,Amour Hibiscus                                              ,EVS,10,7.25,6.53,X,,X,X,X,X,,243,     ,          ,Single medium pink; can be a houseplant
CA,,040805,#5,HIBISCUS ROSA AMOUR,Amour Hibiscus                                              ,EVS,11,22.00,19.80,X,,X,X,X,X,,19,     ,          ,
CA,    ,040805PT,#5 PATIO TREE,HIBISCUS ROSA AMOUR,Amour Hibiscus                                              ,EVS,10,40.00,36.00,X,,X,X,X,X,,11,,,
CA,X,056931,#1,HIBISCUS ROSA BLUE VIOLET,Blue Violet Chinese Hibiscus                                ,EVS,,7.25,6.53,X,,,X,X,X,,, 26 ,04/01/15  ,BLUE WITH A PINK CENTER; can be a houseplant
CA,    ,040875,#5,HIBISCUS ROSA BRIDAL VEIL® ,Bridal Veil®  Hibiscus,EVS,10,22.00,19.80,X,,X,X,X,X,,12,,,White; can be a houseplant
CA,X,055245,#5,HIBISCUS ROSA C'EST BON,C'est Bon Cajun Hibiscus                                    ,EVS,10,23.00,20.70,X,,X,X,X,X,,47,     ,          ,Huge rosy-pink flowers edged in white; can be a houseplant
CA,    ,041031,#1,HIBISCUS ROSA CROWN OF BOHEMIA,Crown Of Bohemia Hibiscus                                   ,EVS,10,7.25,6.53,X,,,X,X,X,,, 141 ,04/01/15  ,Full double flowers are golden-yellow with a deep orange-red throat; can be a houseplant
CA,    ,041035,#5,HIBISCUS ROSA CROWN OF BOHEMIA,Crown Of Bohemia Hibiscus                                   ,EVS,10,22.00,19.80,X,,X,X,X,X,,12,     ,          ,
CA,    ,041111,#1,HIBISCUS ROSA EMPIRE,Empire Hibiscus                                             ,EVS,10,7.25,6.53,X,,X,X,X,X,,, 518 ,03/15/15  ,
CA,    ,041115,#5,HIBISCUS ROSA EMPIRE,Empire Hibiscus                                             ,EVS,10,22.00,19.80,X,,X,X,X,X,,250,     ,          ,Orange-red petals with yellow-gold streaks on backside of petals; can be a houseplant
CA,    ,041115PT,#5 PATIO TREE,HIBISCUS ROSA EMPIRE,Empire Hibiscus                                             ,EVS,10,40.00,36.00,X,,,X,X,X,,, 52 ,04/01/15  ,
CA,    ,025205,#5,HIBISCUS ROSA ERIN RACHEL,Erin Rachel Hibiscus                                        ,EVS,10,22.00,19.80,X,,X,X,X,X,,200,     ,          ,"4-5"" flowers of hot neon orange blending into vibrant pink, with a rich magenta center; can be a houseplant"
CA,    ,041155PT,#5 PATIO TREE,HIBISCUS ROSA FIESTA,Fiesta Hibiscus                                             ,EVS,10,40.00,36.00,X,,X,X,X,X,,20,     ,          ,
CA,    ,041201,#1,HIBISCUS ROSA FULLMOON® ,Fullmoon®  Hibiscus,EVS,10,7.25,6.53,X,,X,X,X,X,,, 27 ,03/15/15  ,Full double yellow flowers; can be a houseplant
CA,    ,041205PT,#5 PATIO TREE,HIBISCUS ROSA FULLMOON® ,Fullmoon®  Hibiscus,EVS,10,40.00,36.00,X,,X,X,X,X,,83,,,
CA,    ,041251,#1,HIBISCUS ROSA GOLDEN DUST,Golden Dust Hibiscus                                        ,EVS,10,7.25,6.53,X,,X,X,X,X,,38,,,
CA,    ,041255,#5,HIBISCUS ROSA GOLDEN DUST,Golden Dust Hibiscus                                        ,EVS,10,22.00,19.80,X,,X,X,X,X,,403,     ,          ,Fluorescent orange flowers; can be a houseplant
CA,X,055255,#5,HIBISCUS ROSA HEAT FLASH,Heat Flash Cajun Hibiscus                                   ,EVS,10,23.00,20.70,X,,X,X,X,X,,18,     ,          ,"Large, bright golden-yellow flowers have deep pink centers. Can be a houseplant"
CA,    ,041355,#5,HIBISCUS ROSA POWDER PUFF® ,Powder Puff®  Hibiscus,EVS,10,22.00,19.80,X,,X,X,X,X,,42,     ,          ,Double cream flowers with blush-pink inner highlights; can be a houseplant
CA,,091421,#1,HIBISCUS ROSA RED DARLING® ,Red Darling®  Hibiscus,EVS,10,8.00,7.20,X,,X,X,X,X,,32,,,
CA,,091425,#5,HIBISCUS ROSA RED DARLING® ,Red Darling®  Hibiscus,EVS,10,23.00,20.70,X,,X,X,X,X,,951,     ,          ,Prolific red blooming variety; can be a houseplant
CA,,091425PT,#5 PATIO TREE,HIBISCUS ROSA RED DARLING® ,Red Darling®  Hibiscus,EVS,10,40.00,36.00,X,,X,X,X,X,,, 5 ,04/01/15  ,
CA,    ,039791,#1,HIBISCUS ROSA SEMINOLE SINGLE,Seminole Single Hibiscus                                    ,EVS,10,7.25,6.53,X,,X,X,X,X,,130,,,
CA,    ,039795,#5,HIBISCUS ROSA SEMINOLE SINGLE,Seminole Single Hibiscus                                    ,EVS,10,22.00,19.80,X,,X,X,X,X,,236,     ,          ,Single pink flowers w/red eye; can be a houseplant
OR,    ,031871,#1,HOSTA ABIQUA DRINKING GOURD,Abiqua Drinking Gourd Plantain Lily                         ,PRN,03,6.75,6.08,X,,,,X,,,, 549 ,04/15/15  ,
OR,    ,031872,#2,HOSTA ABIQUA DRINKING GOURD,Abiqua Drinking Gourd Plantain Lily                         ,PRN,03,14.25,12.83,X,,,,X,,,, 152 ,05/01/15  ,"2014 Hosta of the Year. Huge, deeply cupped, corrugated blue-green foliage. 16-18"" x 24-36"""
OR,X,093061,#1,HOSTA ENTERPRISE,Enterprise Hosta                                            ,PRN,03,6.75,6.08,X,,,,X,,,1670," 3,316 ",04/15/15  ,"Dark green heart-shaped leaves and creamy-white variegation with tinges of olive green throughout the season. 18-24"" x 36"""
OR,X,093062,#2,HOSTA ENTERPRISE,Enterprise Hosta                                            ,PRN,03,14.25,12.83,X,,,,X,,,158,,,
OR,    ,041471,#1,HOSTA EOLA SAPPHIRE,Eola Sapphire Plantain Lily                                 ,PRN,03,5.75,5.18,X,,,,X,,,483,     ,          ,Large metallic blue-green with nice corrugation. 2-3' x 4'
OR,X,075111,#1,HOSTA FANTASY ISLAND,Fantasy Island Plantain Lily                                ,PRN,03,6.75,6.08,X,,,,X,,,394,     ,          ,
OR,    ,017491,#1,HOSTA FIRE & ICE,Fire And Ice Plantain Lily                                  ,PRN,04,6.75,6.08,X,,,,X,,,," 1,052 ",04/01/15  ,"Slightly twisted, semi-narrow green foliage with a bright white center, very striking. 
14-16"" x 12-32"""
OR,    ,041862,#2,HOSTA FLUCTUANS VARIEG (SAGAE),Variegated Plantain Lily                                    ,PRN,04,14.25,12.83,X,,,,X,,,250,     ,          ,"Green heart-shaped leaves with a gold band on edge of leaf that matures to a creamy-white. 18"" X 36"""
OR,    ,041691,#1,HOSTA FRANCEE,Francee Plantain Lily                                       ,PRN,04,5.75,5.18,X,,,,X,,,2467,     ,          ,
OR,    ,041695,#5,HOSTA FRANCEE,Francee Plantain Lily                                       ,PRN,04,24.50,22.05,X,,,,X,,,102,     ,          ,
OR,,052631,#1,HOSTA FROSTY RIBBONS,Frosty Ribbons Hosta,PRN,04,6.35,5.72,X,,,,X,,,52, 772 ,04/01/15  ,"A sport of Halcyon with same intense blue-green leaf center. Emerges with a gold edge that matures to a pure white that nearly shimmers in the shade. 18-24"" x 24-36"""
OR,    ,041531,#1,HOSTA GINKO CRAIG,Ginko Craig Plantain Lily                                   ,PRN,03,5.75,5.18,X,,,,X,,,1102,     ,          ,"Narrow, lance-shaped green leaves edged in white. 10"" x spreading wider"
OR,    ,041532,#2,HOSTA GINKO CRAIG,Ginko Craig Plantain Lily                                   ,PRN,03,14.25,12.83,X,,,,X,,,1804,     ,          ,
OR,    ,041771,#1,HOSTA GOLDEN PRAYERS,Golden Prayers Plantain Lily                                ,PRN,03,5.75,5.18,X,,,,X,,,550," 1,606 ",04/15/15  ,"Small yellow heart-shaped leaves. 12"" x 24"""
OR,    ,04177UT,LittleOne,HOSTA GOLDEN PRAYERS,Golden Prayers Plantain Lily                                ,PRN,03,3.10,2.79,X,,,,,,,302, 340 ,05/01/15  ,
OR,    ,019911,#1,HOSTA GREAT EXPECTATIONS,Great Expectations Plantain Lily                            ,PRN,03,6.75,6.08,X,,,,X,,,819,     ,          ,"Large blue-green leaves are accented with a chartreuse center, with margins that fade to green. 22"" x 36"""
OR,    ,031891,#1,HOSTA HADSPEN BLUE,Hadspen Blue Plantain Lily                                  ,PRN,04,6.75,6.08,X,,,,X,,,604,     ,          ,"Steel blue-gray foliage has a powdery look. 12"" x 20"""
OR,    ,017531,#1,HOSTA JUNE,June Plantain Lily                                          ,PRN,03,6.75,6.08,X,,,,X,,,576, 576 ,04/01/15  ,"Gold leaves of heavy substance have an irregular blue-green edge. 12"" x 30"""
OR,    ,041821,#1,HOSTA KROSSA REGAL,Krossa Regal Plantain Lily                                  ,PRN,03,14.25,12.83,X,,,,X,,,601,     ,          ,"Shimmering frosty-blue upright foliage. 
24"" x 18-24"""
OR,    ,041822,#2,HOSTA KROSSA REGAL,Krossa Regal Plantain Lily                                  ,PRN,03,14.25,12.83,X,,,,X,,,207,     ,          ,
OR,    ,041825,#5,HOSTA KROSSA REGAL,Krossa Regal Plantain Lily                                  ,PRN,03,24.50,22.05,X,,,,X,,,101,     ,          ,
OR,,006981,#1,HOSTA MINUTEMAN,Minuteman Plantain Lily                                     ,PRN,03,6.75,6.08,X,,,,X,,,38, 515 ,04/01/15  ,
OR,    ,006982,#2,HOSTA MINUTEMAN,Minuteman Plantain Lily                                     ,PRN,03,14.25,12.83,X,,,,X,,,238, 238 ,04/01/15  ,"Cupped and slightly wavy leaves of good substance, dark green leaves and a wide pure white edge. 24"" x 18"""
OR,    ,028391,#1,HOSTA OLIVE BAILEY LANGDON,Olive Bailey Langdon Plantain Lily                          ,PRN,04,6.75,6.08,X,,,,X,,,303," 1,327 ",04/15/15  ,
OR,    ,028392,#2,HOSTA OLIVE BAILEY LANGDON,Olive Bailey Langdon Plantain Lily                          ,PRN,04,14.25,12.83,X,,,,X,,,583,     ,          ,"This large Hosta has dark green foliage with wide light green edges. Has better burn resistance than Francis Williams. 36"" x 5-6'"
OR,    ,028395,#5,HOSTA OLIVE BAILEY LANGDON,Olive Bailey Langdon Plantain Lily                          ,PRN,04,24.50,22.05,X,,,,X,,,, 136 ,04/14/15  ,
OR,    ,041881,#1,HOSTA PATRIOT,Patriot Plantain Lily                                       ,PRN,04,5.75,5.18,X,,,,X,,,249," 1,613 ",04/01/15  ,
OR,    ,041882,#2,HOSTA PATRIOT,Patriot Plantain Lily                                       ,PRN,04,14.25,12.83,X,,,,X,,,1273," 1,273 ",04/01/15  ,"Green foliage w/white edge.14""x wider spread"
OR,    ,007011,#1,HOSTA REGAL SPLENDOR,Regal Splendor Plantain Lily                                ,PRN,04,5.75,5.18,X,,,,X,,,177,     ,          ,
OR,    ,007012,#2,HOSTA REGAL SPLENDOR,Regal Splendor Plantain Lily                                ,PRN,04,14.25,12.83,X,,,,X,,,402,     ,          ,"A superb creamy-gold edged version of Krossa Regal. The blue-green by gold edged foliage has a upright vase-shaped habit. 
36"" x same"
OR,X,039471,#1,HOSTA ROSEDALE GOLDEN GOOSE,Rosedale Golden Goose Plantain Lily                         ,PRN,03,7.15,6.44,X,,,,X,,,417, 417 ,04/15/15  ,"Large, corrugated and deep veined bright golden-yellow heart-shaped leaves. 30"" x 48"" "
OR,X,039472,#2,HOSTA ROSEDALE GOLDEN GOOSE,Rosedale Golden Goose Plantain Lily                         ,PRN,03,14.25,12.83,X,,,,X,,,21, 21 ,03/01/15  ,
OR,X,039475,#5,HOSTA ROSEDALE GOLDEN GOOSE,Rosedale Golden Goose Plantain Lily                         ,PRN,03,24.50,22.05,X,,,,X,,,, 15 ,04/15/15  ,
OR,X,016305,#5,HOSTA TOKUDAMA FLAVOCIRCINALIS,Flavocircinalis Plantain Lily                               ,PRN,03,24.50,22.05,X,,,,X,,,, 35 ,04/01/15  ,"An elegant ground cover type with frosty blue-green foliage surrounded by a wide gold margin. 12-18"" x 48"""
OR,    ,041851,#1,HOSTA WIDE BRIM,Wide Brim Plantain Lily                                     ,PRN,03,5.75,5.18,X,,,,X,,,3015," 3,408 ",04/01/15  ,
OR,    ,041852,#2,HOSTA WIDE BRIM,Wide Brim Plantain Lily                                     ,PRN,03,14.25,12.83,X,,,,X,,,205,     ,          ,
OR,X,063832,#2,HYD ANG GOLDEN CRANE® ,Golden Crane®  Hydrangea,DCS,06,16.50,14.85,X,,,,X,X,,1366,     ,          ,Has large FRAGRANT (Jasmine-Like) white and chartreuse lacecap flowers
OR,X,056452,#2,HYD ASPERA PLUM PASSION®,Plum Passion®  Hydrangea,DCS,07,16.50,14.85,X,,,,X,X,,728, 778 ,04/15/15  ,
OR,X,056455,#5,HYD ASPERA PLUM PASSION®,Plum Passion®  Hydrangea,DCS,07,24.00,21.60,X,,,,X,X,,642,     ,          ,"The first ever PURPLE LEAFED HYDRANGEA. Greenish-purple new foliage, the leaves age to deep purple with rosy-purple undersides. Wispy flowers nicely contrast the dramatic foliage. Use in containers or in casino conservatories; Annual"
OR,X,092755,#5,HYD MAC ENCHANTRESS® PPAF,Enchantress®  Hydrangea,DCS,05,24.00,21.60,X,,,,X,X,,2204,     ,          ,
CA,X,092755,#5,HYD MAC ENCHANTRESS® PPAF,Enchantress®  Hydrangea,DCS,05,24.00,21.60,X,,,X,X,,,12254,     ,          ,"WOW A FANTASTIC HYDRANGEA. Flowers on new & old wood so it’s a repeat bloomer. Large mop head blooms that can be blue or pink, and to top things off beautiful thick deep burgundy stems (almost black looking) A great alternative to Endless Summer"
CA,,074595,#5,HYD MAC LET'S DANCE® MOONLIGHT PP20020,Let's Dance®  Moonlight Hydrangea,DCS,05,24.00,21.60,X,,,X,X,,,144,     ,          ,"Represents the next generation of re-blooming hydrangeas selected for exceptionally vibrant flower color, and sturdy stems. Large deep blue or pink mop head flowers. "
CA,,074582S,SuperTwo,HYD MAC LET'S DANCE® STARLIGHT PP20019,Let's Dance®  Starlight Bigleaf Hydrangea,DCS,05,17.00,15.30,X,,,X,X,,,522, 643 ,04/05/15  ,Like Moonlight only a lace cap
CA,    ,038775,#5,HYD MAC MINI PENNY™ PP15744,Mini Penny™  Hydrangea,DCS,05,24.00,21.60,X,,,X,X,,,24,     ,          ,"Compact habit, repeat blooming blue or pink mop head"
CA,    ,041965,#5,HYD MAC NIKKO BLUE,Nikko Blue Hydrangea                                        ,DCS,05,19.25,17.33,X,,,X,X,,,420,     ,          ,
CA,    ,042132,#2,HYPERICUM FRONDOSUM SUNBURST,Sunburst St. John's Wort                                    ,DCS,04,14.50,13.05,X,,,,X,X,,70,     ,          ,Yellow flowers that resemble a sun bursting
OR,    ,016461,#1,IRIS ENSATA BUTTERFLIES IN FLIGHT,Butterflies In Flight Japanese Iris                         ,PRN,04,5.75,5.18,X,,,,X,,,316,     ,          ,Sky blue flowers with dark blue veins contrast with rich violet-purple petals
OR,    ,016471,#1,IRIS ENSATA CASCADE SPICE,Cascade Spice Japanese Iris                                 ,PRN,04,5.75,5.18,X,,,,X,,,675,     ,          ,Ruffled white flowers with outer band of purple
OR,,044011,#1,IRIS ENSATA VARIEGATA,Variegated Japanese Water Iris,PRN,04,6.95,6.26,X,,,X,X,X,,193,     ,          ,
OR,    ,046361,#1,IRIS SIB BENNERUP BLUE,Bennerup Blue Siberian Iris                                 ,PRN,04,5.75,5.18,X,,,,X,,,2247,     ,          ,Beardless blue
CA,    ,046455,#5,JASMINUM FLORIDUM,Showy Jasmine                                               ,EVS,07,22.00,19.80,X,X,,X,X,X,,, 15 ,03/15/15  ,
CA,    ,046551,#1,JASMINUM NITIDUM,Angel Wing Jasmine                                          ,EVS,10,6.00,5.40,X,,X,X,X,X,,, 158 ,04/01/15  ,"Glossy evergreen foliage with pinwheel-like fragrant white flowers, with purple undersides during the summer; can be a houseplant"
CA,    ,046581,#1 STAKED,JASMINUM POLYANTHUM,Pink Jasmine                                                ,VIN,08,6.50,5.85,X,X,X,,,,,3864,     ,          ,
CA,    ,046585,#5 STAKED,JASMINUM POLYANTHUM,Pink Jasmine                                                ,VIN,08,22.00,19.80,X,X,X,,,,,1516,     ,          ,
CA,,071782,#2,JASMINUM SAMBAC,Arabian Jasmine                                             ,EVS,09,16.50,14.85,X,,X,X,X,X,,1683,     ,          ,"A bushy vine or scrambling shrub with small, very fragrant, button-like creamy-white flowers fading to pink as they age. Flowers open at night and close in the morning. Can be used as a houseplant."
CA,    ,046631,#1,JASMINUM SAMBAC GRAND DUKE,Grand Duke Arabian Jasmine                                  ,EVS,10,7.50,6.75,X,,,X,X,X,,, 658 ,04/01/15  ,"Wonderfully fragrant clusters of creamy-white, button-like double flowers are used in Hawaii to make special leis. Vine like woody stems. Blooms during warm season. Can be used as a houseplant"
CA,    ,046632,#2,JASMINUM SAMBAC GRAND DUKE,Grand Duke Arabian Jasmine                                  ,EVS,10,16.50,14.85,X,,,X,X,X,,, 578 ,04/15/15  ,
CA,    ,046661,#1,JATROPHA INT COMPACTA,Compact Spicy Jatropha                                      ,EVS,10,8.00,7.20,X,,,X,X,X,,, 46 ,04/01/15  ,
CA,    ,046665,#5,JATROPHA INT COMPACTA,Compact Spicy Jatropha                                      ,EVS,10,24.50,22.05,X,,X,X,X,X,,, 49 ,03/01/15  ,"Clusters of rich rose-red flowers appear at the branch tips during the warm season. Bronze new foliage turns to a vivid green. Fast growing, use as a container plant; can be a houseplant"
CA,,054675PT,#5 PATIO TREE,JATROPHA INT PETITE PINKIE™ ,Petite Pinkie™  Spicy Jatropha,EVS,09,40.00,36.00,X,,X,X,X,X,,, 6 ,04/01/15  ,Pink flowers; can be a houseplant
CA,    ,048709,#15,JUN C TORULOSA,Hollywood Juniper                                           ,CON,05,91.00,81.90,X,X,X,X,X,X,,13,     ,          ,
CA,    ,048709OP,#15 ORIENTAL POMPON,JUN C TORULOSA,Hollywood Juniper                                           ,CON,05,127.00,114.30,X,X,X,X,X,X,,9,     ,          ,
CA,    ,054091,#1,JUSTICIA BRANDEGEANA,Shrimp Plant                                                ,EVS,09,7.25,6.53,X,,X,X,X,,,, 494 ,03/01/15  ,"A unique container plant, keep it on the dry side for success. Blooming during the warm months, bright rosy-pink to salmon-colored shrimp-like flower bracts are sure to grab attention. Can be used as a houseplant"
CA,    ,024901,#1,LAMIUM M PURPLE DRAGON P15890,Purple Dragon Dead Nettle                                   ,PRN,04,4.90,4.41,X,,X,X,,,,251,     ,          ,
CA,    ,056612,#2,LANTANA CAM AMERICAN RED,American Red Bush Lantana                                   ,PRN,09,13.00,11.70,X,,,X,X,X,,, 12 ,04/01/15  ,
CA,    ,056851,#1,LANTANA CAM RADIATION,Radiation Bush Lantana                                      ,PRN,09,5.10,4.59,X,,X,X,X,X,,99,,,Orange-red flowers. Bush form; can be a houseplant
CA,    ,056631,#1,LANTANA CHAPEL HILL YELLOW P19548,Chapel Hill Yellow Lantana                                  ,PRN,08,5.50,4.95,X,X,X,X,X,X,,89,,,"A hardier selection, with glossier foliage, and beautiful yellow flowers. Trailing, groundcover form; can be a houseplant"
CA,    ,056955PT,#5 PATIO TREE,LANTANA CONFETTI™ ,Confetti™  Spreading Lantana,PRN,09,38.50,34.65,X,,X,X,X,X,,7,,,"Pink, yellow, and magenta colored flowers. Bush form; can be a houseplant"
CA,    ,009091,#1,LANTANA NEW GOLD,New Gold Lantana                                            ,PRN,10,5.10,4.59,X,,X,X,X,X,,56,,,A hardier selection. Gold flowers. Bush form; can be a houseplant
CA,    ,057251,#1,LANTANA SELLOWIANA (MONTEVDNS),Trailing Lantana                                            ,PRN,09,5.10,4.59,X,,X,X,X,X,,641,,,A trailing form with purple flowers; can be a houseplant
CA,    ,057052,#2,LANTANA SPREADING SUNSET® ,Spreading Sunset®  Lantana,PRN,09,13.00,11.70,X,,X,X,X,X,,480,     ,          ,A trailing form with orange-red flowers; can be a houseplant
CA,    ,057055PT,#5 PATIO TREE,LANTANA SPREADING SUNSET® ,Spreading Sunset®  Lantana,PRN,09,38.50,34.65,X,,,X,X,X,,, 117 ,04/01/15  ,
CA,    ,057151,#1,LANTANA SUNBURST™ ,Sunburst™  Spreading Lantana,PRN,09,5.10,4.59,X,,X,X,X,X,,34,,,Golden-yellow flowers. Bush form; can be a houseplant
CA,    ,057155PT,#5 PATIO TREE,LANTANA SUNBURST™ ,Sunburst™  Spreading Lantana,PRN,09,38.50,34.65,X,,,X,X,X,,, 4 ,03/15/15  ,
CA,    ,057201,#1,LANTANA TANGERINE™ ,Tangerine™  Spreading Lantana,PRN,09,5.10,4.59,X,,X,X,X,X,,201,,,Bright tangerine colored flowers. Bush form; can be a houseplant
CA,    ,057291,#1,LAURUS NOBILIS,Sweet Bay                                                   ,EVS,08,7.00,6.30,X,,,X,X,X,,, 67 ,04/01/15  ,
CA,    ,057295PT,#5 PATIO TREE,LAURUS NOBILIS,Sweet Bay                                                   ,EVS,08,40.00,36.00,X,,,,X,X,,, 60 ,05/01/15  ,
OR,X,07993UT,LittleOne,LAURUS NOBILIS LITTLE RAGU™ PPAF,Little Ragu™  Sweet Bay,EVS,08,4.75,4.28,X,X,,X,X,X,,, 24 ,04/01/15  ,"A true compact Sweet Bay with bright green wavy leaves and a fabulous fragrance. Works well in a container, and as a houseplant. Its dried leaves will bring culinary mastery to any kitchen. 6-8' tall & wide in 10 yrs."
