Loc,Item,Plant Name,Botanical Name,Common Name,Category 2,Category,Zone,Royalty Code
GA,055421,RUDBECKIA HIR CHERRY BRANDY,Rudbeckia hirta 'Cherry Brandy'                             ,Cherry Brandy Gloriosa Daisy                                ,Mid spring interm. flowering,PRN,04,
OR,057471,RUDBECKIA HIR TIGER EYE,Rudbeckia 'TigerEye'                                        ,TigerEye Gloriosa Daisy                                     ,Mid spring interm. flowering,PRN,03,
CA,090471S,SALVIA AMISTAD PPAF,Salvia 'Amistad'                                            ,Friendship Sage                                             ,Mid/late interm. flowering,PRN,08,
CA,025541,SALVIA CHAMAEDRYOIDES,Salvia chamaedryoides                                       ,Mexican Blue Sage                                           ,Mid/late interm. flowering,PRN,08,
GA,034921,SALVIA GAUR BLACK & BLUE,Salvia guaranitica 'Black and Blue'                         ,Black And Blue Sage                                         ,Mid/late interm. flowering,PRN,07,
CA,070481,SALVIA GREGGII FURMAN'S RED,Salvia greggii 'Furman's Red'                               ,Furman's Red Autumn Sage                                    ,Mid/late interm. flowering,PRN,05,
GA,409171,SALVIA GREGGII RADIO RED,Salvia greggii 'Radio Red' P.P.A.F.                         ,Radio Red Autumn Sage                                       ,Mid/late interm. flowering,PRN,07,BHC
CA,022651,SALVIA HOT LIPS,Salvia microphylla 'Hot Lips'                               ,Hot Lips Sage                                               ,Mid/late interm. flowering,PRN,08,
GA,099451,SALVIA HTWV BLAZE TM PP24151,"Salvia (microphylla x greggii) 'EGGBEN005' P.P.#24,151      ",Heatwave™  Blaze Sage,Mid/late interm. flowering,PRN,06,PPP
CA,094261,SALVIA HTWV GLIMMER TM PP24155,"Salvia (microphylla x greggii) 'EGGBEN003' P.P.#24,155      ",Heatwave™  Glimmer Sage,Mid/late interm. flowering,PRN,06,PPP
CA,094271,SALVIA HTWV GLITTER TM PP24152,"Salvia (microphylla x greggii) 'EGGBEN001' P.P.#24,152      ",Heatwave™  Glitter Sage,Mid/late interm. flowering,PRN,06,PPP
CA,094281,SALVIA HTWV SPARKLE TM PP24154,"Salvia (microphylla x greggii) 'EGGBEN004' P.P.#24,154      ",Heatwave™  Sparkle Sage,Mid/late interm. flowering,PRN,06,PPP
CA,091405,SALVIA L SANTA BARBARA PP12949,Salvia leucantha 'Santa Barbara' P.P.# 12949                ,Santa Barbara Mexican Bush Sage                             ,Evergreen sumr flower'g shrub,PRN,09,PHI
CA,085121,SALVIA MELLIFERA POINT MUGU,Salvia mellifera 'Point Mugu'                               ,Black Sage                                                  ,Mid/late interm. flowering,PRN,08,RSA
CA,023111,SALVIA NAVAJO TM BRIGHT RED,Salvia greggii 'Navajo Bright Red'                          ,Navajo™  Bright Red Autumn Sage,Mid/late interm. flowering,PRN,08,
CT,412691,SALVIA NEM BLUE MARVEL PPAF,Salvia nemorosa 'Blue Marvel'                               ,Blue Marvel Salvia                                          ,Mid/late interm. flowering,PRN,04,BHC
GA,01954UT,SALVIA NEM MARCUS R PP13322,Salvia nemorosa 'Haeumanarc' P.P.# 13322                    ,Marcus®  Meadow Sage,Mid/late interm. flowering,PRN,04,REZ
CA,020412,SALVIA NEMOROSA CARADONNA,Salvia nemorosa 'Caradonna'                                 ,Caradonna Meadow Sage                                       ,Mid/late interm. flowering,PRN,04,
CA,070592,SALVIA NEMOROSA EAST FRIESLAND,Salvia nemorosa 'East Friesland'                            ,East Friesland Meadow Sage                                  ,Mid/late interm. flowering,PRN,04,
CT,400281,SALVIA OFFICINALIS AUREA,Salvia officinalis 'Aurea'                                  ,Golden Sage                                                 ,Edible berries/fruit,PRN,06,
CT,400291,SALVIA OFFICINALIS BERGGARTEN,Salvia officinalis 'Berggarten'                             ,Berggarten Sage                                             ,Edible berries/fruit,PRN,06,
CA,044341,SALVIA SENSATION RSE TM P18230,Salvia nemorosa 'Sensation Rose' P.P.# 18230                ,Sensation Rose Meadow Sage                                  ,Mid/late interm. flowering,PRN,04,REZ
CT,407941,SALVIA SNSATION R DEEP ROS PAF,Salvia nemorosa 'Sensation Deep Rose' P.P.A.F.              ,Sensation Deep Rose Salvia                                  ,Mid/late interm. flowering,PRN,04,
OR,400271,SALVIA SNSATION R SKY BLUE PAF,Salvia nemerosa 'Sky Blue' P.P.A.F.                         ,Sensation®  Sky Blue Sage,Mid/late interm. flowering,PRN,04,
CA,068422,SALVIA WENDY'S WISH PP21889,"Salvia hybrida 'Wendy's Wish' P.P.#21,889                   ",Wendy's Wish Sage                                           ,Mid/late interm. flowering,PRN,09,PHI
GA,011761,SALVIA X SYL BLUE HILL,Salvia x sylvestris 'Blue Hill'                             ,Blue Hill Meadow Sage                                       ,Mid/late interm. flowering,PRN,04,
OR,070261,SALVIA X SYL MAY NIGHT,Salvia 'May Night'                                          ,May Night Sage                                              ,Mid/late interm. flowering,PRN,04,
OR,030321,SALVIA X SYL SNOW HILL,Salvia x sylvestris 'Snow Hill'                             ,Snow Hill Meadow Sage                                       ,Mid/late interm. flowering,PRN,04,
GA,07097UT,SCABIOSA COL BUTTERFLY BLUE,Scabiosa columbaria 'Butterfly Blue'                        ,Butterfly Blue Pincushion Flower                            ,Mid spring border flowering,PRN,03,
GA,071661,SCABIOSA COL PINK MIST,Scabiosa columbaria 'Pink Mist'                             ,Pink Mist Pincushion Flower                                 ,Mid spring border flowering,PRN,03,
GA,05869UT,SCUTELLARIA SUFF TEXAS ROSE,Scutellaria suffrutescens 'Texas Rose'                      ,Texas Rose Skullcap                                         ,Mid/late interm. flowering,PRN,07,
CA,041011,SCUTELLARIA SUFFRUTESCENS,Scutellaria suffrutescens                                   ,Pink Texas Skullcap                                         ,Mid/late interm. flowering,PRN,07,OLD
GA,011011,SISYRINCHIUM ANG BLUE NOTE TM,Sisyrinchium angustifolium                                  ,Blue Note™  Blue-Eyed Grass,Mid spring border flowering,PRN,04,
CA,011891,SISYRINCHIUM ANG LUCERNE,Sisyrinchium angustifolium 'Lucerne'                        ,Lucerne Blue Eyed Grass                                     ,Mid spring border flowering,PRN,05,
OR,071031,SOLIDAGO CROWN OF RAYS,Solidago 'Crown of Rays'                                    ,Crown Of Rays Goldenrod                                     ,Mid/late tall flowering,PRN,04,
GA,406721,STOKESIA LAEVIS BLUE DANUBE,Stokesia laevis 'Blue Danube'                               ,Blue Danube Aster                                           ,Mid/late border flowering,PRN,05,
CT,065641,STOKESIA LAEVIS COLORWHEEL,Stokesia laevis 'Color Wheel'                               ,Color Wheel Stokes' Aster                                   ,Mid/late border flowering,PRN,05,
GA,022511,STOKESIA LAEVIS PEACHIE'S PICK,Stokesia laevis 'Peachie's Pick'                            ,Peachie's Pick Stokes' Aster                                ,Mid/late border flowering,PRN,05,
GA,409241,VERBENA ENDURO DRK PURPLE PPAF,Verbena hybrida 'Balendakle' P.P.A.F.                       ,Endurascape™  Purple Verbena,Mid spring border flowering,PRN,08,BHC
CA,409231,VERBENA ENDURO HOT PINK PPAF,Verbena hybrida 'Balendopin' P.P.A.F.                       ,Endurascape™  Hot Pink Verbena,Mid spring border flowering,PRN,08,BHC
GA,409221,VERBENA ENDURO RED PPAF,Verbena hybrida 'Balendred' P.P.A.F.                        ,Endurascape™  Red Verbena,Mid spring border flowering,PRN,08,BHC
CA,094841,VERBENA LILACINA DE LA MINA,Verbena lilacina 'De La Mina'                               ,De La Mina Verbena                                          ,Mid spring border flowering,PRN,07,
GA,073461,VERBENA X PURPLE SPREADER TM,Verbena canadensis 'Homestead Purple'                       ,Purple Spreader™  Garden Verbena,Mid spring border flowering,PRN,07,
OR,073711,VERONICA CRATER LAKE BLUE,Veronica austriaca 'Crater Lake Blue'                       ,Crater Lake Blue Speedwell                                  ,Early spring border flowering,PRN,02,
OR,079551,VERONICA HYB TIDAL POOL PPAF,Veronica 'Tidal Pool' P.P.A.F.                              ,Tidal Pool Prostrate Speedwell                              ,Early spring interm. flowering,PRN,04,CLG
OR,079481,VERONICA HYB WHITE WATER PPAF,"Veronica x 'Whitewater' P.P.#22,783                         ",Whitewater Speedwell                                        ,Early spring interm. flowering,PRN,04,CLG
OR,409261,VERONICA MDY BLUES LT BLU PPAF,Veronica spicata 'Novaverlig' P.P.A.F.                      ,Moody Blues Light Blue Speedwell                            ,Early spring border flowering,PRN,04,CPC
OR,409271,VERONICA MDY BLUES MAUVE PPAF,Veronica spicata 'Novavermau' P.P.A.F.                      ,Moody Blues Mauve Speedwell                                 ,Early spring border flowering,PRN,04,CPC
GA,409251,VERONICA MDY BLUES PINK PPAF,Veronica spicata 'Novaverpin' P.P.A.F.                      ,Moody Blues Pink Speedwell                                  ,Early spring border flowering,PRN,04,CPC
GA,012911,VERONICA PED GEORGIA BLUE,Veronica peduncularis 'Georgia Blue'                        ,Georgia Blue Speedwell                                      ,Early spring border flowering,PRN,04,
OR,074264PTC,VERONICA PROSTRATA TREHANE,Veronica prostrata 'Trehane'                                ,Trehane Speedwell                                           ,Early spring border flowering,PRN,04,
GA,017391,VERONICA ROYAL CANDLES PP18932,Veronica x 'Glory' P.P.# 18932                              ,Royal Candles Speedwell                                     ,Early spring border flowering,PRN,04,PHI
OR,073621,VERONICA SPICATA RED FOX,Veronica spicata 'Red Fox'                                  ,Red Fox Spike Speedwell                                     ,Early spring border flowering,PRN,04,
GA,012921,VERONICA X GOODNESS GROWS,Veronica x 'Goodness Grows'                                 ,Goodness Grows Speedwell                                    ,Early spring border flowering,PRN,04,
OR,058214PTC,VIOLA CORNUTA ETAIN,Viola cornuta 'Etain'                                       ,Etain Violet                                                ,Mid spring border flowering,PRN,04,
OR,076041,VIOLA X PURPLE SHOWERS,Viola x 'Purple Showers'                                    ,Purple Showers Viola                                        ,Mid spring border flowering,PRN,04,
CA,056011,ZAUSCHNERIA CAL GHOSTLY RED,Zauschneria californica 'Ghostly Red' (syn. Epilobium canum),Ghostly Red California Fuchsia                              ,Mid spring interm. flowering,PRN,08,
CA,054872,ZAUSCHNERIA ROUTE 66,Zauschneria californica 'Route 66' (syn. Epilobium canum)   ,Route 66 California Fuchsia                                 ,Mid spring interm. flowering,PRN,08,
CA,046585,JASMINUM POLYANTHUM,Jasminum polyanthum                                         ,Pink Jasmine                                                ,Tropical flowering vine,VIN,08,
CT,404632S,LONICERA CRANBERRY VANILLA TM,Lonicera periclymenum Cranberry Vanilla™ ,Cranberry Vanilla™  Honeysuckle,Hardy vine,VIN,04,HGT
CA,059051,LONICERA JAP HALLIANA,Lonicera japonica 'Halliana'                                ,Hall's Japanese Honeysuckle                                 ,Hardy vine,VIN,04,
CA,059105ST,LONICERA JAP PURPUREA,Lonicera japonica 'Purpurea'                                ,Purple-Leaf Japanese Honeysuckle                            ,Hardy vine,VIN,06,
CT,087561S,LONICERA NITIDA OPHELIA TM,"Lonicera nitida 'Brilliame' P.P. #20,761                    ",Ophelia™  Honeysuckle,Hardy vine,VIN,05,
CA,086365,LONICERA P SCENTSATION PP16240,Lonicera periclymenum 'Scentsation' P.P.#16240              ,Scentsation Honeysuckle                                     ,Hardy vine,VIN,04,PW
CT,084392,LONICERA PCHES & CREAM PP21839,"Lonicera periclymenum 'Inov 86' P.P.#21,839                 ",Peaches and Cream Honeysuckle                               ,Hardy vine,VIN,04,BHC
OR,059181,LONICERA PER BERRIES JUBILEE R,Lonicera periclymenum 'Monul'                               ,Berries Jubilee®  Woodbine Honeysuckle,Hardy vine,VIN,05,
CT,404682,LONICERA SEMP BLANCHE SANDMAN,Lonicera sempervirens 'Blanche Sandman'                     ,Blanche Sandman Honeysuckle                                 ,Hardy vine,VIN,05,
CA,059205,LONICERA SEMP MAGNIFICA,Lonicera sempervirens 'Magnifica'                           ,Trumpet Honeysuckle                                         ,Hardy vine,VIN,04,
CA,067832,LONICERA SEMP MAJOR WHEELER,Lonicera sempervirens 'Major Wheeler'                       ,Major Wheeler Coral Honeysuckle                             ,Hardy vine,VIN,04,
CA,059275,LONICERA X BRO DROPMORE SCARLT,Lonicera x brownii 'Dropmore Scarlet'                       ,Dropmore Scarlet Trumpet Honeysuckle                        ,Hardy vine,VIN,04,
CA,058991,LONICERA X GOLDFLAME,Lonicera x heckrottii 'Goldflame'                           ,Goldflame Honeysuckle                                       ,Hardy vine,VIN,04,
CA,059115,LONICERA X MANDARIN PP11083,"Lonicera x 'Mandarin' P.P.# 11,083                          ",Mandarin Honeysuckle                                        ,Hardy vine,VIN,04,BNI
CT,404652S,LONICERA X RASPBERRY SUNRISE,Lonicera x 'Raspberry Sunrise'                              ,Raspberry Sunrise™  Honeysuckle,Hardy vine,VIN,04,HGT
CA,04501KBH,MAN SUN PAR R CRIMSON PP15539,"Mandevilla x 'Sunmandecrim' P.P.# 15,539                    ",Sun Parasol®  Crimson Mandevilla,Tropical flowering vine,VIN,10,
GA,092382BH,MAN SUN PAR R GARDEN CRIMSON,Mandevilla x 'Sunparacore' P.P.A.F.                         ,Sun Parasol®  Garden Crimson Mandevilla,Tropical flowering vine,VIN,10,
GA,057082,MAN SUN PAR R GIANT PNK P15202,"Mandevilla 'Sunmandecos' P.P.# 15,202                       ",Sun Parasol®  Giant Pink Mandevilla,Tropical flowering vine,VIN,10,Y
GA,061235,MAN SUN PAR R GNT CRIM P17736,"Mandevilla x 'Sunmandecrikin' P.P.# 17,736                  ",Sun Parasol®  Giant Crimson Mandevilla,Tropical flowering vine,VIN,10,
CA,057065,MAN SUN PAR R GNT WHITE P11556,"Mandevilla 'Sunmandeho' P.P.#11,556                         ",Sun Parasol®  Giant White Mandevilla,Tropical flowering vine,VIN,10,Y
GA,057092BH,MAN SUN PAR R PRTY CRMN P16449,"Mandevilla 'Sunmanderemi' P.P. # 16,449                     ",Sun Parasol®  Pretty Crimson Mandevilla,Tropical flowering vine,VIN,10,
GA,057072BH,MAN SUN PAR R PRTY PNK P19399,"Mandevilla 'Sunparaprero' P.P. # 19,399                     ",Sun Parasol®  Pretty Pink Mandevilla,Tropical flowering vine,VIN,10,
CA,072642,MAN SUN PAR R WHITE PP22695,"Mandevilla x 'Sunparacoho' P.P. # 22,695                    ",Sun Parasol®  White Mandevilla,Tropical flowering vine,VIN,10,
GA,061291,MAN TANGO TWIRL R P14290,"Mandevilla x amabilis 'Monrey' P.P. #14,290                 ",Tango Twirl®  Mandevilla,Tropical flowering vine,VIN,10,
CA,064155,PANDOREA JAS ALBA LADY DI,Pandorea jasminoides 'Lady Di'                              ,White Bower Vine                                            ,Tropical flowering vine,VIN,09,
CA,033721,PANDOREA JAS CHARISMA,Pandorea jasminoides 'Charisma'                             ,Charisma Bower Vine                                         ,Tropical flowering vine,VIN,09,
CA,064131,PANDOREA JAS ROSEA,Pandorea jasminoides 'Rosea'                                ,Pink Bower Vine                                             ,Tropical flowering vine,VIN,09,
CA,07005KST,TRACH JASMINOIDES,Trachelospermum jasminoides                                 ,Star Jasmine                                                ,Temperate vine,VIN,08,
CA,012731,TRACH JASMINOIDES MADISON,Trachelospermum jasminoides 'Madison'                       ,Madison Star Jasmine                                        ,Temperate vine,VIN,07,
CA,076671,WISTERIA FL ISSAI PERFECT,Wisteria floribunda 'Issai Perfect'                         ,White Japanese Wisteria                                     ,Hardy vine,VIN,05,
CA,076705,WISTERIA FL ROSEA,Wisteria floribunda 'Rosea'                                 ,Pink Japanese Wisteria                                      ,Hardy vine,VIN,05,
CA,076771,WISTERIA FL TEXAS PURPLE,Wisteria floribunda 'Texas Purple'                          ,Texas Purple Japanese Wisteria                              ,Hardy vine,VIN,05,
GA,076815,WISTERIA FRU AMETHYST FALLS,Wisteria frutescens 'Amethyst Falls'                        ,Amethyst Falls American Wisteria                            ,Hardy vine,VIN,05,
CT,076845,WISTERIA MAC AUNT DEE,Wisteria macrostachya 'Aunt Dee'                            ,Aunt Dee Kentucky Wisteria                                  ,Hardy vine,VIN,04,
CT,017343,WISTERIA MAC BLUE MOON,Wisteria macrostachya 'Blue Moon'                           ,Blue Moon Kentucky Wisteria                                 ,Hardy vine,VIN,04,
CA,076851,WISTERIA SINENSIS,Wisteria sinensis                                           ,Chinese Wisteria                                            ,Hardy vine,VIN,05,
