Loc,Item,Size,Description,Botanical Name,Common Name,Zone,Condition,Current Specs,Qty Open,Qty Alloc Rem Thru 12/31/13,Qty Alloc Rem Thru 06/30/14,Net Avail Qty,Min Order Qty,List Price,Net Price,Sale Price,AVL Flag,,
GA,080872S,SuperTwo,HIB SYR PINK CHIFFON TM PPAF,Hibiscus syriacus 'JWNfour' P.P.A.F.                        ,Pink Chiffon™  Rose of Sharon,05,BREAKING DORMANCY,"16""H",     ,     , 61 , 46 , 5 , 16.00 , 12.32 ,          , ,,
CA,074851S,SuperOne TM,HIB SYR WHT CHIFFON TM PP12612,"Hibiscus syriacus 'Notwoodtwo' P.P. #12,612                 ",White Chiffon™  Rose of Sharon,05,-,"8""H",     ,     , 31 , 31 , 10 , 9.75 , 7.51 ,          , ,,
GA,036981,#1,HOSTA APHRODITE,Hosta plantaginea 'Aphrodite'                               ,Aphrodite Plantain Lily                                     ,03,EMERGING,1-3 EYES, 360 ,     ,     , 360 , 10 , 5.50 , 4.24 ,          , ,,
GA,006861,#1,HOSTA BIG DADDY,Hosta x 'Big Daddy'                                         ,Big Daddy Plantain Lily                                     ,04,DORMANT,CAN FULL, 331 ,     , 14 , 331 , 10 , 5.50 , 4.24 ,          , ,,
GA,025101,#1,HOSTA CHRISTMAS TREE,Hosta x 'Christmas Tree'                                    ,Christmas Tree Plantain Lily                                ,04,DORMANT,CAN FULL, 608 ,     , 50 , 608 , 10 , 6.75 , 5.20 ,          , ,,
OR,041472,#2,HOSTA EOLA SAPPHIRE,Hosta x 'Eola Sapphire'                                     ,Eola Sapphire Plantain Lily                                 ,03,EMERGING,2-3 EYES, 747 ,     ,     , 747 , 5 , 13.50 , 10.40 ,          , ,,
OR,075112,#2,HOSTA FANTASY ISLAND,Hosta 'Fantasy Island'                                      ,Fantasy Island Plantain Lily                                ,03,EMERGING,2-4 EYES, 56 ,     ,     , 56 , 5 , 13.50 , 10.40 ,          , ,,
OR,017492,#2,HOSTA FIRE & ICE,Hosta x 'Fire and Ice'                                      ,Fire And Ice Plantain Lily                                  ,04,EMERGING,2-4 EYES, 144 ,     ,     , 144 , 5 , 13.50 , 10.40 ,          , ,,
OR,041862,#2,HOSTA FLUCTUANS VARIEG (SAGAE),Hosta x 'Sagae'                                             ,Variegated Plantain Lily                                    ,04,EMERGING,2-4 EYES, 377 ,     , 5 , 382 , 5 , 13.50 , 10.40 ,          , ,,
OR,041691,#1,HOSTA FRANCEE,Hosta x 'Francee'                                           ,Francee Plantain Lily                                       ,04,EMERGING,1-3 EYES," 2,375 ",     ,     ," 2,375 ", 10 , 5.50 , 4.24 ,          , ,,
GA,041691,#1,HOSTA FRANCEE,Hosta x 'Francee'                                           ,Francee Plantain Lily                                       ,04,DORMANT,1-3 EYES," 3,776 ",     , 2 ," 3,776 ", 10 , 5.50 , 4.24 ,          , ,,
OR,041694PTC,"4"" Pot POT-TERRA",HOSTA FRANCEE,Hosta x 'Francee'                                           ,Francee Plantain Lily                                       ,04,EMERGING,1-2 EYES, 5 ,     ,     , 5 , 15 , 3.00 , 2.31 ,          , ,,
OR,041695,#5,HOSTA FRANCEE,Hosta x 'Francee'                                           ,Francee Plantain Lily                                       ,04,EMERGING,3-5 EYES, 243 ,     ,     , 243 , 5 , 23.00 , 17.71 ,          , ,,
OR,041531,#1,HOSTA GINKO CRAIG,Hosta x 'Ginko Craig'                                       ,Ginko Craig Plantain Lily                                   ,03,-,1-3 EYES," 1,968 ",     ,     ," 1,968 ", 10 , 5.50 , 4.24 ,          , ,,
OR,041532,#2,HOSTA GINKO CRAIG,Hosta x 'Ginko Craig'                                       ,Ginko Craig Plantain Lily                                   ,03,-,," 1,716 ",     ,     ," 1,716 ", 5 , 13.50 , 10.40 ,          , ,,
OR,04153UT,LittleOne,HOSTA GINKO CRAIG,Hosta x 'Ginko Craig'                                       ,Ginko Craig Plantain Lily                                   ,03,EMERGING,1-2 EYES,     ,     , 4 , 4 , 16 , 2.95 , 2.27 ,          , ,,
OR,041771,#1,HOSTA GOLDEN PRAYERS,Hosta x 'Golden Prayers'                                    ,Golden Prayers Plantain Lily                                ,03,EMERGING,2-3 EYES, 10 ,     , 7 , 17 , 10 , 5.50 , 4.24 ,          ,I,,
OR,019911,#1,HOSTA GREAT EXPECTATIONS,Hosta 'Great Expectations'                                  ,Great Expectations Plantain Lily                            ,03,EMERGING,2-3 EYES,     ,     , 18 , 18 , 10 , 6.75 , 5.20 ,          ,I,,
GA,019911,#1,HOSTA GREAT EXPECTATIONS,Hosta 'Great Expectations'                                  ,Great Expectations Plantain Lily                            ,03,DORMANT,2-3 EYES, 672 ,     , 100 , 672 , 10 , 6.75 , 5.20 ,          , ,,
OR,019912,#2,HOSTA GREAT EXPECTATIONS,Hosta 'Great Expectations'                                  ,Great Expectations Plantain Lily                            ,03,EMERGING,4-6 EYES, 50 ,     , 20 , 70 , 5 , 13.50 , 10.40 ,          , ,,
OR,017522,#2,HOSTA GUACAMOLE,Hosta x 'Guacamole'                                         ,Guacamole Plantain Lily                                     ,03,EMERGING,2-3 EYES,     ,     , 26 , 26 , 5 , 13.50 , 10.40 ,          , ,,
OR,017531,#1,HOSTA JUNE,Hosta x 'June'                                              ,June Plantain Lily                                          ,03,EMERGING,2-3 EYES, 648 ,     ,     , 648 , 10 , 6.75 , 5.20 ,          , ,,
GA,017531,#1,HOSTA JUNE,Hosta x 'June'                                              ,June Plantain Lily                                          ,03,EMERGING,2-3 EYES," 4,064 ",     ,     ," 4,064 ", 10 , 6.75 , 5.20 ,          ,I,,
OR,041821,#1,HOSTA KROSSA REGAL,Hosta x 'Krossa Regal'                                      ,Krossa Regal Plantain Lily                                  ,03,EMERGING,1-3 EYES," 1,274 ",     ,     ," 1,274 ", 10 , 5.50 , 4.24 ,          , ,,
OR,041822,#2,HOSTA KROSSA REGAL,Hosta x 'Krossa Regal'                                      ,Krossa Regal Plantain Lily                                  ,03,EMERGING,2-3 EYES, 839 ,     ,     , 839 , 5 , 13.50 , 10.40 ,          , ,,
GA,006981,#1,HOSTA MINUTEMAN,Hosta x 'Minuteman'                                         ,Minuteman Plantain Lily                                     ,03,DORMANT,1-3 EYES, 511 ,     ,     , 511 , 10 , 6.75 , 5.20 ,          , ,,
OR,006982,#2,HOSTA MINUTEMAN,Hosta x 'Minuteman'                                         ,Minuteman Plantain Lily                                     ,03,EMERGING,2-4 EYES, 404 ,     ,     , 404 , 5 , 13.50 , 10.40 ,          ,I,,
GA,041651,#1,HOSTA NIGHT BEFORE CHRISTMAS,Hosta x 'Night Before Christmas'                            ,Night Before Christmas Plantain Lily                        ,03,DORMANT,1-3 EYES, 508 ,     ,     , 508 , 10 , 6.75 , 5.20 ,          , ,,
GA,028391,#1,HOSTA OLIVE BAILEY LANGDON,Hosta x 'Olive Bailey Langdon'                              ,Olive Bailey Langdon Plantain Lily                          ,04,DORMANT,1-3 EYES," 2,182 ",     ,     ," 2,182 ", 10 , 6.75 , 5.20 ,          , ,,
OR,028392,#2,HOSTA OLIVE BAILEY LANGDON,Hosta x 'Olive Bailey Langdon'                              ,Olive Bailey Langdon Plantain Lily                          ,04,EMERGING,2-3 EYES, 766 ,     , 5 , 771 , 5 , 13.50 , 10.40 ,          , ,,
OR,028395,#5,HOSTA OLIVE BAILEY LANGDON,Hosta x 'Olive Bailey Langdon'                              ,Olive Bailey Langdon Plantain Lily                          ,04,EMERGING,3-5 EYES,     ,     , 22 , 22 , 5 , 23.00 , 17.71 ,          , ,,
OR,041881,#1,HOSTA PATRIOT,Hosta x 'Patriot'                                           ,Patriot Plantain Lily                                       ,04,EMERGING,1-3 EYES, 990 ,     ,     , 990 , 10 , 5.50 , 4.24 ,          ,I,,
GA,041881,#1,HOSTA PATRIOT,Hosta x 'Patriot'                                           ,Patriot Plantain Lily                                       ,04,DORMANT,1-3 EYES, 63 ,     ,     , 63 , 10 , 5.50 , 4.24 ,          , ,,
OR,041882,#2,HOSTA PATRIOT,Hosta x 'Patriot'                                           ,Patriot Plantain Lily                                       ,04,EMERGING,4-6 EYES," 3,269 ",     , 25 ," 3,294 ", 5 , 13.50 , 10.40 ,          , ,,
OR,041885,#5,HOSTA PATRIOT,Hosta x 'Patriot'                                           ,Patriot Plantain Lily                                       ,04,EMERGING,6+ EYES,     ,     , 10 , 10 , 5 , 23.00 , 17.71 ,          , ,,
OR,007012,#2,HOSTA REGAL SPLENDOR,Hosta x 'Regal Splendor'                                    ,Regal Splendor Plantain Lily                                ,04,EMERGING,2-3 EYES," 1,255 ",     ,     ," 1,255 ", 5 , 13.50 , 10.40 ,          , ,,
GA,044671,#1,HOSTA STAINED GLASS PPAF,Hosta x 'Stained Glass' P.P.A.F.                            ,Stained Glass Plantain Lily                                 ,03,EMERGING,1-3 YEYS, 90 ,     , 19 , 109 , 10 , 6.75 , 5.20 ,          , ,,
OR,041851,#1,HOSTA WIDE BRIM,Hosta x 'Wide Brim'                                         ,Wide Brim Plantain Lily                                     ,03,EMERGING,1-3 EYES," 2,452 ",     ,     ," 2,452 ", 10 , 5.50 , 4.24 ,          , ,,
GA,041851,#1,HOSTA WIDE BRIM,Hosta x 'Wide Brim'                                         ,Wide Brim Plantain Lily                                     ,03,DORMANT,1-3 EYES," 1,043 ",     ,     ," 1,043 ", 10 , 5.50 , 4.24 ,          , ,,
OR,041852,#2,HOSTA WIDE BRIM,Hosta x 'Wide Brim'                                         ,Wide Brim Plantain Lily                                     ,03,EMERGING,4-6 EYES, 20 ,     , 25 , 45 , 5 , 13.50 , 10.40 ,          , ,,
OR,041854PTC,"4"" Pot POT-TERRA",HOSTA WIDE BRIM,Hosta x 'Wide Brim'                                         ,Wide Brim Plantain Lily                                     ,03,EMERGING,1-2 EYES, 150 ,     ,     , 150 , 15 , 3.00 , 2.31 ,          , ,,
OR,074532S,SuperTwo,HYD A INVINCE SPIRIT R PP20765,"Hydrangea arborescens 'NCHA1' P.P. #20,765, C.B.R.A.F.      ",Invincibelle®  Spirit Hydrangea,03,BREAKING DORMANCY,16''H - 14''S, 273 ,     ,     , 273 , 5 , 16.00 , 12.32 ,          ,I,,
CA,074532S,SuperTwo,HYD A INVINCE SPIRIT R PP20765,"Hydrangea arborescens 'NCHA1' P.P. #20,765, C.B.R.A.F.      ",Invincibelle®  Spirit Hydrangea,03,-,"8""H - 10""S"," 2,406 ",     ,     ," 2,406 ", 5 , 16.00 , 12.32 ,          , ,,
CA,074535,#5,HYD A INVINCE SPIRIT R PP20765,"Hydrangea arborescens 'NCHA1' P.P. #20,765, C.B.R.A.F.      ",Invincibelle®  Spirit Hydrangea,03,-,"10""H - 12""S"," 2,595 ",     ,     ," 2,595 ", 5 , 19.75 , 15.21 ,          , ,,
GA,077452S,SuperTwo,HYD ABRACADABRA TM STR PP21636,"Hydrangea macrophylla 'Horabstra' P.P. #21,636              ",Abracadabra™  Star Hydrangea,05,BREAKING DORMANCY,"10""H - 12""S",     ,     , 13 , 13 , 5 , 16.00 , 12.32 ,          , ,,
OR,063832,#2,HYD ANG GOLDEN CRANE R,Hydrangea angustipetala 'MonLongShou'                       ,Golden Crane®  Hydrangea,06,-,12''H - 12''S, 80 ,     , 161 , 241 , 5 , 15.75 , 12.13 ,          , ,,
OR,063835,#5,HYD ANG GOLDEN CRANE R,Hydrangea angustipetala 'MonLongShou'                       ,Golden Crane®  Hydrangea,06,-,"16""H - 18""S",     ,     , 32 , 32 , 5 , 23.75 , 18.29 ,          , ,,
OR,041712,#2,HYD ARB ANNABELLE,Hydrangea arborescens 'Annabelle'                           ,Annabelle Hydrangea                                         ,04,BREAKING DORMANCY,15''H - 14''S,     ,     , 3 , 3 , 5 , 15.25 , 11.74 ,          , ,,
OR,056452,#2,HYD ASPERA PLUM PASSION R,Hydrangea aspera                                            ,Plum Passion®  Hydrangea,07,-,16''H - 12''S,     ,     , 98 , 98 , 5 , 15.75 , 12.13 ,          , ,,
OR,056455,#5,HYD ASPERA PLUM PASSION R,Hydrangea aspera                                            ,Plum Passion®  Hydrangea,07,-,"16""H - 16""S",     ,     , 33 , 33 , 5 , 21.50 , 16.56 ,          , ,,
OR,075631,#1 STAKED,HYD INTEG TAIPING SHAN CLIMBNG,Hydrangea integrifolia 'Taiping Shan'                       ,Taiping Shan Evergreen Climbing Hydrangea                   ,07,-,"3/4"" STK",     ,     , 33 , 33 , 10 , 7.50 , 5.78 ,          , ,,
OR,075632,#2 STAKED,HYD INTEG TAIPING SHAN CLIMBNG,Hydrangea integrifolia 'Taiping Shan'                       ,Taiping Shan Evergreen Climbing Hydrangea                   ,07,-,FULL STK,     ,     , 15 , 15 , 5 , 16.00 , 12.32 ,          , ,,
OR,092752,#2,HYD M ENCHANTRESS R PPAF,Hydrangea macrophylla 'Monmar' P.P.A.F.                     ,Enchantress®  Hydrangea,05,-,"12""H - 12""S", 445 ,     ,     , 445 , 5 , 16.25 , 12.51 ,          , ,,
CA,092752,#2,HYD M ENCHANTRESS R PPAF,Hydrangea macrophylla 'Monmar' P.P.A.F.                     ,Enchantress®  Hydrangea,05,-,"6""H - 8""S"," 7,323 ",     ,     ," 7,323 ", 5 , 16.25 , 12.51 ,          , ,,
CA,092755,#5,HYD M ENCHANTRESS R PPAF,Hydrangea macrophylla 'Monmar' P.P.A.F.                     ,Enchantress®  Hydrangea,05,LIGHT BUDS,"8""H - 12""S"," 5,310 ",     ,     ," 5,310 ", 5 , 22.50 , 17.33 ,          ,I,,
GA,092755,#5,HYD M ENCHANTRESS R PPAF,Hydrangea macrophylla 'Monmar' P.P.A.F.                     ,Enchantress®  Hydrangea,05,BREAKING DORMANCY,"15""H - 15""S", 239 ,     ,     , 239 , 5 , 22.50 , 17.33 ,          ,I,,
CA,017311S,SuperOne TM,HYD M ENDLESS SUMMER R PP15298,"Hydrangea macrophylla 'Bailmer' P.P. #15,298                ",Endless Summer®  Hydrangea,04,BUDS,"5""H - 8""S"," 11,697 ",     ,     ," 11,697 ", 10 , 8.75 , 6.74 ,          , ,,
GA,017311S,SuperOne TM,HYD M ENDLESS SUMMER R PP15298,"Hydrangea macrophylla 'Bailmer' P.P. #15,298                ",Endless Summer®  Hydrangea,04,,"8""H - 10""S"," 4,156 ",     , 208 ," 4,156 ", 10 , 8.75 , 6.74 ,          ,I,,
CA,017312S,SuperTwo,HYD M ENDLESS SUMMER R PP15298,"Hydrangea macrophylla 'Bailmer' P.P. #15,298                ",Endless Summer®  Hydrangea,04,BUDS,"7""H - 10""S"," 5,364 ",     ,     ," 5,364 ", 5 , 15.00 , 11.55 ,          ,I,,
GA,017312S,SuperTwo,HYD M ENDLESS SUMMER R PP15298,"Hydrangea macrophylla 'Bailmer' P.P. #15,298                ",Endless Summer®  Hydrangea,04,BREAKING DORMANCY,cut back," 2,250 ",     ,     ," 2,250 ", 5 , 15.00 , 11.55 ,          ,I,,
CA,017315,#5,HYD M ENDLESS SUMMER R PP15298,"Hydrangea macrophylla 'Bailmer' P.P. #15,298                ",Endless Summer®  Hydrangea,04,LIGHT BUDS,"12""H - 15""S", 577 ,     ,     , 577 , 5 , 21.50 , 16.56 ,          ,I,,
GA,017315,#5,HYD M ENDLESS SUMMER R PP15298,"Hydrangea macrophylla 'Bailmer' P.P. #15,298                ",Endless Summer®  Hydrangea,04,BREAKING DORMANCY,"15""H - 15""S"," 1,203 ",     ,     ," 1,203 ", 5 , 21.50 , 16.56 ,          , ,,
CA,042281,#1,HYD MAC BUTTNS'N BOWS R P11405,Hydrangea macrophylla 'Monrey' P.P.# 11405                  ,Buttons 'N Bows®  Hydrangea,07,LIGHT BUDS,"6""H - 8""S", 668 ,     , 30 , 698 , 10 , 6.50 , 5.01 ,          ,I,,
CA,074561S,SuperOne TM,HYD MAC CTYLN TM PARIS PP10906,"Hydrangea macrophylla	'Paris Rapa' P.P. #10,906             ",Cityline®  Paris Bigleaf Hydrangea,05,LIGHT BUDS,"6""H - 8""S", 11 ,     ,     , 11 , 10 , 9.75 , 7.51 ,          , ,,
GA,074561S,SuperOne TM,HYD MAC CTYLN TM PARIS PP10906,"Hydrangea macrophylla	'Paris Rapa' P.P. #10,906             ",Cityline®  Paris Bigleaf Hydrangea,05,BREAKING DORMANCY,"8""H - 10""S",     ,     , 117 , 117 , 10 , 9.75 , 7.51 ,          , ,,
CA,074562S,SuperTwo,HYD MAC CTYLN TM PARIS PP10906,"Hydrangea macrophylla	'Paris Rapa' P.P. #10,906             ",Cityline®  Paris Bigleaf Hydrangea,05,LIGHT BUDS,"8""H - 12""S", 102 ,     , 10 , 112 , 5 , 16.00 , 12.32 ,          ,I,,
OR,074541S,SuperOne TM,HYD MAC CTYLN TM RIO,"Hydrangea macrophylla	'Ragra'                               ",Cityline®  Rio Bigleaf Hydrangea,05,-,12''H -10''S, 105 ,     ,     , 105 , 10 , 9.75 , 7.51 ,          , ,,
CA,074571S,SuperOne TM,HYD MAC CTYLN TM VENICE P10928,"Hydrangea macrophylla 'Venice Raven' P.P. #10,928           ",Cityline®  Venice Bigleaf Hydrangea,05,BUDS,"10""H - 12""S", 50 ,     ,     , 50 , 10 , 9.75 , 7.51 ,          , ,,
GA,074571S,SuperOne TM,HYD MAC CTYLN TM VENICE P10928,"Hydrangea macrophylla 'Venice Raven' P.P. #10,928           ",Cityline®  Venice Bigleaf Hydrangea,05,BREAKING DORMANCY,"8""H - 10""S",     ,     , 60 , 60 , 10 , 9.75 , 7.51 ,          , ,,
CA,074572S,SuperTwo,HYD MAC CTYLN TM VENICE P10928,"Hydrangea macrophylla 'Venice Raven' P.P. #10,928           ",Cityline®  Venice Bigleaf Hydrangea,05,-,"12""H - 13""S", 2 ,     ,     , 2 , 5 , 16.00 , 12.32 ,          ,I,,
GA,074572S,SuperTwo,HYD MAC CTYLN TM VENICE P10928,"Hydrangea macrophylla 'Venice Raven' P.P. #10,928           ",Cityline®  Venice Bigleaf Hydrangea,05,BREAKING DORMANCY,"10""H - 12""S", 65 ,     , 90 , 155 , 5 , 16.00 , 12.32 ,          ,I,,
GA,077462S,SuperTwo,HYD MAC LD R BIG EASY PPAF,"Hydrangea macrophylla 'Berner' P.P.A.F., C.B.R.A.F.         ",Let's Dance®  Big Easy Hydrangea,05,BREAKING DORMANCY,"12""H - 12""S"," 2,636 ",     , 90 ," 2,636 ", 5 , 16.00 , 12.32 ,          , ,,
CA,077465,#5,HYD MAC LD R BIG EASY PPAF,"Hydrangea macrophylla 'Berner' P.P.A.F., C.B.R.A.F.         ",Let's Dance®  Big Easy Hydrangea,05,BUDS,"14""H - 15""S", 65 ,     ,     , 65 , 5 , 22.00 , 16.94 ,          ,I,,
OR,074592S,SuperTwo,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,05,-,12''H - 14''S, 376 ,     ,     , 376 , 5 , 16.00 , 12.32 ,          , ,,
CA,074592S,SuperTwo,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,05,BUDS,"12""H - 12""S", 203 ,     ,     , 203 , 5 , 16.00 , 12.32 ,          , ,,
GA,074592S,SuperTwo,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,05,,"10""H - 12""S"," 7,966 ",     , 238 ," 7,966 ", 5 , 16.00 , 12.32 ,          , ,,
OR,074595,#5,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,05,-,"16""H - 18""S"," 1,172 ",     ,     ," 1,172 ", 5 , 22.00 , 16.94 ,          , ,,
CA,074595,#5,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,05,BUDS,"14""H - 14""S", 275 ,     ,     , 275 , 5 , 22.00 , 16.94 ,          , ,,
GA,074595,#5,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,05,,"12""H - 14""S"," 2,973 ",     , 35 ," 3,008 ", 5 , 22.00 , 16.94 ,          , ,,
OR,074582S,SuperTwo,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,05,-,14''H - 12''S, 288 ,     ,     , 288 , 5 , 16.00 , 12.32 ,          , ,,
CA,074582S,SuperTwo,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,05,BUDS,"12""H - 12""S", 388 ,     ,     , 388 , 5 , 16.00 , 12.32 ,          , ,,
OR,074585,#5,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,05,-,"16""H - 18""S", 17 ,     ,     , 17 , 5 , 22.00 , 16.94 ,          , ,,
CA,074585,#5,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,05,LIGHT BUDS,"10""H - 12""S", 125 ,     ,     , 125 , 5 , 22.00 , 16.94 ,          ,I,,
GA,074585,#5,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,05,BREAKING DORMANCY,"16""H - 14""S"," 1,099 ",     , 73 ," 1,172 ", 5 , 22.00 , 16.94 ,          , ,,
GA,015682,#2,HYD MAC MADAME EMILE MOUILLERE,Hydrangea macrophylla 'Madame Emile Mouillere'              ,Madame Emile Mouillere Hydrangea                            ,05,BREAKING DORMANCY,"10""H - 12""S"," 1,537 ",     , 80 ," 1,617 ", 5 , 14.00 , 10.78 ,          , ,,
CA,041925,#5,HYD MAC MARIESII VARIEGATA,Hydrangea macrophylla 'Mariesii Variegata'                  ,Mariesii Variegated Lacecap Hydrangea                       ,05,BUDS,"10""H - 12""S", 20 ,     ,     , 20 , 5 , 18.75 , 14.44 ,          , ,,
CA,041951,#1,HYD MAC MERRITT'S BEAUTY,Hydrangea macrophylla 'Merritt's Beauty'                    ,Merritt's Beauty Hydrangea                                  ,07,-,"6""H - 8""S", 64 ,     ,     , 64 , 10 , 6.50 , 5.01 ,          ,I,,
CA,041955,#5,HYD MAC MERRITT'S BEAUTY,Hydrangea macrophylla 'Merritt's Beauty'                    ,Merritt's Beauty Hydrangea                                  ,07,-,"10""H - 12""S", 10 ,     ,     , 10 , 5 , 18.75 , 14.44 ,          , ,,
CA,041961,#1,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,05,BUDS,"6""H - 8""S"," 2,614 ",     ,     ," 2,614 ", 10 , 6.50 , 5.01 ,          ,I,,
GA,041961,#1,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,05,,"8""H - 8""S", 180 ,     , 335 , 515 , 10 , 6.50 , 5.01 ,          ,I,,
GA,041962,#2,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,05,,"12""H - 12""S", 163 ,     , 273 , 436 , 5 , 14.00 , 10.78 ,          , ,,
CA,041965,#5,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,05,BUDS,"8""H - 12""S"," 3,423 ",     ,     ," 3,423 ", 5 , 18.75 , 14.44 ,          , ,,
GA,041965,#5,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,05,,"15""H - 15""S"," 1,764 ",     ,     ," 1,764 ", 5 , 18.75 , 14.44 ,          , ,,
GA,041967,#7,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,05,,"24""H - 20""S", 173 ,     ,     , 173 , 2 , 40.00 , 30.80 ,          , ,,
GA,023751,#1,HYD MAC PENNY MAC,Hydrangea macrophylla 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,05,,"8""H - 8""S", 107 ,     ,     , 107 , 10 , 6.50 , 5.01 ,          , ,,
CA,023752,#2,HYD MAC PENNY MAC,Hydrangea macrophylla 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,05,BUDS,"10""H - 10""S", 131 ,     ,     , 131 , 5 , 15.00 , 11.55 ,          , ,,
GA,023752,#2,HYD MAC PENNY MAC,Hydrangea macrophylla 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,05,,"12""H - 12""S", 130 ,     ,     , 130 , 5 , 15.00 , 11.55 ,          ,I,,
OR,023755,#5,HYD MAC PENNY MAC,Hydrangea macrophylla 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,05,-,"18""H - 18""S", 949 ,     ,     , 949 , 5 , 20.25 , 15.59 ,          , ,,
CA,023755,#5,HYD MAC PENNY MAC,Hydrangea macrophylla 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,05,BUDS,"14""H - 15""S", 95 ,     ,     , 95 , 5 , 20.25 , 15.59 ,          , ,,
GA,023755,#5,HYD MAC PENNY MAC,Hydrangea macrophylla 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,05,,"15""H - 15""S", 971 ,     , 70 ," 1,041 ", 5 , 20.25 , 15.59 ,          ,I,,
CA,042071,#1,HYD MAC PINK ELF R (PIA),Hydrangea macrophylla 'Pia'                                 ,Pink Elf®  French Hydrangea,05,-,"6""H - 8""S"," 1,238 ",     , 175 ," 1,413 ", 10 , 7.00 , 5.39 ,          , ,,
CA,042072,#2,HYD MAC PINK ELF R (PIA),Hydrangea macrophylla 'Pia'                                 ,Pink Elf®  French Hydrangea,05,BUDS,"8""H - 12""S", 166 ,     , 65 , 231 , 5 , 15.25 , 11.74 ,          , ,,
CA,041971,#1,HYD MAC PINK N PRETTY R,Hydrangea macrophylla 'Monink'                              ,Pink 'N Pretty®  Hydrangea,05,-,"8""H - 8""S"," 1,147 ",     , 15 ," 1,162 ", 10 , 6.50 , 5.01 ,          , ,,
CA,041981,#1,HYD MAC RED N PRETTY R,Hydrangea macrophylla 'Monred'                              ,Red 'N Pretty®  Hydrangea,05,BUDS,"6""H - 8""S"," 2,384 ",     , 25 ," 2,409 ", 10 , 6.50 , 5.01 ,          ,I,,
CA,041985,#5,HYD MAC RED N PRETTY R,Hydrangea macrophylla 'Monred'                              ,Red 'N Pretty®  Hydrangea,05,BUDS,"8""H - 12""S",     ,     , 24 , 24 , 5 , 19.25 , 14.82 ,          , ,,
GA,007445,#5,HYD MAC VARIEGATA,Hydrangea macrophylla 'Variegata'                           ,Variegated Hydrangea                                        ,06,,"15""H - 15""S", 76 ,     ,     , 76 , 5 , 18.75 , 14.44 ,          , ,,
OR,042021,#1,HYD PAN ANGEL'S BLUSH R P10751,"Hydrangea paniculata 'Ruby' P.P.# 10,751                    ",Angel's Blush®  Hydrangea,04,BREAKING DORMANCY,"10''H - 8""S", 420 ,     ,     , 420 , 10 , 6.75 , 5.20 ,          , ,,
