Loc,Item,Size,Description,Botanical Name,Common Name,Zone,Condition,Current Specs,Qty Open,Qty Alloc Rem Thru 12/31/13,Qty Alloc Rem Thru 06/30/14,Net Avail Qty,Min Order Qty,List Price,Net Price,Sale Price,AVL Flag,,
OR,072021,#1,SYRINGA PATULA MISS KIM,Syringa pubescens subsp. patula 'Miss Kim'                  ,Miss Kim Korean Lilac                                       ,04,BUDS,8''H - 6''S, 50 ,     ,     , 50 , 10 , 7.75 , 5.97 ,          , ,,
OR,072021S,SuperOne TM,SYRINGA PATULA MISS KIM,Syringa pubescens subsp. patula 'Miss Kim'                  ,Miss Kim Korean Lilac                                       ,04,BUDS,10''H - 10''S, 4 ,     ,     , 4 , 10 , 8.75 , 6.74 ,          , ,,
OR,072022,#2,SYRINGA PATULA MISS KIM,Syringa pubescens subsp. patula 'Miss Kim'                  ,Miss Kim Korean Lilac                                       ,04,BUDS,"14""H - 12""S", 32 ,     , 97 , 129 , 5 , 15.25 , 11.74 ,          , ,,
OR,072025PT,#5 PATIO TREE,SYRINGA PATULA MISS KIM,Syringa pubescens subsp. patula 'Miss Kim'                  ,Miss Kim Korean Lilac                                       ,04,BUDS,"15""S", 4 ,     ,     , 4 , 2 , 55.00 , 42.35 ,          , ,,
OR,071801S,SuperOne TM,SYRINGA V ANGEL WHITE,Syringa vulgaris 'Angel White' (Descanso Hybrid)            ,Angel White Lilac                                           ,03,BUDS,14''H - 10''S, 14 ,     ,     , 14 , 10 , 9.75 , 7.51 ,          , ,,
OR,071791S,SuperOne TM,SYRINGA V BLUE SKIES R,Syringa vulgaris 'Monore'                                   ,Blue Skies®  Lilac,03,BUDS,12''H - 8''S, 233 ,     , 8 , 241 , 10 , 9.75 , 7.51 ,          , ,,
OR,072105,#5,SYRINGA V CHARLES JOLY,Syringa vulgaris 'Charles Joly'                             ,Charles Joly Lilac                                          ,03,BREAKING DORMANCY,24''H - 16''S, 100 ,     ,     , 100 , 5 , 22.50 , 17.33 ,          , ,,
OR,072161S,SuperOne TM,SYRINGA V SENSATION,Syringa vulgaris 'Sensation'                                ,Sensation Lilac                                             ,03,BREAKING DORMANCY,12''H - 6''S, 68 ,     ,     , 68 , 10 , 9.75 , 7.51 ,          , ,,
OR,072165,#5,SYRINGA V SENSATION,Syringa vulgaris 'Sensation'                                ,Sensation Lilac                                             ,03,BUDS,24''H - 16''S, 29 ,     ,     , 29 , 5 , 22.50 , 17.33 ,          , ,,
OR,017335,#5,SYRINGA X CHIN LILAC SUNDAY,Syringa x chinensis 'Lilac Sunday'                          ,Lilac Sunday Lilac                                          ,03,BUDS,"27""H - 16""S", 170 ,     ,     , 170 , 5 , 22.50 , 17.33 ,          , ,,
CA,072001,#1,SYRINGA X CHINENSIS,Syringa x chinensis                                         ,Chinese Lilac                                               ,03,-,"10""H - 6""S", 369 ,     ,     , 369 , 10 , 7.75 , 5.97 ,          ,I,,
OR,072191S,SuperOne TM,SYRINGA X HYA POCAHONTAS,Syringa x hyacinthiflora 'Pocahontas'                       ,Pocahontas Canadian Lilac                                   ,02,BUDS,12''H - 8''S, 25 ,     ,     , 25 , 10 , 9.75 , 7.51 ,          , ,,
OR,072195,#5,SYRINGA X HYA POCAHONTAS,Syringa x hyacinthiflora 'Pocahontas'                       ,Pocahontas Canadian Lilac                                   ,02,BUDS,24''H - 16''S, 5 ,     ,     , 5 , 5 , 22.50 , 17.33 ,          , ,,
OR,042195,#5,SYRINGA X OLD GLORY NA62974,Syringa X Old Glory (N.A.# 62974)                           ,Old Glory Lilac                                             ,05,BUDS,27''H - 16''S, 186 ,     ,     , 186 , 5 , 22.50 , 17.33 ,          , ,,
OR,053615,#5,TAXODIUM LNDSY SKYWARD PP22812,"Taxodium distichum Skyward™  P.P.# 22,812",Lindsey's Skyward™  Bald Cypress,05,BREAKING DORMANCY,"39""H", 145 ,     ,     , 145 , 5 , 39.00 , 30.03 ,          , ,,
OR,072342,#2,TAXUS EMERALD SPREADR R P10335,"Taxus cuspidata 'Monloo' P.P. #10,335                       ",Emerald Spreader®  Japanese Yew,04,-,"14""S", 10 ,     , 62 , 72 , 5 , 14.50 , 11.17 ,          , ,,
OR,028852,#2,TAXUS X MED HUBERS TAWNY GOLD,Taxus x media 'Huber's Tawny Gold'                          ,Huber's Tawny Gold Spreading Yew                            ,04,-,"20""H - 12""S",     ,     , 38 , 38 , 5 , 17.00 , 13.09 ,          , ,,
OR,012405,#5,TAXUS X MEDIA BERRYHILLI,Taxus x media 'Berryhillii'                                 ,Berryhill Yew                                               ,04,-,"30""H", 3 ,     ,     , 3 , 5 , 20.25 , 15.59 ,          , ,,
OR,072301,#1,TAXUS X MEDIA BROWNII,Taxus x media 'Brownii'                                     ,Brown's Yew                                                 ,04,-,"10""S", 21 ,     ,     , 21 , 10 , 7.50 , 5.78 ,          , ,,
OR,072302,#2,TAXUS X MEDIA BROWNII,Taxus x media 'Brownii'                                     ,Brown's Yew                                                 ,04,-,"15""H", 2 ,     ,     , 2 , 5 , 15.50 , 11.94 ,          , ,,
OR,072305,#5,TAXUS X MEDIA BROWNII,Taxus x media 'Brownii'                                     ,Brown's Yew                                                 ,04,-,"30""H - 15""S", 118 ,     ,     , 118 , 5 , 20.25 , 15.59 ,          , ,,
OR,072322,#2,TAXUS X MEDIA DENSIFORMIS,Taxus x media 'Densiformis'                                 ,Dense Spreading Yew                                         ,04,-,"18""H -12""S",     ,     , 49 , 49 , 5 , 15.50 , 11.94 ,          , ,,
OR,072325,#5,TAXUS X MEDIA DENSIFORMIS,Taxus x media 'Densiformis'                                 ,Dense Spreading Yew                                         ,04,-,"21'H - 18""S",     ,     , 38 , 10 , 5 , 20.25 , 15.59 ,          , ,,
OR,072332,#2,TAXUS X MEDIA HICKSII,Taxus x media 'Hicksii'                                     ,Hicks Yew                                                   ,04,-,"21""H  - 9""S", 5 ,     , 25 , 30 , 5 , 15.50 , 11.94 ,          , ,,
OR,07233M,#10 Squat,TAXUS X MEDIA HICKSII,Taxus x media 'Hicksii'                                     ,Hicks Yew                                                   ,04,-,"39""H - 24""S", 18 ,     ,     , 18 , 2 , 44.00 , 33.88 ,          ,I,,
OR,072382,#2,TAXUS X MEYERI,Taxus x media 'Meyeri'                                      ,Meyer's Yew                                                 ,04,-,"21""H-9""S", 27 ,     ,     , 27 , 5 , 15.50 , 11.94 ,          , ,,
CA,012542,#2,TECOMA STANS GOLD STAR,Tecoma stans 'Lonesp'                                       ,Gold Star™  Esperanza,09,-,"12""H-10""S", 48 ,     ,     , 48 , 5 , 14.75 , 11.36 ,          , ,,
OR,073131,#1,TEUCRIUM CHAMAEDRYS,Teucrium chamaedrys                                         ,Wall Germander                                              ,05,CUT BACK,., 2 ,     ,     , 2 , 10 , 5.75 , 4.43 ,          , ,,
OR,07313UT,LittleOne,TEUCRIUM CHAMAEDRYS,Teucrium chamaedrys                                         ,Wall Germander                                              ,05,-,CAN FULL, 34 ,     ,     , 34 , 16 , 3.50 , 2.70 ,          , ,,
GA,012595,#5,THUJA GREEN GIANT,Thuja (standish x plicata) 'Green Giant'                    ,Green Giant Western Arborvitae                              ,04,,"28""H", 36 ,     , 13 , 36 , 5 , 20.50 , 15.79 ,          , ,,
GA,012597,#7,THUJA GREEN GIANT,Thuja (standish x plicata) 'Green Giant'                    ,Green Giant Western Arborvitae                              ,04,,"36""H",     ,     , 38 , 38 , 2 , 45.00 , 34.65 ,          ,I,,
GA,012599,#15,THUJA GREEN GIANT,Thuja (standish x plicata) 'Green Giant'                    ,Green Giant Western Arborvitae                              ,04,,"60""H",     ,     , 3 , 3 , 1 , 75.00 , 57.75 ,          , ,,
OR,072941,#1,THUJA OC DANICA,Thuja occidentalis 'Danica'                                 ,Danica Arborvitae                                           ,04,-,"10""S", 50 ,     ,     , 50 , 10 , 5.75 , 4.43 ,          , ,,
OR,072815,#5,THUJA OC DEGROOT'S SPIRE,Thuja occidentalis 'Degroot's Spire'                        ,Degroot's Spire Arborvitae                                  ,03,-,"30""H - 12""S",     ,     , 20 , 20 , 5 , 20.50 , 15.79 ,          , ,,
OR,07281M,#10 Squat,THUJA OC DEGROOT'S SPIRE,Thuja occidentalis 'Degroot's Spire'                        ,Degroot's Spire Arborvitae                                  ,03,-,"48""H-18""S",     ,     , 6 , 6 , 2 , 44.00 , 33.88 ,          , ,,
OR,073012,#2,THUJA OC EMERALD,Thuja occidentalis 'Emerald'                                ,Emerald Arborvitae                                          ,04,-,"28""H-12""S",     ,     , 6 , 6 , 5 , 13.25 , 10.20 ,          , ,,
OR,07301M,#10 Squat,THUJA OC EMERALD,Thuja occidentalis 'Emerald'                                ,Emerald Arborvitae                                          ,04,-,"52""H-24""S", 2 ,     , 40 , 42 , 2 , 54.00 , 41.58 ,          ,I,,
OR,072862,#2,THUJA OC GOLDEN GLOBE,Thuja occidentalis 'Golden Globe'                           ,Golden Globe Arborvitae                                     ,04,-,"14""S",     ,     , 2 , 2 , 5 , 13.25 , 10.20 ,          , ,,
OR,072921,#1,THUJA OC HETZ MIDGET,Thuja occidentalis 'Hetz Midget'                            ,Hetz Midget Arborvitae                                      ,03,-,"8""S",     ,     , 17 , 17 , 10 , 5.75 , 4.43 ,          , ,,
OR,072931,#1,THUJA OC HOLMSTRUP,Thuja occidentalis 'Holmstrup'                              ,Holmstrup Eastern Arborvitae                                ,03,-,"12""H -6""S", 26 ,     ,     , 26 , 10 , 5.75 , 4.43 ,          , ,,
OR,072935,#5,THUJA OC HOLMSTRUP,Thuja occidentalis 'Holmstrup'                              ,Holmstrup Eastern Arborvitae                                ,03,-,"33""H - 14""S",     ,     , 15 , 15 , 5 , 20.50 , 15.79 ,          , ,,
OR,072871,#1,THUJA OC LITTLE GIANT,Thuja occidentalis 'Little Giant'                           ,Little Giant Dwarf Arborvitae                               ,03,-,"10""S", 160 ,     , 10 , 170 , 10 , 5.75 , 4.43 ,          , ,,
OR,072872,#2,THUJA OC LITTLE GIANT,Thuja occidentalis 'Little Giant'                           ,Little Giant Dwarf Arborvitae                               ,03,-,"14""S",     ,     , 15 , 15 , 5 , 13.50 , 10.40 ,          , ,,
OR,072875,#5,THUJA OC LITTLE GIANT,Thuja occidentalis 'Little Giant'                           ,Little Giant Dwarf Arborvitae                               ,03,-,"20""S",     ,     , 39 , 39 , 5 , 20.50 , 15.79 ,          , ,,
OR,072891,#1,THUJA OC RHEINGOLD,Thuja occidentalis 'Rheingold'                              ,Rheingold Arborvitae                                        ,04,-,"8""S", 160 ,     ,     , 160 , 10 , 5.75 , 4.43 ,          , ,,
OR,073052,#2,THUJA OC RUSHMORE,Thuja occidentalis 'Rushmore'                               ,Rushmore Arborvitae                                         ,04,-,"24""H-12""S",     ,     , 90 , 90 , 5 , 13.50 , 10.40 ,          , ,,
OR,087351,#1,THUJA PLICATA PYGMAEA,Thuja plicata 'Pygmaea'                                     ,Dwarf Western Red Cedar                                     ,05,-,"12""H - 6""S", 21 ,     ,     , 21 , 10 , 5.75 , 4.43 ,          , ,,
OR,087355,#5,THUJA PLICATA PYGMAEA,Thuja plicata 'Pygmaea'                                     ,Dwarf Western Red Cedar                                     ,05,-,"24"" H  - 15"" S", 408 ,     ,     , 408 , 5 , 20.50 , 15.79 ,          , ,,
OR,019455,#5,THUJA PLICATA SUNSHINE,Thuja plicata 'Sunshine'                                    ,Sunshine Western Red Cedar                                  ,05,-,"36""H-14""S", 27 ,     ,     , 27 , 5 , 20.50 , 15.79 ,          ,I,,
OR,034052,#2,THUJOPSIS DOLOBRATA NANA,Thujopsis dolobrata 'Nana'                                  ,False Hiba Cedar                                            ,05,-,12'S, 75 ,     ,     , 75 , 5 , 13.75 , 10.59 ,          , ,,
OR,034055,#5,THUJOPSIS DOLOBRATA NANA,Thujopsis dolobrata 'Nana'                                  ,False Hiba Cedar                                            ,05,-,"15""S", 55 ,     ,     , 55 , 5 , 21.75 , 16.75 ,          ,I,,
CA,022142,#2 STAKED,THUNBERGIA AL BLUSHING SUSIE,Thunbergia alata 'Blushing Susie'                           ,Blushing Susie Black-Eyed Susan Vine                        ,10,BUDS & BLOOMS,"30""H", 256 ,     ,     , 256 , 5 , 16.50 , 12.71 ,          , ,,
GA,06574UT,LittleOne,THYMUS COCCINEUS RED CREEPING,Thymus praecox 'Coccineus'                                  ,Red Creeping Thyme                                          ,04,,CAN FULL,     ,     , 51 , 51 , 16 , 2.95 , 2.27 ,          ,I,,
GA,06571UT,LittleOne,THYMUS DOERFLERI DOONE VALLEY,Thymus doerfleri 'Doone Valley'                             ,Doone Valley Pink Creeping Thyme                            ,04,,CAN FULL,     ,     , 6 , 6 , 16 , 2.95 , 2.27 ,          , ,,
GA,06573UT,LittleOne,THYMUS ELFIN,Thymus serpyllum 'Elfin'                                    ,Elfin Thyme                                                 ,04,,CAN FULL,     ,     , 5 , 5 , 16 , 2.95 , 2.27 ,          , ,,
CA,075941,#1,THYMUS HI HO SILVER,Thymus argenteus 'Hi Ho Silver'                             ,Hi Ho Silver Thyme                                          ,05,-,CAN FULL, 245 ,     ,     , 245 , 10 , 4.25 , 3.27 ,          , ,,
GA,05124UT,LittleOne,THYMUS PRA PINK CHINTZ,Thymus 'Pink Chintz'                                        ,Pink Chintz Thyme                                           ,04,,CAN FULL, 3 ,     , 20 , 23 , 16 , 2.95 , 2.27 ,          ,I,,
GA,039751,#1,TIBOUCHINA LEPIDOTA,Tibouchina lepidota                                         ,Glory Bush                                                  ,10,BUDS & BLOOMS,"8""H - 8""S",     ,     , 2 , 2 , 10 , 6.75 , 5.20 ,          ,I,,
GA,039755,#5,TIBOUCHINA LEPIDOTA,Tibouchina lepidota                                         ,Glory Bush                                                  ,10,BUDS & BLOOMS,"14""H - 16""S", 11 ,     ,     , 11 , 5 , 21.50 , 16.56 ,          , ,,
CA,070001,#1,TRACH ASIATICUM,Trachelospermum asiaticum                                   ,Asian Star Jasmine                                          ,07,-,CAN FULL,     ,     , 25 , 25 , 10 , 6.00 , 4.62 ,          , ,,
CA,070051,#1 BUSH,TRACH JASMINOIDES,Trachelospermum jasminoides                                 ,Star Jasmine                                                ,08,-,"6""H - 8""S"," 1,284 ",     , 10 ," 1,294 ", 10 , 5.75 , 4.43 ,          , ,,
CA,070051ST,#1 STAKED,TRACH JASMINOIDES,Trachelospermum jasminoides                                 ,Star Jasmine                                                ,08,-,18''H," 2,174 ",     ,     ," 2,174 ", 10 , 6.75 , 5.20 ,          , ,,
GA,070051ST,#1 STAKED,TRACH JASMINOIDES,Trachelospermum jasminoides                                 ,Star Jasmine                                                ,08,,"21""H"," 2,061 ",     , 808 ," 2,120 ", 10 , 6.75 , 5.20 ,          , ,,
CA,070052ST,#2 STAKED,TRACH JASMINOIDES,Trachelospermum jasminoides                                 ,Star Jasmine                                                ,08,-,"27""H",     ,     , 88 , 88 , 5 , 15.75 , 12.13 ,          , ,,
CA,070055ST,#5 STAKED,TRACH JASMINOIDES,Trachelospermum jasminoides                                 ,Star Jasmine                                                ,08,-,"36""H",     ,     , 202 , 202 , 5 , 22.00 , 16.94 ,          , ,,
CA,012731,#1,TRACH JASMINOIDES MADISON,Trachelospermum jasminoides 'Madison'                       ,Madison Star Jasmine                                        ,07,WINTER COLOR,"10""H - 10""S", 250 ,     ,     , 250 , 10 , 5.50 , 4.24 ,          , ,,
GA,012731ST,#1 STAKED,TRACH JASMINOIDES MADISON,Trachelospermum jasminoides 'Madison'                       ,Madison Star Jasmine                                        ,07,,"24""H", 88 ,     , 430 , 88 , 10 , 6.75 , 5.20 ,          , ,,
GA,07261UT,LittleOne,TRADESCANTIA BLU&GLD(SWT KATE),Tradescantia x 'Blue & Gold'                                ,Blue & Gold Spiderwort                                      ,03,,CAN FULL,     ,     , 24 , 24 , 16 , 3.65 , 2.81 ,          ,I,,
OR,073361,#1,TSUGA CAN LEWISI,Tsuga canadensis 'Lewisi'                                   ,Dwarf Lewis Hemlock                                         ,04,-,"8""H-6""S", 9 ,     ,     , 9 , 10 , 7.50 , 5.78 ,          , ,,
OR,073362,#2,TSUGA CAN LEWISI,Tsuga canadensis 'Lewisi'                                   ,Dwarf Lewis Hemlock                                         ,04,-,"12""S", 543 ,     ,     , 543 , 5 , 16.00 , 12.32 ,          , ,,
OR,073285,#5,TSUGA CAN PENDULA,Tsuga canadensis 'Pendula'                                  ,Sargent's Weeping Hemlock                                   ,04,-,"38""H-14""S",     ,     , 1 , 1 , 5 , 44.00 , 33.88 ,          , ,,
OR,073391,#1,TYPHA MINIMA,Typha minima                                                ,Miniature Cattail                                           ,04,CUT BACK,., 237 ,     ,     , 237 , 10 , 6.25 , 4.81 ,          , ,,
CA,056232,#2,VACC BOUNTIFUL BLUE R PP19381,"Vaccinium corymbosum 'FLX-2' P.P.# 19,381                   ",Bountiful Blue®  Blueberry,06,YOUNG FRUIT,"12""H - 12""S", 59 ,     ,     , 59 , 5 , 15.00 , 11.55 ,          , ,,
GA,056232,#2,VACC BOUNTIFUL BLUE R PP19381,"Vaccinium corymbosum 'FLX-2' P.P.# 19,381                   ",Bountiful Blue®  Blueberry,06,YOUNG FRUIT,"12""H - 10""S", 566 ,     , 127 , 693 , 5 , 15.00 , 11.55 ,          , ,,
GA,021742,#2,VACCINIUM CORY SUNSHINE BLUE,Vaccinium x 'Sunshine Blue' (Southern Highbush)             ,Sunshine Blue Blueberry                                     ,05,YOUNG FRUIT,"12""H - 10""S", 158 ,     , 189 , 347 , 5 , 14.50 , 11.17 ,          , ,,
OR,080362,#2,VACCINIUM CORYMBOSUM CHANDLER,Vaccinium corymbosum 'Chandler' (Northern Highbush)         ,Chandler Midseason Blueberry                                ,04,BUDS & BLOOMS,18''H - 14''S, 510 ,     ,     , 510 , 5 , 14.50 , 11.17 ,          , ,,
OR,034481,#1,VACCINIUM CORYMBOSUM JUBILEE,Vaccinium corymbosum 'Jubilee' (Southern Highbush)          ,Jubilee Blueberry                                           ,05,BUDS & BLOOMS,14''H - 8''S," 2,424 ",     ,     ," 2,424 ", 10 , 9.50 , 7.32 ,          , ,,
OR,034482,#2,VACCINIUM CORYMBOSUM JUBILEE,Vaccinium corymbosum 'Jubilee' (Southern Highbush)          ,Jubilee Blueberry                                           ,05,BUDS & BLOOMS,"16""H - 14""S", 718 ,     ,     , 718 , 5 , 14.50 , 11.17 ,          , ,,
