Loc,Item,Description,Botanical Name,Common Name,,,,,,,,,,,,,,,,,
CA,412102,AGAPANTHUS PRAE QUEEN MUM PPAF,                                                            ,                                                            ,,,,,,,,,,,,,,,,,
CA,001801,AGAPANTHUS QUEEN ANNE-DIVISION,Agapanthus africanus 'Queen Anne'                           ,Queen Anne Lily Of The Nile                                 ,,,,,,,,,,,,,,,,,
CA,001805,AGAPANTHUS QUEEN ANNE-DIVISION,Agapanthus africanus 'Queen Anne'                           ,Queen Anne Lily Of The Nile                                 ,,,,,,,,,,,,,,,,,
CA,001882,AGAPANTHUS X MIDKNIGHT BLUE R,Agapanthus x 'Monmid'                                       ,Midknight Blue®  Agapanthus,,,,,,,,,,,,,,,,,
CA,021615,AGAVE GEMINIFLORA,Agave geminiflora                                           ,Twin Flowered Agave                                         ,,,,,,,,,,,,,,,,,
CA,025222,AGAVE PARRYI VAR TRUNCATA,Agave parryi var. truncata                                  ,Artichoke Agave                                             ,,,,,,,,,,,,,,,,,
CA,074172,AGAVE UTAHENSIS SSP UTAHENSIS,Agave utahensis ssp. utahensis                              ,Utah Agave                                                  ,,,,,,,,,,,,,,,,,
CA,094365,AGAVE WEBERI,Agave weberi                                                ,Weber's Agave                                               ,,,,,,,,,,,,,,,,,
CA,001931,AJUGA REPTANS CATLIN'S GIANT,Ajuga reptans 'Catlin's Giant'                              ,Catlin's Giant Carpet Bugle                                 ,,,,,,,,,,,,,,,,,
CA,001965,ALBIZIA JUL OMBRELLA TM,Albizia julibrissin 'Boubri'                                ,Ombrella™  Mimosa Tree,,,,,,,,,,,,,,,,,
CA,001955,ALBIZIA JUL ROSEA,Albizia julibrissin 'Rosea'                                 ,Mimosa Tree                                                 ,,,,,,,,,,,,,,,,,
CA,064081,ALOE BLUE ELF,Aloe 'Blue Elf'                                             ,Blue Elf Aloe                                               ,,,,,,,,,,,,,,,,,
CA,06408E,ALOE BLUE ELF,Aloe 'Blue Elf'                                             ,Blue Elf Aloe                                               ,,,,,,,,,,,,,,,,,
CA,063791,ALOE HYBRID CHRISTMAS CAROL,Aloe hybrid 'Christmas Carol' P.P.A.F.                      ,Christmas Carol Aloe                                        ,,,,,,,,,,,,,,,,,
CA,096532,ALST INTICANCHA R BRYCE,Alstroemeria x 'Tesbryce'                                   ,Inticancha®  Bryce Peruvian Lily,,,,,,,,,,,,,,,,,
CA,096522,ALST INTICANCHA R NAVAYO,Alstroemeria x 'Tesnavayo'                                  ,Inticancha®  Navayo Peruvian Lily,,,,,,,,,,,,,,,,,
CA,096492,ALST INTICANCHA R SUNLIGHT,Alstroemeria x 'Tessunlight'                                ,Inticancha®  Sunlight Peruvian Lily,,,,,,,,,,,,,,,,,
CA,096512,ALST INTICANCHA R WHT BLSH PNK,Alstroemeria x 'Tesblushin'                                 ,Inticancha®  White Pink Blush Peruvian Lily,,,,,,,,,,,,,,,,,
CA,003151,ASPARAGUS MYERS,Asparagus densiflorus 'Myers'                               ,Foxtail Fern                                                ,,,,,,,,,,,,,,,,,
CA,003152,ASPARAGUS MYERS,Asparagus densiflorus 'Myers'                               ,Foxtail Fern                                                ,,,,,,,,,,,,,,,,,
CA,003155,ASPARAGUS MYERS,Asparagus densiflorus 'Myers'                               ,Foxtail Fern                                                ,,,,,,,,,,,,,,,,,
CA,003301,ASPARAGUS SPR COMPACTA,Asparagus densiflorus 'Sprengeri Compacta'                  ,Compact Sprenger Asparagus Fern                             ,,,,,,,,,,,,,,,,,
CA,078761S,AZ BLM-A-THON TM DB PK PP21477,"Rhododendron x 'RLH1-2P8' P.P. #21,477                      ",Bloom-A-Thon®  Pink Double Reblooming Azalea,,,,,,,,,,,,,,,,,
CA,078751S,AZ BLM-A-THON TM LVNDR PP21476,"Rhododendron x 'RLH14P19' P.P.# 21,476                      ",Bloom-A-Thon®  Lavender Reblooming Azalea,,,,,,,,,,,,,,,,,
CA,078771S,AZ BLM-A-THON TM RED PP21562,"Rhododendron x 'RLH1-1P2' P.P. #21,562                      ",Bloom-A-Thon®  Red Reblooming Azalea,,,,,,,,,,,,,,,,,
CA,004401,AZALEA B ALASKA,Azalea indica 'Alaska' (Rutherfordiana hybrid)              ,Alaska Azalea                                               ,,,,,,,,,,,,,,,,,
CA,004402,AZALEA B ALASKA,Azalea indica 'Alaska' (Rutherfordiana hybrid)              ,Alaska Azalea                                               ,,,,,,,,,,,,,,,,,
CA,004405,AZALEA B ALASKA,Azalea indica 'Alaska' (Rutherfordiana hybrid)              ,Alaska Azalea                                               ,,,,,,,,,,,,,,,,,
CA,004751,AZALEA B HAPPY DAYS,Azalea indica 'Happy Days'                                  ,Happy Days Azalea                                           ,,,,,,,,,,,,,,,,,
CA,004752PT,AZALEA B HAPPY DAYS,Azalea indica 'Happy Days'                                  ,Happy Days Azalea                                           ,,,,,,,,,,,,,,,,,
CA,004755,AZALEA B HAPPY DAYS,Azalea indica 'Happy Days'                                  ,Happy Days Azalea                                           ,,,,,,,,,,,,,,,,,
CA,005251,AZALEA B ROSE GLOW,Azalea indica 'Rose Glow'                                   ,Rose Glow Azalea                                            ,,,,,,,,,,,,,,,,,
CA,005252PT,AZALEA B ROSE GLOW,Azalea indica 'Rose Glow'                                   ,Rose Glow Azalea                                            ,,,,,,,,,,,,,,,,,
CA,007402,AZALEA GR FUCHSIA,Azalea x 'Girard's Fuchsia' (Girard hybrid)                 ,Girard's Fuchsia Azalea                                     ,,,,,,,,,,,,,,,,,
CA,007451,AZALEA GR GIRARD HOT SHOT,Azalea x 'Girard's Hot Shot' (Girard hybrid)                ,Girard's Hot Shot Azalea                                    ,,,,,,,,,,,,,,,,,
CA,007601,AZALEA GR ROSE,Azalea x 'Girard's Rose' (Girard hybrid)                    ,Girard's Rose Azalea                                        ,,,,,,,,,,,,,,,,,
CA,007602,AZALEA GR ROSE,Azalea x 'Girard's Rose' (Girard hybrid)                    ,Girard's Rose Azalea                                        ,,,,,,,,,,,,,,,,,
CA,002071,AZALEA GR SILVER SWORD,Azalea x 'Silver Sword' (Girard hybrid)                     ,Silver Sword Azalea                                         ,,,,,,,,,,,,,,,,,
CA,002072,AZALEA GR SILVER SWORD,Azalea x 'Silver Sword' (Girard hybrid)                     ,Silver Sword Azalea                                         ,,,,,,,,,,,,,,,,,
CA,005601,AZALEA S BRILLIANT,Azalea 'Brilliant' (Southern Indica)                        ,Brilliant Azalea                                            ,,,,,,,,,,,,,,,,,
CA,005605,AZALEA S BRILLIANT,Azalea 'Brilliant' (Southern Indica)                        ,Brilliant Azalea                                            ,,,,,,,,,,,,,,,,,
CA,005755,AZALEA S GEORGE L TABER,Azalea 'George L. Taber' (Southern Indica)                  ,George L. Taber Azalea                                      ,,,,,,,,,,,,,,,,,
CA,005951,AZALEA S IMP PRINCESS TM,Azalea 'Moness' (Southern Indica)                           ,Imperial Princess™  Azalea,,,,,,,,,,,,,,,,,
CA,004831,AZALEA S MISTRAL,Azalea 'Mistral' (Southern Indica)                          ,Mistral Azalea                                              ,,,,,,,,,,,,,,,,,
CA,006151,AZALEA S NUCCIO'S CARNIVAL,Azalea 'Nuccio's Carnival' (Southern Indica)                ,Nuccio's Carnival Azalea                                    ,,,,,,,,,,,,,,,,,
CA,006301,AZALEA S PHOENICIA,Azalea 'Phoenicia' (Southern Indica)                        ,Phoenicia Azalea                                            ,,,,,,,,,,,,,,,,,
CA,006305,AZALEA S PHOENICIA,Azalea 'Phoenicia' (Southern Indica)                        ,Phoenicia Azalea                                            ,,,,,,,,,,,,,,,,,
CA,006401,AZALEA S RED RUFFLES,Azalea 'Red Ruffles' (Rutherfordiana hybrid)                ,Red Ruffles Azalea                                          ,,,,,,,,,,,,,,,,,
CA,006402,AZALEA S RED RUFFLES,Azalea 'Red Ruffles' (Rutherfordiana hybrid)                ,Red Ruffles Azalea                                          ,,,,,,,,,,,,,,,,,
CA,006405,AZALEA S RED RUFFLES,Azalea 'Red Ruffles' (Rutherfordiana hybrid)                ,Red Ruffles Azalea                                          ,,,,,,,,,,,,,,,,,
CA,006501,AZALEA S SOUTHERN CHARM,Azalea 'Southern Charm' (Southern Indica)                   ,Southern Charm Azalea                                       ,,,,,,,,,,,,,,,,,
CA,006505,AZALEA S SOUTHERN CHARM,Azalea 'Southern Charm' (Southern Indica)                   ,Southern Charm Azalea                                       ,,,,,,,,,,,,,,,,,
CA,008421,AZALEA SK NUCCIO'S WILD CHERRY,Azalea 'Nuccio's Wild Cherry' (Satsuki hybrid)              ,Nuccio's Wild Cherry Azalea                                 ,,,,,,,,,,,,,,,,,
CA,011435,BAM-PHYLLO AUREOSULCATA (RUN),Phyllostachys aureosulcata                                  ,Yellow Groove Bamboo                                        ,,,,,,,,,,,,,,,,,
CA,011451,BAM-SASA PYGMAEA (RUN),Sasa pygmaea                                                ,Dwarf Bamboo                                                ,,,,,,,,,,,,,,,,,
CA,002241,BER T CONCORDE,Berberis thunbergii 'Concorde'                              ,Concorde Japanese Barberry                                  ,,,,,,,,,,,,,,,,,
CA,012051,BER T CRIMSON PYGMY,Berberis thunbergii 'Crimson Pygmy' ('Atropurpurea Nana')   ,Crimson Pygmy Dwarf Japanese Barberry                       ,,,,,,,,,,,,,,,,,
CA,012701,BOUG BARBARA KARST,Bougainvillea 'Barbara Karst'                               ,Barbara Karst Bougainvillea                                 ,,,,,,,,,,,,,,,,,
CA,090121BH,BOUG BLUEBERRY ICE,Bougainvillea 'Blueberry Ice'                               ,Blueberry Ice Bougainvillea                                 ,,,,,,,,,,,,,,,,,
CA,090122BH,BOUG BLUEBERRY ICE,Bougainvillea 'Blueberry Ice'                               ,Blueberry Ice Bougainvillea                                 ,,,,,,,,,,,,,,,,,
CA,012905,BOUG CAMARILLO FIESTA TM,Bougainvillea 'Monle'                                       ,Camarillo Fiesta™  Bougainvillea,,,,,,,,,,,,,,,,,
CA,013035,BOUG DON MARIO R,Bougainvillea 'Monio'                                       ,Don Mario®  Bougainvillea,,,,,,,,,,,,,,,,,
CA,013121,BOUG JAMES WALKER,Bougainvillea 'James Walker'                                ,James Walker Bougainvillea                                  ,,,,,,,,,,,,,,,,,
CA,013125,BOUG JAMES WALKER,Bougainvillea 'James Walker'                                ,James Walker Bougainvillea                                  ,,,,,,,,,,,,,,,,,
CA,013051,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,,,,,,,,,,,,,,,
CA,013052,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,,,,,,,,,,,,,,,
CA,013052BH,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,,,,,,,,,,,,,,,
CA,013055BH,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,,,,,,,,,,,,,,,
CA,013055PT,BOUG PURPLE QUEEN R,Bougainvillea 'Moneth'                                      ,Purple Queen®  Bougainvillea,,,,,,,,,,,,,,,,,
CA,013251,BOUG SCARLETT OHARA(SN DGO RED,Bougainvillea 'Scarlett O'Hara' (a.k.a. San Diego Red)      ,Scarlett O'Hara Bougainvillea                               ,,,,,,,,,,,,,,,,,
CA,095732BH,BOUG SUNVILLEA TM ROSE PP23272,"Bougainvillea x 'Koiro' P.P.# 23,272                        ",Sunvillea™  Rose Dwarf Bougainvillea,,,,,,,,,,,,,,,,,
CA,013451,BOUG TEXAS DAWN TM,Bougainvillea 'Monas'                                       ,Texas Dawn™  Bougainvillea,,,,,,,,,,,,,,,,,
CA,090111BH,BOUG WHITE STRIPE,Bougainvillea spectabilis 'White Stripe'                    ,White Stripe Bougainvillea                                  ,,,,,,,,,,,,,,,,,
CA,080811S,BUD LO&BEHLD R ICE CHIP PPAF,Buddleja Lo & Behold®  'Ice Chip' P.P.A.F. Can. P.B.R.,Ice Chip Summer Lilac                                       ,,,,,,,,,,,,,,,,,
CA,077411S,BUD LO&BEHLD R PRPL HAZE PPAF,Buddleja (B. davidii x (B. davidii x B. globosa)) x (B. davi,Lo & Behold®  Purple Haze Summer Lilac,,,,,,,,,,,,,,,,,
CA,077415,BUD LO&BEHLD R PRPL HAZE PPAF,Buddleja (B. davidii x (B. davidii x B. globosa)) x (B. davi,Lo & Behold®  Purple Haze Summer Lilac,,,,,,,,,,,,,,,,,
CA,034661S,BUDDLEJA DAV ADONIS BLUE TM,Buddleja davidii 'Adokeep'                                  ,English Butterfly™  Adonis Blue™  Butterfly Bush,,,,,,,,,,,,,,,,,
CA,034662S,BUDDLEJA DAV ADONIS BLUE TM,Buddleja davidii 'Adokeep'                                  ,English Butterfly™  Adonis Blue™  Butterfly Bush,,,,,,,,,,,,,,,,,
CA,013765,BUDDLEJA DAV PETITE PLUM R,Buddleja davidii nanhoensis 'Monum'                         ,Petite Plum®  Dwarf Butterfly Bush,,,,,,,,,,,,,,,,,
CA,013795PT,BUDDLEJA DAV PINK DELIGHT,Buddleja davidii 'Pink Delight'                             ,Pink Delight Butterfly Bush                                 ,,,,,,,,,,,,,,,,,
CA,077391S,BUDDLEJA MISS MOLLY PPAF,"Buddleja x 'Miss Molly' P.P.A.F., C.B.R.A.F.                ",Miss Molly Summer Lilac                                     ,,,,,,,,,,,,,,,,,
CA,074401S,BUDDLEJA X MISS RUBY PPAF,Buddleja (B.davidii x (B. davidii x B. globosa)) x (B. david,Miss Ruby Summer Lilac                                      ,,,,,,,,,,,,,,,,,
CA,013825CU,BUXUS GREEN MOUNTAIN,Buxus x 'Green Mountain'                                    ,Green Mountain Boxwood                                      ,,,,,,,,,,,,,,,,,
CA,013825SP,BUXUS GREEN MOUNTAIN,Buxus x 'Green Mountain'                                    ,Green Mountain Boxwood                                      ,,,,,,,,,,,,,,,,,
CA,013952,BUXUS J GREEN BEAUTY,Buxus microphylla japonica 'Green Beauty'                   ,Green Beauty Boxwood                                        ,,,,,,,,,,,,,,,,,
CA,013832,BUXUS MIC WINTER GEM,Buxus microphylla japonica 'Winter Gem'                     ,Winter Gem Boxwood                                          ,,,,,,,,,,,,,,,,,
CA,025282,CAESALPINIA GILLIESII,Caesalpinia gilliesii                                       ,Yellow Bird Of Paradise                                     ,,,,,,,,,,,,,,,,,
CA,025285,CAESALPINIA GILLIESII,Caesalpinia gilliesii                                       ,Yellow Bird Of Paradise                                     ,,,,,,,,,,,,,,,,,
CA,025285PT,CAESALPINIA GILLIESII,Caesalpinia gilliesii                                       ,Yellow Bird Of Paradise                                     ,,,,,,,,,,,,,,,,,
CA,046765,CALLISTEM SCRLT TRCH TM P23848,"Callistemon rigidus 'RutCall' P.P.#23,848                   ",Scarlet Torch™  Bottlebrush,,,,,,,,,,,,,,,,,
CA,014355PT,CALLISTEMON CITRINUS,Callistemon citrinus                                        ,Scarlet Bottlebrush                                         ,,,,,,,,,,,,,,,,,
CA,014401,CALLISTEMON LITTLE JOHN,Callistemon citrinus 'Little John'                          ,Dwarf Bottlebrush                                           ,,,,,,,,,,,,,,,,,
CA,080835,CALYCANTHUS APHRODITE PPAF,"Calycanthus floridus 'Aphrodite' P.P. #24,014 Can. P.B.R.A.F",Aphrodite Sweetshrub                                        ,,,,,,,,,,,,,,,,,
CA VH,016105,CAM J BOB HOPE,Camellia japonica 'Bob Hope'                                ,Bob Hope Camellia                                           ,,,,,,,,,,,,,,,,,
CA VH,016385,CAM J CARTER'S SUNBURST,Camellia japonica 'Carter's Sunburst'                       ,Carter's Sunburst Camellia                                  ,,,,,,,,,,,,,,,,,
CA VH,017045,CAM J DEBUTANTE,Camellia japonica 'Debutante'                               ,Debutante Camellia                                          ,,,,,,,,,,,,,,,,,
CA VH,018235,CAM J KUMASAKA,Camellia japonica 'Kumasaka'                                ,Kumasaka Camellia                                           ,,,,,,,,,,,,,,,,,
CA VH,018895,CAM J PEARL MAXWELL,Camellia japonica 'Pearl Maxwell'                           ,Pearl Maxwell Camellia                                      ,,,,,,,,,,,,,,,,,
CA VH,019705,CAM J SILVER WAVES,Camellia japonica 'Silver Waves'                            ,Silver Waves Camellia                                       ,,,,,,,,,,,,,,,,,
CA VH,017255,CAM NUCCIOS BELLA ROSSA P13023,"Camellia japonica 'Nuccio's Bella Rossa' P.P. #13,023       ",Nuccio's Bella Rossa Camellia                               ,,,,,,,,,,,,,,,,,
CA VH,021025,CAM S APPLE BLOSSOM,Camellia sasanqua 'Apple Blossom'                           ,Apple Blossom Camellia                                      ,,,,,,,,,,,,,,,,,
CA VH,022335,CAM S PINK-A-BOO R PP21687,"Camellia sasanqua 'MonDel' P.P. #21,687                     ",Pink-A-Boo®  Camellia,,,,,,,,,,,,,,,,,
CA,401435PT,CAMP SMR JAZ TM FIRE PP23917,"Campsis x tagliabuana 'Takarazuka Fresa' P.P.# 23,917       ",Summer Jazz Fire Trumpet Vine                               ,,,,,,,,,,,,,,,,,
CA,401425PT,CAMP SMR JAZ TM SR GOLD P23918,Campsis x tagliabuana 'Takarazuka Gold'                     ,Summer Jazz™  Sunrise Gold Trumpet Vine,,,,,,,,,,,,,,,,,
CA,022711,CAMPSIS BALBOA SUNSET R,Campsis radicans 'Monbal'                                   ,Balboa Sunset®  Trumpet Creeper,,,,,,,,,,,,,,,,,
CA,022712ST,CAMPSIS BALBOA SUNSET R,Campsis radicans 'Monbal'                                   ,Balboa Sunset®  Trumpet Creeper,,,,,,,,,,,,,,,,,
CA,022715,CAMPSIS BALBOA SUNSET R,Campsis radicans 'Monbal'                                   ,Balboa Sunset®  Trumpet Creeper,,,,,,,,,,,,,,,,,
CA,022715PT,CAMPSIS BALBOA SUNSET R,Campsis radicans 'Monbal'                                   ,Balboa Sunset®  Trumpet Creeper,,,,,,,,,,,,,,,,,
CA,022381,CAMPSIS FLAVA,Campsis radicans 'Flava'                                    ,Yellow Trumpet Creeper                                      ,,,,,,,,,,,,,,,,,
CA,022385,CAMPSIS FLAVA,Campsis radicans 'Flava'                                    ,Yellow Trumpet Creeper                                      ,,,,,,,,,,,,,,,,,
CA,022385PT,CAMPSIS FLAVA,Campsis radicans 'Flava'                                    ,Yellow Trumpet Creeper                                      ,,,,,,,,,,,,,,,,,
CA,022551,CAMPSIS MADAME GALEN,Campsis x tagliabuana 'Madame Galen'                        ,Trumpet Creeper                                             ,,,,,,,,,,,,,,,,,
CA,022552ST,CAMPSIS MADAME GALEN,Campsis x tagliabuana 'Madame Galen'                        ,Trumpet Creeper                                             ,,,,,,,,,,,,,,,,,
CA,022555,CAMPSIS MADAME GALEN,Campsis x tagliabuana 'Madame Galen'                        ,Trumpet Creeper                                             ,,,,,,,,,,,,,,,,,
CA,022555PT,CAMPSIS MADAME GALEN,Campsis x tagliabuana 'Madame Galen'                        ,Trumpet Creeper                                             ,,,,,,,,,,,,,,,,,
CA,029212,CANNA TROP BLACK TM PP21350,"Canna indica 'Lon01' P.P.#21,350                            ",Tropicanna®  Black Canna,,,,,,,,,,,,,,,,,
CA,017412,CANNA TROPICANNA GLD TM P13809,"Canna indica 'Mactro' P.P.# 13,809                          ",Tropicanna®  Gold Canna,,,,,,,,,,,,,,,,,
CA,022481,CANNA TROPICANNA TM PP10569,"Canna indica 'Phasion' P.P.# 10,569                         ",Tropicanna®  Canna,,,,,,,,,,,,,,,,,
CA,022482,CANNA TROPICANNA TM PP10569,"Canna indica 'Phasion' P.P.# 10,569                         ",Tropicanna®  Canna,,,,,,,,,,,,,,,,,
CA,038415,CERCIS C HEARTS OF GOLD P17740,"Cercis canadensis 'Hearts of Gold' P.P #17,740              ",Hearts Of Gold Redbud                                       ,,,,,,,,,,,,,,,,,
CA,049545,CERCIS C LITTLE WOODY PPAF,"Cercis canadensis 'Little Woody' P.P. #15,854               ",Little Woody Redbud                                         ,,,,,,,,,,,,,,,,,
CA,023525,CERCIS CHIN AVONDALE,Cercis chinensis 'Avondale'                                 ,Avondale Redbud                                             ,,,,,,,,,,,,,,,,,
CA,023265,CESTRUM FAS NEWELLII,Cestrum fasciculatum var. 'Newellii'                        ,Newell Cestrum                                              ,,,,,,,,,,,,,,,,,
CA,023601,CESTRUM NOCTURNUM,Cestrum nocturnum                                           ,Night Blooming Jessamine                                    ,,,,,,,,,,,,,,,,,
CA,023605,CESTRUM NOCTURNUM,Cestrum nocturnum                                           ,Night Blooming Jessamine                                    ,,,,,,,,,,,,,,,,,
CA,024135,CHILOPSIS BURGUNDY,Chilopsis linearis 'Burgundy'                               ,Burgundy Desert Willow                                      ,,,,,,,,,,,,,,,,,
CA,028841,CLIVIA BELGIUM HYB YELLOW,Clivia miniata 'Belgian Hybrid Yellow'                      ,Belgian Hybrid Yellow Bush Lily                             ,,,,,,,,,,,,,,,,,
CA,028842,CLIVIA BELGIUM HYB YELLOW,Clivia miniata 'Belgian Hybrid Yellow'                      ,Belgian Hybrid Yellow Bush Lily                             ,,,,,,,,,,,,,,,,,
CA,012555,CLYTOSTOMA CALLISTEGIOIDES,Clytostoma callistegioides                                  ,Lavender Trumpet Vine                                       ,,,,,,,,,,,,,,,,,
CA,084531,CORD FESTIVAL TM LIME PPAF,Cordyline 'CorJur08' P.P.A.F.                               ,Festival™  Lime Cordyline,,,,,,,,,,,,,,,,,
CA,075252,CORD FESTIVAL TM RASPBERRY PAF,Cordyline banksii x pumilio var 'CorBzr01' P.P.A.F.         ,Festival™  Raspberry Cordyline,,,,,,,,,,,,,,,,,
CA,027855,CORDYLINE AUS TORBAY DAZZLER,Cordyline australis 'Torbay Dazzler'                        ,Torbay Dazzler Dracaena Palm                                ,,,,,,,,,,,,,,,,,
CA,038821,CORDYLINE BURGUNDY SPIRE PPAF,Cordyline australis 'Jel01' P.P.A.F.                        ,Burgundy Spire™  Dracaena Palm,,,,,,,,,,,,,,,,,
CA,031701,CORDYLINE INDIVISA,Cordyline indivisa                                          ,Blue Dracaena Palm                                          ,,,,,,,,,,,,,,,,,
CA,078721,CORE BIGBANG TM CSMC EY P22601,"Coreopsis x 'Cosmic Eye' P.P.#22,601                        ",Big Bang™  Cosmic Eye Tickseed,,,,,,,,,,,,,,,,,
CA,088891,CORE BIGBANG TM MRCRY RSNG PAF,Coreopsis x 'Mercury Rising' P.P.A.F.                       ,Big Bang™  Mercury Rising Tickseed,,,,,,,,,,,,,,,,,
CA,089392,CROSSANDRA ORANGE MARMALADE,Crossandra infundibuliformis 'Orange Marmalade'             ,Orange Marmalade Firecracker Flower                         ,,,,,,,,,,,,,,,,,
CA,030605,CUP AR BLUE PYRAMID,Cupressus arizonica 'Blue Pyramid'                          ,Blue Pyramid Cypress                                        ,,,,,,,,,,,,,,,,,
CA,030511,CUP LEY EMERALD ISLE R,x Cupressocyparis leylandii 'Moncal'                        ,Emerald Isle®  Leyland Cypress,,,,,,,,,,,,,,,,,
CA,030512SP,CUP LEY EMERALD ISLE R,x Cupressocyparis leylandii 'Moncal'                        ,Emerald Isle®  Leyland Cypress,,,,,,,,,,,,,,,,,
CA,030515,CUP LEY EMERALD ISLE R,x Cupressocyparis leylandii 'Moncal'                        ,Emerald Isle®  Leyland Cypress,,,,,,,,,,,,,,,,,
CA,031645,CUP LEY GOLD RIDER,Cupressus leylandii 'Gold Rider'                            ,Gold Rider Leyland Cypress                                  ,,,,,,,,,,,,,,,,,
CA,030705,CUP SEMP GLAUCA,Cupressus sempervirens 'Glauca'                             ,Blue Italian Cypress                                        ,,,,,,,,,,,,,,,,,
CA,030707,CUP SEMP GLAUCA,Cupressus sempervirens 'Glauca'                             ,Blue Italian Cypress                                        ,,,,,,,,,,,,,,,,,
CA,030709,CUP SEMP GLAUCA,Cupressus sempervirens 'Glauca'                             ,Blue Italian Cypress                                        ,,,,,,,,,,,,,,,,,
CA,030755,CUP SEMP SWANE'S GOLDEN,Cupressus sempervirens 'Swane's Golden'                     ,Swane's Golden Italian Cypress                              ,,,,,,,,,,,,,,,,,
CA,030757,CUP SEMP SWANE'S GOLDEN,Cupressus sempervirens 'Swane's Golden'                     ,Swane's Golden Italian Cypress                              ,,,,,,,,,,,,,,,,,
CA,030737,CUP SEMP TINY TOWER R PP12933,"Cupressus sempervirens 'Monshel' P.P. #12,933 Tiny Tower{{#1",Tiny Tower®  Italian Cypress,,,,,,,,,,,,,,,,,
CA,029585,DASYLIRION WHEELERI,Dasylirion wheeleri                                         ,Silver Desert Spoon                                         ,,,,,,,,,,,,,,,,,
CA,097991,DELOS JWL OF DSRT GARNT P23471,"Delosperma cooperi 'Jewel of the Desert Garnet' P.P. #23,471",Jewel of Desert Garnet Ice Plant                            ,,,,,,,,,,,,,,,,,
CA,098591,DELOS JWL OF DSRT TOPAZ P23492,"Delosperma cooperi 'Jewel of the Desert Topaz' P.P. #23,492 ",Jewel of the Desert Topaz Ice Plant                         ,,,,,,,,,,,,,,,,,
CA,078741,DELOSPERMA FIRE SPINNER R,Delosperma 'P001S'                                          ,Fire Spinner®  Ice Plant,,,,,,,,,,,,,,,,,
CA,098281S,DIANELLA CAE BECCA PP18505,Dianella caerulea 'DCNC0' P.P.# 18505                       ,Becca™  Flax Lily,,,,,,,,,,,,,,,,,
CA,098301S,DIANELLA CAE CASSABLUE PPAF,Dianella caerulea 'DBB03' P.P.# 17998                       ,Cassa Blue™  Flax Lily,,,,,,,,,,,,,,,,,
CA,098371S,DIANELLA LITTLE BECCA PP18452,Dianella caerulea 'DCMP01' P.P.# 18452                      ,Little Becca™  Flax Lily,,,,,,,,,,,,,,,,,
CA,031342,DIANELLA TASMANICA VARIEGATA,Dianella tasmanica 'Variegata'                              ,Variegated Flax Lily                                        ,,,,,,,,,,,,,,,,,
