Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Qty Cfm,YOUR BOOKED QTY REMAIN,Condition,Current Specs,"QTY 
AVAIL NOW","2ND 
QTY 
AVAIL","2ND 
QTY 
READY DATE",2014 List Price,"YOUR 
20%
DISC PRICE",Freight,Landed Price,YOUR RETAIL PRICE,SKU,UPC#
CA,    ,026005,#5,CITRUS IMPROVED MEYER LEMON,Improved Meyer Lemon                                        ,CIT,09, 5 ,5,-,"13""H-15""S"," 1,785 ", 336 ,04/25/14  , 24.25 , 19.40 , 2.47 , 21.87 ,     ,,014949260050
CA,    ,025602,#2,CITRUS KUMQUAT NAGAMI,Nagami Kumquat                                              ,CIT,09,     ,,FULL FRUIT,"12""H-10""S", 74 ," 1,015 ",04/25/14  , 21.50 , 17.20 , 1.24 , 18.44 ,     ,,014949256022
CA,    ,025602PT,#2 PATIO TREE,CITRUS KUMQUAT NAGAMI,Nagami Kumquat                                              ,CIT,09,     ,,FULL FRUIT,"10""S", 221 ,     ,          , 30.00 , 24.00 , 1.85 , 25.85 ,     ,,014949375990
CA,    ,025781,#1,CITRUS LISBON LEMON,Lisbon Lemon                                                ,CIT,09,     ,,-,"10""H-10""S", 61 ,     ,          , 9.00 , 7.20 , 0.49 , 7.69 ,     ,,014949257814
CA,    ,025785,#5,CITRUS LISBON LEMON,Lisbon Lemon                                                ,CIT,09,     ,,,"15""H - 15""S",     , 12 ,04/25/14  , 24.25 , 19.40 , 2.47 , 21.87 ,     ,,014949257852
CA,    ,025785PT,#5 PATIO TREE,CITRUS LISBON LEMON,Lisbon Lemon                                                ,CIT,09,     ,,-,"15""S", 29 ,,, 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949257951
CA,    ,024682,#2,CITRUS MEXICAN THORNLESS LIME,Mexican Thornless Lime                                      ,CIT,10,     ,,-,"14""H-12""S", 88 ,,, 16.75 , 13.40 , 1.24 , 14.64 ,     ,,014949055830
CA,    ,026652,#2,CITRUS MORO BLOOD ORANGE,Moro Blood Orange                                           ,CIT,09,     ,,,,     , 10 ,04/25/14  , 16.75 , 13.40 , 1.24 , 14.64 ,     ,,014949376058
CA,    ,026655,#5,CITRUS MORO BLOOD ORANGE,Moro Blood Orange                                           ,CIT,09,     ,,-,"18""H-15""S",     , 10 ,04/25/14  , 24.25 , 19.40 , 2.47 , 21.87 ,     ,,014949266557
CA,2014,066432,#2,CITRUS SEEDLESS KISHU MANDARIN,Seedless Kishu Mandarin                                     ,CIT,09,     ,,,,     , 25 ,04/25/14  , 16.75 , 13.40 , 1.24 , 14.64 ,     ,,014949360293
CA,    ,026055,#5,CITRUS WASHINGTON NAVEL ORANGE,Washington Navel Orange                                     ,CIT,09,     ,,-,"14""H-15""S", 72 , 405 ,04/25/14  , 24.25 , 19.40 , 2.47 , 21.87 ,     ,,014949260555
CA,    ,026055PT,#5 PATIO TREE,CITRUS WASHINGTON NAVEL ORANGE,Washington Navel Orange                                     ,CIT,09,     ,,-,"15""S", 230 ,     ,          , 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949260654
CA,    ,027605,#5,CLIVIA MIN FLAME R,Flame®  Bush Lily,EVS,09,     ,,BUDS & BLOOMS,"10""H",     , 59 ,05/01/14  , 26.00 , 20.80 , 2.47 , 23.27 ,     ,,014949276051
CA,    ,012555,#5 STAKED,CLYTOSTOMA CALLISTEGIOIDES,Lavender Trumpet Vine                                       ,VIN,09,     ,,-,"48""H",     , 9 ,04/01/14  , 21.00 , 16.80 , 2.47 , 19.27 ,     ,,014949125557
CA,    ,082751,#1,COPROSMA EVENING GLOW,Evening Glow Mirror Plant                                   ,EVS,09,     ,,-,"6""H - 6'S", 21 ,     ,          , 8.50 , 6.80 , 0.49 , 7.29 ,     ,,014949827512
CA,    ,082761,#1,COPROSMA RAINBOW SURPRISE,Rainbow Surprise Mirror Plant                               ,EVS,09,     ,,,,     , 82 ,04/01/14  , 8.50 , 6.80 , 0.49 , 7.29 ,     ,,014949827611
CA,    ,031721,#1,CORDYLINE BAUERI,Bauer's Dracaena Palm                                       ,EVS,09,     ,,-,"16""H"," 1,876 ",     ,          , 7.50 , 6.00 , 0.49 , 6.49 ,     ,,014949317211
CA,    ,031725,#5,CORDYLINE BAUERI,Bauer's Dracaena Palm                                       ,EVS,09,     ,,-,"22""H", 71 ,     ,          , 27.00 , 21.60 , 2.47 , 24.07 ,     ,,014949317259
CA,    ,092731,#1,CORDYLINE CABERNETT,Cabernett Dracaena Palm                                     ,EVS,09,     ,,-,"10""H", 405 ,     ,          , 8.00 , 6.40 , 0.49 , 6.89 ,     ,,014949269862
CA,    ,031701,#1,CORDYLINE INDIVISA,Blue Dracaena Palm                                          ,EVS,09,     ,,-,"18""H"," 6,861 ",     ,          , 6.50 , 5.20 , 0.49 , 5.69 ,     ,,014949317013
CA,    ,031705,#5,CORDYLINE INDIVISA,Blue Dracaena Palm                                          ,EVS,09,     ,,-,"24""H", 5 ,     ,          , 23.00 , 18.40 , 2.47 , 20.87 ,     ,,014949317051
CA,    ,017421,#1,CORDYLINE RED STAR,Red Star Dracaena Palm                                      ,EVS,09,     ,,-,"15""H", 904 ,     ,          , 8.00 , 6.40 , 0.49 , 6.89 ,     ,,014949005149
CA,2014,089392,#2,CROSSANDRA ORANGE MARMALADE,Orange Marmalade Firecracker Flower                         ,PRN,10,     ,,-,"10""H-12""S",     , 821 ,05/01/14  , 12.50 , 10.00 , 1.24 , 11.24 ,     ,,014949377673
CA,    ,083041,#1,CUPHEA HYS ITSY BITSY R LILAC,Itsy Bitsy®  Lilac False Heather,PRN,09,     ,,BUDS & BLOOMS,"6''H -8""S", 803 ,,, 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949830413
CA,    ,033711,#1,CUPHEA HYS RIVERDENE GOLD PPAF,Riverdene Gold False Heather                                ,PRN,09,     ,,,"6""H - 8""S",     , 543 ,04/01/14  , 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949214046
CA,    ,038205,#5,CYTISUS X SPACHIANUS,Sweet Broom                                                 ,EVS,08,     ,,BUDS & BLOOMS,"12""H - 15""S", 496 ,     ,          , 19.25 , 15.40 , 2.47 , 17.87 ,     ,,014949382059
CA,    ,012451,#1 STAKED,DISTICTIS BUCCINATORIA,Scarlet Trumpet Vine                                        ,VIN,09,     ,,-,"24""H", 780 ,,, 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949124512
CA,    ,012471,#1 STAKED,DISTICTIS RIVERS,Royal Trumpet Vine                                          ,VIN,10,     ,,-,"24""H", 12 ,,, 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949124710
CA,    ,012475,#5 STAKED,DISTICTIS RIVERS,Royal Trumpet Vine                                          ,VIN,10,     ,,-,"48""H",     , 250 ,04/01/14  , 21.00 , 16.80 , 2.47 , 19.27 ,     ,,014949124758
CA,    ,031651,#1,DODONAEA VIS PURPUREA,Purple Hopseed Bush                                         ,EVS,08,     ,,-,"18""H - 6""S", 96 ,,, 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949316511
CA,2011,067502,#2,ECHEVERIA CANTE WHITE CLOUD,White Cloud Echeveria                                       ,CAC,09,     ,,-,CAN FULL,     , 42 ,04/02/14  , 17.75 , 14.20 , 0.49 , 14.69 ,     ,,014949359983
CA,2010,064111,#1,ECHEVERIA RUFFLES,Ruffles Echeveria                                           ,CAC,09,     ,,-,CAN FULL, 24 ,     ,          , 7.00 , 5.60 , 0.49 , 6.09 ,     ,,014949315644
CA,2010,063481,#1,ECHEVERIA RUNYONII TOPSY TURVY,Retro Succulents®  Topsy Turvy™  Echeveria,CAC,09,     ,,-,CAN FULL, 5 ,     ,          , 7.00 , 5.60 , 0.49 , 6.09 ,     ,,014949314845
CA,    ,062005,#5,ENSETE MAURELII,Red Leaved Banana                                           ,PRN,10,     ,,-,"24""H", 180 ,     ,          , 31.00 , 24.80 , 2.47 , 27.27 ,     ,,014949620052
CA,    ,033301,#1,EUGENIA MYR GLOBULUS,Dwarf Brush Cherry                                          ,EVS,09,     ,,-,"7""H - 8""S", 780 , 897 ,04/01/14  , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949333013
CA,    ,033305,#5,EUGENIA MYR GLOBULUS,Dwarf Brush Cherry                                          ,EVS,09,     ,,-,"15""H - 18""S", 305 ,     ,          , 20.50 , 16.40 , 2.47 , 18.87 ,     ,,014949333051
CA,    ,033305SP,#5 SPIRAL,EUGENIA MYR GLOBULUS,Dwarf Brush Cherry                                          ,EVS,09,     ,,-,"42""H",     , 95 ,05/01/14  , 60.00 , 48.00 , 3.71 , 51.71 ,     ,,014949333655
CA,    ,024405SP,#5 SPIRAL,EUGENIA MYR LEMON SWIRL R,Lemon Swirl®  Australian Brush Cherry,EVS,09,     ,,-,"48""H", 17 ,     ,          , 60.00 , 48.00 , 3.71 , 51.71 ,     ,,014949216477
CA,    ,033251,#1,EUGENIA MYR TEENIE GENIE R,Teenie Genie®  Miniature Brush Cherry,EVS,09,     ,,-,"4""H - 8""S",     , 10 ,04/01/14  , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949332511
CA,    ,035565,#5,EURYOPS PECT MUNCHKIN,Dwarf Euryops                                               ,EVS,08,     ,,BUDS,"16""H-15""S", 27 ,     ,          , 18.25 , 14.60 , 2.47 , 17.07 ,     ,,014949355657
CA,    ,035571,#1,EURYOPS PECT VIRIDIS,Green-Leaved Euryops                                        ,EVS,08,     ,,BUDS & BLOOMS,"10""H - 10""S"," 1,755 ",     ,          , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949355718
CA,    ,035572,#2,EURYOPS PECT VIRIDIS,Green-Leaved Euryops                                        ,EVS,08,     ,,BUDS & BLOOMS,"12""H - 12""S", 289 ,     ,          , 13.00 , 10.40 , 1.24 , 11.64 ,     ,,014949355732
CA,    ,035572PT,#2 PATIO TREE,EURYOPS PECT VIRIDIS,Green-Leaved Euryops                                        ,EVS,08,     ,,BUDS & BLOOMS,"12""S", 41 ,     ,          , 24.00 , 19.20 , 1.85 , 21.05 ,     ,,014949355824
CA,    ,035575PT,#5 PATIO TREE,EURYOPS PECT VIRIDIS,Green-Leaved Euryops                                        ,EVS,08,     ,,BUDS & BLOOMS,"18""S", 130 ,     ,          , 35.00 , 28.00 , 3.71 , 31.71 ,     ,,014949355855
CA,    ,035641,#1,FATSIA JAPONICA,Japanese Aralia                                             ,EVS,08,     ,,-,"8""H - 8""S", 22 ,     ,          , 7.00 , 5.60 , 0.49 , 6.09 ,     ,,014949356418
CA,    ,035645,#5,FATSIA JAPONICA,Japanese Aralia                                             ,EVS,08,     ,,-,16''H - 16''S, 183 ,     ,          , 22.00 , 17.60 , 2.47 , 20.07 ,     ,,014949356456
CA,    ,036855ST,#5 STAKED,FICUS PUMILA,Creeping Fig                                                ,VIN,09,     ,,-,"3/4""STAKE", 10 ,     ,          , 20.00 , 16.00 , 2.47 , 18.47 ,     ,,014949368558
CA,    ,037705PT,#5 PATIO TREE,GARDENIA AUGUST BEAUTY,August Beauty Gardenia                                      ,EVS,08,     ,,-,"15""S",     , 3 ,04/15/14  , 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949377253
CA,    ,034155,#5,GARDENIA AUGUST BEAUTY-GRAFT,August Beauty Gardenia (Grafted)                            ,EVS,08,     ,,-,"15""H - 15""S",     , 15 ,05/15/14  , 26.25 , 21.00 , 2.47 , 23.47 ,     ,,014949214800
CA,    ,037595,#5,GARDENIA MYSTERY-GRAFT,Mystery Gardenia (Grafted)                                  ,EVS,08,     ,,-,"15""H - 15""S",     , 9 ,05/01/14  , 26.25 , 21.00 , 2.47 , 23.47 ,     ,,014949375952
CA,    ,037815,#5,GARDENIA VEITCHII-GRAFT,Everblooming Gardenia (Grafted)                             ,EVS,08,     ,,-,"12H - 15""S",     , 8 ,05/01/14  , 26.25 , 21.00 , 2.47 , 23.47 ,     ,,014949378380
CA,2010,022201,#1,GR-PENN SET FIREWORKS PP18504,Fireworks Fountain Grass                                    ,GRS,09,     ,,-,"8""H", 695 ,     ,          , 7.00 , 5.60 , 0.49 , 6.09 ,     ,,014949312308
CA,    ,064271,#1,GR-PENN SET RUBRUM,Purple Fountain Grass                                       ,GRS,08,     ,,CUT BACK,"4""H"," 22,366 ",,, 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949642719
CA,    ,064275,#5,GR-PENN SET RUBRUM,Purple Fountain Grass                                       ,GRS,08,     ,,CUT BACK,"8""H"," 1,657 ",     ,          , 17.50 , 14.00 , 2.47 , 16.47 ,     ,,014949642757
CA,    ,040801,#1,HIB R AMOUR,Amour Hibiscus                                              ,EVS,10,     ,,BUDS,"12""H-8""S", 529 ,     ,          , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949408018
CA,    ,040805,#5,HIB R AMOUR,Amour Hibiscus                                              ,EVS,10,     ,,BUDS,"21""H - 16""S", 148 ,     ,          , 20.50 , 16.40 , 2.47 , 18.87 ,     ,,014949408056
CA,    ,040805PT,#5 PATIO TREE,HIB R AMOUR,Amour Hibiscus                                              ,EVS,10,     ,,-,"18""S", 2 ,     ,          , 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949408254
CA,    ,040901,#1,HIB R BRILLIANT,Brilliant Hibiscus                                          ,EVS,10,     ,,BUDS,"10""H-8""S"," 1,119 ",     ,          , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949409015
CA,2013,055241,#1,HIB R C'EST BON,C'est Bon Cajun Hibiscus                                    ,EVS,10,     ,,-,"12""H-8""S", 14 ,     ,          , 7.75 , 6.20 , 0.49 , 6.69 ,     ,,014949323977
CA,    ,040981,#1,HIB R CHERIE,Cherie Hibiscus                                             ,EVS,10,     ,,BUDS,"12""H-8""S", 457 ,     ,          , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949409817
CA,    ,040985PT,#5 PATIO TREE,HIB R CHERIE,Cherie Hibiscus                                             ,EVS,10,     ,,-,"18""S", 8 ,     ,          , 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949410158
CA,    ,041111,#1,HIB R EMPIRE,Empire Hibiscus                                             ,EVS,10,     ,,BUDS,"12""H-8""S", 708 ,     ,          , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949411117
CA,    ,041115,#5,HIB R EMPIRE,Empire Hibiscus                                             ,EVS,10,     ,,BUDS,"18""H - 18""S", 120 ,     ,          , 20.50 , 16.40 , 2.47 , 18.87 ,     ,,014949411155
CA,    ,041115PT,#5 PATIO TREE,HIB R EMPIRE,Empire Hibiscus                                             ,EVS,10,     ,,-,"18""S", 8 ,     ,          , 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949411353
CA,    ,025201,#1,HIB R ERIN RACHEL,Erin Rachel Hibiscus                                        ,EVS,10,     ,,,"10""H - 8""S",     , 17 ,04/15/14  , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949241332
CA,    ,025205,#5,HIB R ERIN RACHEL,Erin Rachel Hibiscus                                        ,EVS,10,     ,,,"21""H - 15""S",     , 6 ,04/15/14  , 20.50 , 16.40 , 2.47 , 18.87 ,     ,,014949049990
CA,    ,041151,#1,HIB R FIESTA,Fiesta Hibiscus                                             ,EVS,10,     ,,-,"10""H-8""S", 236 ,,, 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949411513
CA,    ,041155,#5,HIB R FIESTA,Fiesta Hibiscus                                             ,EVS,10,     ,,BUDS,"18""H-16""S", 35 ,     ,          , 20.50 , 16.40 , 2.47 , 18.87 ,     ,,014949411551
CA,    ,041155PT,#5 PATIO TREE,HIB R FIESTA,Fiesta Hibiscus                                             ,EVS,10,     ,,-,"18""S",     , 75 ,04/15/14  , 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949411759
CA,    ,017371,#1,HIB R FLAMENCO FLAME TM,Flamenco Flame™  Hibiscus,EVS,10,     ,,-,"14""H-8""S", 643 ,     ,          , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949005101
CA,    ,017375,#5,HIB R FLAMENCO FLAME TM,Flamenco Flame™  Hibiscus,EVS,10,     ,,-,"21""H-18""S", 223 ,     ,          , 20.50 , 16.40 , 2.47 , 18.87 ,     ,,014949040201
CA,    ,041201,#1,HIB R FULLMOON R,Fullmoon®  Hibiscus,EVS,10,     ,,BUDS,"12""H-8""S", 20 ,     ,          , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949412015
CA,    ,041205,#5,HIB R FULLMOON R,Fullmoon®  Hibiscus,EVS,10,     ,,BUDS,"21""H-16""S", 16 ,     ,          , 20.50 , 16.40 , 2.47 , 18.87 ,     ,,014949412053
CA,    ,041205PT,#5 PATIO TREE,HIB R FULLMOON R,Fullmoon®  Hibiscus,EVS,10,     ,,-,"18""S",     , 11 ,04/15/14  , 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949412251
CA,    ,041251,#1,HIB R GOLDEN DUST,Golden Dust Hibiscus                                        ,EVS,10,     ,,-,"10""H - 8""S", 20 ,     ,          , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949412510
CA,    ,041255,#5,HIB R GOLDEN DUST,Golden Dust Hibiscus                                        ,EVS,10,     ,,,"21""H - 15""S",     , 13 ,04/15/14  , 20.50 , 16.40 , 2.47 , 18.87 ,     ,,014949412558
CA,2013,055251,#1,HIB R HEAT FLASH,Heat Flash Cajun Hibiscus                                   ,EVS,10,     ,,-,"10""H-8""S", 8 ,     ,          , 7.75 , 6.20 , 0.49 , 6.69 ,     ,,014949323908
CA,    ,041305,#5,HIB R HULA GIRL,Hula Girl Hibiscus                                          ,EVS,10,     ,,BUDS,"11""H-16""S", 20 ,     ,          , 20.50 , 16.40 , 2.47 , 18.87 ,     ,,014949413050
CA,    ,041351,#1,HIB R POWDER PUFF R,Powder Puff®  Hibiscus,EVS,10,     ,,BUDS,"12""H-8""S", 350 ,     ,          , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949413517
CA,    ,041355,#5,HIB R POWDER PUFF R,Powder Puff®  Hibiscus,EVS,10,     ,,,"21""H - 15""S",     , 22 ,04/15/14  , 20.50 , 16.40 , 2.47 , 18.87 ,     ,,014949413555
CA,2012,091421,#1,HIB R RED DARLING R,Red Darling®  Hibiscus,EVS,10,     ,,-,"8""H-8""S", 15 ,     ,          , 7.75 , 6.20 , 0.49 , 6.69 ,     ,,014949352397
CA,2012,091425,#5,HIB R RED DARLING R,Red Darling®  Hibiscus,EVS,10,     ,,,"21""H - 15""S",     , 298 ,04/15/14  , 21.50 , 17.20 , 2.47 , 19.67 ,     ,,014949352403
CA,2012,091425PT,#5 PATIO TREE,HIB R RED DARLING R,Red Darling®  Hibiscus,EVS,10,     ,,,"18""S",     , 101 ,04/15/14  , 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949360316
CA,    ,041501,#1,HIB R RED DRAGON R,Red Dragon®  Hibiscus,EVS,10,     ,,BUDS,"10""H-8""S"," 1,238 ",     ,          , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949415016
CA,    ,041505PT,#5 PATIO TREE,HIB R RED DRAGON R,Red Dragon®  Hibiscus,EVS,10,     ,,-,"18""S", 6 ,     ,          , 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949415153
CA,    ,039795,#5,HIB R SEMINOLE SINGLE,Seminole Single Hibiscus                                    ,EVS,10,     ,,-,"18""H-18""S", 82 ,     ,          , 20.50 , 16.40 , 2.47 , 18.87 ,     ,,014949397954
CA,    ,041591,#1,HIB R THE PATH,The Path Hibiscus                                           ,EVS,10,     ,,-,"8""H-8""S",     , 15 ,04/15/14  , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949415917
CA,    ,041595,#5,HIB R THE PATH,The Path Hibiscus                                           ,EVS,10,     ,,,"21""H - 15""S",     , 21 ,04/15/14  , 20.50 , 16.40 , 2.47 , 18.87 ,     ,,014949415955
CA,2013,055311,#1,HIB R WHIPPED CREAM,Whipped Cream Cajun Hibiscus                                ,EVS,10,     ,,BUDS,"8""H-8""S", 30 ,,, 7.75 , 6.20 , 0.49 , 6.69 ,     ,,014949323939
CA,2013,055315,#5,HIB R WHIPPED CREAM,Whipped Cream Cajun Hibiscus                                ,EVS,10,     ,,-,"18""H-18""S", 4 ,,, 21.50 , 17.20 , 2.47 , 19.67 ,     ,,014949286050
CA,    ,046581,#1 STAKED,JASMINUM POLYANTHUM,Pink Jasmine                                                ,VIN,08,     ,,LIGHT BUD & BLOOM,"24""H"," 3,799 ",     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949465813
CA,    ,046585,#5 STAKED,JASMINUM POLYANTHUM,Pink Jasmine                                                ,VIN,08,     ,,BUDS & BLOOMS,"48""H", 848 ,     ,          , 20.75 , 16.60 , 2.47 , 19.07 ,     ,,014949465851
CA,2011,071781,#1,JASMINUM SAMBAC,Arabian Jasmine                                             ,EVS,09,     ,,BUDS,"6""H-8""S", 213 ,     ,          , 7.00 , 5.60 , 0.49 , 6.09 ,     ,,014949329689
CA,2011,071782,#2,JASMINUM SAMBAC,Arabian Jasmine                                             ,EVS,09,     ,,BUDS,"12""H-12""S", 91 ,     ,          , 15.50 , 12.40 , 1.24 , 13.64 ,     ,,014949329696
CA,    ,046631,#1,JASMINUM SAMBAC GRAND DUKE,Grand Duke Arabian Jasmine                                  ,EVS,10,     ,,-,"10""H-8""S",     , 50 ,04/15/14  , 7.00 , 5.60 , 0.49 , 6.09 ,     ,,014949466315
CA,    ,046661,#1,JATROPHA INT COMPACTA,Compact Spicy Jatropha                                      ,EVS,10,     ,,BUDS & BLOOMS,"8""H-8""S", 20 ,,, 7.50 , 6.00 , 0.49 , 6.49 ,     ,,014949781418
CA,    ,046665,#5,JATROPHA INT COMPACTA,Compact Spicy Jatropha                                      ,EVS,10,     ,,,"21""H - 15""S",     , 23 ,04/01/14  , 22.25 , 17.80 , 2.47 , 20.27 ,     ,,014949781456
CA,2012,054675,#5,JATROPHA INT COMPACTA PINK,Petite Pinkie™  Spicy Jatropha,EVS,09,     ,,,,     , 19 ,04/15/14  , 22.25 , 17.80 , 2.47 , 20.27 ,     ,,014949355268
CA,    ,054091,#1,JUSTICIA BRANDEGEANA,Shrimp Plant                                                ,EVS,09,     ,,BUDS,"8""H - 8""S", 125 ,,, 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949540916
CA,    ,056612,#2,LANTANA CAM AMERICAN RED,American Red Bush Lantana                                   ,PRN,09,     ,,,,     , 175 ,04/01/14  , 12.50 , 10.00 , 1.24 , 11.24 ,     ,,014949377703
CA,    ,056801,#1,LANTANA CAM DWARF YELLOW,Dwarf Yellow Bush Lantana                                   ,PRN,09,     ,,,"6""H - 8""S",     , 135 ,04/01/14  , 4.95 , 3.96 , 0.49 , 4.45 ,     ,,014949568019
CA,    ,056631,#1,LANTANA CHAPEL HILL YLW P19548,Chapel Hill Yellow Lantana                                  ,PRN,08,     ,,BUDS & BLOOMS,"8""S", 179 ,,, 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949281109
CA,    ,056635PT,#5 PATIO TREE,LANTANA CHAPEL HILL YLW P19548,Chapel Hill Yellow Lantana                                  ,PRN,08,     ,,BUDS,"15""S", 2 ,     ,          , 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949312421
CA,    ,056955PT,#5 PATIO TREE,LANTANA CONFETTI TM,Confetti™  Spreading Lantana,PRN,09,     ,,BUDS,"18""S", 4 ,     ,          , 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949569658
CA,    ,009091,#1,LANTANA NEW GOLD,New Gold Lantana                                            ,PRN,10,     ,,,"8""S",     , 9 ,04/15/14  , 4.95 , 3.96 , 0.49 , 4.45 ,     ,,014949020555
CA,    ,057251,#1,LANTANA SELLOWIANA (MONTEVDNS),Trailing Lantana                                            ,PRN,09,     ,,BUDS & BLOOMS,"8""S", 9 ,     ,          , 4.95 , 3.96 , 0.49 , 4.45 ,     ,,014949572511
CA,    ,057055PT,#5 PATIO TREE,LANTANA SPREADING SUNSET R,Spreading Sunset®  Lantana,PRN,09,     ,,,"15""S",     , 156 ,04/01/14  , 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949570654
CA,    ,057205PT,#5 PATIO TREE,LANTANA TANGERINE TM,Tangerine™  Spreading Lantana,PRN,09,     ,,BUDS,"15""S", 99 ,     ,          , 38.50 , 30.80 , 3.71 , 34.51 ,     ,,014949572153
CA,    ,024462,#2,LANTANA TEENIE GENIE R PP17612,Teenie Genie®  Compact Lantana,PRN,09, 10 ,10,,"8""H - 10""S",     , 559 ,04/01/14  , 14.00 , 11.20 , 1.24 , 12.44 ,     ,,014949217313
CA,    ,05729EPT,"7"" Terra Cotta PATIO TREE",LAURUS NOBILIS,Sweet Bay                                                   ,EVS,08,     ,,-,"6""S",     ," 1,527 ",05/01/14  , 15.50 , 12.40 , 0.74 , 13.14 ,     ,,014949063606
CA,    ,025432,#2,LEUCOPHYLLUM LAN LYNN'S LEGACY,Lynn's Legacy Texas Ranger                                  ,EVS,08,     ,,-,"10""H - 10""S",     , 21 ,05/14/14  , 14.00 , 11.20 , 1.24 , 12.44 ,     ,,014949051771
CA,    ,025412,#2,LEUCOPHYLLUM LAN RIO BRAVO R,Rio Bravo®  Texas Ranger,EVS,08,     ,,-,"10""H - 10""S",     , 460 ,05/14/14  , 14.00 , 11.20 , 1.24 , 12.44 ,     ,,014949051832
CA,    ,025442,#2,LEUCOPHYLLUM ZYG CIMARRON R,Cimarron®  Texas Ranger,EVS,08,     ,,,"10""H - 10""S",     , 10 ,05/15/14  , 14.00 , 11.20 , 1.24 , 12.44 ,     ,,014949051757
CA,    ,059381,#1 STAKED,MACFADYENA UNGUIS-CATI,Yellow Trumpet Vine                                         ,VIN,09,     ,,-,"24""H"," 1,160 ",     ,          , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949593813
CA,    ,059385,#5 STAKED,MACFADYENA UNGUIS-CATI,Yellow Trumpet Vine                                         ,VIN,09,     ,,-,"48""H", 833 ,     ,          , 21.00 , 16.80 , 2.47 , 19.27 ,     ,,014949593851
CA,    ,061191,#1 STAKED,MAN PNK PRFT R P11787-P6300547,Pink Parfait®  Mandevilla,VIN,10,     ,,,"24""H",     , 20 ,04/15/14  , 8.75 , 7.00 , 0.49 , 7.49 ,     ,,014949780619
CA,    ,061195,#5 STAKED,MAN PNK PRFT R P11787-P6300547,Pink Parfait®  Mandevilla,VIN,10, 12 ,12,BUDS & BLOOMS,"48""H", 159 ,,, 26.00 , 20.80 , 2.47 , 23.27 ,     ,,014949780657
CA,    ,06124K,"10"" TC Pot STAKED",MAN RED RIDING HOOD,Red Riding Hood Mandevilla                                  ,VIN,10,     ,,BUDS,"24""H", 101 ,,, 24.00 , 19.20 , 2.06 , 21.26 ,     ,,014949345252
CA,2010,037002,#2 BUSH,MAN STRAWBRY LEMONADE R P15359,Strawberry Lemonade®  Mandevilla,VIN,10,     ,,,"8""H - 12""S",     , 73 ,04/01/14  , 17.00 , 13.60 , 1.24 , 14.84 ,     ,,014949312469
CA,2011,072655,#5 STAKED,MAN SUN PAR R CARMINE KING PAF,Sun Parasol®  Carmine King™  Mandevilla,VIN,10,     ,,BUDS,"36""H", 8 ,,, 26.00 , 20.80 , 2.47 , 23.27 ,     ,,014949345238
CA,    ,045011BH,#1 BUSH,MAN SUN PAR R CRIMSON PP15539,Sun Parasol®  Crimson Mandevilla,VIN,10,     ,,BUDS & BLOOMS,"8""H-8""S", 20 ,,, 7.50 , 6.00 , 0.49 , 6.49 ,     ,,014949357927
