Code,Item#,Item Description,Common,OR 2013,,,,,,
041985,4198,HYD MAC RED N PRETTY R,Red 'N Pretty ® Hydrangea,,,,,,,
007443,744,HYD MAC VARIEGATA,Variegated Hydrangea,,,,,,,
007445,744,HYD MAC VARIEGATA,Variegated Hydrangea,,,,,,,
007447,744,HYD MAC VARIEGATA,Variegated Hydrangea,,,,,,,
042101,4210,HYD MAC WHITE,White Big Leaf Hydrangea,,,,,,,
042105,4210,HYD MAC WHITE,White Big Leaf Hydrangea,,,,,,,
042015,4201,HYD MIDNIGHT DUCHESS R PP18282,Midnight Duchess ® Hydrangea,19.25 ,,,,,,
089951S,8995,HYD P LITTLE QUICK FIRE R PPAF,Little Quick Fire ™ Hardy Hydrange,8.75 ,,,,,,
089952S,8995,HYD P LITTLE QUICK FIRE R PPAF,Little Quick Fire ™ Hardy Hydrange,14.75 ,,,,,,
042021,4202,HYD PAN ANGEL'S BLUSH R P10751,Angel's Blush ® Hydrangea,6.50 ,,,,,,
042022,4202,HYD PAN ANGEL'S BLUSH R P10751,Angel's Blush ® Hydrangea,14.50 ,,,,,,
042025,4202,HYD PAN ANGEL'S BLUSH R P10751,Angel's Blush ® Hydrangea,19.25 ,,,,,,
042025PT,4202,HYD PAN ANGEL'S BLUSH R P10751,Angel's Blush ® Hydrangea,44.50 ,,,,,,
080951S,8095,HYD PAN BOBO R PP22782,Bobo ® Hardy Hydrangea,8.75 ,,,,,,
080952S,8095,HYD PAN BOBO R PP22782,Bobo ® Hardy Hydrangea,14.75 ,,,,,,
080955,8095,HYD PAN BOBO R PP22782,Bobo ® Hardy Hydrangea,,,,,,,
080202,8020,HYD PAN FIRE AND ICE PPAF,Fire and Ice Panicle Hydrangea,14.25 ,,,,,,
08020M,8020,HYD PAN FIRE AND ICE PPAF,Fire and Ice Panicle Hydrangea,39.50 ,,,,,,
089941S,8994,HYD PAN FIRE LIGHT TM PPAF,Fire Light ™ Hardy Hydrangea,8.75 ,,,,,,
089945,8994,HYD PAN FIRE LIGHT TM PPAF,Fire Light ™ Hardy Hydrangea,,,,,,,
024371S,2437,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea,8.75 ,,,,,,
024372S,2437,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea,14.75 ,,,,,,
024375,2437,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea,21.00 ,,,,,,
024375PT,2437,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea,,,,,,,
029921S,2992,HYD PAN LITTLE LIME PPAF,Little Lime ™ Hardy Hydrangea,8.75 ,,,,,,
029922S,2992,HYD PAN LITTLE LIME PPAF,Little Lime ™ Hardy Hydrangea,14.75 ,,,,,,
029925,2992,HYD PAN LITTLE LIME PPAF,Little Lime ™ Hardy Hydrangea,21.00 ,,,,,,
091845,9184,HYD PAN PINK PERFECT,,19.25 ,,,,,,
074611S,7461,HYD PAN PINKY WINKY TM PP16166,Pinky Winky ™ Hardy Hydrangea,8.75 ,,,,,,
074612S,7461,HYD PAN PINKY WINKY TM PP16166,Pinky Winky ™ Hardy Hydrangea,14.75 ,,,,,,
074615,7461,HYD PAN PINKY WINKY TM PP16166,Pinky Winky ™ Hardy Hydrangea,21.00 ,,,,,,
074601S,7460,HYD PAN QUICK FIRE R PP16812,Quick Fire ® Hardy Hydrangea,8.75 ,,,,,,
074602S,7460,HYD PAN QUICK FIRE R PP16812,Quick Fire ® Hardy Hydrangea,14.75 ,,,,,,
074605,7460,HYD PAN QUICK FIRE R PP16812,Quick Fire ® Hardy Hydrangea,21.00 ,,,,,,
091835,9183,HYD PAN SOUTHERN CROSS,,18.25 ,,,,,,
041941,4194,HYD PAN TARDIVA,Tardiva Hydrangea,6.25 ,,,,,,
041942,4194,HYD PAN TARDIVA,Tardiva Hydrangea,13.50 ,,,,,,
041945,4194,HYD PAN TARDIVA,Tardiva Hydrangea,18.25 ,,,,,,
035011,3501,HYD PET MIRANDA,Miranda Climbing Hydrangea,7.75 ,,,,,,
035012,3501,HYD PET MIRANDA,Miranda Climbing Hydrangea,17.50 ,,,,,,
035015,3501,HYD PET MIRANDA,Miranda Climbing Hydrangea,26.00 ,,,,,,
041701,4170,HYD PETIOLARIS,Climbing Hydrangea,7.75 ,,,,,,
041702,4170,HYD PETIOLARIS,Climbing Hydrangea,17.50 ,,,,,,
041705,4170,HYD PETIOLARIS,Climbing Hydrangea,26.00 ,,,,,,
041705TE,4170,HYD PETIOLARIS,Climbing Hydrangea,57.75 ,,,,,,
041709,4170,HYD PETIOLARIS,Climbing Hydrangea,115.00 ,,,,,,
042185,4218,HYD PRINCESS LACE R PP18341,Princess Lace ® Hydrangea,,,,,,,
038765,3876,HYD QUEEN OF PEARLS R PP18294,Queen Of Pearls ® Hydrangea,,,,,,,
093172,9317,HYD QUER NA73936 MUNCHKIN,Munchkin Oakleaf Hydrangea,15.00 ,,,,,,
093175,9317,HYD QUER NA73936 MUNCHKIN,Munchkin Oakleaf Hydrangea,19.25 ,,,,,,
048162,4816,HYD QUER NA74836 RUBY SLIPPERS,Ruby Slippers Oakleaf Hydrangea,15.00 ,,,,,,
048165,4816,HYD QUER NA74836 RUBY SLIPPERS,Ruby Slippers Oakleaf Hydrangea,19.25 ,,,,,,
04816M,4816,HYD QUER NA74836 RUBY SLIPPERS,Ruby Slippers Oakleaf Hydrangea,39.50 ,,,,,,
042562,4256,HYD QUER PEE WEE,Pee Wee Oak Leaf Hydrangea,13.50 ,,,,,,
042565,4256,HYD QUER PEE WEE,Pee Wee Oak Leaf Hydrangea,19.25 ,,,,,,
042061,4206,HYD QUER SNOW QUEEN,Snow Queen Oakleaf Hydrangea,,,,,,,
042065,4206,HYD QUER SNOW QUEEN,Snow Queen Oakleaf Hydrangea,19.25 ,,,,,,
04206M,4206,HYD QUER SNOW QUEEN,Snow Queen Oakleaf Hydrangea,,,,,,,
042041,4204,HYD QUER SNOWFLAKE,Snowflake Oakleaf Hydrangea,,,,,,,
042045,4204,HYD QUER SNOWFLAKE,Snowflake Oakleaf Hydrangea,19.25 ,,,,,,
042092,4209,HYD QUERCIFOLIA,OAKLEAF HYDRANGEA,13.50 ,,,,,,
042095,4209,HYD QUERCIFOLIA,OAKLEAF HYDRANGEA,19.25 ,,,,,,
04812M,4812,HYD QUER-NA 74830,,39.50 ,,,,,,
04815M,4815,HYD QUER-NA 74833,,39.50 ,,,,,,
042341,4234,HYD SER BENI GAKU,Beni Gaku Hydrangea,,,,,,,
042345,4234,HYD SER BENI GAKU,Beni Gaku Hydrangea,,,,,,,
042031,4203,HYD SER BLUEBIRD,Bluebird Lacecap Hydrangea,,,,,,,
042032,4203,HYD SER BLUEBIRD,Bluebird Lacecap Hydrangea,,,,,,,
042033,4203,HYD SER BLUEBIRD,Bluebird Lacecap Hydrangea,,,,,,,
042035,4203,HYD SER BLUEBIRD,Bluebird Lacecap Hydrangea,18.50 ,,,,,,
042485,4248,HYD SER PREZIOSA,PREZIOSA BIGLEAF HYDRANGEA,,,,,,,
080961S,8096,HYD SER TUFF STUFF TM PPAF,Tuff Stuff ™ Reblooming Mountain H,8.75 ,,,,,,
080962S,8096,HYD SER TUFF STUFF TM PPAF,Tuff Stuff ™ Reblooming Mountain H,14.75 ,,,,,,
042365,4236,HYD SER WOODLANDER,Woodlander Hydrangea,,,,,,,
056485,5648,HYD SERRATA CHIRI-SAN SUE (DH),,19.25 ,,,,,,
028321,2832,HYD VAUGHN'S LILLIE R PP12982,Vaughn's Lillie ® Oak Leaf Hydrang,,,,,,,
028322,2832,HYD VAUGHN'S LILLIE R PP12982,Vaughn's Lillie ® Oak Leaf Hydrang,,,,,,,
028325,2832,HYD VAUGHN'S LILLIE R PP12982,Vaughn's Lillie ® Oak Leaf Hydrang,21.00 ,,,,,,
065381,6538,HYPERICUM AN IGNITE RED P19468,Ignite Red St John's Wort,,,,,,,
065385,6538,HYPERICUM AN IGNITE RED P19468,Ignite Red St John's Wort,,,,,,,
029932,2993,HYPERICUM AND GOLDEN TUTSAN,Golden Tutsan St. John's Wort,,,,,,,
042121,4212,HYPERICUM CALYCINUM,St. John's Wort,,,,,,,
042131,4213,HYPERICUM FRONDOSUM SUNBURST,Sunburst St. John's Wort,6.50 ,,,,,,
042132,4213,HYPERICUM FRONDOSUM SUNBURST,Sunburst St. John's Wort,13.00 ,,,,,,
042135,4213,HYPERICUM FRONDOSUM SUNBURST,Sunburst St. John's Wort,18.25 ,,,,,,
026222,2622,HYPERICUM K GEMO,Gemo St. John's Wort,,,,,,,
080891S,8089,HYPERICUM KAL BLUE & GOLD PPAF,,8.75 ,,,,,,
080892S,8089,HYPERICUM KAL BLUE & GOLD PPAF,,14.75 ,,,,,,
007471,747,HYPERICUM PATULUM SUNGOLD,Sungold St. John's Wort,,,,,,,
074621S,7462,HYPERICUM SUNNY BLVD TM P20045,Sunny Boulevard ™ St. John's Wort,,,,,,,
074622S,7462,HYPERICUM SUNNY BLVD TM P20045,Sunny Boulevard ™ St. John's Wort,,,,,,,
074625,7462,HYPERICUM SUNNY BLVD TM P20045,Sunny Boulevard ™ St. John's Wort,,,,,,,
02557UT,2557,HYPERICUM X MOS TRICOLOR,Tricolor St. John's Wort,,,,,,,
04222UT,4222,IBERIS SEMP LITTLE GEM,Little Gem Candytuft,3.00 ,,,,,,
042221,4222,IBERIS SEMP LITTLE GEM,Little Gem Candytuft,4.80 ,,,,,,
081981,8198,IBERIS SEMP PINK ICE,Pink Ice{{#153}} Candytuft,4.80 ,,,,,,
090981,9098,IBERIS SEMP PURITY,Purity Candytuft,4.80 ,,,,,,
042201,4220,IBERIS SEMP SNOWFLAKE,Snowflake Candytuft,,,,,,,
042601PT,4260,ILEX AQ ARGENTEOMARGINATA,Variegated English Holly,,,,,,,
042605,4260,ILEX AQ ARGENTEOMARGINATA,Variegated English Holly,19.25 ,,,,,,
042605PT,4260,ILEX AQ ARGENTEOMARGINATA,Variegated English Holly,36.50 ,,,,,,
042607,4260,ILEX AQ ARGENTEOMARGINATA,Variegated English Holly,56.50 ,,,,,,
042609,4260,ILEX AQ ARGENTEOMARGINATA,Variegated English Holly,87.50 ,,,,,,
043052,4305,ILEX AQ GOLD COAST R,Gold Coast ® English Holly,14.00 ,,,,,,
043055,4305,ILEX AQ GOLD COAST R,Gold Coast ® English Holly,19.25 ,,,,,,
043057,4305,ILEX AQ GOLD COAST R,Gold Coast ® English Holly,56.50 ,,,,,,
007481,748,ILEX COR CARISSA,Carissa Holly,,,,,,,
007482,748,ILEX COR CARISSA,Carissa Holly,,,,,,,
007483,748,ILEX COR CARISSA,Carissa Holly,,,,,,,
007487,748,ILEX COR CARISSA,Carissa Holly,,,,,,,
044003,4400,ILEX COR DWARF BURFORD,Dwarf Burford Holly,,,,,,,
044007,4400,ILEX COR DWARF BURFORD,Dwarf Burford Holly,,,,,,,
007493,749,ILEX COR NEEDLEPOINT,Needlepoint Holly,,,,,,,
007495,749,ILEX COR NEEDLEPOINT,Needlepoint Holly,20.50 ,,,,,,
007497,749,ILEX COR NEEDLEPOINT,Needlepoint Holly,,,,,,,
007499,749,ILEX COR NEEDLEPOINT,Needlepoint Holly,,,,,,,
007515,751,ILEX CREN BENNETT'S COMPACT,Bennett's Compact Holly,,,,,,,
044503,4450,ILEX CREN COMPACTA,Compact Japanese Holly,,,,,,,
044507,4450,ILEX CREN COMPACTA,Compact Japanese Holly,,,,,,,
007533,753,ILEX CREN GREEN LUSTRE,Green Lustre Japanese Holly,,,,,,,
044902,4490,ILEX CREN HELLERI,Heller's Japanese Holly,13.00 ,,,,,,
044931,4493,ILEX CREN SKY PENCIL(SKY SNTRY,Sky Pencil Japanese Holly,6.25 ,,,,,,
044932,4493,ILEX CREN SKY PENCIL(SKY SNTRY,Sky Pencil Japanese Holly,14.00 ,,,,,,
044935,4493,ILEX CREN SKY PENCIL(SKY SNTRY,Sky Pencil Japanese Holly,19.50 ,,,,,,
044937,4493,ILEX CREN SKY PENCIL(SKY SNTRY,Sky Pencil Japanese Holly,39.50 ,,,,,,
044939,4493,ILEX CREN SKY PENCIL(SKY SNTRY,Sky Pencil Japanese Holly,,,,,,,
074915,7491,ILEX CREN SKY POINTER PP20049,Sky Pointer ™ Japanese Holly,,,,,,,
007591,759,ILEX CREN SOFT TOUCH,Soft Touch Compact Holly,6.25 ,,,,,,
007592,759,ILEX CREN SOFT TOUCH,Soft Touch Compact Holly,12.50 ,,,,,,
007593,759,ILEX CREN SOFT TOUCH,Soft Touch Compact Holly,,,,,,,
007595,759,ILEX CREN SOFT TOUCH,Soft Touch Compact Holly,19.50 ,,,,,,
044945,4494,ILEX CREN STEEDS UPRIGHT,Steeds Upright Holly,,,,,,,
044947,4494,ILEX CREN STEEDS UPRIGHT,Steeds Upright Holly,,,,,,,
044949,4494,ILEX CREN STEEDS UPRIGHT,Steeds Upright Holly,,,,,,,
045111,4511,ILEX GLA NORDIC TM,Nordic ™ Inkberry Holly,6.25 ,,,,,,
045112,4511,ILEX GLA NORDIC TM,Nordic ™ Inkberry Holly,12.50 ,,,,,,
045115,4511,ILEX GLA NORDIC TM,Nordic ™ Inkberry Holly,19.50 ,,,,,,
045025,4502,ILEX GLABRA COMPACTA,Compact Inkberry Holly,19.50 ,,,,,,
007621,762,ILEX GLABRA DENSA,Densa Inkberry Holly,6.25 ,,,,,,
007622,762,ILEX GLABRA DENSA,Densa Inkberry Holly,12.50 ,,,,,,
03474M,3474,ILEX MARIA HERRERA (PPAF),,,,,,,,
045695,4569,ILEX V SOUTHERN GENTLEMAN(MALE,Southern Gentleman Winterberry,21.00 ,,,,,,
045685,4568,ILEX VERT AFTERGLOW (FEMALE),Afterglow Winterberry,21.00 ,,,,,,
045705,4570,ILEX VERT JIM DANDY,Jim Dandy Winterberry (Male),21.00 ,,,,,,
007725,772,ILEX VERT SPARKLEBERRY,Sparkleberry Winterberry,,,,,,,
007743,774,ILEX VOM BORDEAUX TM,Bordeaux ® Dwarf Yaupon Holly,,,,,,,
046095,4609,ILEX VOM PENDULA,Weeping Yaupon Holly,,,,,,,
046095ST,4609,ILEX VOM PENDULA,Weeping Yaupon Holly,25.75 ,,,,,,
046099,4609,ILEX VOM PENDULA,Weeping Yaupon Holly,,,,,,,
046201,4620,ILEX VOM STOKES DWARF,Stoke's Dwarf Yaupon Holly,,,,,,,
046202,4620,ILEX VOM STOKES DWARF,Stoke's Dwarf Yaupon Holly,,,,,,,
046203,4620,ILEX VOM STOKES DWARF,Stoke's Dwarf Yaupon Holly,,,,,,,
046205,4620,ILEX VOM STOKES DWARF,Stoke's Dwarf Yaupon Holly,,,,,,,
045901,4590,ILEX X (H635-13),,6.25 ,,,,,,
045905,4590,ILEX X (H635-13),,18.50 ,,,,,,
045891,4589,ILEX X (H745-64),,6.25 ,,,,,,
045895,4589,ILEX X (H745-64),,18.50 ,,,,,,
007869,786,ILEX X ATTENUATA SAVANNAH,Savannah Holly,,,,,,,
007869TR,786,ILEX X ATTENUATA SAVANNAH,Savannah Holly,,,,,,,
00786X,786,ILEX X ATTENUATA SAVANNAH,Savannah Holly,,,,,,,
045122,4512,ILEX X BERRI-MAGIC R CHINA,Berri-Magic ® China Holly Combinat,,,,,,,
045125,4512,ILEX X BERRI-MAGIC R CHINA,Berri-Magic ® China Holly Combinat,,,,,,,
045127,4512,ILEX X BERRI-MAGIC R CHINA,Berri-Magic ® China Holly Combinat,,,,,,,
045092,4509,ILEX X BERRI-MAGIC R KIDS,Berri-Magic ® Kids' Holly Combinat,14.00 ,,,,,,
045095,4509,ILEX X BERRI-MAGIC R KIDS,Berri-Magic ® Kids' Holly Combinat,20.50 ,,,,,,
045097,4509,ILEX X BERRI-MAGIC R KIDS,Berri-Magic ® Kids' Holly Combinat,52.50 ,,,,,,
045132,4513,ILEX X BERRI-MAGIC R ROYALTY,Berri-Magic ® Royalty Holly Combin,14.00 ,,,,,,
045135,4513,ILEX X BERRI-MAGIC R ROYALTY,Berri-Magic ® Royalty Holly Combin,20.50 ,,,,,,
045082,4508,ILEX X BLUE BOY,Blue Boy Holly,13.00 ,,,,,,
045085,4508,ILEX X BLUE BOY,Blue Boy Holly,19.50 ,,,,,,
045102,4510,ILEX X BLUE GIRL,Blue Girl Holly,13.00 ,,,,,,
045105,4510,ILEX X BLUE GIRL,Blue Girl Holly,19.50 ,,,,,,
045162,4516,ILEX X BLUE PRINCE,Blue Prince Holly,13.00 ,,,,,,
045165,4516,ILEX X BLUE PRINCE,Blue Prince Holly,19.50 ,,,,,,
045172,4517,ILEX X BLUE PRINCESS,Blue Princess Holly,13.00 ,,,,,,
045175,4517,ILEX X BLUE PRINCESS,Blue Princess Holly,19.50 ,,,,,,
074952S,7495,ILEX X CASTLE SPIRE R PP14310,Castle Spire ® Blue Holly,14.00 ,,,,,,
074955,7495,ILEX X CASTLE SPIRE R PP14310,Castle Spire ® Blue Holly,20.50 ,,,,,,
074942S,7494,ILEX X CASTLE WALL TM PP14308,Castle Wall ™ Blue Holly,14.00 ,,,,,,
074945,7494,ILEX X CASTLE WALL TM PP14308,Castle Wall ™ Blue Holly,20.50 ,,,,,,
045203,4520,ILEX X CHINA BOY R,China Boy ® Holly,,,,,,,
045243,4524,ILEX X CHINA GIRL R,China Girl ® Holly,,,,,,,
092652,9265,ILEX X EMRLD COLONNADE TM PPAF,Emerald Colonnade ® Holly,15.00 ,,,,,,
092655,9265,ILEX X EMRLD COLONNADE TM PPAF,Emerald Colonnade ® Holly,20.75 ,,,,,,
092655P2,9265,ILEX X EMRLD COLONNADE TM PPAF,Emerald Colonnade ® Holly,,,,,,,
092657,9265,ILEX X EMRLD COLONNADE TM PPAF,Emerald Colonnade ® Holly,56.50 ,,,,,,
09265MSP,9265,ILEX X EMRLD COLONNADE TM PPAF,Emerald Colonnade ® Holly,,,,,,,
007899,789,ILEX X FESTIVE TM P9498,Festive ™ Red Holly,,,,,,,
00789X,789,ILEX X FESTIVE TM P9498,Festive ™ Red Holly,,,,,,,
031155,3115,ILEX X HONEY MAID PP12060,Honey Maid Holly,19.50 ,,,,,,
045351,4535,ILEX X LITTLE RASCAL R P9999,Little Rascal ® Holly,6.75 ,,,,,,
045351S,4535,ILEX X LITTLE RASCAL R P9999,Little Rascal ® Holly,7.75 ,,,,,,
045352,4535,ILEX X LITTLE RASCAL R P9999,Little Rascal ® Holly,15.00 ,,,,,,
045353,4535,ILEX X LITTLE RASCAL R P9999,Little Rascal ® Holly,20.50 ,,,,,,
007929,792,ILEX X LITTLE RED TM P9484,Little Red ™ Holly,,,,,,,
045305,4530,ILEX X NELLIE R STEVENS,Nellie R. Stevens Holly,,,,,,,
045307,4530,ILEX X NELLIE R STEVENS,Nellie R. Stevens Holly,,,,,,,
045309,4530,ILEX X NELLIE R STEVENS,Nellie R. Stevens Holly,,,,,,,
04530X,4530,ILEX X NELLIE R STEVENS,Nellie R. Stevens Holly,,,,,,,
007945,794,ILEX X OAK LEAF TM P9487,Oak Leaf ™ Red Holly,18.50 ,,,,,,
007947,794,ILEX X OAK LEAF TM P9487,Oak Leaf ™ Red Holly,42.00 ,,,,,,
007949,794,ILEX X OAK LEAF TM P9487,Oak Leaf ™ Red Holly,,,,,,,
00794X,794,ILEX X OAK LEAF TM P9487,Oak Leaf ™ Red Holly,,,,,,,
019651,1965,ILEX X RED BEAUTY R PP14750,Red Beauty ® Holly,6.50 ,,,,,,
019651S,1965,ILEX X RED BEAUTY R PP14750,Red Beauty ® Holly,7.50 ,,,,,,
019652,1965,ILEX X RED BEAUTY R PP14750,Red Beauty ® Holly,14.75 ,,,,,,
019655,1965,ILEX X RED BEAUTY R PP14750,Red Beauty ® Holly,20.50 ,,,,,,
019657,1965,ILEX X RED BEAUTY R PP14750,Red Beauty ® Holly,52.50 ,,,,,,
007977,797,ILEX X ROBIN TM P9486,Robin ™ Red Holly,,,,,,,
007979,797,ILEX X ROBIN TM P9486,Robin ™ Red Holly,,,,,,,
00797X,797,ILEX X ROBIN TM P9486,Robin ™ Red Holly,,,,,,,
023965,2396,ILEX X SANTA'S DELIGHT R,Santa's Delight ® English Holly,20.50 ,,,,,,
023967,2396,ILEX X SANTA'S DELIGHT R,Santa's Delight ® English Holly,52.50 ,,,,,,
023969,2396,ILEX X SANTA'S DELIGHT R,Santa's Delight ® English Holly,87.50 ,,,,,,
021091,2109,ILEX X SCALLYWAG TM PP21941,Scallywag ™ Holly,7.00 ,,,,,,
021092,2109,ILEX X SCALLYWAG TM PP21941,Scallywag ™ Holly,15.25 ,,,,,,
021093,2109,ILEX X SCALLYWAG TM PP21941,Scallywag ™ Holly,23.00 ,,,,,,
021095,2109,ILEX X SCALLYWAG TM PP21941,Scallywag ™ Holly,,,,,,,
02109M,2109,ILEX X SCALLYWAG TM PP21941,Scallywag ™ Holly,56.50 ,,,,,,
007983,798,ILLICIUM PARVIFLORUM,Yellow Anise Tree,,,,,,,
007987,798,ILLICIUM PARVIFLORUM,Yellow Anise Tree,,,,,,,
007989,798,ILLICIUM PARVIFLORUM,Yellow Anise Tree,,,,,,,
042951,4295,INDIGOFERA AUTUMNALIS,Chinese Indigo,,,,,,,
042955,4295,INDIGOFERA AUTUMNALIS,Chinese Indigo,,,,,,,
045952,4595,INDIGOFERA KIRILOWII,Chinese Indigo,14.00 ,,,,,,
045955,4595,INDIGOFERA KIRILOWII,Chinese Indigo,19.25 ,,,,,,
07248UT,7248,IPOMOEA BATATAS MARGARITA,Margarita Sweet Potato Vine,,,,,,,
046021,4602,IPOMOEA INDICA BLUE DAWN,Blue Dawn Morning Glory,,,,,,,
00875UT,875,IRIS 'BANBURY RUFFLES',Banbury Ruffles Bearded Iris,,,,,,,
008751,875,IRIS 'BANBURY RUFFLES',Banbury Ruffles Bearded Iris,,,,,,,
015391,1539,IRIS BOUNTIFUL HARVEST,Bountiful Harvest Bearded Iris,,,,,,,
015381,1538,IRIS CELESTIAL EXPLOSION,Celestial Explosion Bearded Iris,,,,,,,
016461,1646,IRIS EN BUTTERFLIES IN FLIGHT,Butterflies In Flight Japanese Iris,6.75 ,,,,,,
016461S,1646,IRIS EN BUTTERFLIES IN FLIGHT,Butterflies In Flight Japanese Iris,8.00 ,,,,,,
016471,1647,IRIS EN CASCADE SPICE,Cascade Spice Japanese Iris,6.75 ,,,,,,
016471S,1647,IRIS EN CASCADE SPICE,Cascade Spice Japanese Iris,8.00 ,,,,,,
044011,4401,IRIS EN VARIEGATA,Variegated Japanese Water Iris,6.75 ,,,,,,
044015,4401,IRIS EN VARIEGATA,Variegated Japanese Water Iris,17.00 ,,,,,,
008901,890,IRIS 'EYEBRIGHT',,,,,,,,
008671,867,IRIS GERM BUCKWHEAT,,,,,,,,
008621,862,IRIS GERM DIABOLIQUE,,,,,,,,
008641,864,IRIS GERM 'GOODNIGHT MOON',,,,,,,,
00866UT,866,IRIS GERM HERE COMES THE SUN,,,,,,,,
00861UT,861,IRIS GERM 'MERLOT',,,,,,,,
00860UT,860,IRIS GERM SWINGTOWN,,,,,,,,
00865UT,865,IRIS GERM TRUMPET CALL,,,,,,,,
06207UT,6207,IRIS GERMANICA AUTUMN CIRCUS,Autumn Circus German Bearded Iris,,,,,,,
062071,6207,IRIS GERMANICA AUTUMN CIRCUS,Autumn Circus German Bearded Iris,,,,,,,
06208UT,6208,IRIS GERMANICA GYPSY ROMANCE,Gypsy Romance German Bearded Iris,,,,,,,
062081,6208,IRIS GERMANICA GYPSY ROMANCE,Gypsy Romance German Bearded Iris,,,,,,,
06209UT,6209,IRIS GERMANICA SUGAR BLUES,Sugar Blues German Bearded Iris,,,,,,,
062091,6209,IRIS GERMANICA SUGAR BLUES,Sugar Blues German Bearded Iris,,,,,,,
015431,1543,IRIS GRATEFUL RED,Grateful Red Bearded Iris,,,,,,,
015371,1537,IRIS HOLLYWOOD NIGHTS,Hollywood Nights Bearded Iris,,,,,,,
015401,1540,IRIS LAST HURRAH,Last Hurrah Bearded Iris,,,,,,,
00907UT,907,IRIS 'MARKSMAN',Marksman Dwarf Bearded Iris,,,,,,,
015421,1542,IRIS NOUVEAU RICHE,Nouveau Riche Bearded Iris,,,,,,,
045981,4598,IRIS PALLIDA VARIEGATA,Variegated Sweet Iris,6.75 ,,,,,,
062101,6210,IRIS PSEUDACORUS,Yellow Flag,,,,,,,
008081,808,IRIS PSEUDACORUS VARIEGATA,Variegated Yellow Flag,,,,,,,
015451,1545,IRIS RIP CITY,Rip City Bearded Iris,,,,,,,
025831,2583,IRIS SAMURAI WARRIOR,Samurai Warrior Bearded Iris,,,,,,,
046361,4636,IRIS SIB BENNERUP BLUE,Bennerup Blue Siberian Iris,5.75 ,,,,,,
046365,4636,IRIS SIB BENNERUP BLUE,Bennerup Blue Siberian Iris,16.00 ,,,,,,
046441,4644,IRIS SIB CAESAR'S BROTHER,Caesar's Brother Siberian Iris,5.75 ,,,,,,
046445,4644,IRIS SIB CAESAR'S BROTHER,Caesar's Brother Siberian Iris,16.00 ,,,,,,
046101,4610,IRIS SIB CHILLED WINE,Chilled Wine Siberian Iris,5.75 ,,,,,,
046105,4610,IRIS SIB CHILLED WINE,Chilled Wine Siberian Iris,16.00 ,,,,,,
038391,3839,IRIS SIB DANCING NANOU,Dancing Nanou Siberian Iris,5.75 ,,,,,,
046471,4647,IRIS SIB ERIC THE RED,Eric The Red Siberian Iris,5.75 ,,,,,,
046475,4647,IRIS SIB ERIC THE RED,Eric The Red Siberian Iris,16.00 ,,,,,,
046011,4601,IRIS SIB RUFFLED VELVET,Ruffled Velvet Siberian Iris,5.75 ,,,,,,
046015,4601,IRIS SIB RUFFLED VELVET,Ruffled Velvet Siberian Iris,16.00 ,,,,,,
015441,1544,IRIS SPARTAN,Spartan Iris,,,,,,,
00895UT,895,IRIS 'SUN DOLL',Sun Doll Bearded Iris,,,,,,,
029431,2943,IRIS X IMMORTATILTY,Immortality Bearded Iris,,,,,,,
02944UT,2944,IRIS X WELL ENDOWED,Well Endowed Bearded Iris,,,,,,,
029441,2944,IRIS X WELL ENDOWED,Well Endowed Bearded Iris,,,,,,,
06204UT,6204,ISOTOMA FLUVIATILIS,Blue Star Creeper,,,,,,,
046501,4650,ITEA VIR HENRYS GARNET,Henry's Garnet Sweetspire,6.25 ,,,,,,
046502,4650,ITEA VIR HENRYS GARNET,Henry's Garnet Sweetspire,13.75 ,,,,,,
046505,4650,ITEA VIR HENRYS GARNET,Henry's Garnet Sweetspire,18.50 ,,,,,,
046491S,4649,ITEA VIR LITTLE HENRY R P10988,Little Henry ® Dwarf Virginia Swee,7.75 ,,,,,,
046492S,4649,ITEA VIR LITTLE HENRY R P10988,Little Henry ® Dwarf Virginia Swee,13.75 ,,,,,,
046495,4649,ITEA VIR LITTLE HENRY R P10988,Little Henry ® Dwarf Virginia Swee,21.00 ,,,,,,
046355,4635,JACARANDA MIMOSIFOLIA,Jacaranda,,,,,,,
046451,4645,JASMINUM FLORIDUM,Showy Jasmine,,,,,,,
046455,4645,JASMINUM FLORIDUM,Showy Jasmine,,,,,,,
046551,4655,JASMINUM NITIDUM,Angel Wing Jasmine,,,,,,,
046555,4655,JASMINUM NITIDUM,Angel Wing Jasmine,,,,,,,
008121,812,JASMINUM NUDIFLORUM,Winter Jasmine,,,,,,,
008123,812,JASMINUM NUDIFLORUM,Winter Jasmine,,,,,,,
046581,4658,JASMINUM POLYANTHUM,Pink Jasmine,,,,,,,
046585,4658,JASMINUM POLYANTHUM,Pink Jasmine,,,,,,,
071781,7178,JASMINUM SAMBAC,Arabian Jasmine,,,,,,,
071782,7178,JASMINUM SAMBAC,Arabian Jasmine,,,,,,,
046631,4663,JASMINUM SAMBAC GRAND DUKE,Grand Duke Arabian Jasmine,,,,,,,
