Loc,Order#,PO#,Request Date,Item,Size,Description,Common Name,New Plant,2014 Catalog Price ,Price Code,2014 Net Price,Minimum Ord Qty,Confirmed Qty Remaining,Confirmed Amount Remaining,Date Ready,Condition,Current Specs,Unit Freight,Landed Price,Landed Price Palletized,SKU,Retail Price,UPC
CA,1355316,                              ,06/15/14  ,034712,#2,HIB MOS DAVE FLEMING PP21392,Dave Fleming Hibiscus                                                                               ,    ,14.50 ,,12.04 , 5 , 5 , 60.20 ,Now         ,DORMANT,"10""H - 10""S",2.10 , 14.14 , 15.19 ,, 29.99 ,014949312377 
CA,1355316,                              ,06/15/14  ,092092,#2,HIB MOS SNOWFLAME PPAF,Snowflame Hibiscus                                                                                  ,2009,14.50 ,,12.04 , 5 , 5 , 60.20 ,Now         ,DORMANT,"10""H - 10""S",2.10 , 14.14 , 15.19 ,, 29.99 ,014949299197 
CA,1355316,                              ,06/15/14  ,036322,#2,HIB MOS STARDUST PP21479,Stardust Hibiscus                                                                                   ,    ,14.50 ,,12.04 , 5 , 5 , 60.20 ,Now         ,DORMANT,"10""H - 10""S",2.10 , 14.14 , 15.19 ,, 29.99 ,014949312384 
CA,1355316,                              ,06/15/14  ,040981,#1,HIB R CHERIE,Cherie Hibiscus                                                                                     ,    ,6.75 ,,5.60 , 10 , 10 , 56.00 ,Now         ,-,"12""H-8""S",0.84 , 6.44 , 6.86 ,, 16.99 ,014949409817 
CA,1355316,                              ,06/15/14  ,041201,#1,HIB R FULLMOON R,Fullmoon®  Hibiscus                                                                                 ,    ,6.75 ,,5.60 , 10 , 10 , 56.00 ,Now         ,-,"10""H-8""S",0.84 , 6.44 , 6.86 ,, 16.99 ,014949412015 
CA,1355316,                              ,06/15/14  ,041205,#5,HIB R FULLMOON R,Fullmoon®  Hibiscus                                                                                 ,    ,20.50 ,,17.02 , 5 , 5 , 85.10 ,Now         ,BUDS,"18""H-16""S",4.20 , 21.22 , 23.32 ,, 49.99 ,014949412053 
GA,1354973,                              ,06/15/14  ,041205,#5,HIB R FULLMOON R,Fullmoon®  Hibiscus                                                                                 ,    ,20.50 ,,17.02 , 5 , 10 , 170.20 ,Now         ,,"21""H - 15""S",2.35 , 19.37 , 20.54 ,, 49.99 ,014949412053 
CA,1355316,                              ,06/15/14  ,041501,#1,HIB R RED DRAGON R,Red Dragon®  Hibiscus                                                                               ,    ,6.75 ,,5.60 , 10 , 10 , 56.00 ,Now         ,BUDS,"12""H-8""S",0.84 , 6.44 , 6.86 ,, 16.99 ,014949415016 
GA,1354973,                              ,04/15/14  ,041595,#5,HIB R THE PATH,The Path Hibiscus                                                                                   ,    ,20.50 ,,17.02 , 5 , 5 , 85.10 ,04/01/14    ,,,2.35 , 19.37 , 20.54 ,, 49.99 ,014949415955 
GA,1354973,                              ,04/15/14  ,041595PT,#5 PATIO TREE,HIB R THE PATH,The Path Hibiscus                                                                                   ,    ,38.50 ,,31.96 , 2 , 5 , 159.80 ,Now         ,,"18""S",3.52 , 35.48 , 37.24 ,, 69.99 ,014949260623 
CA,1355316,                              ,06/15/14  ,074502S,SuperTwo,HIB SYR BLU CHIFFON TM PP20574,Blue Chiffon™  Rose of Sharon                                                                       ,2011,16.00 ,,13.28 , 5 , 5 , 66.40 ,04/15/14    ,-,,2.80 , 16.08 , 17.48 ,, 29.99 ,014949335956 
CA,1355316,                              ,06/15/14  ,041665PT,#5 PATIO TREE,HIB SYR BLUSHING BRIDE,Blushing Bride Rose Of Sharon                                                                       ,    ,38.50 ,,31.96 , 2 , 2 , 63.92 ,Now         ,DORMANT,"15""S *",6.30 , 38.26 , 41.40 ,, 79.99 ,014949416556 
CA,1355316,                              ,06/15/14  ,002205PT,#5 PATIO TREE,HIB SYR COLLIE MULLENS,Collie Mullens Rose Of Sharon                                                                       ,    ,38.50 ,,31.96 , 2 , 2 , 63.92 ,Now         ,DORMANT,"12""S",6.30 , 38.26 , 41.40 ,, 69.99 ,014949022153 
CA,1355316,                              ,06/15/14  ,002255PT,#5 PATIO TREE,HIB SYR DIANA,Diana Rose Of Sharon                                                                                ,    ,38.50 ,,31.96 , 2 , 2 , 63.92 ,Now         ,DORMANT,"12""S",6.30 , 38.26 , 41.40 ,, 79.99 ,014949022450 
GA,1354973,                              ,06/15/14  ,036981,#1,HOSTA APHRODITE,Aphrodite Plantain Lily                                                                             ,    ,5.50 ,PRNADV,4.29 , 10 , 10 , 42.90 ,Now         ,DORMANT,1-3 EYES,0.47 , 4.76 , 4.99 ,, 14.99 ,014949216514 
OR,1354950,                              ,06/13/14  ,01746UT,LittleOne,HOSTA BLUE ICE,Blue Ice Plantain Lily                                                                              ,    ,2.95 ,PRNADV,2.30 , 16 , 16 , 36.80 ,04/01/14    ,-,,0.60 , 2.90 , 3.21 ,, 6.99 ,014949071595 
OR,1354950,                              ,06/13/14  ,075111,#1,HOSTA FANTASY ISLAND,Fantasy Island Plantain Lily                                                                        ,New ,6.75 ,,5.60 , 10 , 6 , 33.60 ,Now         ,DORMANT,1-3 YEYS,0.81 , 6.41 , 6.81 ,, 16.99 ,014949358573 
GA,1354973,                              ,06/15/14  ,041691,#1,HOSTA FRANCEE,Francee Plantain Lily                                                                               ,    ,5.50 ,PRNADV,4.29 , 10 , 10 , 42.90 ,Now         ,DORMANT,1-3 EYES,0.47 , 4.76 , 4.99 ,, 14.99 ,014949416914 
OR,1354950,                              ,06/13/14  ,041531,#1,HOSTA GINKO CRAIG,Ginko Craig Plantain Lily                                                                           ,    ,5.50 ,PRNADV,4.29 , 10 , 20 , 85.80 ,Now         ,DORMANT,1-3 EYES,0.81 , 5.10 , 5.50 ,, 14.99 ,014949415313 
OR,1354950,                              ,06/13/14  ,041771,#1,HOSTA GOLDEN PRAYERS,Golden Prayers Plantain Lily                                                                        ,    ,5.50 ,PRNADV,4.29 , 10 , 10 , 42.90 ,Now         ,DORMANT,2-3 EYES,0.81 , 5.10 , 5.50 ,, 14.99 ,014949417713 
GA,1354973,                              ,06/15/14  ,019911,#1,HOSTA GREAT EXPECTATIONS,Great Expectations Plantain Lily                                                                    ,    ,6.75 ,PRNADV,5.27 , 10 , 10 , 52.70 ,Now         ,DORMANT,2-3 EYES,0.47 , 5.74 , 5.97 ,, 14.99 ,014949020753 
OR,1354950,                              ,06/13/14  ,017531,#1,HOSTA JUNE,June Plantain Lily                                                                                  ,    ,6.75 ,PRNADV,5.27 , 10 , 10 , 52.70 ,Now         ,DORMANT,2-3 EYES,0.81 , 6.08 , 6.48 ,, 14.99 ,014949004326 
OR,1354950,                              ,06/13/14  ,041822,#2,HOSTA KROSSA REGAL,Krossa Regal Plantain Lily                                                                          ,    ,13.50 ,,11.21 , 5 , 10 , 112.10 ,Now         ,DORMANT,2-3 EYES,2.01 , 13.22 , 14.23 ,, 24.99 ,014949418222 
OR,1354950,                              ,06/13/14  ,047791,#1,HOSTA LITTLE DARLING R PPAF,Little Darling®  Hosta                                                                              ,2011,6.75 ,PRNADV,5.27 , 10 , 10 , 52.70 ,Now         ,DORMANT,1-3 YEYS,0.81 , 6.08 , 6.48 ,, 16.99 ,014949258637 
OR,1354950,                              ,06/13/14  ,006981,#1,HOSTA MINUTEMAN,Minuteman Plantain Lily                                                                             ,    ,6.75 ,PRNADV,5.27 , 10 , 10 , 52.70 ,04/01/14    ,DORMANT,,0.81 , 6.08 , 6.48 ,, 14.99 ,014949004234 
GA,1354973,                              ,06/15/14  ,041881,#1,HOSTA PATRIOT,Patriot Plantain Lily                                                                               ,    ,5.50 ,PRNADV,4.29 , 10 , 20 , 85.80 ,Now         ,DORMANT,1-3 EYES,0.47 , 4.76 , 4.99 ,, 14.99 ,014949418819 
OR,1354950,                              ,06/13/14  ,083971,#1,HOSTA SUM & SUBSTANCE,Sum & Substance Hosta                                                                               ,    ,5.50 ,PRNADV,4.29 , 10 , 20 , 85.80 ,Now         ,DORMANT,1-3 YEYS,0.81 , 5.10 , 5.50 ,, 14.99 ,014949839713 
OR,1354950,                              ,06/13/14  ,083972,#2,HOSTA SUM & SUBSTANCE,Sum & Substance Hosta                                                                               ,    ,13.50 ,,11.21 , 5 , 5 , 56.05 ,Now         ,DORMANT,2-4 EYES,2.01 , 13.22 , 14.23 ,, 14.99 ,014949839720 
OR,1354950,                              ,06/13/14  ,075161,#1,HOSTA THE RAZOR'S EDGE,The Razor's Edge Plantain Lily                                                                      ,New ,6.75 ,PRNADV,5.27 , 10 , 10 , 52.70 ,04/01/14    ,,,0.81 , 6.08 , 6.48 ,, 16.99 ,014949358672 
OR,1354950,                              ,06/13/14  ,016301,#1,HOSTA TOKUDAMA FLAVOCIRCINALIS,Flavocircinalis Plantain Lily                                                                       ,2013,6.50 ,PRNADV,5.07 , 10 , 10 , 50.70 ,Now         ,DORMANT,1-3 YEYS,0.81 , 5.88 , 6.28 ,, 16.99 ,014949029282 
GA,1354973,                              ,06/15/14  ,092752,#2,HYD M ENCHANTRESS R PPAF,Enchantress®  Hydrangea                                                                             ,2013,16.25 ,,13.49 , 5 , 20 , 269.80 ,06/01/14    ,,,1.17 , 14.66 , 15.25 ,, 24.99 ,014949370643 
GA,1354973,                              ,06/15/14  ,092755,#5,HYD M ENCHANTRESS R PPAF,Enchantress®  Hydrangea                                                                             ,2013,22.50 ,,18.68 , 5 , 10 , 186.80 ,Now         ,BREAKING DORMANCY,"15""H - 15""S",2.35 , 21.03 , 22.20 ,, 39.99 ,014949313145 
OR,1354950,                              ,06/13/14  ,074562S,SuperTwo,HYD MAC CTYLN TM PARIS PP10906,Cityline®  Paris Bigleaf Hydrangea                                                                  ,2011,16.00 ,,13.28 , 5 , 10 , 132.80 ,Now         ,BREAKING DORMANCY,10''H - 12''S,2.68 , 15.96 , 17.31 ,, 29.99 ,014949338230 
CA,1355316,                              ,06/15/14  ,074562S,SuperTwo,HYD MAC CTYLN TM PARIS PP10906,Cityline®  Paris Bigleaf Hydrangea                                                                  ,2011,16.00 ,,13.28 , 5 , 15 , 199.20 ,04/01/14    ,-,,2.80 , 16.08 , 17.48 ,, 29.99 ,014949338230 
OR,1354950,                              ,06/13/14  ,074542S,SuperTwo,HYD MAC CTYLN TM RIO,Cityline®  Rio Bigleaf Hydrangea                                                                    ,2011,16.00 ,,13.28 , 5 , 5 , 66.40 ,Now         ,DORMANT,12''H - 12''S,2.68 , 15.96 , 17.31 ,, 29.99 ,014949338223 
CA,1355316,                              ,06/15/14  ,074542S,SuperTwo,HYD MAC CTYLN TM RIO,Cityline®  Rio Bigleaf Hydrangea                                                                    ,2011,16.00 ,,13.28 , 5 , 3 , 39.84 ,04/15/14    ,-,,2.80 , 16.08 , 17.48 ,, 29.99 ,014949338223 
GA,1354973,                              ,06/15/14  ,074572S,SuperTwo,HYD MAC CTYLN TM VENICE P10928,Cityline®  Venice Bigleaf Hydrangea                                                                 ,2011,16.00 ,,13.28 , 5 , 7 , 92.96 ,Now         ,BREAKING DORMANCY,"10""H - 12""S",1.56 , 14.84 , 15.63 ,, 29.99 ,014949338247 
CA,1355316,                              ,06/15/14  ,023755,#5,HYD MAC PENNY MAC,Penny Mac Hydrangea                                                                                 ,    ,20.25 ,,16.81 , 5 , 5 , 84.05 ,Now         ,BREAKING DORMANCY,"14""H - 15""S",4.20 , 21.01 , 23.11 ,, 39.99 ,014949070925 
CA,1355316,                              ,06/15/14  ,042072,#2,HYD MAC PINK ELF R (PIA),Pink Elf®  French Hydrangea                                                                         ,    ,15.25 ,,12.66 , 5 , 20 , 253.20 ,Now         ,BREAKING DORMANCY,"8""H - 12""S",2.10 , 14.76 , 15.81 ,, 29.99 ,014949420720 
CA,1355316,                              ,06/15/14  ,024371S,SuperOne TM,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                                                           ,    ,9.75 ,,8.09 , 10 , 10 , 80.90 ,Now         ,DORMANT,"8""H - 10""S",1.40 , 9.49 , 10.19 ,, 19.99 ,014949336861 
CA,1355316,                              ,06/15/14  ,024372S,SuperTwo,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                                                           ,    ,16.00 ,,13.28 , 5 , 5 , 66.40 ,Now         ,DORMANT,"12""H - 12""S",2.80 , 16.08 , 17.48 ,, 29.99 ,014949337936 
OR,1354950,                              ,06/13/14  ,029922S,SuperTwo,HYD PAN LITTLE LIME PPAF,Little Lime™  Hardy Hydrangea                                                                       ,    ,16.00 ,,13.28 , 5 , 5 , 66.40 ,Now         ,DORMANT,12''H - 12''S,2.68 , 15.96 , 17.31 ,, 29.99 ,014949335543 
OR,1354950,                              ,06/13/14  ,074612S,SuperTwo,HYD PAN PINKY WINKY TM PP16166,Pinky Winky™  Hardy Hydrangea                                                                       ,2011,16.00 ,,13.28 , 5 , 10 , 132.80 ,Now         ,DORMANT,"14""H - 12""S",2.68 , 15.96 , 17.31 ,, 29.99 ,014949336267 
GA,1354973,                              ,06/15/14  ,074615,#5,HYD PAN PINKY WINKY TM PP16166,Pinky Winky™  Hardy Hydrangea                                                                       ,2011,22.00 ,,18.26 , 5 , 5 , 91.30 ,Now         ,DORMANT,"16""H - 14""S",2.35 , 20.61 , 21.78 ,, 39.99 ,014949336274 
GA,1354973,                              ,06/15/14  ,074601S,SuperOne TM,HYD PAN QUICK FIRE R PP16812,Quick Fire®  Hardy Hydrangea                                                                        ,2011,9.75 ,,8.09 , 10 , 10 , 80.90 ,Now         ,DORMANT,"12""H - 12""S",0.78 , 8.87 , 9.26 ,, 19.99 ,014949337943 
OR,1354950,                              ,02/13/14  ,041942,#2,HYD PAN TARDIVA,Tardiva Hydrangea                                                                                   ,    ,14.00 ,,11.62 , 5 , 5 , 58.10 ,Now         ,DORMANT,"14""H - 12""S",2.01 , 13.63 , 14.64 ,, 29.99 ,014949038055 
OR,1354950,                              ,06/13/14  ,041945,#5,HYD PAN TARDIVA,Tardiva Hydrangea                                                                                   ,    ,18.75 ,,15.56 , 5 , 5 , 77.80 ,Now         ,DORMANT,"24""H - 18""S",4.03 , 19.59 , 21.60 ,, 39.99 ,014949785058 
OR,1354950,                              ,06/13/14  ,093172,#2,HYD QUER NA73936 MUNCHKIN,Munchkin Oakleaf Hydrangea                                                                          ,2013,15.50 ,,12.87 , 5 , 15 , 193.05 ,Now         ,-,10''H - 12''S,2.01 , 14.88 , 15.89 ,, 29.99 ,014949358368 
OR,1354950,                              ,06/13/14  ,042562,#2,HYD QUER PEE WEE,Pee Wee Oak Leaf Hydrangea                                                                          ,    ,14.00 ,,11.62 , 5 , 10 , 116.20 ,Now         ,-,12''H - 14''S,2.01 , 13.63 , 14.64 ,, 29.99 ,014949425626 
CA,1355316,                              ,06/15/14  ,042061,#1,HYD QUER SNOW QUEEN,Snow Queen Oakleaf Hydrangea                                                                        ,    ,8.00 ,,6.64 , 10 , 10 , 66.40 ,05/01/14    ,-,,0.84 , 7.48 , 7.90 ,, 16.99 ,014949143315 
CA,1355316,                              ,06/15/14  ,042045,#5,HYD QUER SNOWFLAKE,Snowflake Oakleaf Hydrangea                                                                         ,    ,21.00 ,,17.43 , 5 , 5 , 87.15 ,Now         ,WINTER LOOK,"26""H - 15""S",4.20 , 21.63 , 23.73 ,, 39.99 ,014949420454 
OR,1354950,                              ,06/13/14  ,042092,#2,HYD QUERCIFOLIA,OAKLEAF HYDRANGEA                                                                                   ,    ,14.00 ,,11.62 , 5 , 5 , 58.10 ,Now         ,-,15''H - 12''S,2.01 , 13.63 , 14.64 ,, 24.99 ,014949051061 
OR,1354950,                              ,06/13/14  ,080962S,SuperTwo,HYD SER TUFF STUFF TM PPAF,Tuff Stuff™  Reblooming Mountain Hydrangea                                                          ,2013,16.00 ,,13.28 , 5 , 10 , 132.80 ,Now         ,BREAKING DORMANCY,12''H - 12''S,2.68 , 15.96 , 17.31 ,, 29.99 ,014949360699 
CA,1355316,                              ,06/15/14  ,065381,#1,HYPERICUM AN IGNITE RED P19468,Ignite Red St John's Wort                                                                           ,2013,8.00 ,,6.64 , 10 , 10 , 66.40 ,Now         ,BUDS,"10""H - 8""S",0.84 , 7.48 , 7.90 ,, 16.99 ,014949332917 
OR,1354950,                              ,06/13/14  ,04222UT,LittleOne,IBERIS SEMP LITTLE GEM,Little Gem Candytuft                                                                                ,    ,2.95 ,PRNADV,2.30 , 16 , 52 , 119.60 ,Now         ,-,2/3 CAN FULL,0.60 , 2.90 , 3.21 ,, 5.99 ,014949010754 
OR,1354950,                              ,06/13/14  ,090981,#1,IBERIS SEMP PURITY,Purity Candytuft                                                                                    ,    ,4.75 ,PRNADV,3.71 , 10 , 9 , 33.39 ,Now         ,BUDS & BLOOMS,PA1*,0.81 , 4.52 , 4.92 ,, 12.99 ,014949909812 
CA,1355316,                              ,06/15/14  ,042605,#5,ILEX AQ ARGENTEOMARGINATA,Variegated English Holly                                                                            ,    ,20.50 ,,17.02 , 5 , 5 , 85.10 ,Now         ,-,"40""H - 12""S",4.20 , 21.22 , 23.32 ,, 59.99 ,014949426050 
OR,1354950,                              ,06/13/14  ,043052,#2,ILEX AQ GOLD COAST R,Gold Coast®  English Holly                                                                          ,    ,14.75 ,,12.24 , 5 , 5 , 61.20 ,Now         ,-,14''H - 12''S,2.01 , 14.25 , 15.26 ,, 29.99 ,014949430521 
GA,1354973,                              ,06/15/14  ,044932,#2,ILEX CREN SKY PENCIL(SKY SNTRY,Sky Pencil Japanese Holly                                                                           ,    ,14.75 ,,12.24 , 5 , 5 , 61.20 ,05/01/14    ,,,1.17 , 13.41 , 14.00 ,, 24.99 ,014949449325 
GA,1354973,                              ,06/15/14  ,044935,#5,ILEX CREN SKY PENCIL(SKY SNTRY,Sky Pencil Japanese Holly                                                                           ,    ,20.50 ,,17.02 , 5 , 15 , 255.30 ,05/01/14    ,,,2.35 , 19.37 , 20.54 ,, 59.99 ,014949449356 
GA,1354973,                              ,06/15/14  ,007592,#2,ILEX CREN SOFT TOUCH,Soft Touch Compact Holly                                                                            ,    ,13.25 ,,11.00 , 5 , 20 , 220.00 ,Now         ,,"12""S",1.17 , 12.17 , 12.76 ,, 24.99 ,014949066072 
OR,1354950,                              ,06/13/14  ,045132,#2,ILEX X BERRI-MAGIC R ROYALTY,Berri-Magic®  Royalty Holly Combination                                                             ,    ,14.75 ,,12.24 , 5 , 10 , 122.40 ,Now         ,-,14''H - 12''S,2.01 , 14.25 , 15.26 ,, 29.99 ,014949451328 
OR,1354950,                              ,06/13/14  ,045162,#2,ILEX X BLUE PRINCE,Blue Prince Holly                                                                                   ,    ,13.75 ,,11.41 , 5 , 5 , 57.05 ,Not Avl     ,-,,2.01 , 13.42 , 14.43 ,, 29.99 ,014949451625 
OR,1354950,                              ,06/13/14  ,045175,#5,ILEX X BLUE PRINCESS,Blue Princess Holly                                                                                 ,    ,20.50 ,,17.02 , 5 , 5 , 85.10 ,Now         ,FULL BERRIES,"18""H - 18""S",4.03 , 21.05 , 23.06 ,, 39.99 ,014949451755 
OR,1354950,                              ,06/13/14  ,074952S,SuperTwo,ILEX X CASTLE SPIRE R PP14310,Castle Spire®  Blue Holly                                                                           ,2012,15.50 ,,12.87 , 5 , 10 , 128.70 ,Now         ,-,15''H - 12''S,2.68 , 15.55 , 16.90 ,, 34.99 ,014949336373 
OR,1354950,                              ,06/13/14  ,074955,#5,ILEX X CASTLE SPIRE R PP14310,Castle Spire®  Blue Holly                                                                           ,2012,22.00 ,,18.26 , 5 , 10 , 182.60 ,Now         ,-,"24""H - 15""S",4.03 , 22.29 , 24.30 ,, 44.99 ,014949349298 
OR,1354950,                              ,06/13/14  ,074945,#5,ILEX X CASTLE WALL TM PP14308,Castle Wall™  Blue Holly                                                                            ,2012,22.00 ,,18.26 , 5 , 10 , 182.60 ,Now         ,-,30''H - 15''S,4.03 , 22.29 , 24.30 ,, 44.99 ,014949349304 
OR,1354950,                              ,06/13/14  ,045351,#1,ILEX X LITTLE RASCAL R P9999,Little Rascal®  Holly                                                                               ,    ,7.00 ,,5.81 , 10 , 30 , 174.30 ,Now         ,-,"8""H - 8""S",0.81 , 6.62 , 7.02 ,, 19.99 ,014949453513 
OR,1354950,                              ,06/13/14  ,045352,#2,ILEX X LITTLE RASCAL R P9999,Little Rascal®  Holly                                                                               ,    ,15.50 ,,12.87 , 5 , 100 ," 1,287.00 ",Now         ,-,14''H - 12''S,2.01 , 14.88 , 15.89 ,, 29.99 ,014949453520 
OR,1354950,                              ,06/13/14  ,045353,#3,ILEX X LITTLE RASCAL R P9999,Little Rascal®  Holly                                                                               ,    ,21.00 ,,17.43 , 5 , 40 , 697.20 ,Now         ,-,16''H - 15''S,3.22 , 20.65 , 22.26 ,, 39.99 ,014949453537 
OR,1354950,                              ,06/13/14  ,019651S,SuperOne TM,ILEX X RED BEAUTY R PP14750,Red Beauty®  Holly                                                                                  ,    ,7.75 ,,6.43 , 10 , 10 , 64.30 ,06/01/14    ,,,1.34 , 7.77 , 8.44 ,, 19.99 ,014949104293 
OR,1354950,                              ,06/13/14  ,019652,#2,ILEX X RED BEAUTY R PP14750,Red Beauty®  Holly                                                                                  ,    ,15.50 ,,12.87 , 5 , 10 , 128.70 ,06/01/14    ,,,2.01 , 14.88 , 15.89 ,, 29.99 ,014949104316 
OR,1354950,                              ,06/13/14  ,019655,#5,ILEX X RED BEAUTY R PP14750,Red Beauty®  Holly                                                                                  ,    ,21.75 ,,18.05 , 5 , 6 , 108.30 ,06/01/14    ,-,,4.03 , 22.08 , 24.09 ,, 44.99 ,014949019221 
GA,1354973,                              ,06/15/14  ,019657,#7,ILEX X RED BEAUTY R PP14750,Red Beauty®  Holly                                                                                  ,    ,55.00 ,,45.65 , 2 , 3 , 136.95 ,04/15/14    ,,,6.65 , 52.30 , 55.63 ,, 99.99 ,014949104323 
OR,1354950,                              ,06/13/14  ,021092,#2,ILEX X SCALLYWAG TM PP21941,Scallywag™  Holly                                                                                   ,2011,15.75 ,,13.07 , 5 , 50 , 653.50 ,Now         ,-,14''H - 12''S,2.01 , 15.08 , 16.09 ,, 34.99 ,014949339565 
OR,1354950,                              ,06/13/14  ,021093,#3,ILEX X SCALLYWAG TM PP21941,Scallywag™  Holly                                                                                   ,2011,23.50 ,,19.51 , 5 , 30 , 585.30 ,Now         ,-,16''H - 16''S,3.22 , 22.73 , 24.34 ,, 44.99 ,014949271087 
OR,1354950,                              ,06/13/14  ,046441,#1,IRIS SIB CAESAR'S BROTHER,Caesar's Brother Siberian Iris                                                                      ,    ,5.50 ,PRNADV,4.29 , 10 , 10 , 42.90 ,Now         ,CUT BACK,.,0.81 , 5.10 , 5.50 ,, 16.99 ,014949464410 
GA,1354973,                              ,06/15/14  ,046441,#1,IRIS SIB CAESAR'S BROTHER,Caesar's Brother Siberian Iris                                                                      ,    ,5.50 ,PRNADV,4.29 , 10 , 10 , 42.90 ,04/01/14    ,,,0.47 , 4.76 , 4.99 ,, 16.99 ,014949464410 
OR,1354950,                              ,06/13/14  ,046491S,SuperOne TM,ITEA VIR LITTLE HENRY R P10988,Little Henry®  Dwarf Virginia Sweetspire                                                            ,    ,9.00 ,,7.47 , 10 , 10 , 74.70 ,Now         ,WINTER COLOR,"10""H - 10""S",1.34 , 8.81 , 9.48 ,, 19.99 ,014949336878 
GA,1354973,                              ,06/15/14  ,008123,#3,JASMINUM NUDIFLORUM,Winter Jasmine                                                                                      ,    ,15.50 ,,12.87 , 5 , 10 , 128.70 ,04/01/14    ,,,1.88 , 14.75 , 15.69 ,, 16.99 ,014949019412 
OR,1354950,                              ,06/13/14  ,046875,#5,JUN C BLUE POINT,Blue Point Juniper                                                                                  ,    ,24.00 ,,19.92 , 5 , 5 , 99.60 ,Now         ,WINTER COLOR,"30""H",4.03 , 23.95 , 25.96 ,, 44.99 ,014949468753 
CA,1355316,                              ,06/15/14  ,046875,#5,JUN C BLUE POINT,Blue Point Juniper                                                                                  ,    ,24.00 ,,19.92 , 5 , 5 , 99.60 ,Now         ,-,"36""H",4.20 , 24.12 , 26.22 ,, 44.99 ,014949468753 
OR,1354950,                              ,06/13/14  ,084655PT,#5 PATIO TREE,JUN C DAUB'S FROSTED,Daub's Frosted Juniper                                                                              ,    ,55.00 ,,45.65 , 2 , 2 , 91.30 ,Now         ,WINTER COLOR,"18""S",6.04 , 51.69 , 54.71 ,, 129.99 ,014949038871 
OR,1354950,                              ,06/13/14  ,046902,#2,JUN C GOLD COAST R,Gold Coast®  Juniper                                                                                ,    ,12.50 ,,10.38 , 5 , 10 , 103.80 ,Now         ,WINTER COLOR,"14""S",2.01 , 12.39 , 13.40 ,, 24.99 ,014949469026 
CA,1355316,                              ,06/15/14  ,047505P3,#5 3BALL POODLE,JUN C HETZII COLUMN,Green Columnar Juniper                                                                              ,    ,60.00 ,,49.80 , 2 , 2 , 99.60 ,Now         ,-,"66""H - 12""S",6.30 , 56.10 , 59.24 ,, 149.99 ,014949475256 
CA,1355316,                              ,06/15/14  ,047505SP,#5 SPIRAL,JUN C HETZII COLUMN,Green Columnar Juniper                                                                              ,    ,65.00 ,,53.95 , 2 , 4 , 215.80 ,Now         ,-,"48""H",6.30 , 60.25 , 63.39 ,, 149.99 ,014949475157 
GA,1354973,                              ,04/15/14  ,047507,#7,JUN C HETZII COLUMN,Green Columnar Juniper                                                                              ,    ,55.00 ,,45.65 , 2 , 3 , 136.95 ,Now         ,,"54""H",6.65 , 52.30 , 55.63 ,, 99.99 ,014949475072 
GA,1354973,                              ,06/15/14  ,047507P3,#7 3BALL POODLE,JUN C HETZII COLUMN,Green Columnar Juniper                                                                              ,    ,105.00 ,,87.15 , 2 , 4 , 348.60 ,Now         ,,"72""H",6.65 , 93.80 , 97.13 ,, 189.99 ,014949475270 
GA,1354973,                              ,03/15/14  ,047509SP,#15 SPIRAL,JUN C HETZII COLUMN,Green Columnar Juniper                                                                              ,    ,135.00 ,,112.05 , 1 , 2 , 224.10 ,Now         ,,"72""H",13.61 , 125.66 , 132.47 ,, 199.99 ,014949475195 
GA,1354973,                              ,02/15/14  ,04750MSP,#10 Squat SPIRAL,JUN C HETZII COLUMN,Green Columnar Juniper                                                                              ,    ,99.00 ,,82.17 , 2 , 4 , 328.68 ,Now         ,,"60""H",8.45 , 90.62 , 94.85 ,, 179.99 ,014949475676 
CA,1355316,                              ,06/15/14  ,047605PP,#5 POMPON,JUN C HETZII GLAUCA,Hetz Blue Juniper                                                                                   ,    ,60.00 ,,49.80 , 2 , 2 , 99.60 ,Now         ,-,5-7 ARMS,6.30 , 56.10 , 59.24 ,, 129.99 ,014949476352 
OR,1354950,                              ,06/13/14  ,048002,#2,JUN C MINT JULEP R,Mint Julep®  Juniper                                                                                ,    ,12.50 ,,10.38 , 5 , 10 , 103.80 ,Now         ,-,"16""S",2.01 , 12.39 , 13.40 ,, 24.99 ,014949480021 
CA,1355316,                              ,06/15/14  ,048002PP,#2 POMPON,JUN C MINT JULEP R,Mint Julep®  Juniper                                                                                ,    ,36.50 ,,30.30 , 5 , 5 , 151.50 ,Now         ,-,"22""H - 22""S",3.15 , 33.45 , 35.02 ,, 59.99 ,014949480625 
CA,1355316,                              ,06/15/14  ,048005PP,#5 POMPON,JUN C MINT JULEP R,Mint Julep®  Juniper                                                                                ,    ,60.00 ,,49.80 , 2 , 4 , 199.20 ,Now         ,-,"24""H - 24""S",6.30 , 56.10 , 59.24 ,, 129.99 ,014949480656 
CA,1355316,                              ,06/15/14  ,0480052BT,#5 CAPRI,"JUN C MINT JULEP R ""CAPRI""",Mint Julep®  Juniper                                                                                ,    ,52.00 ,,43.16 , 2 , 2 , 86.32 ,Now         ,WINTER COLOR,"12""H - 14""S",6.30 , 49.46 , 52.60 ,, 149.99 ,014949031438 
