Loc,Item,Plant Name,CAT,,,,,,,,,UPC#
160000,71901,SYRINGA V LUDWIG SPAETH,DCS,,,,,,,,,14949719015
160000,72145,SYRINGA V PRESIDENT LINCOLN,DCS,,,,,,,,,14949721452
160000,72161,SYRINGA V SENSATION,DCS,,,,,,,,,14949721612
170000,72005,SYRINGA X CHINENSIS,DCS,,,,,,,,,14949720059
160000,72191,SYRINGA X HYA POCAHONTAS,DCS,,,,,,,,,14949721919
160000,71895,SYRINGA X PRE MISS CANADA,DCS,,,,,,,,,
160000,28955,SYRINGA X PRE REDWINE,DCS,,,,,,,,,14949279571
160000,72341,TAXUS EMERALD SPREADR R P10335,CON,,,,,,,,,14949723418
160000,12405,TAXUS X BERRYHILLI,CON,,,,,,,,,
160000,28851,TAXUS X MED HUBERS TAWNY GOLD,CON,,,,,,,,,14949065112
160000,72302,TAXUS X MEDIA BROWNII,CON,,,,,,,,,
160000,72321,TAXUS X MEDIA DENSIFORMIS,CON,,,,,,,,,14949723210
160000,07233M,TAXUS X MEDIA HICKSII,CON,,,,,,,,,
160000,12595,THUJA GREEN GIANT,CON,,,,,,,,,
160000,73065,THUJA OC BRANDON,CON,,,,,,,,,14949730652
160000,72941,THUJA OC DANICA,CON,,,,,,,,,
160000,07281M,THUJA OC DEGROOT'S SPIRE,CON,,,,,,,,,
160000,73011,THUJA OC EMERALD,CON,,,,,,,,,14949730119
170000,072835PT,THUJA OC FILIFORMIS,CON,,,,,,,,,
160000,72865,THUJA OC GOLDEN GLOBE,CON,,,,,,,,,
160000,055975PT,THUJA OC GOLDEN TUFFET,CON,,,,,,,,,14949375686
160000,72921,THUJA OC HETZ MIDGET,CON,,,,,,,,,14949729212
160000,07293M,THUJA OC HOLMSTRUP,CON,,,,,,,,,
160000,72871,THUJA OC LITTLE GIANT,CON,,,,,,,,,14949728710
160000,03118M,THUJA OC MALONYANA,CON,,,,,,,,,14949218785
160000,075052S,THUJA OC NORTH POLE R PPAF,CON,,,,,,,,,
160000,72891,THUJA OC RHEINGOLD,CON,,,,,,,,,14949728918
160000,73055,THUJA OC RUSHMORE,CON,,,,,,,,,14949730850
160000,72912,THUJA OC YELLOW RIBBON,CON,,,,,,,,,14949729120
160000,05124UT,THYMUS PRA PINK CHINTZ,PRN,,,,,,,,,
160000,412851,TIARELLA JEEPERS CRPRS PP13437,PRN,,,,,,,,,14949425220
160000,47561,TIARELLA X SUGAR&SPICE PP16738,PRN,,,,,,,,,14949256039
160000,29675,TILIA TOMENTOSA SATIN SHADOW R,TRE,,,,,,,,,14949066546
160000,72611,TRADESCANTIA BLU&GLD(SWT KATE),PRN,,,,,,,,,14949726112
160000,77141,TROLLIUS CULT NEW MOON,PRN,,,,,,,,,14949368060
160000,12655,TSUGA CAN GOLDEN DUKE TM PPAF,CON,,,,,,,,,14949426975
160000,34095,TSUGA CAN GRACILLIS,CON,,,,,,,,,14949342534
160000,38191,TSUGA CAN JEDDELOH,CON,,,,,,,,,14949431733
160000,73285,TSUGA CAN PENDULA,CON,,,,,,,,,14949732854
160000,73265,TSUGA CANADENSIS,CON,,,,,,,,,
160000,73325,ULMUS GLABRA CAMPERDOWNII,TRE,,,,,,,,,14949733257
160000,56525,ULMUS X FRONTIER,TRE,,,,,,,,,
160000,37951,VACCINIUM ANG BURGUNDY,DCS,,,,,,,,,14949219379
160000,80362,VACCINIUM CORYMBOSUM CHANDLER,DCS,,,,,,,,,14949208007
160000,73401,VACCINIUM CORYMBOSUM NORTHLAND,DCS,,,,,,,,,14949734018
160000,73745,VACCINIUM CORYMBOSUM PATRIOT,DCS,,,,,,,,,
160000,407072,VACCINIUM X BLUE CROP,DCS,,,,,,,,,14949422618
160000,407082,VACCINIUM X CHIPPEWA,DCS,,,,,,,,,14949422625
160000,81702,VACCINIUM X JELLY BEAN TM PPAF,DCS,,,,,,,,,14949361306
160000,73711,VERONICA CRATER LAKE BLUE,PRN,,,,,,,,,14949737118
160000,79551,VERONICA HYB TIDAL POOL PPAF,PRN,,,,,,,,,14949373408
160000,79481,VERONICA HYB WHITE WATER PPAF,PRN,,,,,,,,,14949373422
160000,409261,VERONICA MDY BLUES LT BLU PPAF,PRN,,,,,,,,,14949416068
160000,409271,VERONICA MDY BLUES MAUVE PPAF,PRN,,,,,,,,,14949416075
160000,409251,VERONICA MDY BLUES PINK PPAF,PRN,,,,,,,,,14949416051
160000,07426UT,VERONICA PROSTRATA TREHANE,PRN,,,,,,,,,14949063538
160000,17391,VERONICA ROYAL CANDLES PP18932,PRN,,,,,,,,,14949005118
160000,73621,VERONICA SPICATA RED FOX,PRN,,,,,,,,,14949736210
160000,412861,VERONICA VERNIQUE TM BLUE,PRN,,,,,,,,,14949425237
160000,412871,VERONICA VERNIQUE TM ROSE,PRN,,,,,,,,,14949425268
160000,074251S,VIB DEN BLUE MUFFIN R,DCS,,,,,,,,,14949336892
160000,74651,VIB OPULUS NANUM,DCS,,,,,,,,,14949746516
160000,75105,VIB OPULUS STERILE,DCS,,,,,,,,,14949751053
160000,76081,VINCA MINOR ATROPURPUREA,PRN,,,,,,,,,14949760819
160000,07613UT,VINCA MINOR BOWLES',PRN,,,,,,,,,14949010730
160000,58211,VIOLA CORNUTA ETAIN,PRN,,,,,,,,,14949323878
160000,76041,VIOLA X PURPLE SHOWERS,PRN,,,,,,,,,14949760413
170000,76311,VITIS LAB CATAWBA,VIN,,,,,,,,,14949763117
170000,76221,VITIS LAB EASTERN CONCORD,VIN,,,,,,,,,14949762219
170000,76255,VITIS LAB NIAGARA,VIN,,,,,,,,,14949192511
160000,409971,WEIGELA F COCO KRUNCH TM PPAF,DCS,,,,,,,,,14949423103
160000,76395,WEIGELA FL DARK HORSE PP14381,DCS,,,,,,,,,
160000,074691S,WEIGELA FL FINE WINE TM P18513,DCS,,,,,,,,,14949336687
160000,76431,WEIGELA FL MINUET,DCS,,,,,,,,,14949764312
160000,074711S,WEIGELA FL MY MONET R PP16824,DCS,,,,,,,,,14949336748
160000,76545,WEIGELA FL PINK POPPET,DCS,,,,,,,,,14949765463
160000,077511S,WEIGELA FL SPILLED WINE TM PAF,DCS,,,,,,,,,14949356050
160000,76565,WEIGELA FL WINE&ROSES R P10772,DCS,,,,,,,,,
160000,17571,WEIGELA MAGICAL R FNTSY P13567,DCS,,,,,,,,,14949004463
160000,080942S,WEIGELA SONIC BLOOM TM PNK PAF,DCS,,,,,,,,,
160000,407362S,WEIGELA SONIC BLOOM TM PRL PAF,DCS,,,,,,,,,14949412411
170000,17341,WISTERIA MAC BLUE MOON,VIN,,,,,,,,,14949005071
170000,90155,YUCCA FIL COLOR GUARD,EVS,,,,,,,,,
170000,77231,YUCCA FIL GOLDEN SWORD,EVS,,,,,,,,,14949772317
170000,77225,YUCCA FIL IVORY TOWER,EVS,,,,,,,,,
