Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Qty Cfm,YOUR BOOKED QTY REMAIN,Condition,Current Specs,"QTY 
AVAIL NOW","2ND 
QTY 
AVAIL","2ND 
QTY 
READY DATE",2014 List Price,"YOUR 
20%
DISC PRICE",Freight,Landed Price,YOUR RETAIL PRICE,SKU,UPC#
CA,    ,034901,#1,EUO J AUREOVARIEGATUS,Gold Spot Euonymus                                          ,EVS,06,     ,,-,"10""H - 8""S", 19 ,     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949349014
CA,    ,034902,#2,EUO J AUREOVARIEGATUS,Gold Spot Euonymus                                          ,EVS,06,     ,,-,"10""H - 10""S", 14 ,     ,          , 13.00 , 10.40 , 1.24 , 11.64 ,     ,,014949349021
CA,    ,034905,#5,EUO J AUREOVARIEGATUS,Gold Spot Euonymus                                          ,EVS,06,     ,,-,"18""H - 15""S", 30 ,     ,          , 18.50 , 14.80 , 2.47 , 17.27 ,     ,,014949349052
CA,    ,033661,#1,EUO J CHOLLIPO,Chollipo Euonymus                                           ,EVS,06,     ,,-,"10""H - 8""S", 60 ,     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949336618
CA,    ,035001,#1,EUO J GRANDIFOLIUS,Japanese Euonymus                                           ,EVS,06,     ,,-,"10""H - 8""S", 694 ,     ,          , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949350010
CA,    ,035005,#5,EUO J GRANDIFOLIUS,Japanese Euonymus                                           ,EVS,06, 248 ,248,-,"15""H - 15""S",     ,     ,          , 18.25 , 14.60 , 2.47 , 17.07 ,     ,,014949350058
CA,    ,035005PY,#5 CONE,EUO J GRANDIFOLIUS,Japanese Euonymus                                           ,EVS,06,     ,,-,"30""H", 14 ,,, 38.50 , 30.80 , 2.47 , 33.27 ,     ,,014949350157
CA,    ,035051,#1,EUO J GREEN SPIRE,Green Spire Euonymus                                        ,EVS,06,     ,,-,"10""H - 6""S", 162 ,     ,          , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949350515
CA,    ,035151,#1,EUO J MICRO VARIEGATUS,Variegated Boxleaf Euonymus                                 ,EVS,06,     ,,-,"6""H - 8""S", 18 ,,, 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949351512
CA,    ,035101,#1,EUO J MICROPHYLLUS,Boxleaf Euonymus                                            ,EVS,06,     ,,-,"6""H - 8""S", 415 ,,, 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949351017
CA,    ,035202,#2,EUO J SILVER KING,Silver King Euonymus                                        ,EVS,06,     ,,-,"12""H - 10""S", 120 ,     ,          , 13.00 , 10.40 , 1.24 , 11.64 ,     ,,014949352021
CA,    ,035205,#5,EUO J SILVER KING,Silver King Euonymus                                        ,EVS,06,     ,,-,"16""H - 13""S", 587 ,     ,          , 18.50 , 14.80 , 2.47 , 17.27 ,     ,,014949352052
CA,    ,035401,#1,EUO KIA MANHATTAN,Manhattan Euonymus                                          ,EVS,05,     ,,-,"7""H - 8""S"," 1,218 ",     ,          , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949354018
CA,    ,035402,#2,EUO KIA MANHATTAN,Manhattan Euonymus                                          ,EVS,05,     ,,-,"10""H - 12""S", 350 ,     ,          , 13.00 , 10.40 , 1.24 , 11.64 ,     ,,014949354025
CA,    ,035405,#5,EUO KIA MANHATTAN,Manhattan Euonymus                                          ,EVS,05, 319 ,319,-,"15'H - 15""S",     ,     ,          , 18.25 , 14.60 , 2.47 , 17.07 ,     ,,014949354056
CA,    ,035405ES,#5 ESPALIER,EUO KIA MANHATTAN,Manhattan Euonymus                                          ,EVS,05, 50 ,50,-,"36""H - 42""S", 14 , 11 ,05/01/14  , 48.00 , 38.40 , 3.71 , 42.11 ,     ,,014949354155
CA,    ,03540MES,#10 Squat ESPALIER,EUO KIA MANHATTAN,Manhattan Euonymus                                          ,EVS,05, 20 ,20,-,"48""H - 44""S", 28 ,,, 79.00 , 63.20 , 13.35 , 76.55 ,     ,,014949202531
OR,    ,035885,#5,FAGUS SYL ASPLENIFOLIA,Cut Leaf European Beech                                     ,TRE,05,     ,,BREAKING DORMANCY,"60""H - 22""S", 55 ,     ,          , 41.00 , 32.80 , 2.30 , 35.10 ,     ,,014949029169
OR,    ,035795,#5,FAGUS SYL RIVERSII,River's Purple European Beech                               ,TRE,04,     ,,BREAKING DORMANCY,"56""H", 10 ,     ,          , 41.00 , 32.80 , 2.30 , 35.10 ,     ,,014949357958
OR,    ,035785,#5,FAGUS SYL TRICOLOR,Tricolor European Beech                                     ,TRE,04,     ,,BREAKING DORMANCY,"48""H", 275 ,     ,          , 41.00 , 32.80 , 2.30 , 35.10 ,     ,,014949357859
OR,    ,019241,#1,FERN-ATHYRIUM F LADY IN RED,Lady In Red Fern                                            ,FRN,02,     ,,DORMANT,., 171 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949052129
CA,    ,019241,#1,FERN-ATHYRIUM F LADY IN RED,Lady In Red Fern                                            ,FRN,02,     ,,EMERGING,CAN FULL, 573 ,     ,          , 6.50 , 5.20 , 0.49 , 5.69 ,     ,,014949052129
CA,    ,019242,#2,FERN-ATHYRIUM F LADY IN RED,Lady In Red Fern                                            ,FRN,02,     ,,EMERGING,"10""S", 105 ,     ,          , 14.75 , 11.80 , 1.24 , 13.04 ,     ,,014949015483
CA,    ,018762,#2,FERN-ATHYRIUM GHOST,Ghost Fern                                                  ,FRN,04,     ,,-,"10""S", 95 ,     ,          , 14.75 , 11.80 , 1.24 , 13.04 ,     ,,014949015308
OR,    ,036121,#1,FERN-ATHYRIUM NIP PICTUM,Japanese Painted Fern                                       ,FRN,05,     ,,DORMANT,.,     , 330 ,06/01/14  , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949361214
CA,    ,036121,#1,FERN-ATHYRIUM NIP PICTUM,Japanese Painted Fern                                       ,FRN,05,     ,,-,CAN FULL, 47 ,     ,          , 6.50 , 5.20 , 0.49 , 5.69 ,     ,,014949361214
CA,    ,036122,#2,FERN-ATHYRIUM NIP PICTUM,Japanese Painted Fern                                       ,FRN,05,     ,,-,CAN FULL, 16 ,     ,          , 14.75 , 11.80 , 1.24 , 13.04 ,     ,,014949361221
CA,    ,022041,#1,FERN-ATHYRIUM REGAL RED,Regal Red Japanese Painted Fern                             ,FRN,04,     ,,-,CAN FULL, 12 ,     ,          , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949004500
OR,    ,005041,#1,FERN-DRYOPTERIS CELSA,Log Fern                                                    ,FRN,05,     ,,-,"10""H - 10""S", 437 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949014783
OR,    ,021221,#1,FERN-DRYOPTERIS ERY BRILLIANCE,Brilliance Autumn Fern                                      ,FRN,05,     ,,-,8''H - 8''S, 30 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949023648
OR,    ,021222,#2,FERN-DRYOPTERIS ERY BRILLIANCE,Brilliance Autumn Fern                                      ,FRN,05,     ,,-,14''H - 14''S, 9 ,     ,          , 14.75 , 11.80 , 1.15 , 12.95 ,     ,,014949053362
OR,    ,036261,#1,FERN-DRYOPTERIS FELIX-MAS ROB,Robust Male Fern                                            ,FRN,04, 50 ,50,CUT BACK,.,     ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949362617
OR,    ,036262,#2,FERN-DRYOPTERIS FELIX-MAS ROB,Robust Male Fern                                            ,FRN,04,     ,,DORMANT,*, 27 ,     ,          , 14.75 , 11.80 , 1.15 , 12.95 ,     ,,014949307007
OR,    ,036451,#1,FERN-MATTEUCCIA STRUTHIOPTERIS,European Ostrich Fern                                       ,FRN,03, 32 ,32,DORMANT,*, 5 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949364512
CA,    ,036451,#1,FERN-MATTEUCCIA STRUTHIOPTERIS,European Ostrich Fern                                       ,FRN,03, 18 ,18,-,"8""S",     ,     ,          , 6.50 , 5.20 , 0.49 , 5.69 ,     ,,014949364512
CA,    ,036455,#5,FERN-MATTEUCCIA STRUTHIOPTERIS,European Ostrich Fern                                       ,FRN,03,     ,,-,"12""S", 7 ,     ,          , 21.75 , 17.40 , 2.47 , 19.87 ,     ,,014949364550
OR,    ,036491,#1,FERN-POLYSTICHUM SET(ANGULARE),Soft Shield Fern                                            ,FRN,05,     ,,,CAN FULL,     , 60 ,06/01/14  , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949364918
OR,    ,036492,#2,FERN-POLYSTICHUM SET(ANGULARE),Soft Shield Fern                                            ,FRN,05,     ,,-,10''H - 12''S, 10 ,     ,          , 14.75 , 11.80 , 1.15 , 12.95 ,     ,,014949364925
OR,2010,005082,#2,FERN-POLYSTICHUM X DYCEI,Dyce's Holly Fern                                           ,FRN,06,     ,,-,14''S, 10 ,     ,          , 14.75 , 11.80 , 1.15 , 12.95 ,     ,,014949327784
CA,    ,036785,#5,FICUS CAR BROWN TURKEY,Brown Turkey Fig                                            ,TRE,07,     ,,BREAKING DORMANCY,"34""H", 5 ,     ,          , 27.00 , 21.60 , 2.47 , 24.07 ,     ,,014949367858
CA,    ,036795,#5,FICUS CAR KADOTA,Kadota Fig                                                  ,TRE,07,     ,,BREAKING DORMANCY,"36""H"," 1,351 ",     ,          , 27.00 , 21.60 , 2.47 , 24.07 ,     ,,014949367957
CA,    ,036815,#5,FICUS CAR MISSION,Mission Fig                                                 ,TRE,07,     ,,BREAKING DORMANCY,"36""H", 57 ,     ,          , 27.00 , 21.60 , 2.47 , 24.07 ,     ,,014949368152
OR,    ,017541,#1,FORSYTHIA X MAGICAL R GOLD,Magical®  Gold Forsythia,DCS,05,     ,,BUDS & BLOOMS,"10""H - 8""S", 19 ,     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949004395
OR,    ,037172,#2,FOTHERGILLA GARDENII,Dwarf Fothergilla                                           ,DCS,05,     ,,DORMANT,10''H - 12''S, 23 ,,, 15.50 , 12.40 , 1.15 , 13.55 ,     ,,014949371725
OR,2010,068351,#1,FRAGARIA ALBION R PP16228,Albion Strawberry                                           ,PRN,03,     ,,-,,     , 452 ,05/01/14  , 4.00 , 3.20 , 0.46 , 3.66 ,     ,,014949324776
OR,2010,06835UT,LittleOne,FRAGARIA ALBION R PP16228,Albion Strawberry                                           ,PRN,03,     ,,-,CAN FULL,     , 8 ,05/01/14  , 2.75 , 2.20 , 0.35 , 2.55 ,     ,,014949324790
OR,2010,068341,#1,FRAGARIA TRISTAR,Tristar Strawberry                                          ,PRN,04,     ,,-,,     , 622 ,05/01/14  , 4.00 , 3.20 , 0.46 , 3.66 ,     ,,014949324745
OR,2010,06834UT,LittleOne,FRAGARIA TRISTAR,Tristar Strawberry                                          ,PRN,04,     ,,-,CAN FULL,     , 21 ,05/01/14  , 2.75 , 2.20 , 0.35 , 2.55 ,     ,,014949324769
OR,2010,068361,#1,FRAGARIA X SEASCAPE R,Seascape Strawberry                                         ,PRN,04,     ,,,,     , 390 ,05/01/14  , 4.00 , 3.20 , 0.46 , 3.66 ,     ,,014949324806
OR,2010,06836UT,LittleOne,FRAGARIA X SEASCAPE R,Seascape Strawberry                                         ,PRN,04,     ,,-,CAN FULL,     , 17 ,05/01/14  , 2.75 , 2.20 , 0.35 , 2.55 ,     ,,014949324820
CA,2013,088831,#1,GAILLARDIA ARIZONA RED SHADES,Arizona Red Shades Blanket Flower                           ,PRN,03,     ,,BUDS,CAN FULL, 18 ,,, 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949370681
CA,2013,089221,#1,GAILLARDIA FANFARE BLZE P23494,Fanfare Blaze Blanket Flower                                ,PRN,03,     ,,BUDS & BLOOMS,CAN FULL, 501 ," 1,262 ",05/01/14  , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949372074
CA,    ,036441,#1,GAILLARDIA ORNGS&LEMONS P17092,Oranges & Lemons Blanket Flower                             ,PRN,03,     ,,BUDS & BLOOMS,CAN FULL, 58 ,,, 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949215562
OR,    ,017611,#1,GAULTHERIA RED BARON,Red Baron Creeping Wintergreen                              ,EVS,03,     ,,,"6""S",     ," 1,646 ",05/01/14  , 8.25 , 6.60 , 0.46 , 7.06 ,     ,,014949013922
CA,2010,058861,#1,GAURA L GEYSER WHITE,Geyser White Gaura                                          ,PRN,05,     ,,,,     , 20 ,05/01/14  , 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949312056
CA,    ,028091,#1,GAURA L PINK CLOUD,Pink Cloud Gaura                                            ,PRN,06,     ,,BUDS & BLOOMS,CAN FULL, 20 ,,, 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949062302
OR,2012,082571,#1,GAZANIA KREBSIANA TANAGER R,Tanager®  Terracotta Gazania,PRN,06,     ,,-,, 20 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949368046
CA,2012,082571,#1,GAZANIA KREBSIANA TANAGER R,Tanager®  Terracotta Gazania,PRN,06,     ,,-,CAN FULL,     , 749 ,05/01/14  , 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949368046
OR,    ,048591,#1,GAZANIA LIN COLORADO GOLD R,Colorado Gold®  Treasure Flower,PRN,04,     ,,,,     , 480 ,06/01/14  , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949272909
CA,    ,048591,#1,GAZANIA LIN COLORADO GOLD R,Colorado Gold®  Treasure Flower,PRN,04,     ,,-,CAN FULL,     , 678 ,05/01/14  , 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949272909
OR,    ,04859UT,LittleOne,GAZANIA LIN COLORADO GOLD R,Colorado Gold®  Treasure Flower,PRN,04,     ,,-,CAN FULL," 1,219 ",,, 3.25 , 2.60 , 0.35 , 2.95 ,     ,,014949264720
OR,    ,038121,#1,GENISTA PIL GOLD FLASH,Gold Flash Broom                                            ,DCS,03,     ,,-,"8""S", 10 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949381212
OR,    ,038241,#1,GERANIUM CIN BALLERINA,Ballerina Cranesbill                                        ,PRN,04,     ,,-,CAN FULL, 60 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949382417
OR,    ,038281,#1,GERANIUM CIN SUBCAULESCENS,Black-Eyed Magenta Cranesbill                               ,PRN,05,     ,,,CAN FULL, 993 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949382813
OR,    ,03828UT,LittleOne,GERANIUM CIN SUBCAULESCENS,Black-Eyed Magenta Cranesbill                               ,PRN,05,     ,,,CAN FULL," 1,397 ",     ,          , 2.95 , 2.36 , 0.35 , 2.71 ,     ,,014949010808
OR,2011,044041,#1,GERANIUM PHA MARGARET WILSON,Margaret Wilson Geranium                                    ,PRN,05,     ,,-,CAN FULL, 906 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949230503
OR,    ,023081,#1,GERANIUM ROZANNE PP12175,Rozanne Cranesbill                                          ,PRN,04,     ,,-,CAN FULL,     , 15 ,06/01/14  , 6.75 , 5.40 , 0.46 , 5.86 ,     ,,014949043004
CA,    ,023081,#1,GERANIUM ROZANNE PP12175,Rozanne Cranesbill                                          ,PRN,04,     ,,,CAN FULL,     , 187 ,04/15/14  , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949043004
OR,    ,005231,#1,GERANIUM SANGUINEUM MAX FREI,Max Frei Bloody Cranesbill                                  ,PRN,04,     ,,EMERGING,., 20 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949052310
OR,    ,038331,#1,GERANIUM X CAN BIOKOVO,Biokovo Cranesbill                                          ,PRN,04,     ,,-,CAN FULL, 30 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949383315
OR,    ,021454PTC,"4"" Pot POT-TERRA",GEUM COCC BORISII,Boris Avens                                                 ,PRN,04,     ,,-,CAN FULL,     , 395 ,05/01/14  , 3.00 , 2.40 , 0.26 , 2.66 ,     ,,014949050798
OR,    ,02145UT,LittleOne,GEUM COCC BORISII,Boris Avens                                                 ,PRN,04,     ,,-,CAN FULL, 125 ,     ,          , 2.95 , 2.36 , 0.35 , 2.71 ,     ,,014949050798
OR,    ,035601,#1,GEUM COCC WERNER ARENDS,Werner Arends Avens                                         ,PRN,04,     ,,CUT BACK,., 57 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949260562
OR,2012,067791,#1,GR-BOUT BLOND AMBITION PP22048,Blonde Ambition Blue Grama Grass                            ,GRS,04,     ,,CUT BACK,., 62 ,     ,          , 8.00 , 6.40 , 0.46 , 6.86 ,     ,,014949338728
CA,2012,067791,#1,GR-BOUT BLOND AMBITION PP22048,Blonde Ambition Blue Grama Grass                            ,GRS,04,     ,,-,CAN FULL, 485 ,     ,          , 8.00 , 6.40 , 0.49 , 6.89 ,     ,,014949338728
OR,    ,014011,#1,GR-CAL ACUT KARL FOERSTER,Foerster's Feather Reed Grass                               ,GRS,04,     ,,CUT BACK,., 158 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949140116
CA,    ,014011,#1,GR-CAL ACUT KARL FOERSTER,Foerster's Feather Reed Grass                               ,GRS,04,     ,,CUT BACK,"3""H", 559 ,,, 6.50 , 5.20 , 0.49 , 5.69 ,     ,,014949140116
OR,    ,014012,#2,GR-CAL ACUT KARL FOERSTER,Foerster's Feather Reed Grass                               ,GRS,04,     ,,-,"8""H", 29 ,     ,          , 13.75 , 11.00 , 1.15 , 12.15 ,     ,,014949011515
CA,    ,014012,#2,GR-CAL ACUT KARL FOERSTER,Foerster's Feather Reed Grass                               ,GRS,04,     ,,CUT BACK,"3""H", 36 ,     ,          , 13.75 , 11.00 , 1.24 , 12.24 ,     ,,014949011515
OR,    ,014015,#5,GR-CAL ACUT KARL FOERSTER,Foerster's Feather Reed Grass                               ,GRS,04, 199 ,99,CUT BACK,.,     ,     ,          , 18.00 , 14.40 , 2.30 , 16.70 ,     ,,014949140154
CA,    ,014015,#5,GR-CAL ACUT KARL FOERSTER,Foerster's Feather Reed Grass                               ,GRS,04, 347 ,347,CUT BACK,"4""H",     ,     ,          , 18.00 , 14.40 , 2.47 , 16.87 ,     ,,014949140154
OR,    ,014071,#1,GR-CAL ACUT OVERDAM,Overdam Feather Reed Grass                                  ,GRS,04,     ,,CUT BACK,., 114 ,     ,          , 6.25 , 5.00 , 0.46 , 5.46 ,     ,,014949140710
CA,    ,014071,#1,GR-CAL ACUT OVERDAM,Overdam Feather Reed Grass                                  ,GRS,04,     ,,-,"6""H",     , 334 ,04/01/14  , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949140710
OR,    ,014072,#2,GR-CAL ACUT OVERDAM,Overdam Feather Reed Grass                                  ,GRS,04,     ,,CUT BACK,., 15 ,     ,          , 13.50 , 10.80 , 1.15 , 11.95 ,     ,,014949140727
OR,    ,014074PTC,"4"" Pot POT-TERRA",GR-CAL ACUT OVERDAM,Overdam Feather Reed Grass                                  ,GRS,04,     ,,CUT BACK,., 210 ,     ,          , 3.50 , 2.80 , 0.26 , 3.06 ,     ,,014949291382
OR,    ,022581,#1,GR-CAREX BUCHANANII,Fox Red Curly Sedge                                         ,GRS,05,     ,,-,"16""H", 10 ,     ,          , 6.25 , 5.00 , 0.46 , 5.46 ,     ,,014949225813
CA,    ,022581,#1,GR-CAREX BUCHANANII,Fox Red Curly Sedge                                         ,GRS,05,     ,,CUT BACK,"11""H *", 50 ,     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949225813
CA,    ,022582,#2,GR-CAREX BUCHANANII,Fox Red Curly Sedge                                         ,GRS,05,     ,,CUT BACK,"15""H *", 266 ,,, 13.50 , 10.80 , 1.24 , 12.04 ,     ,,014949225820
CA,    ,022585,#5,GR-CAREX BUCHANANII,Fox Red Curly Sedge                                         ,GRS,05,     ,,CUT BACK,"16""H *", 177 ,     ,          , 17.50 , 14.00 , 2.47 , 16.47 ,     ,,014949225851
OR,    ,035931,#1,GR-CAREX DOL KAGA NISHIKI,Gold Fountains Sedge                                        ,GRS,05,     ,,CUT BACK,., 12 ,     ,          , 6.25 , 5.00 , 0.46 , 5.46 ,     ,,014949219478
OR,    ,035831,#1,GR-CAREX MOR ICE DANCE,Ice Dance Japanese Sedge                                    ,GRS,05,     ,,-,"8""H", 10 ,     ,          , 6.25 , 5.00 , 0.46 , 5.46 ,     ,,014949234082
OR,    ,035832,#2,GR-CAREX MOR ICE DANCE,Ice Dance Japanese Sedge                                    ,GRS,05,     ,,,, 398 ,     ,          , 13.50 , 10.80 , 1.15 , 11.95 ,     ,,014949368336
OR,    ,024091,#1,GR-CHASMANTHIUM LATIFOLIUM,Northern Sea Oats                                           ,GRS,04,     ,,CUT BACK,., 158 ,,, 6.25 , 5.00 , 0.46 , 5.46 ,     ,,014949240915
CA,    ,024091,#1,GR-CHASMANTHIUM LATIFOLIUM,Northern Sea Oats                                           ,GRS,04,     ,,-,"6""H", 75 ,,, 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949240915
OR,    ,024094PTC,"4"" Pot POT-TERRA",GR-CHASMANTHIUM LATIFOLIUM,Northern Sea Oats                                           ,GRS,04,     ,,-,CAN FULL,     , 15 ,05/01/14  , 3.50 , 2.80 , 0.26 , 3.06 ,     ,,014949291399
OR,    ,005395,#5,GR-DESCHAMPSIA NORTHERN LIGHTS,Northern Lights Tufted Hair Grass                           ,GRS,04,     ,,CUT BACK,., 219 ,     ,          , 17.50 , 14.00 , 2.30 , 16.30 ,     ,,014949372326
OR,    ,031941,#1,GR-ELYMUS ARENARIUS BLUE DUNE,Blue Dune Lyme Grass                                        ,GRS,04,     ,,CUT BACK,., 248 ,     ,          , 6.25 , 5.00 , 0.46 , 5.46 ,     ,,014949319413
CA,    ,031941,#1,GR-ELYMUS ARENARIUS BLUE DUNE,Blue Dune Lyme Grass                                        ,GRS,04,     ,,-,"7""H", 258 ,     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949319413
OR,    ,028051,#1,GR-ERIANTHUS RAVENNAE,Hardy Pampas Grass                                          ,GRS,04,     ,,CUT BACK,., 40 ,     ,          , 6.25 , 5.00 , 0.46 , 5.46 ,     ,,014949280515
CA,    ,028051,#1,GR-ERIANTHUS RAVENNAE,Hardy Pampas Grass                                          ,GRS,04,     ,,CUT BACK,"8""H", 124 ,     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949280515
CA,    ,028055,#5,GR-ERIANTHUS RAVENNAE,Hardy Pampas Grass                                          ,GRS,04,     ,,-,"15""H", 40 ,     ,          , 17.50 , 14.00 , 2.47 , 16.47 ,     ,,014949280553
CA,    ,036671,#1,GR-FESTUCA GLAUCA ELIJAH BLUE,Elijah Blue Fescue                                          ,GRS,04,     ,,-,"4""H"," 5,226 ",     ,          , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949366714
OR,    ,03667UT,LittleOne,GR-FESTUCA GLAUCA ELIJAH BLUE,Elijah Blue Fescue                                          ,GRS,04,     ,,,CAN FULL, 16 ,     ,          , 3.50 , 2.80 , 0.35 , 3.15 ,     ,,014949042083
CA,    ,035911,#1,GR-HAKONECHLOA MACRA ALL GOLD,All Gold Japanese Forest Grass                              ,GRS,04,     ,,-,2/3 CAN FULL,     , 396 ,04/15/14  , 10.25 , 8.20 , 0.49 , 8.69 ,     ,,014949208625
OR,    ,038681,#1,GR-HAKONECHLOA MACRA AUREOLA,Golden Japanese Forest Grass                                ,GRS,04,     ,,CUT BACK,.," 2,067 "," 1,404 ",05/01/14  , 8.00 , 6.40 , 0.46 , 6.86 ,     ,,014949386811
CA,    ,038681,#1,GR-HAKONECHLOA MACRA AUREOLA,Golden Japanese Forest Grass                                ,GRS,04,     ,,-,2/3 CAN FULL,     , 85 ,04/01/14  , 8.00 , 6.40 , 0.49 , 6.89 ,     ,,014949386811
