Loc,Order#,PO#,Request Date,Item,Size,Description,Product,Zone,Common Name,New Plant,Catalog Price      ,Price Code,Net Price     ,Minimum Ord Qty,Confirmed Qty Remaining,Confirmed Amount Remaining,2012 Qty Shipped  ,2013 Qty Shipped  ,2014 Qty Shipped  ,Date Ready,Condition,Current Specs,Plant Status,Unit Freight,Landed Price,Landed Price Palletized,SKU,Retail Price,UPC
OR,1494529,SP 2015 OR                    ,06/15/15  ,013651,#1,BRUNNERA MAC VARIEGATA,PRN,03,Variegated Siberian Bugloss                                                                         ,    ,6.95,,6.12, 10 , 40 , 244.80 ,     ,     ,     ,04/01/15    ,-,,PS0,0.98, 7.10 ,     ,, 14.99 ,014949136515 
CT,1494979,SPRING 2015 CT                ,06/01/15  ,401292S,SuperTwo,BUD LO&BEHLD R PINK MICRO CHIP,DCS,05,Lo & Behold®  Pink Micro Chip Summer Lilac                                                          ,    ,17,,14.96, 5 , 10 , 149.60 ,     ,     ,     ,Now         ,DORMANT,,,1.05, 16.01 ,     ,, 32.99 ,014949388914 
CT,1494979,SPRING 2015 CT                ,06/01/15  ,407622S,SuperTwo,BUD LO&BEHOLD BLU CHIP JR,DCS,05,Lo & Behold®  Blue Chip Jr. Butterfly Bush                                                          ,    ,17,,14.96, 5 , 24 , 359.04 ,     ,     ,     ,Now         ,DORMANT,,,1.05, 16.01 ,     ,, 32.99 ,014949414873 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,077392S,SuperTwo,BUDDLEJA MISS MOLLY PPAF,DCS,05,Miss Molly Summer Lilac                                                                             ,2012,17,,14.96, 5 , 15 , 224.40 ,     ,     ,     ,05/15/15    ,,,,1.95, 16.91 ,     ,, 32.99 ,014949355749 
OR,1494529,SP 2015 OR                    ,06/15/15  ,003011,#1,BUXUS CHICAGOLAND GREEN R,EVS,04,Chicagoland Green™  Boxwood                                                                         ,    ,7.5,,6.6, 10 , 70 , 462.00 ,     ,     ,     ,Now         ,-,"8""H - 6""S",,0.98, 7.58 ,     ,, 14.99 ,014949005750 
OR,1494529,SP 2015 OR                    ,06/15/15  ,090782,#2,BUXUS GOLDEN TRIUMPH,EVS,05,Golden Triumph Boxwood                                                                              ,2011,17,,14.96, 5 , 40 , 598.40 ,     ,     ,     ,Now         ,-,"10""H - 12""S",,2.44, 17.40 ,     ,, 34.99 ,014949251867 
OR,1494529,SP 2015 OR                    ,06/15/15  ,024662,#2,CEPHALOTAXUS HAR DUKE GARDENS,CON,06,Duke Gardens Japanese Plum Yew                                                                      ,2011,16,,14.08, 5 , 30 , 422.40 ,     ,     ,     ,05/01/15    ,-,,,2.44, 16.52 ,     ,, 34.99 ,014949049280 
OR,1494529,SP 2015 OR                    ,06/15/15  ,017382,#2,CEPHALOTAXUS HAR FASTIGIATA,CON,06,Upright Japanese Plum Yew                                                                           ,    ,16,,14.08, 5 , 20 , 281.60 ,     ,     ,     ,05/01/15    ,-,,,2.44, 16.52 ,     ,, 34.99 ,014949040270 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,057383,#3,CESTRUM AUR ORANGE PEEL,EVS,07,Orange Peel Jessamine                                                                               ,2011,18.5,,16.28, 5 , 10 , 162.80 ,     ,     ,     ,05/15/15    ,,,,2.34, 18.62 ,     ,, 37.99 ,014949423165 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,023021,#1,CHRYS (LEUCANTH) X SUP BECKY,PRN,05,Becky Shasta Daisy                                                                                  ,    ,4.9,,4.31, 10 , 18 , 77.58 ,     ,     ,     ,04/15/15    ,,,PS0,0.58, 4.89 ,     ,, 9.99 ,014949002490 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,004221,#1,CHRYS (LEUCANTH) X SUP SNOWCAP,PRN,05,Snowcap Shasta Daisy                                                                                ,    ,4.9,,4.31, 10 , 18 , 77.58 ,     ,     ,     ,04/01/15    ,,,PS0,0.58, 4.89 ,     ,, 9.99 ,014949000397 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,412585,#5,COLOCASIA RYL HWN R MAUI GOLD,PRN,07,Royal Hawaiian®  Maui Gold Elephant Ear                                                             ,New ,21.5,,18.92, 5 , 6 , 113.52 ,     ,     ,     ,05/15/15    ,,,PS0,2.92, 21.84 ,     ,, 44.99 ,014949423479 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,03172UT,LittleOne,CORDYLINE BAUERI,EVS,09,Bauer's Dracaena Palm                                                                               ,    ,4.25,,3.74, 16 , 32 , 119.68 ,     ,     ,     ,04/01/15    ,-,,,0.44, 4.18 ,     ,, 7.99 ,014949231616 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,031721,#1,CORDYLINE BAUERI,EVS,09,Bauer's Dracaena Palm                                                                               ,    ,8,,7.04, 10 , 24 , 168.96 ,     ,     ,     ,04/01/15    ,,,,0.58, 7.62 ,     ,, 15.99 ,014949317211 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,078721,#1,CORE BIGBANG TM CSMC EY P22601,PRN,05,Big Bang™  Cosmic Eye Tickseed                                                                      ,2012,5.5,,4.84, 10 , 18 , 87.12 ,     ,     ,     ,04/15/15    ,,,PS0,0.58, 5.42 ,     ,, 10.99 ,014949371831 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,088891,#1,CORE BIGBANG TM MRCRY RSNG PAF,PRN,05,Big Bang™  Mercury Rising Tickseed                                                                  ,2013,5.5,,4.84, 10 , 18 , 87.12 ,     ,     ,     ,04/15/15    ,,,PS0,0.58, 5.42 ,     ,, 10.99 ,014949323472 
CT,1494979,SPRING 2015 CT                ,06/01/15  ,028553,#3,COT APICULATUS TOM THUMB,DCS,04,Tom Thumb Cranberry Cotoneaster                                                                     ,    ,14.5,,12.76, 5 , 10 , 127.60 ,     ,     ,     ,Now         ,-,8'' H 12-15'' S,,1.46, 14.22 ,     ,, 29.99 ,014949402160 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,078741,#1,DELOSPERMA FIRE SPINNER R,PRN,05,Fire Spinner®  Ice Plant                                                                            ,2012,5.25,,4.62, 10 , 12 , 55.44 ,     ,     ,     ,04/15/15    ,,,PS0,0.58, 5.20 ,     ,, 10.99 ,014949358955 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,097231,#1,DELOSPERMA FIRE WONDER PPAF,PRN,04,Wheels of Wonder®  Fire Wonder Ice Plant                                                            ,2014,5.25,,4.62, 10 , 12 , 55.44 ,     ,     ,     ,04/15/15    ,,,PS0,0.58, 5.20 ,     ,, 10.99 ,014949380109 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,004801,#1,DICENTRA BURNINGHEARTS PP20797,PRN,04,Burning Hearts Bleeding Heart                                                                       ,2011,6.35,,5.59, 10 , 12 , 67.08 ,     ,     ,     ,05/01/15    ,,,PS0,0.58, 6.17 ,     ,, 12.99 ,014949346822 
CT,1494979,SPRING 2015 CT                ,06/01/15  ,085821,#1,DISPORUM CANT MOONLIGHT P24556,PRN,07,Moonlight Chinese Fairy Bells                                                                       ,New ,7.15,,6.29, 10 , 12 , 75.48 ,     ,     ,     ,Now         ,,,PS0,0.19, 6.48 ,     ,, 12.99 ,014949379158 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,097902S,SuperTwo,DISTYLIUM EMRLD HEIGHTS R PPAF,EVS,06,                                                                                                    ,2014,17,,14.96, 5 , 20 , 299.20 ,     ,     ,     ,05/01/15    ,,,,1.95, 16.91 ,     ,, 34.99 ,014949419236 
CT,1494979,SPRING 2015 CT                ,06/01/15  ,086841,#1,ECHIN SMBRO TM SALSA RD P23105,PRN,04,Sombrero™  Salsa Red Coneflower                                                                     ,2014,5.75,,5.06, 10 , 12 , 60.72 ,     ,     ,     ,05/15/15    ,,,PS0,0.55, 5.61 ,     ,, 12.99 ,014949383957 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,08702UT,LittleOne,ECHINACEA CHEYENNE SPIRIT,PRN,04,Cheyenne Spirit Echinacea                                                                           ,2013,3.1,,2.73, 16 , 16 , 43.68 ,     ,     ,     ,04/01/15    ,,,PS0,0.44, 3.17 ,     ,, 6.99 ,014949368596 
CA,1494511,SPRING 2015 CA                ,06/15/15  ,062005,#5,ENSETE MAURELII,PRN,10,Red Leaved Banana                                                                                   ,    ,33,,29.04, 5 , 10 , 290.40 ,     ,     ,     ,Now         ,-,"36""H",PS1,5.12, 34.16 ,     ,, 69.99 ,014949620052 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,053981,#1,ERYNGIUM X BIG BLUE PPAF,PRN,04,Sea Holly                                                                                           ,2010,6.35,,5.59, 10 , 12 , 67.08 ,     ,     ,     ,05/01/15    ,-,,,0.58, 6.17 ,     ,, 12.99 ,014949361351 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,083621,#1,FERN-ADIANTUM PEDATUM,FRN,03,American Maidenhair Fern                                                                            ,    ,6.25,,5.5, 10 , 12 , 66.00 ,     ,     ,     ,Now         ,,CAN FULL,,0.58, 6.08 ,     ,, 12.99 ,014949836217 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,035905,#5,FERN-ALSOPHILA AUSTRALIS,FRN,10,Australian Tree Fern                                                                                ,    ,23.5,,20.68, 5 , 5 , 103.40 ,     ,     ,     ,Now         ,,"39""H",,2.92, 23.60 ,     ,, 49.99 ,014949359051 
CT,1494979,SPRING 2015 CT                ,06/01/15  ,032821,#1,FERN-ARACHNIODES STANDISHII,FRN,04,Upside Down Fern                                                                                    ,New ,6.75,,5.94, 10 , 12 , 71.28 ,     ,     ,     ,05/15/15    ,,,,0.55, 6.49 ,     ,, 12.99 ,014949308202 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,019241,#1,FERN-ATHYRIUM F LADY IN RED,FRN,02,Lady In Red Fern                                                                                    ,    ,5.75,,5.06, 10 , 12 , 60.72 ,     ,     ,     ,05/01/15    ,,,,0.58, 5.64 ,     ,, 12.99 ,014949052129 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,018761,#1,FERN-ATHYRIUM GHOST,FRN,04,Ghost Fern                                                                                          ,    ,5.75,,5.06, 10 , 18 , 91.08 ,     ,     ,     ,04/01/15    ,,,,0.58, 5.64 ,     ,, 12.99 ,014949008843 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,036121,#1,FERN-ATHYRIUM NIP PICTUM,FRN,05,Japanese Painted Fern                                                                               ,    ,5.75,,5.06, 10 , 18 , 91.08 ,     ,     ,     ,Now         ,DORMANT,CAN FULL,,0.58, 5.64 ,     ,, 12.99 ,014949361214 
GA,1494978,SPRING 2015 GA                ,06/01/15  ,044531,#1,FERN-ATHYRIUM NIP URSULA'S RED,FRN,05,Ursula's Red Japanese Painted Fern                                                                  ,    ,5.75,,5.06, 10 , 18 , 91.08 ,     ,     ,     ,04/15/15    ,,,,0.58, 5.64 ,     ,, 12.99 ,014949272220 
