1,Item,Description,Botanical Name,Common Name
OR,05096UT,HEBE JASPER,Hebe 'Jasper'                                               ,Jasper Hebe                                                 
OR,051031,HEBE PIMELEOIDES QUICKSILVER,Hebe pimeleoides 'Quicksilver'                              ,Quicksilver Hebe                                            
OR,039462,HEBE PING SUTHERLANDII,Hebe pinguifolia 'Sutherlandii'                             ,Sutherland Hebe                                             
OR,05104UT,HEBE PINGUIFOLIA PAGEI,Hebe pinguifolia 'Pagei'                                    ,Page Hebe                                                   
OR,412821,HELENIUM AUT CAN CAN,Helenium autumnale 'Can Can'                                ,Can Can Sneezeweed                                          
OR,413081,HELIOPSIS HEL SUNSTRUCK P25524,"Heliopsis helianthoides 'Sunstruck' P.P.#25,524             ",Sunstruck False Sunflower                                   
OR,096141,HELLE WJEWELS R HARLEQUIN GEM,Helleborus x hybridus 'Harlequin Gem'                       ,Winter Jewels®  Harlequin Gem Lenten Rose
OR,075431,HELLEBORUS X DOUBLE FANTASY,Helleborus niger 'Double Fantasy'                           ,Double Fantasy Lenten Rose (Winter Dreams Series)           
OR,040511,HEM HAPPY RETURNS,Hemerocallis x 'Happy Returns'                              ,Happy Returns Dwarf Daylily                                 
OR,040512,HEM HAPPY RETURNS,Hemerocallis x 'Happy Returns'                              ,Happy Returns Dwarf Daylily                                 
OR,040071,HEM JOAN SENIOR,Hemerocallis x 'Joan Senior'                                ,Joan Senior Daylily                                         
OR,040131,HEM MINI PEARL,Hemerocallis x 'Mini Pearl'                                 ,Mini Pearl Dwarf Daylily                                    
OR,083984PTC,HEM PINK PLAYMATE,Hemerocallis x 'Pink Playmate'                              ,Pink Playmate Daylily                                       
OR,040631,HEM PRAIRIE BLUE EYES,Hemerocallis x 'Prairie Blue Eyes'                          ,Prairie Blue Eyes Daylily                                   
OR,083941,HEM SILOAM GUMDROP,Hemerocallis x 'Siloam Gumdrop'                             ,Siloam Gumdrop Daylily                                      
OR,083931,HEM SWIRLING WATER,Hemerocallis x 'Swirling Water'                             ,Swirling Water Daylily                                      
OR,064181,HESPERALOE BRK LIGHTS R P21729,"Hesperaloe parviflora 'Perpa' P.P. # 21,729                 ",Brakelights®  Red Yucca
OR,403231,HEUCHERA BERRY SMOOTHIE P21871,"Heuchera ' Berry Smoothie' P.P.# 21,871 C.O.P.F.            ",Berry Smoothie Coral Bells                                  
OR,097171,HEUCHERA CARNIVAL RSE GRNT PAF,Heuchera x hybrida 'Carnival Rose Granita'                  ,Carnival Rose Granita Coral Bells                           
OR,036711,HEUCHERA CAROLINE PP20026,"Heuchera x 'Caroline' P.P. #20,026                          ",Caroline Coral Bells                                        
OR,403241,HEUCHERA CHERRY COLA P22967,Heuchera 'Cherry Cola' P.P.A.F.                             ,Cherry Cola Heuchera                                        
OR,054911,HEUCHERA FIRE CHIEF PP21880,Heuchera x 'Fire Chief' P.P.#21880                          ,Fire Chief Coral Bells                                      
OR,023101,HEUCHERA FROSTED VIOLET P15085,Heuchera 'Frosted Violet' P.P.# 15085                       ,Frosted Violet Coral Bells                                  
OR,047531,HEUCHERA GEORGIA PEACH PP19375,Heuchera x 'Georgia Peach' P.P.# 19375                      ,Georgia Peach Coral Bells                                   
OR,018661,HEUCHERA GREEN SPICE,Heuchera americana 'Green Spice'                            ,Green Spice Coral Bells                                     
OR,028871,HEUCHERA MARMALADE PP15945,Heuchera x 'Marmalade' P.P.# 15945                          ,Marmalade Coral Bells                                       
OR,045721,HEUCHERA MIDNIGHT ROSE PP18551,Heuchera x 'Midnight Rose' P.P.# 18551                      ,Midnight Rose Coral Bells                                   
OR,040451,HEUCHERA PALACE PURPLE,Heuchera micrantha 'Palace Purple'                          ,Palace Purple Coral Bells                                   
OR,047541,HEUCHERA PEACH FLAMBEE PP17195,Heuchera x 'Peach Flambe' P.P.# 17195                       ,Peach Flambe Coral Bells                                    
OR,046641,HEUCHERA VIL CARAMEL PP16560,"Heuchera 'Caramel' P.P.# 16,560                             ",Caramel Coral Bells                                         
OR,076241,HEUCHERELLA REDSTN FLLS P22394,"Heucherella x 'Redstone Falls' P.P.# 22,394                 ",Redstone Falls Trailing Foamy Bells                         
OR,407761,HEUCHERELLA SOLAR ECLIPSE,Heucherella 'Solar Eclipse'                                 ,Solar Eclipse Foamy Bells                                   
OR,041171,HEUCHERELLA SWEET TEA PPAF,"Heucherella 'Sweet Tea' P.P.#21,296                         ",Sweet Tea Foamy Bells                                       
OR,056365,HOLBOELLIA COR CATHEDRAL GEM,Holboellia coriacea 'Cathedral Gem'                         ,Cathedral Gem Sausage Vine                                  
OR,031872,HOSTA ABIQUA DRINKING GOURD,Hosta (H. 'Tokudama' x H. sieboldiana) 'Abiqua Drinking Gour,Abiqua Drinking Gourd Plantain Lily                         
OR,036984PTC,HOSTA APHRODITE,Hosta plantaginea 'Aphrodite'                               ,Aphrodite Plantain Lily                                     
OR,093061,HOSTA ENTERPRISE,Hosta 'Enterprise'                                          ,Enterprise Hosta                                            
OR,093062,HOSTA ENTERPRISE,Hosta 'Enterprise'                                          ,Enterprise Hosta                                            
OR,041472,HOSTA EOLA SAPPHIRE,Hosta x 'Eola Sapphire'                                     ,Eola Sapphire Plantain Lily                                 
OR,075111,HOSTA FANTASY ISLAND,Hosta 'Fantasy Island'                                      ,Fantasy Island Plantain Lily                                
OR,075112,HOSTA FANTASY ISLAND,Hosta 'Fantasy Island'                                      ,Fantasy Island Plantain Lily                                
OR,041862,HOSTA FLUCTUANS VARIEG (SAGAE),Hosta x 'Sagae'                                             ,Variegated Plantain Lily                                    
OR,041695,HOSTA FRANCEE,Hosta x 'Francee'                                           ,Francee Plantain Lily                                       
OR,041532,HOSTA GINKO CRAIG,Hosta x 'Ginko Craig'                                       ,Ginko Craig Plantain Lily                                   
OR,04153UT,HOSTA GINKO CRAIG,Hosta x 'Ginko Craig'                                       ,Ginko Craig Plantain Lily                                   
OR,041771,HOSTA GOLDEN PRAYERS,Hosta x 'Golden Prayers'                                    ,Golden Prayers Plantain Lily                                
OR,019911,HOSTA GREAT EXPECTATIONS,Hosta 'Great Expectations'                                  ,Great Expectations Plantain Lily                            
OR,017522,HOSTA GUACAMOLE,Hosta x 'Guacamole'                                         ,Guacamole Plantain Lily                                     
OR,017525,HOSTA GUACAMOLE,Hosta x 'Guacamole'                                         ,Guacamole Plantain Lily                                     
OR,041822,HOSTA KROSSA REGAL,Hosta x 'Krossa Regal'                                      ,Krossa Regal Plantain Lily                                  
OR,041825,HOSTA KROSSA REGAL,Hosta x 'Krossa Regal'                                      ,Krossa Regal Plantain Lily                                  
OR,006982,HOSTA MINUTEMAN,Hosta x 'Minuteman'                                         ,Minuteman Plantain Lily                                     
OR,028392,HOSTA OLIVE BAILEY LANGDON,Hosta x 'Olive Bailey Langdon'                              ,Olive Bailey Langdon Plantain Lily                          
OR,028395,HOSTA OLIVE BAILEY LANGDON,Hosta x 'Olive Bailey Langdon'                              ,Olive Bailey Langdon Plantain Lily                          
OR,041882,HOSTA PATRIOT,Hosta x 'Patriot'                                           ,Patriot Plantain Lily                                       
OR,007012,HOSTA REGAL SPLENDOR,Hosta x 'Regal Splendor'                                    ,Regal Splendor Plantain Lily                                
OR,039472,HOSTA ROSEDALE GOLDEN GOOSE,Hosta 'Rosedale Golden Goose'                               ,Rosedale Golden Goose Plantain Lily                         
OR,039475,HOSTA ROSEDALE GOLDEN GOOSE,Hosta 'Rosedale Golden Goose'                               ,Rosedale Golden Goose Plantain Lily                         
OR,075161,HOSTA THE RAZOR'S EDGE,Hosta x 'The Razor's Edge'                                  ,The Razor's Edge Plantain Lily                              
OR,075162,HOSTA THE RAZOR'S EDGE,Hosta x 'The Razor's Edge'                                  ,The Razor's Edge Plantain Lily                              
OR,016305,HOSTA TOKUDAMA FLAVOCIRCINALIS,Hosta tokudama 'Flavocircinalis'                            ,Flavocircinalis Plantain Lily                               
OR,041851,HOSTA WIDE BRIM,Hosta x 'Wide Brim'                                         ,Wide Brim Plantain Lily                                     
OR,041852,HOSTA WIDE BRIM,Hosta x 'Wide Brim'                                         ,Wide Brim Plantain Lily                                     
OR,088402,HUMULUS X NEWPORT,Humulus lupulus 'Newport'                                   ,Newport Common Hop                                          
OR,074532S,HYD A INVINCE SPIRIT R PP20765,"Hydrangea arborescens 'NCHA1' P.P. #20,765, C.B.R.A.F.      ",Invincibelle®  Spirit Hydrangea
OR,063832,HYD ANG GOLDEN CRANE R,Hydrangea angustipetala 'MonLongShou'                       ,Golden Crane®  Hydrangea
OR,063835,HYD ANG GOLDEN CRANE R,Hydrangea angustipetala 'MonLongShou'                       ,Golden Crane®  Hydrangea
OR,056452,HYD ASPERA PLUM PASSION R,Hydrangea aspera                                            ,Plum Passion®  Hydrangea
OR,056455,HYD ASPERA PLUM PASSION R,Hydrangea aspera                                            ,Plum Passion®  Hydrangea
OR,092752,HYD BLUE ENCHANTRESS R PP25209,"Hydrangea macrophylla 'Monmar' PP #25,209                   ",Blue Enchantress®  Hydrangea
OR,092755,HYD BLUE ENCHANTRESS R PP25209,"Hydrangea macrophylla 'Monmar' PP #25,209                   ",Blue Enchantress®  Hydrangea
OR,074541S,HYD MAC CTYLN TM RIO,"Hydrangea macrophylla	'Ragra'                               ",Cityline®  Rio Bigleaf Hydrangea
OR,074542S,HYD MAC CTYLN TM RIO,"Hydrangea macrophylla	'Ragra'                               ",Cityline®  Rio Bigleaf Hydrangea
OR,074592S,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea
OR,074595,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea
OR,086312S,HYD MAC LD R RHYTHMIC BLUE PAF,Hydrangea macrophylla 'ES14' P.P.A.F.                       ,Let's Dance®  Rhythmic Blue Hydrangea
OR,074582S,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea
OR,074585,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea
