Loc,New Plant,Item,Size,Plant Name,Botanical Name,Common Name,Category,Zone,Royalty Code,2016 List Price,Net Price,Freight,Landed Price,SKU,Retail Price,UPC#,Qty Cfm,Qty Rem,Condition,Current Specs,Min Ord Qty,Available         ,Available Later,On,Available Later,On,Available Later,On
CA,    ,033665CN,#5 CONE,EUO J CHOLLIPO,Euonymus japonicus 'Chollipo'                               ,Chollipo Euonymus                                           ,EVS,06,, 43.25 , 36.76 , 7.87 , 44.63 ,,     ,014949423004,     ,     ,,,     ,     , 8 ,05/25/16  ,     ,          ,     ,          
CA,    ,033665ES,#5 ESPALIER,EUO J CHOLLIPO,Euonymus japonicus 'Chollipo'                               ,Chollipo Euonymus                                           ,EVS,06,, 65.00 , 55.25 , 7.87 , 63.12 ,,     ,014949336953,     ,     ,-,"36""H  - 42""S", 2 , 25 ,     ,          ,     ,          ,     ,          
CA,    ,03366MCN,#10 Squat CONE,EUO J CHOLLIPO,Euonymus japonicus 'Chollipo'                               ,Chollipo Euonymus                                           ,EVS,06,, 72.00 , 61.20 , 28.35 , 89.55 ,,     ,014949428818,     ,     ,-,"40""H",     , 23 ,     ,          ,     ,          ,     ,          
CA,    ,03366MES,#10 Squat ESPALIER,EUO J CHOLLIPO,Euonymus japonicus 'Chollipo'                               ,Chollipo Euonymus                                           ,EVS,06,, 89.75 , 76.29 , 28.35 , 104.64 ,,     ,014949354872,     ,     ,-,"48""H - 44""S", 2 ,     , 23 ,03/01/16  , 23 ,04/01/16  ,     ,          
CA,    ,035001,#1,EUO J GRANDIFOLIUS,Euonymus japonicus 'Grandifolius'                           ,Japanese Euonymus                                           ,EVS,06,, 7.00 , 5.95 , 1.05 , 7.00 ,,     ,014949350010,     ,     ,-,"10""H - 8""S", 10 ,     , 180 ,01/01/16  , 180 ,03/15/16  ,     ,          
CA,    ,035005,#5,EUO J GRANDIFOLIUS,Euonymus japonicus 'Grandifolius'                           ,Japanese Euonymus                                           ,EVS,06,, 22.00 , 18.70 , 5.25 , 23.95 ,,     ,014949350058,     ,     ,-,"18""H - 16""S", 5 , 60 ,     ,          ,     ,          ,     ,          
CA,    ,035005ES,#5 ESPALIER,EUO J GRANDIFOLIUS,Euonymus japonicus 'Grandifolius'                           ,Japanese Euonymus                                           ,EVS,06,, 65.00 , 55.25 , 7.87 , 63.12 ,,     ,014949350256,     ,     ,-,"36""H - 42""S", 2 ,     , 62 ,03/01/16  , 62 ,03/15/16  ,     ,          
CA,    ,035051,#1,EUO J GREEN SPIRE,Euonymus japonicus 'Green Spire'                            ,Green Spire Euonymus                                        ,EVS,06,, 7.00 , 5.95 , 1.05 , 7.00 ,,     ,014949350515,     ,     ,-,"9""H - 6""S", 10 , 152 ,     ,          ,     ,          ,     ,          
CA,    ,035052,#2,EUO J GREEN SPIRE,Euonymus japonicus 'Green Spire'                            ,Green Spire Euonymus                                        ,EVS,06,, 15.00 , 12.75 , 2.62 , 15.37 ,,     ,014949240663,     ,     ,-,"12""H - 10""S", 5 ,     , 31 ,11/15/15  ,     ,          ,     ,          
CA,    ,035251,#1,EUO J MICRO SILVER PRINCESS TM,Euonymus japonicus 'Moness'                                 ,Silver Princess™  Boxleaf Euonymus,EVS,06,, 7.00 , 5.95 , 1.05 , 7.00 ,,     ,014949352519,     ,     ,-,"8""H - 8""S", 10 ," 2,358 ",     ,          ,     ,          ,     ,          
CA,    ,035252,#2,EUO J MICRO SILVER PRINCESS TM,Euonymus japonicus 'Moness'                                 ,Silver Princess™  Boxleaf Euonymus,EVS,06,, 15.00 , 12.75 , 2.62 , 15.37 ,,     ,014949352526,     ,     ,-,"10""H - 10""S", 5 ,     , 43 ,01/01/16  ,     ,          ,     ,          
CA,    ,035121,#1,EUO J MICRO SUNNY DELIGHT R,Euonymus japonicus var. microphyllus 'Moncliff'             ,Sunny Delight®  Boxleaf Euonymus,EVS,06,, 7.00 , 5.95 , 1.05 , 7.00 ,,     ,014949351215,     ,     ,-,"4""H - 8""S", 10 ,     , 84 ,04/01/16  ,     ,          ,     ,          
CA,    ,035122,#2,EUO J MICRO SUNNY DELIGHT R,Euonymus japonicus var. microphyllus 'Moncliff'             ,Sunny Delight®  Boxleaf Euonymus,EVS,06,, 15.00 , 12.75 , 2.62 , 15.37 ,,     ,014949351222,     ,     ,-,"6""H - 10""S", 5 ,     , 90 ,03/01/16  , 90 ,04/01/16  , 90 ,05/01/16  
CA,    ,035151,#1,EUO J MICRO VARIEGATUS,Euonymus japonicus 'Microphyllus Variegatus'                ,Variegated Boxleaf Euonymus                                 ,EVS,06,, 7.00 , 5.95 , 1.05 , 7.00 ,,     ,014949351512,     ,     ,-,"6""H - 8""S", 10 , 66 ,     ,          ,     ,          ,     ,          
CA,    ,035152,#2,EUO J MICRO VARIEGATUS,Euonymus japonicus 'Microphyllus Variegatus'                ,Variegated Boxleaf Euonymus                                 ,EVS,06,, 15.00 , 12.75 , 2.62 , 15.37 ,,     ,014949351529,     ,     ,-,"8""H - 10""S", 5 , 106 ,     ,          ,     ,          ,     ,          
CA,    ,035101,#1,EUO J MICROPHYLLUS,Euonymus japonicus 'Microphyllus'                           ,Boxleaf Euonymus                                            ,EVS,06,, 7.00 , 5.95 , 1.05 , 7.00 ,,     ,014949351017,     ,     ,-,"6""H - 8""S", 10 , 389 , 538 ,01/01/16  ,     ,          ,     ,          
CA,    ,035102,#2,EUO J MICROPHYLLUS,Euonymus japonicus 'Microphyllus'                           ,Boxleaf Euonymus                                            ,EVS,06,, 15.00 , 12.75 , 2.62 , 15.37 ,,     ,014949351024,     ,     ,-,"8""H - 10""S", 5 , 30 ,     ,          ,     ,          ,     ,          
CA,    ,035202,#2,EUO J SILVER KING,Euonymus japonicus 'Silver King'                            ,Silver King Euonymus                                        ,EVS,06,, 15.00 , 12.75 , 2.62 , 15.37 ,,     ,014949352021,     ,     ,-,"10""H - 10""S", 5 , 270 , 270 ,03/01/16  , 270 ,03/15/16  ,     ,          
CA,    ,035205,#5,EUO J SILVER KING,Euonymus japonicus 'Silver King'                            ,Silver King Euonymus                                        ,EVS,06,, 22.00 , 18.70 , 5.25 , 23.95 ,,     ,014949352052,     ,     ,-,"18""H - 15""S", 5 ,     , 268 ,04/01/16  ,     ,          ,     ,          
CA,    ,035205CN,#5 CONE,EUO J SILVER KING,Euonymus japonicus 'Silver King'                            ,Silver King Euonymus                                        ,EVS,06,, 43.25 , 36.76 , 7.87 , 44.63 ,,     ,014949423011,     ,     ,-,"30""H - 12""S",     ,     , 9 ,04/01/16  ,     ,          ,     ,          
CA,    ,035205ES,#5 ESPALIER,EUO J SILVER KING,Euonymus japonicus 'Silver King'                            ,Silver King Euonymus                                        ,EVS,06,, 65.00 , 55.25 , 7.87 , 63.12 ,,     ,014949352250,     ,     ,-,3/4 ESPALIER, 2 ,     , 10 ,04/01/16  ,     ,          ,     ,          
CA,    ,035405ES,#5 ESPALIER,EUO KIA MANHATTAN,Euonymus kiautschovicus 'Manhattan'                         ,Manhattan Euonymus                                          ,EVS,05,, 65.00 , 55.25 , 7.87 , 63.12 ,,     ,014949354155,     ,     ,-,"36""H - 42""S", 2 ,     , 15 ,04/01/16  ,     ,          ,     ,          
CA,    ,03540MES,#10 Squat ESPALIER,EUO KIA MANHATTAN,Euonymus kiautschovicus 'Manhattan'                         ,Manhattan Euonymus                                          ,EVS,05,, 99.00 , 84.15 , 28.35 , 112.50 ,,     ,014949202531,     ,     ,-,"48""H - 44""S", 2 ,     , 72 ,03/01/16  ,     ,          ,     ,          
CA,New ,080751,#1,GARDENIA SUMMER SNOW R PPAF,"Gardenia jasminoides 'BAB 1183' P.P.#22,797                 ",Summer Snow®  Gardenia,EVS,06,BBN, 7.25 , 6.16 , 1.05 , 7.21 ,,     ,014949377291,     ,     ,,, 10 ,     , 826 ,01/01/16  ,     ,          ,     ,          
CA,2011,064182,#2,HESPERALOE BRK LIGHTS R P21729,"Hesperaloe parviflora 'Perpa' P.P. # 21,729                 ",Brakelights®  Red Yucca,EVS,05,MSW, 17.50 , 14.88 , 2.62 , 17.50 ,,     ,014949315682,     ,     ,-,"6""H - 10""S", 5 ," 3,244 "," 3,244 ",04/01/16  ,     ,          ,     ,          
CA,    ,040401,#1,HESPERALOE PARVIFLORA,Hesperaloe parviflora                                       ,Red Yucca                                                   ,EVS,05,, 8.25 , 7.01 , 1.05 , 8.06 ,,     ,014949404010,     ,     ,-,"8""H - 8""S", 10 , 139 , 139 ,12/31/15  ,     ,          ,     ,          
CA,    ,040405,#5,HESPERALOE PARVIFLORA,Hesperaloe parviflora                                       ,Red Yucca                                                   ,EVS,05,, 24.00 , 20.40 , 5.25 , 25.65 ,,     ,014949404058,     ,     ,-,10''H, 5 , 10 , 10 ,11/01/15  ,     ,          ,     ,          
OR,    ,042605,#5,ILEX AQ ARGENTEOMARGINATA,Ilex aquifolium 'Argenteo Marginata'                        ,Variegated English Holly                                    ,EVS,06,, 24.00 , 20.40 , 4.87 , 25.27 ,,     ,014949426050,     ,     ,-,27''H - 15''S, 5 ,     , 559 ,05/15/16  , 559 ,06/01/16  ,     ,          
OR,    ,042607,#7,ILEX AQ ARGENTEOMARGINATA,Ilex aquifolium 'Argenteo Marginata'                        ,Variegated English Holly                                    ,EVS,06,, 63.75 , 54.19 , 12.18 , 66.37 ,,     ,014949426074,     ,     ,-,45''H - 18''S, 2 , 2 ,     ,          ,     ,          ,     ,          
OR,    ,042609,#15,ILEX AQ ARGENTEOMARGINATA,Ilex aquifolium 'Argenteo Marginata'                        ,Variegated English Holly                                    ,EVS,06,, 96.00 , 81.60 , 24.35 , 105.95 ,,     ,014949426098,     ,     ,-,45''H - 21''S, 1 , 41 ,     ,          ,     ,          ,     ,          
OR,    ,043052,#2,ILEX AQ GOLD COAST R,Ilex aquifolium 'Monvila'                                   ,Gold Coast®  English Holly,EVS,06,, 15.75 , 13.39 , 2.44 , 15.83 ,,     ,014949430521,     ,     ,-,14''H - 12''S, 5 , 144 , 144 ,04/27/16  ,     ,          ,     ,          
OR,    ,043055,#5,ILEX AQ GOLD COAST R,Ilex aquifolium 'Monvila'                                   ,Gold Coast®  English Holly,EVS,06,, 24.00 , 20.40 , 4.87 , 25.27 ,,     ,014949430552,     ,     ,-,18''H - 18''S, 5 , 20 , 20 ,06/01/16  ,     ,          ,     ,          
OR,2014,089972S,SuperTwo,ILEX CREN PATTI O TM,                                                            ,                                                            ,EVS,06,PW, 17.25 , 14.66 , 3.25 , 17.91 ,,     ,014949372876,     ,     ,-,"14""H - 12""S", 5 , 33 ,     ,          ,     ,          ,     ,          
OR,2014,089975,#5,ILEX CREN PATTI O TM,                                                            ,                                                            ,EVS,06,PW, 24.00 , 20.40 , 4.87 , 25.27 ,,     ,014949372883,     ,     ,,, 5 ,     , 451 ,06/01/16  ,     ,          ,     ,          
OR,    ,044932,#2,ILEX CREN SKY PENCIL(SKY SNTRY,Ilex crenata 'Sky Pencil'                                   ,Sky Pencil Japanese Holly                                   ,EVS,05,, 16.75 , 14.24 , 2.44 , 16.68 ,,     ,014949449325,     ,     ,-,"24""H", 5 , 20 ,     ,          ,     ,          ,     ,          
OR,    ,007595,#5,ILEX CREN SOFT TOUCH,Ilex crenata 'Soft Touch'                                   ,Soft Touch Compact Holly                                    ,EVS,05,, 23.00 , 19.55 , 4.87 , 24.42 ,,     ,014949018194,     ,     ,-,18''S, 5 , 2 ,     ,          ,     ,          ,     ,          
OR,    ,045112,#2,ILEX GLA NORDIC TM,Ilex glabra 'Chamzin'                                       ,Nordic™  Inkberry Holly,EVS,03,, 14.00 , 11.90 , 2.44 , 14.34 ,,     ,014949368459,     ,     ,-,"12""H - 12""S", 5 , 23 ,     ,          ,     ,          ,     ,          
OR,    ,045115,#5,ILEX GLA NORDIC TM,Ilex glabra 'Chamzin'                                       ,Nordic™  Inkberry Holly,EVS,03,, 23.00 , 19.55 , 4.87 , 24.42 ,,     ,014949451151,     ,     ,-,22''H - 18''S, 5 , 841 ,     ,          ,     ,          ,     ,          
OR,    ,045092,#2,ILEX X BERRI-MAGIC R KIDS,Ilex x meserveae 'Blue Girl' & 'Blue Boy'                   ,Berri-Magic®  Kids' Holly Combination,EVS,05,, 17.00 , 14.45 , 2.44 , 16.89 ,,     ,014949450925,     ,     ,-,"10""H - 12""S", 5 , 37 ,     ,          ,     ,          ,     ,          
OR,    ,045132,#2,ILEX X BERRI-MAGIC R ROYALTY,Ilex x meserveae 'Blue Prince' & 'Blue Princess'            ,Berri-Magic®  Royalty Holly Combination,EVS,05,, 17.00 , 14.45 , 2.44 , 16.89 ,,     ,014949451328,     ,     ,-,14''H - 12''S, 5 , 35 ,     ,          ,     ,          ,     ,          
OR,    ,045085,#5,ILEX X BLUE BOY,Ilex x meserveae 'Blue Boy'                                 ,Blue Boy Holly                                              ,EVS,05,, 23.50 , 19.98 , 4.87 , 24.85 ,,     ,014949450857,     ,     ,-,"18""H - 15""S", 5 , 8 ,     ,          ,     ,          ,     ,          
OR,    ,045105,#5,ILEX X BLUE GIRL,Ilex x meserveae 'Blue Girl'                                ,Blue Girl Holly                                             ,EVS,05,, 23.50 , 19.98 , 4.87 , 24.85 ,,     ,014949451052,     ,     ,LIGHT BERRIES,24''H - 18''S, 5 , 71 ,     ,          ,     ,          ,     ,          
OR,    ,045162,#2,ILEX X BLUE PRINCE,Ilex x meserveae 'Blue Prince'                              ,Blue Prince Holly                                           ,EVS,05,, 15.50 , 13.18 , 2.44 , 15.62 ,,     ,014949451625,     ,     ,-,14''H - 12''S, 5 , 138 ,     ,          ,     ,          ,     ,          
OR,    ,045172,#2,ILEX X BLUE PRINCESS,Ilex x meserveae 'Blue Princess'                            ,Blue Princess Holly                                         ,EVS,05,, 15.50 , 13.18 , 2.44 , 15.62 ,,     ,014949451724,     ,     ,LIGHT BERRIES,12''H - 12''S, 5 , 97 ,     ,          ,     ,          ,     ,          
OR,    ,045175,#5,ILEX X BLUE PRINCESS,Ilex x meserveae 'Blue Princess'                            ,Blue Princess Holly                                         ,EVS,05,, 23.50 , 19.98 , 4.87 , 24.85 ,,     ,014949451755,     ,     ,FULL BERRIES,"24""H - 18""S", 5 , 9 ,     ,          ,     ,          ,     ,          
OR,2012,074952S,SuperTwo,ILEX X CASTLE SPIRE R PP14310,"Ilex x meserveae 'Hachfee' P.P. #14,310                     ",Castle Spire®  Blue Holly,EVS,05,PW, 17.25 , 14.66 , 3.25 , 17.91 ,,     ,014949336373,     ,     ,-,15''H - 12''S, 5 , 2 ,     ,          ,     ,          ,     ,          
OR,2012,074955,#5,ILEX X CASTLE SPIRE R PP14310,"Ilex x meserveae 'Hachfee' P.P. #14,310                     ",Castle Spire®  Blue Holly,EVS,05,PW, 26.00 , 22.10 , 4.87 , 26.97 ,,     ,014949349298,     ,     ,LIGHT BERRIES,"30""H - 14""S", 5 , 917 ,     ,          ,     ,          ,     ,          
OR,2012,074945,#5,ILEX X CASTLE WALL TM PP14308,"Ilex x meserveae 'Heckenstar' P.P. #14,308                  ",Castle Wall™  Blue Holly,EVS,05,PW, 26.00 , 22.10 , 4.87 , 26.97 ,,     ,014949349304,     ,     ,-,30''H - 14''S, 5 , 615 ,     ,          ,     ,          ,     ,          
OR,    ,031155,#5,ILEX X HONEY MAID PP12060,Ilex x 'Honey Maid' P.P.# 12060                             ,Honey Maid Holly                                            ,EVS,06,CPC, 23.50 , 19.98 , 4.87 , 24.85 ,,     ,014949220788,     ,     ,-,"18""H - 18""S", 5 , 225 ,     ,          ,     ,          ,     ,          
OR,    ,045351,#1,ILEX X LITTLE RASCAL R P9999,"Ilex x 'Mondo' (Male) P.P.# 9,999                           ",Little Rascal®  Holly,EVS,05,, 7.75 , 6.59 , 0.97 , 7.56 ,,     ,014949453513,     ,     ,-,"10""H - 8""S", 10 , 115 ,     ,          ,     ,          ,     ,          
OR,    ,045353,#3,ILEX X LITTLE RASCAL R P9999,"Ilex x 'Mondo' (Male) P.P.# 9,999                           ",Little Rascal®  Holly,EVS,05,, 24.50 , 20.83 , 3.90 , 24.73 ,,     ,014949453537,     ,     ,-,16''H - 15''S, 5 , 81 ,     ,          ,     ,          ,     ,          
OR,    ,019652,#2,ILEX X RED BEAUTY R PP14750,Ilex x 'Rutzan' P.P.# 14750                                 ,Red Beauty®  Holly,EVS,06,OCL, 17.50 , 14.88 , 2.44 , 17.32 ,,     ,014949104316,     ,     ,-,"18""H - 10""S", 5 ,     , 28 ,06/01/16  ,     ,          ,     ,          
OR,    ,019655,#5,ILEX X RED BEAUTY R PP14750,Ilex x 'Rutzan' P.P.# 14750                                 ,Red Beauty®  Holly,EVS,06,OCL, 24.00 , 20.40 , 4.87 , 25.27 ,,     ,014949019221,     ,     ,-,"24""H - 15""S", 5 ,     , 80 ,06/01/16  ,     ,          ,     ,          
OR,    ,023965,#5,ILEX X SANTA'S DELIGHT R,Ilex aquifolium 'Sadezam'                                   ,Santa's Delight®  English Holly,EVS,06,LHI, 24.00 , 20.40 , 4.87 , 25.27 ,,     ,014949113813,     ,     ,-,27''H - 15''S, 5 ,     , 493 ,05/15/16  ,     ,          ,     ,          
OR,    ,023969,#15,ILEX X SANTA'S DELIGHT R,Ilex aquifolium 'Sadezam'                                   ,Santa's Delight®  English Holly,EVS,06,LHI, 80.00 , 68.00 , 24.35 , 92.35 ,,     ,014949240427,     ,     ,-,45''H - 21''S, 1 , 2 ,     ,          ,     ,          ,     ,          
OR,2011,021091,#1,ILEX X SCALLYWAG TM PP21941,"Ilex x meservae 'MonNieves' P.P.# 21,941                    ",Scallywag™  Holly,EVS,05,GCN, 9.00 , 7.65 , 0.97 , 8.62 ,,     ,014949351987,     ,     ,-,10''H - 8''S, 10 , 85 ,     ,          ,     ,          ,     ,          
OR,    ,060705,#5,MAHONIA AQUIFOLIUM,Mahonia aquifolium                                          ,Oregon Grape Holly                                          ,EVS,05,, 22.50 , 19.13 , 4.87 , 24.00 ,,     ,014949607053,     ,     ,-,15''H - 15''S, 5 , 13 ,     ,          ,     ,          ,     ,          
OR,    ,060752,#2,MAHONIA AQUIFOLIUM COMPACTA,Mahonia aquifolium 'Compacta'                               ,Compact Oregon Grape Holly                                  ,EVS,05,, 17.75 , 15.09 , 2.44 , 17.53 ,,     ,014949607527,     ,     ,-,12''H - 12''S, 5 ,     , 25 ,05/15/16  ,     ,          ,     ,          
OR,    ,060755,#5,MAHONIA AQUIFOLIUM COMPACTA,Mahonia aquifolium 'Compacta'                               ,Compact Oregon Grape Holly                                  ,EVS,05,, 22.50 , 19.13 , 4.87 , 24.00 ,,     ,014949607558,     ,     ,-,"12""H - 12""S", 5 ,     , 130 ,05/15/16  ,     ,          ,     ,          
OR,    ,060931,#1,MAHONIA NERVOSA,Mahonia nervosa                                             ,Longleaf Mahonia                                            ,EVS,05,, 8.25 , 7.01 , 0.97 , 7.98 ,,     ,014949609316,     ,     ,-,"8""H - 8""S", 10 , 340 ,     ,          ,     ,          ,     ,          
OR,    ,060932,#2,MAHONIA NERVOSA,Mahonia nervosa                                             ,Longleaf Mahonia                                            ,EVS,05,, 17.75 , 15.09 , 2.44 , 17.53 ,,     ,014949370285,     ,     ,-,"10""H - 10""S", 5 , 267 , 300 ,04/27/16  ,     ,          ,     ,          
OR,    ,060805,#5,MAHONIA ORANGEE FLAME,Mahonia aquifolium 'Orangee Flame'                          ,Orangee Flame Oregon Grape Holly                            ,EVS,05,, 27.75 , 23.59 , 4.87 , 28.46 ,,     ,014949608050,     ,     ,-,"12""H - 14""S", 5 , 13 , 13 ,03/01/16  ,     ,          ,     ,          
OR,    ,060951,#1,MAHONIA REPENS,Mahonia repens                                              ,Creeping Mahonia                                            ,EVS,05,, 7.75 , 6.59 , 0.97 , 7.56 ,,     ,014949609514,     ,     ,-,"6""H - 8""S", 10 , 709 , 709 ,03/28/16  ,     ,          ,     ,          
OR,    ,06095UT,LittleOne,MAHONIA REPENS,Mahonia repens                                              ,Creeping Mahonia                                            ,EVS,05,, 5.00 , 4.25 , 0.73 , 4.98 ,,     ,014949069189,     ,     ,,"3""H", 16 , 50 ,     ,          ,     ,          ,     ,          
CA,    ,062221,#1,NAND D SIENNA SUNRISE R P14693,"Nandina domestica 'Monfar' P.P. #14,693                     ",Sienna Sunrise®  Heavenly Bamboo,EVS,06,MFW, 8.00 , 6.80 , 1.05 , 7.85 ,,     ,014949622216,     ,     ,-,"6""H - 6""S", 10 ,     , 470 ,03/01/16  ,     ,          ,     ,          
OR,    ,062222,#2,NAND D SIENNA SUNRISE R P14693,"Nandina domestica 'Monfar' P.P. #14,693                     ",Sienna Sunrise®  Heavenly Bamboo,EVS,06,MFW, 17.00 , 14.45 , 2.44 , 16.89 ,,     ,014949622223,     ,     ,-,12''H - 10''S, 5 ,     , 41 ,04/27/16  ,     ,          ,     ,          
CA,    ,062121,#1,NAND DOM GULF STREAM,Nandina domestica 'Gulf Stream'                             ,Gulf Stream Heavenly Bamboo                                 ,EVS,06,, 8.00 , 6.80 , 1.05 , 7.85 ,,     ,014949005941,     ,     ,-,"10""H - 8""S", 10 , 84 ,     ,          ,     ,          ,     ,          
OR,    ,062122,#2,NAND DOM GULF STREAM,Nandina domestica 'Gulf Stream'                             ,Gulf Stream Heavenly Bamboo                                 ,EVS,06,, 17.00 , 14.45 , 2.44 , 16.89 ,,     ,014949062685,     ,     ,-,"10""H - 10""S", 5 ,     , 64 ,03/28/16  ,     ,          ,     ,          
CA,    ,062122,#2,NAND DOM GULF STREAM,Nandina domestica 'Gulf Stream'                             ,Gulf Stream Heavenly Bamboo                                 ,EVS,06,, 17.00 , 14.45 , 2.62 , 17.07 ,,     ,014949062685,     ,     ,-,"14""H - 10""S", 5 , 82 ,     ,          ,     ,          ,     ,          
OR,    ,062125,#5,NAND DOM GULF STREAM,Nandina domestica 'Gulf Stream'                             ,Gulf Stream Heavenly Bamboo                                 ,EVS,06,, 25.00 , 21.25 , 4.87 , 26.12 ,,     ,014949002629,     ,     ,-,"15""H - 15""S", 5 ,     , 69 ,03/28/16  ,     ,          ,     ,          
CA,    ,062125,#5,NAND DOM GULF STREAM,Nandina domestica 'Gulf Stream'                             ,Gulf Stream Heavenly Bamboo                                 ,EVS,06,, 25.00 , 21.25 , 5.25 , 26.50 ,,     ,014949002629,     ,     ,-,"18""H - 13""S", 5 , 80 ,     ,          ,     ,          ,     ,          
OR,    ,062331,#1,NAND DOM HARBOUR DWARF,Nandina domestica 'Harbour Dwarf'                           ,Harbour Dwarf Heavenly Bamboo                               ,EVS,06,, 8.00 , 6.80 , 0.97 , 7.77 ,,     ,014949623312,     ,     ,-,8''S, 10 ,     , 10 ,10/01/15  ,     ,          ,     ,          
OR,    ,062332,#2,NAND DOM HARBOUR DWARF,Nandina domestica 'Harbour Dwarf'                           ,Harbour Dwarf Heavenly Bamboo                               ,EVS,06,, 17.00 , 14.45 , 2.44 , 16.89 ,,     ,014949623329,     ,     ,-,"10""S", 5 ,     , 75 ,03/28/16  ,     ,          ,     ,          
OR,    ,062215,#5,NAND DOM PLUM PASSION R P12069,Nandina domestica 'Monum' P.P.# 12069                       ,Plum Passion®  Heavenly Bamboo,EVS,06,, 25.00 , 21.25 , 4.87 , 26.12 ,,     ,014949622155,     ,     ,,"18""H - 15""S", 5 ,     , 22 ,03/28/16  ,     ,          ,     ,          
OR,    ,062217,#7,NAND DOM PLUM PASSION R P12069,Nandina domestica 'Monum' P.P.# 12069                       ,Plum Passion®  Heavenly Bamboo,EVS,06,, 56.50 , 48.03 , 12.18 , 60.21 ,,     ,014949622179,     ,     ,-,40''H - 20''S, 2 , 28 ,     ,          ,     ,          ,     ,          
CA,    ,062201,#1,NAND DOMESTICA,Nandina domestica                                           ,Heavenly Bamboo                                             ,EVS,06,, 6.25 , 5.31 , 1.05 , 6.36 ,,     ,014949622018,     ,     ,-,"12""H - 6""S", 10 , 75 ,     ,          ,     ,          ,     ,          
OR,    ,063231,#1,OSMANTHUS HET GOSHIKI,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,06,, 7.00 , 5.95 , 0.97 , 6.92 ,,     ,014949632314,     ,     ,-,10''H - 8''S, 10 , 38 , 38 ,04/27/16  ,     ,          ,     ,          
OR,    ,063232,#2,OSMANTHUS HET GOSHIKI,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,06,, 16.00 , 13.60 , 2.44 , 16.04 ,,     ,014949632321,     ,     ,-,"10""H - 10""S", 5 , 48 ,     ,          ,     ,          ,     ,          
CA,    ,063232,#2,OSMANTHUS HET GOSHIKI,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,06,, 16.00 , 13.60 , 2.62 , 16.22 ,,     ,014949632321,     ,     ,-,"10""H - 10""S", 5 , 108 ,     ,          ,     ,          ,     ,          
OR,    ,063232CN,#2 CONE,OSMANTHUS HET GOSHIKI,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,06,, 28.00 , 23.80 , 2.44 , 26.24 ,,     ,014949162576,     ,     ,-,"16""H - 9""S",     ,     , 42 ,04/27/16  ,     ,          ,     ,          
OR,    ,063235,#5,OSMANTHUS HET GOSHIKI,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,06,, 24.00 , 20.40 , 4.87 , 25.27 ,,     ,014949058749,     ,     ,-,22''H - 14''S, 5 , 4 , 4 ,04/27/16  ,     ,          ,     ,          
OR,    ,063235CN,#5 CONE,OSMANTHUS HET GOSHIKI,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,06,, 43.00 , 36.55 , 4.87 , 41.42 ,,     ,014949428825,     ,     ,-,"24""H",     , 11 , 61 ,04/27/16  ,     ,          ,     ,          
OR,    ,06323UT,LittleOne,OSMANTHUS HET GOSHIKI,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,06,, 4.00 , 3.40 , 0.73 , 4.13 ,,     ,014949272985,     ,     ,,"4""H", 16 , 29 ,     ,          ,     ,          ,     ,          
OR,2015,049432,#2,PIERIS J GAY GOBLIN TM PPAF,Pieris japonica 'Cabernet' P.P.A.F.                         ,Gay Goblin™  Lily of the Valley Shrub (Enchanted Fores,EVS,06,SVS, 17.25 , 14.66 , 2.44 , 17.10 ,,     ,014949357453,     ,     ,-,"10""H - 12""S", 5 ,     , 21 ,03/28/16  ,     ,          ,     ,          
OR,2014,049471,#1,PIERIS J IMPISH ELF TM PPAF,Pieris japonica 'Shy' P.P.A.F.                              ,Impish Elf®  Lily of the Valley Shrub (Enchanted Fores,EVS,06,SVS, 8.25 , 7.01 , 0.97 , 7.98 ,,     ,014949357514,     ,     ,-,"6""H - 6""S", 10 , 48 ,     ,          ,     ,          ,     ,          
OR,    ,065162,#2,PIERIS J LITTLE HEATH,Pieris japonica 'Little Heath'                              ,Little Heath Lily Of The Valley                             ,EVS,05,, 17.25 , 14.66 , 2.44 , 17.10 ,,     ,014949782422,     ,     ,-,10''H - 12''S, 5 ,     , 10 ,10/01/15  ,     ,          ,     ,          
OR,    ,065201,#1,PIERIS J MOUNTAIN FIRE,Pieris japonica 'Mountain Fire'                             ,Mountain Fire Lily Of The Valley                            ,EVS,05,, 7.75 , 6.59 , 0.97 , 7.56 ,,     ,014949652015,     ,     ,-,"10""H - 8""S", 10 ," 2,145 ",     ,          ,     ,          ,     ,          
OR,    ,065251,#1,PIERIS J PURITY,Pieris japonica 'Purity'                                    ,Purity Japanese Lily Of The Valley                          ,EVS,05,, 7.75 , 6.59 , 0.97 , 7.56 ,,     ,014949652510,     ,     ,-,8''H - 8''S, 10 ,     , 7 ,03/28/16  ,     ,          ,     ,          
