Loc,New Plant,Item,Size,Plant Name,Botanical Name,Common Name,Category,Zone,Royalty Code,2016 List Price,Net Price,Freight,Landed Price,SKU,Retail Price,UPC#,Qty Cfm,Qty Rem,Condition,Current Specs,Min Ord Qty,Available         ,Available Later,On,Available Later,On,Available Later,On
OR,2013,033275,#5,PICEA GL DENSATA WELLS' WEEPER,Picea glauca 'Wells' Weeper'                                ,Wells' Weeper Spruce                                        ,CON,02,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949342466,     ,     ,-,"36""H - 16""S", 5 , 46 , 46 ,04/27/16  ,     ,          ,     ,          
OR,2014,036275,#5,PICEA GL PENDULA,Picea glauca 'Pendula'                                      ,Weeping White Spruce                                        ,CON,02,, 38.75 , 32.94 , 4.87 , 37.81 ,,     ,014949317976,     ,     ,-,, 5 ,     , 9 ,04/27/16  ,     ,          ,     ,          
OR,    ,064472,#2,PICEA MARIANA NANA,Picea mariana 'Nana'                                        ,Dwarf Black Spruce                                          ,CON,03,, 18.50 , 15.73 , 2.44 , 18.17 ,,     ,014949644720,     ,     ,-,"16""S", 5 , 20 ,     ,          ,     ,          ,     ,          
OR,    ,064475,#5,PICEA MARIANA NANA,Picea mariana 'Nana'                                        ,Dwarf Black Spruce                                          ,CON,03,, 26.75 , 22.74 , 4.87 , 27.61 ,,     ,014949644751,     ,     ,,"15""S", 5 , 199 ,     ,          ,     ,          ,     ,          
OR,    ,06487M,#10 Squat,PICEA OMORIKA BRUNS,Picea omorika 'Bruns'                                       ,Bruns Serbian Spruce                                        ,CON,04,, 82.50 , 70.13 , 17.53 , 87.66 ,,     ,014949780176,     ,     ,-,"42""H - 18""S", 2 ,     , 1 ,04/27/16  ,     ,          ,     ,          
OR,2011,064832,#2,PICEA OMORIKA NANA,Picea omorika 'Nana'                                        ,Dwarf Serbian Spruce                                        ,CON,04,, 28.75 , 24.44 , 2.44 , 26.88 ,,     ,014949648322,     ,     ,-,"12""S", 5 , 100 , 230 ,04/27/16  ,     ,          ,     ,          
OR,2011,064835,#5,PICEA OMORIKA NANA,Picea omorika 'Nana'                                        ,Dwarf Serbian Spruce                                        ,CON,04,, 38.75 , 32.94 , 4.87 , 37.81 ,,     ,014949343586,     ,     ,-,"15""S", 5 , 39 , 39 ,04/27/16  ,     ,          ,     ,          
OR,    ,021532,#2,PICEA OMORIKA PIMOKO,Picea omorika 'Pimoko'                                      ,Pimoko Serbian Spruce                                       ,CON,02,, 28.75 , 24.44 , 2.44 , 26.88 ,,     ,014949040423,     ,     ,-,"12""S", 5 , 31 , 31 ,04/27/16  ,     ,          ,     ,          
OR,2014,047615,#5,PICEA OMORIKA SKY TRAILS,Picea omorika 'Sky Trails'                                  ,Sky Trails Serbian Spruce                                   ,CON,04,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949264478,     ,     ,-,"30""H -16""S", 5 ,     , 260 ,04/27/16  , 260 ,05/11/16  ,     ,          
OR,    ,064662,#2,PICEA PUN GLAUCA,Picea pungens 'Glauca'                                      ,Colorado Blue Spruce                                        ,CON,02,, 18.50 , 15.73 , 2.44 , 18.17 ,,     ,014949646625,     ,     ,-,"20""H - 12""S", 5 ,     , 16 ,04/27/16  ,     ,          ,     ,          
OR,    ,064665,#5,PICEA PUN GLAUCA,Picea pungens 'Glauca'                                      ,Colorado Blue Spruce                                        ,CON,02,, 26.75 , 22.74 , 4.87 , 27.61 ,,     ,014949646656,     ,     ,-,"30""H - 16""S", 5 ,     , 91 ,06/01/16  ,     ,          ,     ,          
OR,    ,06466M,#10 Squat,PICEA PUN GLAUCA,Picea pungens 'Glauca'                                      ,Colorado Blue Spruce                                        ,CON,02,, 70.00 , 59.50 , 17.53 , 77.03 ,,     ,014949646687,     ,     ,,"42""H - 21""S", 2 ,     , 13 ,06/01/16  ,     ,          ,     ,          
OR,    ,064785,#5,PICEA PUN GLAUCA FAT ALBERT,Picea pungens 'Fat Albert'                                  ,Fat Albert Colorado Blue Spruce                             ,CON,02,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949647851,     ,     ,-,"30""H - 16""S", 5 ,     , 21 ,04/27/16  ,     ,          ,     ,          
OR,    ,06478M,#10 Squat,PICEA PUN GLAUCA FAT ALBERT,Picea pungens 'Fat Albert'                                  ,Fat Albert Colorado Blue Spruce                             ,CON,02,, 82.50 , 70.13 , 17.53 , 87.66 ,,     ,014949647882,     ,     ,-,"56""H - 22""S", 2 , 7 ,     ,          ,     ,          ,     ,          
OR,    ,064695,#5,PICEA PUN GLOBOSA,Picea pungens 'Globosa'                                     ,Dwarf Globe Blue Spruce                                     ,CON,02,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949646953,     ,     ,-,"15""S", 5 ,     , 35 ,04/27/16  ,     ,          ,     ,          
OR,    ,064695PT,#5 PATIO TREE,PICEA PUN GLOBOSA,Picea pungens 'Globosa'                                     ,Dwarf Globe Blue Spruce                                     ,CON,02,, 76.25 , 64.81 , 7.31 , 72.12 ,,     ,014949647059,     ,     ,-,"15""S", 2 ,     , 52 ,06/01/16  ,     ,          ,     ,          
OR,    ,06469MPT,#10 Squat PATIO TREE,PICEA PUN GLOBOSA,Picea pungens 'Globosa'                                     ,Dwarf Globe Blue Spruce                                     ,CON,02,, 153.50 , 130.48 , 26.30 , 156.78 ,,     ,014949646984,     ,     ,-,"24""S", 2 , 14 ,     ,          ,     ,          ,     ,          
OR,    ,064715,#5,PICEA PUN HOOPSII,Picea pungens 'Hoopsii'                                     ,Hoop's Blue Spruce                                          ,CON,02,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949647158,     ,     ,-,"30""H - 16""S", 5 ,     , 3 ,04/27/16  ,     ,          ,     ,          
OR,    ,064719,#15,PICEA PUN HOOPSII,Picea pungens 'Hoopsii'                                     ,Hoop's Blue Spruce                                          ,CON,02,, 132.75 , 112.84 , 24.35 , 137.19 ,,     ,014949647196,     ,     ,-,"54""H - 32""S", 1 , 10 ,     ,          ,     ,          ,     ,          
OR,    ,06471M,#10 Squat,PICEA PUN HOOPSII,Picea pungens 'Hoopsii'                                     ,Hoop's Blue Spruce                                          ,CON,02,, 82.50 , 70.13 , 17.53 , 87.66 ,,     ,014949647189,     ,     ,-,"42""H - 21""S", 2 , 2 ,     ,          ,     ,          ,     ,          
OR,    ,064765,#5,PICEA PUN MOERHEIM,Picea pungens 'Moerheim'                                    ,Moerheim Blue Spruce                                        ,CON,02,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949647653,     ,     ,-,"33""H - 16""S", 5 ,     , 121 ,04/27/16  ,     ,          ,     ,          
OR,    ,064725,#5,PICEA PUN MONTGOMERY,Picea pungens 'Montgomery'                                  ,Montgomery Blue Spruce                                      ,CON,02,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949647257,     ,     ,-,"16""S", 5 , 11 ,     ,          ,     ,          ,     ,          
OR,2014,038745,#5,PICEA PUN SPARKLER R,Picea pungens var. glauca 'MonWal'                          ,Sparkler®  Colorado Blue Spruce,CON,02,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949317983,     ,     ,-,"30""H - 16""S", 5 , 14 , 14 ,04/27/16  ,     ,          ,     ,          
OR,    ,01939M,#10 Squat,PICEA PUN THE BLUES,Picea pungens 'The Blues'                                   ,The Blues Blue Spruce                                       ,CON,02,, 82.50 , 70.13 , 17.53 , 87.66 ,,     ,014949016596,     ,     ,-,"42""H - 15""S", 2 , 18 , 20 ,04/27/16  ,     ,          ,     ,          
OR,2013,047375,#5,PICEA PUN THOMPSENII,Picea pungens 'Thompsenii'                                  ,Thompsen Blue Spruce                                        ,CON,02,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949361887,     ,     ,,"30""H -16""S", 5 ,     , 119 ,04/27/16  ,     ,          ,     ,          
OR,2011,028565,#5,PICEA PUN WALDBRUNN,Picea pungens 'Waldbrunn'                                   ,Waldbrunn Dwarf Blue Spruce                                 ,CON,02,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949273197,     ,     ,-,"15""S", 5 , 6 ,     ,          ,     ,          ,     ,          
OR,2011,047042,#2,PINUS ARISTATA,Pinus aristata                                              ,Bristlecone Pine                                            ,CON,04,, 18.50 , 15.73 , 2.44 , 18.17 ,,     ,014949341476,     ,     ,-,"8""H - 6""S", 5 , 10 ,     ,          ,     ,          ,     ,          
OR,    ,06542M,#10 Squat,PINUS CEM SILVER WHISPERS TM,Pinus cembra 'Klein'                                        ,Silver Whispers™  Swiss Stone Pine,CON,03,, 82.50 , 70.13 , 17.53 , 87.66 ,,     ,014949039984,     ,     ,-,"50""H - 18""S", 2 , 4 , 4 ,04/27/16  ,     ,          ,     ,          
OR,    ,065395,#5,PINUS FL VANDERWOLFES PYRAMID,Pinus flexilis 'Vanderwolf's Pyramid'                       ,Vanderwolf's Pyramid Limber Pine                            ,CON,04,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949653951,     ,     ,-,"36""H - 12""S", 5 , 10 ,     ,          ,     ,          ,     ,          
OR,    ,065399,#15,PINUS FL VANDERWOLFES PYRAMID,Pinus flexilis 'Vanderwolf's Pyramid'                       ,Vanderwolf's Pyramid Limber Pine                            ,CON,04,, 143.25 , 121.76 , 24.35 , 146.11 ,,     ,014949653999,     ,     ,-,"60""H - 24""S", 1 , 5 ,     ,          ,     ,          ,     ,          
OR,    ,06539M,#10 Squat,PINUS FL VANDERWOLFES PYRAMID,Pinus flexilis 'Vanderwolf's Pyramid'                       ,Vanderwolf's Pyramid Limber Pine                            ,CON,04,, 84.75 , 72.04 , 17.53 , 89.57 ,,     ,014949653968,     ,     ,-,"42""H - 18""S", 2 , 3 ,     ,          ,     ,          ,     ,          
OR,    ,064735,#5,PINUS FLEXILIS CESARINI BLUE,                                                            ,                                                            ,CON,02,, 43.00 , 36.55 , 4.87 , 41.42 ,,     ,014949310458,     ,     ,-,"42""H", 5 , 4 ,     ,          ,     ,          ,     ,          
OR,    ,065555,#5,PINUS LEUCODERMIS,Pinus leucodermis                                           ,Bosnian Pine                                                ,CON,04,, 26.75 , 22.74 , 4.87 , 27.61 ,,     ,014949655559,     ,     ,-,"27""H - 14""S", 5 , 13 ,     ,          ,     ,          ,     ,          
OR,    ,019405,#5,PINUS MONOPHYLLA,Pinus monophylla                                            ,Singleleaf Pinyon                                           ,CON,05,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949016800,     ,     ,-,"36""H - 16""S", 5 , 2 , 2 ,04/27/16  ,     ,          ,     ,          
OR,2011,048695,#5,PINUS MUGO CARSTENS WINTERGOLD,Pinus mugo 'Carsten's Wintergold'                           ,Carsten's Wintergold Mugo Pine                              ,CON,02,, 24.50 , 20.83 , 4.87 , 25.70 ,,     ,014949342732,     ,     ,-,, 5 , 12 ,     ,          ,     ,          ,     ,          
OR,2011,032745,#5,PINUS MUGO COMPACT SELECT,Pinus mugo pumilio 'Compact Select'                         ,Compact Mugo Pine                                           ,CON,02,, 24.50 , 20.83 , 4.87 , 25.70 ,,     ,014949278574,     ,     ,-,"16""S", 5 , 4 ,     ,          ,     ,          ,     ,          
OR,2012,049572,#2,PINUS MUGO JAKOBSEN,Pinus mugo 'Jakobsen'                                       ,Jakobsen Mugo Pine                                          ,CON,03,, 19.75 , 16.79 , 2.44 , 19.23 ,,     ,014949272992,     ,     ,-,"12""S", 5 ,     , 22 ,04/27/16  ,     ,          ,     ,          
OR,    ,065453,#3,PINUS MUGO PUMILIO,Pinus mugo pumilio                                          ,Dwarf Mugo Pine                                             ,CON,02,, 22.50 , 19.13 , 3.90 , 23.03 ,,     ,014949654538,     ,     ,-,"16""S", 5 , 14 ,     ,          ,     ,          ,     ,          
OR,    ,065455NT,#5 NATURAL,PINUS MUGO PUMILIO,Pinus mugo pumilio                                          ,Dwarf Mugo Pine                                             ,CON,02,, 24.50 , 20.83 , 4.87 , 25.70 ,,     ,014949658857,     ,     ,-,"12""H - 20""S", 5 , 19 ,     ,          ,     ,          ,     ,          
OR,    ,065455PT,#5 PATIO TREE,PINUS MUGO PUMILIO,Pinus mugo pumilio                                          ,Dwarf Mugo Pine                                             ,CON,02,, 67.00 , 56.95 , 7.31 , 64.26 ,,     ,014949654057,     ,     ,-,"18""S", 2 , 5 ,     ,          ,     ,          ,     ,          
OR,2013,049135,#5,PINUS NIGRA FRANK,Pinus nigra 'Frank'                                         ,Frank's Austrian Pine                                       ,CON,05,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949267226,     ,     ,-,"36""H", 5 , 17 ,     ,          ,     ,          ,     ,          
OR,    ,046425,#5,PINUS PARVIFLORA GLAUCA NANA,Pinus parviflora 'Glauca Nana'                              ,Dwarf Japanese White Pine                                   ,CON,04,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949240861,     ,     ,-,"36""H - 14""S", 5 , 34 , 35 ,04/27/16  ,     ,          ,     ,          
OR,    ,065485,#5,PINUS STROBUS,Pinus strobus                                               ,Eastern White Pine                                          ,CON,03,, 26.75 , 22.74 , 4.87 , 27.61 ,,     ,014949654859,     ,     ,-,"39""H - 12""S", 5 , 107 ,     ,          ,     ,          ,     ,          
OR,2013,049605,#5,PINUS STROBUS TINY KURLS,Pinus strobus 'Tiny Kurls'                                  ,Tiny Kurls Eastern White Pine                               ,CON,03,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949342800,     ,     ,-,"15""S", 5 , 77 ,     ,          ,     ,          ,     ,          
OR,    ,065535,#5,PINUS SYL GLAUCA NANA,Pinus sylvestris 'Glauca Nana'                              ,Dwarf Scotch Pine                                           ,CON,02,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949655351,     ,     ,,"15""S", 5 , 19 ,     ,          ,     ,          ,     ,          
OR,    ,065535PP,#5 POMPON,PINUS SYL GLAUCA NANA,Pinus sylvestris 'Glauca Nana'                              ,Dwarf Scotch Pine                                           ,CON,02,, 69.00 , 58.65 , 7.31 , 65.96 ,,     ,014949656259,     ,     ,-,"24""H - 20""S", 2 , 9 , 9 ,06/01/16  ,     ,          ,     ,          
OR,    ,046835,#5,PINUS THUN THUNDERHEAD,Pinus thunbergii 'Thunderhead'                              ,Thunderhead Japanese Black Pine                             ,CON,05,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949312872,     ,     ,-,"27""H - 14""S", 5 , 2 ,     ,          ,     ,          ,     ,          
OR,2012,050115,#5,TAXODIUM DIS PEVE MINARET,Taxodium distichum 'Peve Minaret'                           ,Peve Minaret Dwarf Bald Cypress                             ,CON,05,, 43.25 , 36.76 , 4.87 , 41.63 ,,     ,014949268803,     ,     ,-,"39""H", 5 , 2 ,     ,          ,     ,          ,     ,          
OR,    ,072341,#1,TAXUS EMERALD SPREADR R P10335,"Taxus cuspidata 'Monloo' P.P. #10,335                       ",Emerald Spreader®  Japanese Yew,CON,04,LZE, 7.75 , 6.59 , 0.97 , 7.56 ,,     ,014949723418,     ,     ,-,"10""S", 10 ,     ," 2,439 ",04/27/16  ," 2,716 ",06/01/16  ,     ,          
OR,    ,072342,#2,TAXUS EMERALD SPREADR R P10335,"Taxus cuspidata 'Monloo' P.P. #10,335                       ",Emerald Spreader®  Japanese Yew,CON,04,LZE, 15.75 , 13.39 , 2.44 , 15.83 ,,     ,014949723425,     ,     ,-,14''S, 5 ,     , 303 ,05/11/16  ,     ,          ,     ,          
OR,2012,028851,#1,TAXUS X MED HUBERS TAWNY GOLD,Taxus x media 'Huber's Tawny Gold'                          ,Huber's Tawny Gold Spreading Yew                            ,CON,04,CHC, 8.75 , 7.44 , 0.97 , 8.41 ,,     ,014949065112,     ,     ,-,"8""H", 10 ,     , 205 ,04/27/16  ,     ,          ,     ,          
OR,2012,028852,#2,TAXUS X MED HUBERS TAWNY GOLD,Taxus x media 'Huber's Tawny Gold'                          ,Huber's Tawny Gold Spreading Yew                            ,CON,04,CHC, 17.25 , 14.66 , 2.44 , 17.10 ,,     ,014949065136,     ,     ,-,"18""H - 12""S", 5 , 68 ,     ,          ,     ,          ,     ,          
OR,    ,012402,#2,TAXUS X MEDIA BERRYHILLI,Taxus x media 'Berryhillii'                                 ,Berryhill Yew                                               ,CON,04,, 16.75 , 14.24 , 2.44 , 16.68 ,,     ,014949214138,     ,     ,-,"16""H - 14""S", 5 , 14 ,     ,          ,     ,          ,     ,          
OR,    ,072302,#2,TAXUS X MEDIA BROWNII,Taxus x media 'Brownii'                                     ,Brown's Yew                                                 ,CON,04,, 16.75 , 14.24 , 2.44 , 16.68 ,,     ,014949723029,     ,     ,-,"12""S", 5 , 9 ,     ,          ,     ,          ,     ,          
OR,    ,072321,#1,TAXUS X MEDIA DENSIFORMIS,Taxus x media 'Densiformis'                                 ,Dense Spreading Yew                                         ,CON,04,, 8.00 , 6.80 , 0.97 , 7.77 ,,     ,014949723210,     ,     ,-,"12""H - 10""S", 10 , 50 , 744 ,04/27/16  ,     ,          ,     ,          
OR,    ,072322,#2,TAXUS X MEDIA DENSIFORMIS,Taxus x media 'Densiformis'                                 ,Dense Spreading Yew                                         ,CON,04,, 16.75 , 14.24 , 2.44 , 16.68 ,,     ,014949723227,     ,     ,-,"14""H - 12""S", 5 , 9 ,     ,          ,     ,          ,     ,          
OR,    ,072331,#1,TAXUS X MEDIA HICKSII,Taxus x media 'Hicksii'                                     ,Hicks Yew                                                   ,CON,04,, 8.00 , 6.80 , 0.97 , 7.77 ,,     ,014949723319,     ,     ,-,"12""H - 5""S", 10 , 191 , 191 ,04/27/16  ,     ,          ,     ,          
OR,    ,072332,#2,TAXUS X MEDIA HICKSII,Taxus x media 'Hicksii'                                     ,Hicks Yew                                                   ,CON,04,, 17.25 , 14.66 , 2.44 , 17.10 ,,     ,014949723326,     ,     ,-,"18""H - 10""S", 5 , 26 ,     ,          ,     ,          ,     ,          
OR,    ,072941,#1,THUJA OC DANICA,Thuja occidentalis 'Danica'                                 ,Danica Arborvitae                                           ,CON,04,, 6.50 , 5.53 , 0.97 , 6.50 ,,     ,014949729410,     ,     ,-,"10""S", 10 ,     , 87 ,04/27/16  ,     ,          ,     ,          
OR,    ,072812,#2,THUJA OC DEGROOT'S SPIRE,Thuja occidentalis 'Degroot's Spire'                        ,Degroot's Spire Arborvitae                                  ,CON,03,, 14.50 , 12.33 , 2.44 , 14.77 ,,     ,014949728123,     ,     ,-,"24""H - 10""S", 5 , 20 ,     ,          ,     ,          ,     ,          
OR,    ,072815,#5,THUJA OC DEGROOT'S SPIRE,Thuja occidentalis 'Degroot's Spire'                        ,Degroot's Spire Arborvitae                                  ,CON,03,, 23.00 , 19.55 , 4.87 , 24.42 ,,     ,014949728154,     ,     ,-,"33""H - 12""S", 5 , 8 ,     ,          ,     ,          ,     ,          
OR,    ,07281M,#10 Squat,THUJA OC DEGROOT'S SPIRE,Thuja occidentalis 'Degroot's Spire'                        ,Degroot's Spire Arborvitae                                  ,CON,03,, 57.50 , 48.88 , 17.53 , 66.41 ,,     ,014949048054,     ,     ,-,"48""H - 18""S", 2 ,     , 11 ,04/27/16  ,     ,          ,     ,          
OR,    ,073011,#1,THUJA OC EMERALD,Thuja occidentalis 'Smaragd'                                ,Emerald Green Arborvitae                                    ,CON,04,, 6.50 , 5.53 , 0.97 , 6.50 ,,     ,014949730119,     ,     ,-,"15""H - 6""S", 10 ,     , 19 ,04/27/16  ,     ,          ,     ,          
OR,    ,073012,#2,THUJA OC EMERALD,Thuja occidentalis 'Smaragd'                                ,Emerald Green Arborvitae                                    ,CON,04,, 15.00 , 12.75 , 2.44 , 15.19 ,,     ,014949730126,     ,     ,-,"30""H", 5 , 36 ,     ,          ,     ,          ,     ,          
OR,    ,073015,#5,THUJA OC EMERALD,Thuja occidentalis 'Smaragd'                                ,Emerald Green Arborvitae                                    ,CON,04,, 23.00 , 19.55 , 4.87 , 24.42 ,,     ,014949730157,     ,     ,-,36''H, 5 , 654 ,     ,          ,     ,          ,     ,          
OR,    ,073015SP,#5 SPIRAL,THUJA OC EMERALD,Thuja occidentalis 'Smaragd'                                ,Emerald Green Arborvitae                                    ,CON,04,, 77.25 , 65.66 , 7.31 , 72.97 ,,     ,014949730553,     ,     ,-,"36""H", 2 , 2 ,     ,          ,     ,          ,     ,          
OR,    ,07301M,#10 Squat,THUJA OC EMERALD,Thuja occidentalis 'Smaragd'                                ,Emerald Green Arborvitae                                    ,CON,04,, 63.75 , 54.19 , 17.53 , 71.72 ,,     ,014949730188,     ,     ,-,"48""H - 18""S", 2 , 102 ,     ,          ,     ,          ,     ,          
OR,2013,055972,#2,THUJA OC GOLDEN TUFFET,Thuja occidentalis 'Golden Tuffet'                          ,Golden Tuffet Arborvitae                                    ,CON,03,, 15.00 , 12.75 , 2.44 , 15.19 ,,     ,014949287156,     ,     ,-,"20""S", 5 , 31 ,     ,          ,     ,          ,     ,          
OR,2014,053931,#1,THUJA OC HIGHLIGHTS TM PP21967,"Thuja occidentalis 'Janed Gold' PP.# 21,967                 ",Highlights™  Arborvitae,CON,05,PHI, 7.25 , 6.16 , 0.97 , 7.13 ,,     ,014949361924,     ,     ,-,"10""H - 6""S", 10 , 55 ,     ,          ,     ,          ,     ,          
OR,2014,053932,#2,THUJA OC HIGHLIGHTS TM PP21967,"Thuja occidentalis 'Janed Gold' PP.# 21,967                 ",Highlights™  Arborvitae,CON,05,PHI, 16.25 , 13.81 , 2.44 , 16.25 ,,     ,014949357842,     ,     ,-,"20""H", 5 , 76 ,     ,          ,     ,          ,     ,          
OR,2014,053935,#5,THUJA OC HIGHLIGHTS TM PP21967,"Thuja occidentalis 'Janed Gold' PP.# 21,967                 ",Highlights™  Arborvitae,CON,05,PHI, 24.50 , 20.83 , 4.87 , 25.70 ,,     ,014949348710,     ,     ,-,"33""H - 14""S", 5 ,     , 40 ,04/26/16  ,     ,          ,     ,          
OR,    ,072932,#2,THUJA OC HOLMSTRUP,Thuja occidentalis 'Holmstrup'                              ,Holmstrup Eastern Arborvitae                                ,CON,03,, 15.00 , 12.75 , 2.44 , 15.19 ,,     ,014949729328,     ,     ,-,"24""H - 12""S", 5 , 9 ,     ,          ,     ,          ,     ,          
OR,    ,072871,#1,THUJA OC LITTLE GIANT,Thuja occidentalis 'Little Giant'                           ,Little Giant Dwarf Arborvitae                               ,CON,03,, 6.50 , 5.53 , 0.97 , 6.50 ,,     ,014949728710,     ,     ,-,"10""S", 10 , 2 ,     ,          ,     ,          ,     ,          
OR,    ,072875,#5,THUJA OC LITTLE GIANT,Thuja occidentalis 'Little Giant'                           ,Little Giant Dwarf Arborvitae                               ,CON,03,, 23.00 , 19.55 , 4.87 , 24.42 ,,     ,014949728758,     ,     ,-,"20""S", 5 , 2 ,     ,          ,     ,          ,     ,          
OR,2014,031185,#5,THUJA OC MALONYANA,Thuja occidentalis 'Malonyana'                              ,Malonyana Arborvitae                                        ,CON,04,, 23.00 , 19.55 , 4.87 , 24.42 ,,     ,014949072899,     ,     ,-,"32""H - 16""S", 5 , 152 ,     ,          ,     ,          ,     ,          
OR,    ,022175,#5,THUJA OC MR BOWLING BALL R,Thuja occidentalis 'Bobozam'                                ,Mr. Bowling Ball™  Arborvitae,CON,03,LHI, 24.50 , 20.83 , 4.87 , 25.70 ,,     ,014949250419,     ,     ,-,"18""S", 5 , 13 ,     ,          ,     ,          ,     ,          
OR,    ,072891,#1,THUJA OC RHEINGOLD,Thuja occidentalis 'Rheingold'                              ,Rheingold Arborvitae                                        ,CON,04,, 6.50 , 5.53 , 0.97 , 6.50 ,,     ,014949728918,     ,     ,-,"10""S", 10 , 304 ,     ,          ,     ,          ,     ,          
OR,    ,073055,#5,THUJA OC RUSHMORE,Thuja occidentalis 'Rushmore'                               ,Rushmore Arborvitae                                         ,CON,04,, 23.00 , 19.55 , 4.87 , 24.42 ,,     ,014949730850,     ,     ,-,"36""H - 14""S", 5 , 43 ,     ,          ,     ,          ,     ,          
OR,    ,072912,#2,THUJA OC YELLOW RIBBON,Thuja occidentalis 'Yellow Ribbon'                          ,Yellow Ribbon Arborvitae                                    ,CON,03,, 15.00 , 12.75 , 2.44 , 15.19 ,,     ,014949729120,     ,     ,-,"21""H - 10""S", 5 , 28 ,     ,          ,     ,          ,     ,          
OR,    ,072915,#5,THUJA OC YELLOW RIBBON,Thuja occidentalis 'Yellow Ribbon'                          ,Yellow Ribbon Arborvitae                                    ,CON,03,, 23.00 , 19.55 , 4.87 , 24.42 ,,     ,014949729151,     ,     ,-,"30""H - 12""S", 5 , 68 , 68 ,05/11/16  ,     ,          ,     ,          
CA,    ,072905,#5,THUJA OR AUREA NANA,Thuja orientalis 'Aurea Nana'                               ,Dwarf Golden Arborvitae                                     ,CON,06,, 23.00 , 19.55 , 5.25 , 24.80 ,,     ,014949729052,     ,     ,-,"20""H - 12""S", 5 , 39 ,     ,          ,     ,          ,     ,          
CA,    ,073151,#1,THUJA OR WESTMONT,Thuja orientalis 'Westmont'                                 ,Westmont Chinease Arborvitae                                ,CON,06,, 6.50 , 5.53 , 1.05 , 6.58 ,,     ,014949731512,     ,     ,-,"9""H - 6""S", 10 , 45 ,     ,          ,     ,          ,     ,          
CA,    ,073152,#2,THUJA OR WESTMONT,Thuja orientalis 'Westmont'                                 ,Westmont Chinease Arborvitae                                ,CON,06,, 15.00 , 12.75 , 2.62 , 15.37 ,,     ,014949731529,     ,     ,-,"18""H - 10""S*", 5 , 2 ,     ,          ,     ,          ,     ,          
CA,    ,073155,#5,THUJA OR WESTMONT,Thuja orientalis 'Westmont'                                 ,Westmont Chinease Arborvitae                                ,CON,06,, 23.00 , 19.55 , 5.25 , 24.80 ,,     ,014949731550,     ,     ,-,"16""H - 15""S", 5 , 58 ,     ,          ,     ,          ,     ,          
OR,    ,019441,#1,THUJA PL GRN GLOBE (GRNE KGEL),Thuja plicata 'Grune Kugel'                                 ,Grune Kugel Western Red Cedar                               ,CON,05,, 6.50 , 5.53 , 0.97 , 6.50 ,,     ,014949017463,     ,     ,-,"10""S", 10 , 24 , 24 ,05/01/16  ,     ,          ,     ,          
OR,    ,019442,#2,THUJA PL GRN GLOBE (GRNE KGEL),Thuja plicata 'Grune Kugel'                                 ,Grune Kugel Western Red Cedar                               ,CON,05,, 15.00 , 12.75 , 2.44 , 15.19 ,,     ,014949017470,     ,     ,-,"10""S", 5 , 40 ,     ,          ,     ,          ,     ,          
OR,    ,019455,#5,THUJA PLICATA SUNSHINE,Thuja plicata 'Sunshine'                                    ,Sunshine Western Red Cedar                                  ,CON,05,, 22.75 , 19.34 , 4.87 , 24.21 ,,     ,014949017593,     ,     ,-,"32""H - 16""S", 5 , 2 ,     ,          ,     ,          ,     ,          
OR,2014,066572,#2,THUJA PLICATA WHIPCORD,Thuja plicata 'Whipcord'                                    ,Whipcord Western Red Cedar                                  ,CON,05,OLD, 15.00 , 12.75 , 2.44 , 15.19 ,,     ,014949361269,     ,     ,-,"12""S", 5 , 73 ,     ,          ,     ,          ,     ,          
OR,2014,055142,#2,THUJA X EMBER WAVES R PP25363,"Thuja 'MonPin' P.P.# 25,363                                 ",Ember Waves®  Western Arborvitae,CON,05,RSP, 16.25 , 13.81 , 2.44 , 16.25 ,,     ,014949343326,     ,     ,-,"26""H", 5 , 62 , 62 ,04/27/16  ,     ,          ,     ,          
OR,2014,055145,#5,THUJA X EMBER WAVES R PP25363,"Thuja 'MonPin' P.P.# 25,363                                 ",Ember Waves®  Western Arborvitae,CON,05,RSP, 25.00 , 21.25 , 4.87 , 26.12 ,,     ,014949378830,     ,     ,-,"43""H - 14""S", 5 , 9 ,     ,          ,     ,          ,     ,          
