Loc,,New Plant,Item,,Size,Plant Name,Common Name,CAT,Zone,Condition,Current Specs,Qty Allocated,QTY AVAIL NOW,2ND QTY AVAIL,2ND QTY READY DATE,2016 LIST PRICE,"ADD'L 10% 
QTY 
BUY PRICE","ADD'L 12.5% 
QTY
BUY
PRICE","UNIT 
FRT"
OR,160000,    ,070911,160000070911,#1,SEDUM VERA JAMESON,Vera Jameson Stonecrop                                      ,PRN,04,-,CAN FULL,     ,     , 235 ,04/01/16  , 5.50 , 4.95 , 4.81 ,0.58
OR,160000,X,057161,160000057161,#1,SEDUM X AUTUMN CHARM PP14421,Autumn Charm  Stonecrop,PRN,03,,CAN FULL,     ,     , 366 ,3/28/2016, 5.50 , 4.95 , 4.81 ,0.58
OR,160000,    ,025041,160000025041,#1,SEDUM X AUTUMN FIRE,Autumn Fire Stonecrop                                       ,PRN,03,,CAN FULL,     ,     , 69 ,03/28/16  , 5.50 , 4.95 , 4.81 ,0.58
OR,160000,    ,070741,160000070741,#1,SEDUM X AUTUMN JOY,Autumn Joy Stonecrop                                        ,PRN,04,CUT BACK,CAN FULL,     , 521 ,,, 5.50 , 4.95 , 4.81 ,0.58
OR,160000,    ,06560UT,16000006560UT,LittleOne,SEMPERVIVUM GREEN WHEEL,Green Wheel Hens and Chicks                                 ,PRN,04,,2/3 CAN FULL,     , 31 ,     ,          , 3.25 , 2.93 , 2.84 ,0.44
OR,160000,    ,04491UT,16000004491UT,LittleOne,SEMPERVIVUM RUBIKON,Rubikon Hens & Chicks                                       ,PRN,04,-,2/3 CAN FULL,     , 322 ,,, 3.25 , 2.93 , 2.84 ,0.44
OR,160000,    ,056961,160000056961,#1,SEMPERVIVUM RUBY HEARTS,Ruby Hearts Hens and Chicks                                 ,PRN,04,-,,     ,     , 271 ,03/28/16  , 6.75 , 6.08 , 5.91 ,0.58
OR,160000,    ,071031,160000071031,#1,SOLIDAGO CROWN OF RAYS,Crown Of Rays Goldenrod                                     ,PRN,04,CUT BACK,CAN FULL,     , 127 ,,, 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,071185,160000071185,#5,SORBUS HUPEHEN CORAL FIRE TM,Coral Fire  Mountain Ash,TRE,02,DORMANT,"84""H", 11 , 30 ,     ,          , 37.00 , 33.30 , 32.38 ,2.91
OR,160000,    ,075012S,160000075012S,SuperTwo,SPIRAEA DBLPLAY R ARTIST PPAF,Double Play®  Artist Spirea,DCS,04,DORMANT,10''H - 12''S,     , 20 ,     ,          , 16.50 , 14.85 , 14.44 ,1.94
OR,160000,X,408162S,160000408162S,SuperTwo,SPIRAEA DBLPLAY R BL KZO TMPAF,Double Play®  Blue Kazoo Spirea,DCS,04,BREAKING DORMANCY,10''H - 12''S, 10 , 10 ,     ,          , 16.50 , 14.85 , 14.44 ,1.94
OR,160000,    ,075022S,160000075022S,SuperTwo,SPIRAEA DBLPLAY R GOLD PPAF,Double Play®  Gold Spirea,DCS,04,DORMANT,4''H - 10''S, 30 ,     , 30 ,03/28/16  , 16.50 , 14.85 , 14.44 ,1.94
OR,160000,    ,071252,160000071252,#2,SPIRAEA JAP LITTLE PRINCESS,Little Princess Spirea                                      ,DCS,04,BREAKING DORMANCY,12''H - 14''S,     , 2 ,     ,          , 10.75 , 9.68 , 9.41 ,1.45
OR,160000,    ,071572,160000071572,#2,SPIRAEA JAP MAGIC CARPET P9363,Magic Carpet Spirea                                         ,DCS,04,BREAKING DORMANCY,10''H - 12''S, 8 , 8 ,     ,          , 10.75 , 9.68 , 9.41 ,1.45
OR,160000,    ,071585,160000071585,#5,SPIRAEA JAP NEON FLASH,Neon Flash Spirea                                           ,DCS,04,BREAKING DORMANCY,"14""H - 14""S",     , 20 ,     ,          , 22.00 , 19.80 , 19.25 ,2.91
OR,160000,    ,071285,160000071285,#5,SPIRAEA JAP SHIROBANA,Shirobana Spirea                                            ,DCS,04,BREAKING DORMANCY,18''H - 16''S,     , 30 ,     ,          , 22.00 , 19.80 , 19.25 ,2.91
OR,160000,    ,071302,160000071302,#2,SPIRAEA NIPPON SNOWMOUND,Snowmound Spirea                                            ,DCS,04,DORMANT,14''H - 14''S,     , 16 ,     ,          , 13.75 , 12.38 , 12.03 ,1.45
OR,160000,    ,071155,160000071155,#5,SPIRAEA X ANTHONY WATERER,Anthony Waterer Spirea                                      ,DCS,04,BREAKING DORMANCY,"14""H - 14""S", 46 , 80 ,     ,          , 22.00 , 19.80 , 19.25 ,2.91
OR,160000,    ,071172,160000071172,#2,SPIRAEA X GOLDFLAME,Goldflame Spirea                                            ,DCS,04,DORMANT,10''H - 12''S, 78 , 88 ,     ,          , 13.75 , 12.38 , 12.03 ,1.45
OR,160000,    ,071175,160000071175,#5,SPIRAEA X GOLDFLAME,Goldflame Spirea                                            ,DCS,04,DORMANT,"12""H - 16""S", 79 , 111 ,     ,          , 22.00 , 19.80 , 19.25 ,2.91
OR,160000,    ,071235,160000071235,#5,SPIRAEA X LIMEMOUND R,Limemound®  Spirea,DCS,03,BREAKING DORMANCY,"8""H - 14""S", 82 , 82 ,     ,          , 22.00 , 19.80 , 19.25 ,2.91
OR,160000,    ,012091,160000012091,#1,STACHYS BIG EARS,Big Ears Lamb's Ear                                         ,PRN,04,,CAN FULL,     , 60 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,012111,160000012111,#1,STACHYS SILVER CARPET,Silver Carpet Lamb's Ear                                    ,PRN,04,-,,     , 146 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,,086431S,160000086431S,SuperOne TM,SYRINGA BLOOMERNG R DK PPL PAF,Bloomerang®  Dark Purple Lilac,DCS,03,DORMANT,12''H - 8''S, 407 ," 1,289 ",,, 11.00 , N/A , N/A ,0.97
OR,160000,X,406801S,160000406801S,SuperOne TM,SYRINGA BLOOMERNG R PNK PRFM,Bloomerang®  Pink Perfume Lilac,DCS,03,DORMANT,"10""H - 10""S", 132 , 249 ,     ,          , 11.00 , N/A , N/A ,0.97
OR,160000,X,406802S,160000406802S,SuperTwo,SYRINGA BLOOMERNG R PNK PRFM,Bloomerang®  Pink Perfume Lilac,DCS,03,,, 45 ,     , 45 ,03/28/16  , 18.50 , 16.65 , 16.19 ,1.94
OR,160000,    ,071972,160000071972,#2,SYRINGA PATULA,Korean Lilac                                                ,DCS,04,LIGHT BUDS,14''H - 12''S,     , 35 ,     ,          , 16.75 , 15.08 , 14.66 ,1.45
OR,160000,    ,072022,160000072022,#2,SYRINGA PATULA MISS KIM,Miss Kim Korean Lilac                                       ,DCS,04,DORMANT,"14""H - 10""S",     , 60 ,     ,          , 16.75 , 15.08 , 14.66 ,1.45
OR,160000,    ,072025PT,160000072025PT,#5 PATIO TREE,SYRINGA PATULA MISS KIM,Miss Kim Korean Lilac                                       ,DCS,04,DORMANT,"15""S", 56 , 63 ,     ,          , 62.00 , 55.80 , 54.25 ,4.36
OR,160000,    ,071802,160000071802,#2,SYRINGA V ANGEL WHITE,Angel White Lilac                                           ,DCS,03,DORMANT,"20""H - 12""S",     , 74 ,     ,          , 16.75 , 15.08 , 14.66 ,1.45
OR,160000,    ,071792,160000071792,#2,SYRINGA V BLUE SKIES R,Blue Skies®  Lilac,DCS,03,DORMANT,"16""H - 10""S",     , 12 ,     ,          , 16.75 , 15.08 , 14.66 ,1.45
OR,160000,    ,071795,160000071795,#5,SYRINGA V BLUE SKIES R,Blue Skies®  Lilac,DCS,03,DORMANT,24''H - 14''S,     , 95 ,     ,          , 25.25 , 22.73 , 22.09 ,2.91
OR,160000,    ,072102,160000072102,#2,SYRINGA V CHARLES JOLY,Charles Joly Lilac                                          ,DCS,03,DORMANT,"14""H - 8""S",     , 38 ,     ,          , 16.75 , 15.08 , 14.66 ,1.45
OR,160000,    ,072105,160000072105,#5,SYRINGA V CHARLES JOLY,Charles Joly Lilac                                          ,DCS,03,DORMANT,24''H - 16''S, 29 , 39 ,     ,          , 25.25 , 22.73 , 22.09 ,2.91
OR,160000,    ,072152,160000072152,#2,SYRINGA V LAVENDER LADY,Lavender Lady Lilac                                         ,DCS,03,DORMANT,"20""H - 12""S",     , 380 ,     ,          , 16.75 , 15.08 , 14.66 ,1.45
OR,160000,    ,072155,160000072155,#5,SYRINGA V LAVENDER LADY,Lavender Lady Lilac                                         ,DCS,03,DORMANT,"24""H - 15""S",     , 184 ,     ,          , 25.25 , 22.73 , 22.09 ,2.91
OR,160000,    ,071902,160000071902,#2,SYRINGA V LUDWIG SPAETH,Ludwig Spaeth Lilac                                         ,DCS,03,DORMANT,"14""H - 10""S",     , 11 ,     ,          , 16.75 , 15.08 , 14.66 ,1.45
OR,160000,    ,072145,160000072145,#5,SYRINGA V PRESIDENT LINCOLN,President Lincoln Lilac                                     ,DCS,03,DORMANT,"26""H - 18""S",     , 111 ,     ,          , 25.25 , 22.73 , 22.09 ,2.91
OR,160000,    ,072162,160000072162,#2,SYRINGA V SENSATION,Sensation Lilac                                             ,DCS,03,DORMANT,"16""H - 10""S",     , 18 ,     ,          , 16.75 , 15.08 , 14.66 ,1.45
OR,160000,    ,072165,160000072165,#5,SYRINGA V SENSATION,Sensation Lilac                                             ,DCS,03,DORMANT,24''H - 16''S,     , 59 ,     ,          , 25.25 , 22.73 , 22.09 ,2.91
OR,160000,    ,072192,160000072192,#2,SYRINGA X HYA POCAHONTAS,Pocahontas Canadian Lilac                                   ,DCS,02,DORMANT,"14""H - 8""S",     , 362 ,     ,          , 16.75 , 15.08 , 14.66 ,1.45
OR,160000,    ,072342,160000072342,#2,TAXUS EMERALD SPREADR R P10335,Emerald Spreader®  Japanese Yew,CON,04,-,14''S, 157 ,     , 341 ,05/15/16  , 15.75 , 14.18 , 13.78 ,1.45
OR,160000,    ,072345,160000072345,#5,TAXUS EMERALD SPREADR R P10335,Emerald Spreader®  Japanese Yew,CON,04,-,24''S, 23 , 123 ,,, 23.00 , 20.70 , 20.13 ,2.91
OR,160000,,028852,160000028852,#2,TAXUS X MED HUBERS TAWNY GOLD,Huber's Tawny Gold Spreading Yew                            ,CON,04,-,"18""H - 12""S", 72 , 113 ,     ,          , 17.25 , 15.53 , 15.09 ,1.45
OR,160000,    ,072812,160000072812,#2,THUJA OC DEGROOT'S SPIRE,Degroot's Spire Arborvitae                                  ,CON,03,WINTER COLOR,"24""H - 10""S", 29 , 76 ,     ,          , 14.75 , 13.28 , 12.91 ,1.45
OR,160000,    ,073015,160000073015,#5,THUJA OC EMERALD,Emerald Green Arborvitae                                    ,CON,04,-,"39""H - 16""s",     , 984 ,     ,          , 23.00 , 20.70 , 20.13 ,2.91
OR,160000,    ,073015SP,160000073015SP,#5 SPIRAL,THUJA OC EMERALD,Emerald Green Arborvitae                                    ,CON,04,-,"36""H", 4 , 5 ,     ,          , 77.25 , 69.53 , 67.59 ,4.36
OR,160000,    ,07301M,16000007301M,#10 Squat,THUJA OC EMERALD,Emerald Green Arborvitae                                    ,CON,04,-,"48""H - 18""S", 21 , 70 ,     ,          , 63.75 , 57.38 , 55.78 ,10.47
OR,160000,,055972,160000055972,#2,THUJA OC GOLDEN TUFFET,Golden Tuffet Arborvitae                                    ,CON,03,WINTER COLOR,"14""S",     , 30 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,,031185,160000031185,#5,THUJA OC MALONYANA,Malonyana Arborvitae                                        ,CON,04,WINTER COLOR,"33""H - 16""S",     , 389 ,     ,          , 23.00 , 20.70 , 20.13 ,2.91
OR,160000,,03118M,16000003118M,#10 Squat,THUJA OC MALONYANA,Malonyana Arborvitae                                        ,CON,04,-,"58""H - 18""S",     , 11 ,     ,          , 57.50 , 51.75 , 50.31 ,10.47
OR,160000,    ,022172,160000022172,#2,THUJA OC MR BOWLING BALL R,Mr. Bowling Ball  Arborvitae,CON,03,WINTER COLOR,"12""S", 13 , 13 ,     ,          , 16.25 , 14.63 , 14.22 ,1.45
OR,160000,,075055,160000075055,#5,THUJA OC NORTH POLE R PPAF,North Pole  Arborvitae,CON,03,-,"30""H",     , 65 ,     ,          , 24.50 , 22.05 , 21.44 ,2.91
OR,160000,    ,073055,160000073055,#5,THUJA OC RUSHMORE,Rushmore Arborvitae                                         ,CON,04,-,"36""H - 14""S", 7 , 24 ,     ,          , 23.00 , 20.70 , 20.13 ,2.91
OR,160000,    ,072912,160000072912,#2,THUJA OC YELLOW RIBBON,Yellow Ribbon Arborvitae                                    ,CON,03,WINTER COLOR,"24""H - 10""S", 5 , 160 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,05124UT,16000005124UT,LittleOne,THYMUS PRA PINK CHINTZ,Pink Chintz Thyme                                           ,PRN,04,CUT BACK,CAN FULL,     , 8 ,,, 3.25 , 2.93 , 2.84 ,0.44
OR,160000,X,412851,160000412851,#1,TIARELLA JEEPERS CRPRS PP13437,Jeepers Creepers Tiarella                                   ,PRN,04,CUT BACK,CAN FULL,     , 152 ,,, 6.00 , 5.40 , 5.25 ,0.58
OR,160000,    ,029675,160000029675,#5,TILIA TOMENTOSA SATIN SHADOW R,Satin Shadow®  Linden,TRE,04,DORMANT,"60""H",     , 58 ,     ,          , 42.00 , 37.80 , 36.75 ,2.91
OR,160000,,034095,160000034095,#5,TSUGA CAN GRACILLIS,Gracilis Hemlock                                            ,CON,04,-,"24""S",     , 328 ,     ,          , 31.00 , 27.90 , 27.13 ,2.91
OR,160000,,038192,160000038192,#2,TSUGA CAN JEDDELOH,Jeddeloh Canadian Hemlock                                   ,CON,04,-,"12""S",     , 40 ,     ,          , 17.50 , 15.75 , 15.31 ,1.45
OR,160000,    ,073285,160000073285,#5,TSUGA CAN PENDULA,Sargent's Weeping Hemlock                                   ,CON,04,-,"38""H - 14""S",     , 155 ,     ,          , 48.50 , 43.65 , 42.44 ,2.91
OR,160000,    ,073287,160000073287,#7,TSUGA CAN PENDULA,Sargent's Weeping Hemlock                                   ,CON,04,-,"48""H - 12""S",     , 24 ,     ,          , 78.50 , 70.65 , 68.69 ,7.27
OR,160000,,056525,160000056525,#5,ULMUS X FRONTIER,Frontier Hybrid Elm                                         ,TRE,04,DORMANT,"60""H",     , 20 ,     ,          , 37.00 , 33.30 , 32.38 ,2.91
OR,160000,    ,080362,160000080362,#2,VACCINIUM CORYMBOSUM CHANDLER,Chandler Midseason Blueberry                                ,DCS,04,BUDS,18''H - 14''S, 25 , 134 ,     ,          , 15.75 , 14.18 , 13.78 ,1.45
OR,160000,    ,073402,160000073402,#2,VACCINIUM CORYMBOSUM NORTHLAND,Northland Midseason Blueberry                               ,DCS,03,BUDS,18''H - 15''S, 13 , 59 ,     ,          , 15.75 , 14.18 , 13.78 ,1.45
OR,160000,    ,073742,160000073742,#2,VACCINIUM CORYMBOSUM PATRIOT,Patriot Early Season Blueberry                              ,DCS,03,BUDS,18''H - 15''S,     , 20 ,     ,          , 15.75 , 14.18 , 13.78 ,1.45
OR,160000,    ,073745,160000073745,#5,VACCINIUM CORYMBOSUM PATRIOT,Patriot Early Season Blueberry                              ,DCS,03,BUDS,22''H - 18''S, 10 , 10 ,     ,          , 24.25 , 21.83 , 21.22 ,2.91
OR,160000,    ,407072,160000407072,#2,VACCINIUM X BLUE CROP,Bluecrop Blueberry                                          ,DCS,04,BUDS,"14""H - 12""S",     , 354 ,     ,          , 16.25 , 14.63 , 14.22 ,1.45
OR,160000,    ,407082,160000407082,#2,VACCINIUM X CHIPPEWA,Chippewa Blueberry                                          ,DCS,03,BUDS,"14""H - 12""S",     , 132 ,     ,          , 16.25 , 14.63 , 14.22 ,1.45
OR,160000,,081702,160000081702,#2,VACCINIUM X JELLY BEAN TM PPAF,BrazelBerries®  Jelly Bean  Blueberry,DCS,04,DORMANT,"10""H - 10""S",     , 193 ,     ,          , 16.25 , 14.63 , 14.22 ,1.45
OR,160000,,079481,160000079481,#1,VERONICA HYB WHITE WATER PPAF,Whitewater Speedwell                                        ,PRN,04,CUT BACK,CAN FULL,     , 14 ,     ,          , 5.75 , 5.18 , 5.03 ,0.58
OR,160000,X,409261,160000409261,#1,VERONICA MDY BLUES LT BLU PPAF,Moody Blues Light Blue Speedwell                            ,PRN,04,CUT BACK,CAN FULL,     , 75 ,,, 5.25 , 4.73 , 4.59 ,0.58
OR,160000,X,409271,160000409271,#1,VERONICA MDY BLUES MAUVE PPAF,Moody Blues Mauve Speedwell                                 ,PRN,04,CUT BACK,CAN FULL,     , 502 ,,, 5.25 , 4.73 , 4.59 ,0.58
OR,160000,X,409251,160000409251,#1,VERONICA MDY BLUES PINK PPAF,Moody Blues Pink Speedwell                                  ,PRN,04,CUT BACK,CAN FULL,     , 29 , 62 ,04/01/16  , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,07426UT,16000007426UT,LittleOne,VERONICA PROSTRATA TREHANE,Trehane Speedwell                                           ,PRN,04,CUT BACK,.,     , 334 ,     ,          , 3.25 , 2.93 , 2.84 ,0.44
OR,160000,    ,017391,160000017391,#1,VERONICA ROYAL CANDLES PP18932,Royal Candles Speedwell                                     ,PRN,04,-,CAN FULL,     ,     , 387 ,06/01/16  , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,073621,160000073621,#1,VERONICA SPICATA RED FOX,Red Fox Spike Speedwell                                     ,PRN,04,CUT BACK,.,     , 133 , 202 ,03/01/16  , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,073624PTC,160000073624PTC,"4"" Pot POT-TERRA",VERONICA SPICATA RED FOX,Red Fox Spike Speedwell                                     ,PRN,04,CUT BACK,.,     , 46 ,     ,          , 3.50 , 3.15 , 3.06 ,0.33
OR,160000,    ,07362UT,16000007362UT,LittleOne,VERONICA SPICATA RED FOX,Red Fox Spike Speedwell                                     ,PRN,04,CUT BACK,.,     , 16 ,     ,          , 3.25 , 2.93 , 2.84 ,0.44
OR,160000,X,412861,160000412861,#1,VERONICA VERNIQUE TM BLUE,Vernique  Blue Speedwell,PRN,04,CUT BACK,CAN FULL,     , 6 ,     ,          , 5.75 , 5.18 , 5.03 ,0.58
OR,160000,    ,074652,160000074652,#2,VIB OPULUS NANUM,Dwarf Cranberry Bush                                        ,DCS,04,-,"14""H - 14""S",     , 1 ,     ,          , 14.75 , 13.28 , 12.91 ,1.45
OR,160000,    ,076081,160000076081,#1,VINCA MINOR ATROPURPUREA,Wine Common Periwinkle                                      ,PRN,04,-,CAN FULL,     , 681 ,     ,          , 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,076131,160000076131,#1,VINCA MINOR BOWLES',Bowles' Common Periwinkle                                   ,PRN,04,-,CAN FULL,     ," 2,313 ",,, 5.25 , 4.73 , 4.59 ,0.58
OR,160000,    ,07613UT,16000007613UT,LittleOne,VINCA MINOR BOWLES',Bowles' Common Periwinkle                                   ,PRN,04,-,CAN FULL, 56 ," 8,735 ",,, 3.25 , 2.93 , 2.84 ,0.44
OR,160000,    ,076392,160000076392,#2,WEIGELA FL DARK HORSE PP14381,Dark Horse Weigela                                          ,DCS,04,DORMANT,"10""H - 10""S",     , 695 ,,, 15.25 , 13.73 , 13.34 ,1.45
OR,160000,    ,076542,160000076542,#2,WEIGELA FL PINK POPPET,Pink Poppet Weigela                                         ,DCS,03,DORMANT,10''H - 12''S,     , 91 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,076545,160000076545,#5,WEIGELA FL PINK POPPET,Pink Poppet Weigela                                         ,DCS,03,DORMANT,"12""H - 14""S", 5 , 194 ,     ,          , 22.00 , 19.80 , 19.25 ,2.91
OR,160000,    ,076561S,160000076561S,SuperOne TM,WEIGELA FL WINE&ROSES R P10772,Wine & Roses®  Weigela,DCS,04,DORMANT,"12""H - 10""S",     , 15 ,     ,          , 10.00 , 9.00 , 8.75 ,0.97
OR,160000,    ,076562S,160000076562S,SuperTwo,WEIGELA FL WINE&ROSES R P10772,Wine & Roses®  Weigela,DCS,04,DORMANT,12''H - 12''S,     , 115 ,     ,          , 17.75 , 15.98 , 15.53 ,1.94
OR,160000,    ,017572,160000017572,#2,WEIGELA MAGICAL R FNTSY P13567,Magical®  Fantasy Weigela,DCS,04,DORMANT,"12""H - 12""S",     , 88 ,     ,          , 15.00 , 13.50 , 13.13 ,1.45
OR,160000,    ,017575,160000017575,#5,WEIGELA MAGICAL R FNTSY P13567,Magical®  Fantasy Weigela,DCS,04,DORMANT,"24""H - 16""S", 17 , 28 ,     ,          , 22.00 , 19.80 , 19.25 ,2.91
OR,160000,    ,407362S,160000407362S,SuperTwo,WEIGELA SONIC BLOOM TM PRL PAF,Sonic Bloom  Pearl Weigela,DCS,04,,"12""H - 12""S", 36 ,     , 437 ,04/27/16  , 19.00 , 17.10 , 16.63 ,1.94
OR,160000,    ,017341,160000017341,#1 STAKED,WISTERIA MAC BLUE MOON,Blue Moon Kentucky Wisteria                                 ,VIN,04,DORMANT,FULL STK,     , 52 ,     ,          , 9.25 , 8.33 , 8.09 ,0.58
OR,160000,    ,017345,160000017345,#5 STAKED,WISTERIA MAC BLUE MOON,Blue Moon Kentucky Wisteria                                 ,VIN,04,DORMANT,FULL STK,     , 18 ,     ,          , 23.75 , 21.38 , 20.78 ,2.91
