Loc,Item,Description,Botanical Name,Common Name,Product
OR,072152,SYRINGA V LAVENDER LADY,Syringa vulgaris 'Lavender Lady'                            ,Lavender Lady Lilac                                         ,DCS
OR,071901,SYRINGA V LUDWIG SPAETH,Syringa vulgaris 'Ludwig Spaeth'                            ,Ludwig Spaeth Lilac                                         ,DCS
OR,072145,SYRINGA V PRESIDENT LINCOLN,Syringa vulgaris 'President Lincoln'                        ,President Lincoln Lilac                                     ,DCS
OR,072161,SYRINGA V SENSATION,Syringa vulgaris 'Sensation'                                ,Sensation Lilac                                             ,DCS
OR,072165,SYRINGA V SENSATION,Syringa vulgaris 'Sensation'                                ,Sensation Lilac                                             ,DCS
OR,028425,SYRINGA X DECLARATION NA62975,Syringa x 'Declaration'                                     ,Declaration Lilac                                           ,DCS
OR,072191,SYRINGA X HYA POCAHONTAS,Syringa x hyacinthiflora 'Pocahontas'                       ,Pocahontas Canadian Lilac                                   ,DCS
OR,072195,SYRINGA X HYA POCAHONTAS,Syringa x hyacinthiflora 'Pocahontas'                       ,Pocahontas Canadian Lilac                                   ,DCS
OR,042191,SYRINGA X OLD GLORY NA62974,Syringa X Old Glory (N.A.# 62974)                           ,Old Glory Lilac                                             ,DCS
OR,042192,SYRINGA X OLD GLORY NA62974,Syringa X Old Glory (N.A.# 62974)                           ,Old Glory Lilac                                             ,DCS
OR,042195,SYRINGA X OLD GLORY NA62974,Syringa X Old Glory (N.A.# 62974)                           ,Old Glory Lilac                                             ,DCS
OR,050115,TAXODIUM DIS PEVE MINARET,Taxodium distichum 'Peve Minaret'                           ,Peve Minaret Dwarf Bald Cypress                             ,CON
OR,072341,TAXUS EMERALD SPREADR R P10335,"Taxus cuspidata 'Monloo' P.P. #10,335                       ",Emerald Spreader®  Japanese Yew,CON
OR,028852,TAXUS X MED HUBERS TAWNY GOLD,Taxus x media 'Huber's Tawny Gold'                          ,Huber's Tawny Gold Spreading Yew                            ,CON
OR,012402,TAXUS X MEDIA BERRYHILLI,Taxus x media 'Berryhillii'                                 ,Berryhill Yew                                               ,CON
OR,072302,TAXUS X MEDIA BROWNII,Taxus x media 'Brownii'                                     ,Brown's Yew                                                 ,CON
OR,072321,TAXUS X MEDIA DENSIFORMIS,Taxus x media 'Densiformis'                                 ,Dense Spreading Yew                                         ,CON
OR,072331,TAXUS X MEDIA HICKSII,Taxus x media 'Hicksii'                                     ,Hicks Yew                                                   ,CON
OR,072332,TAXUS X MEDIA HICKSII,Taxus x media 'Hicksii'                                     ,Hicks Yew                                                   ,CON
OR,087055,THUJA KORAIENSIS,Thuja koraiensis                                            ,Korean Arborvitae                                           ,CON
OR,072942,THUJA OC DANICA,Thuja occidentalis 'Danica'                                 ,Danica Arborvitae                                           ,CON
OR,072812,THUJA OC DEGROOT'S SPIRE,Thuja occidentalis 'Degroot's Spire'                        ,Degroot's Spire Arborvitae                                  ,CON
OR,073011,THUJA OC EMERALD,Thuja occidentalis 'Smaragd'                                ,Emerald Green Arborvitae                                    ,CON
OR,073015,THUJA OC EMERALD,Thuja occidentalis 'Smaragd'                                ,Emerald Green Arborvitae                                    ,CON
OR,073019,THUJA OC EMERALD,Thuja occidentalis 'Smaragd'                                ,Emerald Green Arborvitae                                    ,CON
OR,07301M,THUJA OC EMERALD,Thuja occidentalis 'Smaragd'                                ,Emerald Green Arborvitae                                    ,CON
OR,047442,THUJA OC FIRE CHIEF TM P19009,"Thuja occidentalis 'Congabe' P.P. #19,009                   ",Fire Chief™  Globe Arborvitae,CON
OR,072862,THUJA OC GOLDEN GLOBE,Thuja occidentalis 'Golden Globe'                           ,Golden Globe Arborvitae                                     ,CON
OR,072865,THUJA OC GOLDEN GLOBE,Thuja occidentalis 'Golden Globe'                           ,Golden Globe Arborvitae                                     ,CON
OR,055971,THUJA OC GOLDEN TUFFET,Thuja occidentalis 'Golden Tuffet'                          ,Golden Tuffet Arborvitae                                    ,CON
OR,055972,THUJA OC GOLDEN TUFFET,Thuja occidentalis 'Golden Tuffet'                          ,Golden Tuffet Arborvitae                                    ,CON
OR,055975PT,THUJA OC GOLDEN TUFFET,Thuja occidentalis 'Golden Tuffet'                          ,Golden Tuffet Arborvitae                                    ,CON
OR,072922,THUJA OC HETZ MIDGET,Thuja occidentalis 'Hetz Midget'                            ,Hetz Midget Arborvitae                                      ,CON
OR,053931,THUJA OC HIGHLIGHTS TM PP21967,"Thuja occidentalis 'Janed Gold' PP.# 21,967                 ",Highlights™  Arborvitae,CON
OR,053932,THUJA OC HIGHLIGHTS TM PP21967,"Thuja occidentalis 'Janed Gold' PP.# 21,967                 ",Highlights™  Arborvitae,CON
OR,05393M,THUJA OC HIGHLIGHTS TM PP21967,"Thuja occidentalis 'Janed Gold' PP.# 21,967                 ",Highlights™  Arborvitae,CON
OR,072872,THUJA OC LITTLE GIANT,Thuja occidentalis 'Little Giant'                           ,Little Giant Dwarf Arborvitae                               ,CON
OR,072875,THUJA OC LITTLE GIANT,Thuja occidentalis 'Little Giant'                           ,Little Giant Dwarf Arborvitae                               ,CON
OR,031185,THUJA OC MALONYANA,Thuja occidentalis 'Malonyana'                              ,Malonyana Arborvitae                                        ,CON
OR,022175,THUJA OC MR BOWLING BALL R,Thuja occidentalis 'Bobozam'                                ,Mr. Bowling Ball™  Arborvitae,CON
OR,075055,THUJA OC NORTH POLE R PPAF,"Thuja occidentalis 'Art Boe' P.P. #22,174                   ",North Pole™  Arborvitae,CON
OR,073055,THUJA OC RUSHMORE,Thuja occidentalis 'Rushmore'                               ,Rushmore Arborvitae                                         ,CON
OR,072915,THUJA OC YELLOW RIBBON,Thuja occidentalis 'Yellow Ribbon'                          ,Yellow Ribbon Arborvitae                                    ,CON
OR,046822,THUJA OR MORGAN,Thuja orientalis 'Morgan'                                   ,Morgan's Chinese Arborvitae                                 ,CON
OR,019441,THUJA PL GRN GLOBE (GRNE KGEL),Thuja plicata 'Grune Kugel'                                 ,Grune Kugel Western Red Cedar                               ,CON
OR,019442,THUJA PL GRN GLOBE (GRNE KGEL),Thuja plicata 'Grune Kugel'                                 ,Grune Kugel Western Red Cedar                               ,CON
OR,031195,THUJA PLICATA GREEN SPORT,Thuja plicata 'Green Sport'                                 ,Green Sport Western Red Cedar                               ,CON
OR,019455,THUJA PLICATA SUNSHINE,Thuja plicata 'Sunshine'                                    ,Sunshine Western Red Cedar                                  ,CON
OR,066572,THUJA PLICATA WHIPCORD,Thuja plicata 'Whipcord'                                    ,Whipcord Western Red Cedar                                  ,CON
OR,055142,THUJA X EMBER WAVES TM PP25363,"Thuja 'MonPin' P.P.# 25,363                                 ",Ember Waves™  Western Arborvitae,CON
OR,055145,THUJA X EMBER WAVES TM PP25363,"Thuja 'MonPin' P.P.# 25,363                                 ",Ember Waves™  Western Arborvitae,CON
OR,05514UT,THUJA X EMBER WAVES TM PP25363,"Thuja 'MonPin' P.P.# 25,363                                 ",Ember Waves™  Western Arborvitae,CON
OR,034055,THUJOPSIS DOLOBRATA NANA,Thujopsis dolobrata 'Nana'                                  ,False Hiba Cedar                                            ,CON
OR,05124UT,THYMUS PRA PINK CHINTZ,Thymus 'Pink Chintz'                                        ,Pink Chintz Thyme                                           ,PRN
OR,412851,TIARELLA JEEPERS CRPRS PP13437,"Tiarella 'Jeepers Creepers' P.P.# 13,437                    ",Jeepers Creepers Tiarella                                   ,PRN
OR,029675,TILIA TOMENTOSA SATIN SHADOW R,Tilia tomentosa 'Sashazam'                                  ,Satin Shadow®  Linden,TRE
OR,053125TR,TROCHODENDRON ARALIOIDES,Trochodendron aralioides                                    ,Taiwanese Parasol Tree                                      ,TRE
OR,051322,TSUGA C GLDN DUCHESS R PP25503,"Tsuga canadensis 'MonKinn' P.P.#25,503                      ",Golden Duchess®  Eastern Hemlock,CON
OR,07343M,TSUGA CAN EMERALD FOUNTAIN R,Tsuga canadensis 'Monler'                                   ,Emerald Fountain®  Canadian Hemlock,CON
OR,034095,TSUGA CAN GRACILLIS,Tsuga canadensis 'Gracilis'                                 ,Gracilis Hemlock                                            ,CON
OR,038191,TSUGA CAN JEDDELOH,Tsuga canadensis 'Jeddeloh'                                 ,Jeddeloh Canadian Hemlock                                   ,CON
OR,038192,TSUGA CAN JEDDELOH,Tsuga canadensis 'Jeddeloh'                                 ,Jeddeloh Canadian Hemlock                                   ,CON
OR,073285,TSUGA CAN PENDULA,Tsuga canadensis 'Pendula'                                  ,Sargent's Weeping Hemlock                                   ,CON
OR,073287,TSUGA CAN PENDULA,Tsuga canadensis 'Pendula'                                  ,Sargent's Weeping Hemlock                                   ,CON
OR,073265,TSUGA CANADENSIS,Tsuga canadensis                                            ,Canadian Hemlock                                            ,CON
OR,073325,ULMUS GLABRA CAMPERDOWNII,Ulmus glabra 'Camperdownii'                                 ,Camperdown Elm                                              ,TRE
OR,084852,VACC X PINK ICING TM PP23336,"Vaccinium corymbosum 'ZF06-079' P.P.# 23,336                ",BrazelBerries®  Pink Icing™  Blueberry,DCS
OR,021745,VACCINIUM CORY SUNSHINE BLUE,Vaccinium x 'Sunshine Blue' (Southern Highbush)             ,Sunshine Blue Blueberry                                     ,DCS
OR,080362,VACCINIUM CORYMBOSUM CHANDLER,Vaccinium corymbosum 'Chandler' (Northern Highbush)         ,Chandler Midseason Blueberry                                ,DCS
OR,034481,VACCINIUM CORYMBOSUM JUBILEE,Vaccinium corymbosum 'Jubilee' (Southern Highbush)          ,Jubilee Blueberry                                           ,DCS
OR,073401,VACCINIUM CORYMBOSUM NORTHLAND,Vaccinium corymbosum 'Northland' (Northern Highbush)        ,Northland Midseason Blueberry                               ,DCS
OR,073402,VACCINIUM CORYMBOSUM NORTHLAND,Vaccinium corymbosum 'Northland' (Northern Highbush)        ,Northland Midseason Blueberry                               ,DCS
OR,073742,VACCINIUM CORYMBOSUM PATRIOT,Vaccinium corymbosum 'Patriot' (Northern Highbush)          ,Patriot Early Season Blueberry                              ,DCS
OR,073745,VACCINIUM CORYMBOSUM PATRIOT,Vaccinium corymbosum 'Patriot' (Northern Highbush)          ,Patriot Early Season Blueberry                              ,DCS
OR,081712,VACCINIUM PEACH SORBET TM PPAF,"Vaccinium corymbosum 'ZF06-043' P.P.#23,325                 ",BrazelBerries®  Peach Sorbet™  Blueberry,DCS
OR,079551,VERONICA HYB TIDAL POOL PPAF,Veronica 'Tidal Pool' P.P.A.F.                              ,Tidal Pool Prostrate Speedwell                              ,PRN
OR,079481,VERONICA HYB WHITE WATER PPAF,"Veronica x 'Whitewater' P.P.#22,783                         ",Whitewater Speedwell                                        ,PRN
OR,409261,VERONICA MDY BLUES LT BLU PPAF,Veronica spicata 'Novaverlig' P.P.A.F.                      ,Moody Blues Light Blue Speedwell                            ,PRN
OR,409271,VERONICA MDY BLUES MAUVE PPAF,Veronica spicata 'Novavermau' P.P.A.F.                      ,Moody Blues Mauve Speedwell                                 ,PRN
OR,409251,VERONICA MDY BLUES PINK PPAF,Veronica spicata 'Novaverpin' P.P.A.F.                      ,Moody Blues Pink Speedwell                                  ,PRN
OR,07426UT,VERONICA PROSTRATA TREHANE,Veronica prostrata 'Trehane'                                ,Trehane Speedwell                                           ,PRN
OR,073621,VERONICA SPICATA RED FOX,Veronica spicata 'Red Fox'                                  ,Red Fox Spike Speedwell                                     ,PRN
OR,07362UT,VERONICA SPICATA RED FOX,Veronica spicata 'Red Fox'                                  ,Red Fox Spike Speedwell                                     ,PRN
OR,074205,VIB DAVIDII,Viburnum davidii                                            ,David Viburnum                                              ,EVS
OR,074652,VIB OPULUS NANUM,Viburnum opulus 'Nanum'                                     ,Dwarf Cranberry Bush                                        ,DCS
OR,073602,VIB X BURKWOODII,Viburnum x burkwoodii                                       ,Burkwood Viburnum                                           ,EVS
OR,076081,VINCA MINOR ATROPURPUREA,Vinca minor 'Atropurpurea'                                  ,Wine Common Periwinkle                                      ,PRN
OR,07613UT,VINCA MINOR BOWLES',Vinca minor 'Bowles'                                        ,Bowles' Common Periwinkle                                   ,PRN
OR,076041,VIOLA X PURPLE SHOWERS,Viola x 'Purple Showers'                                    ,Purple Showers Viola                                        ,PRN
OR,076395,WEIGELA FL DARK HORSE PP14381,Weigela florida 'Dark Horse' P.P.# 14381                    ,Dark Horse Weigela                                          ,DCS
OR,076541,WEIGELA FL PINK POPPET,Weigela florida 'Plangen'                                   ,Pink Poppet Weigela                                         ,DCS
OR,076545,WEIGELA FL PINK POPPET,Weigela florida 'Plangen'                                   ,Pink Poppet Weigela                                         ,DCS
OR,017575,WEIGELA MAGICAL R FNTSY P13567,Weigela florida 'Kolsunn' P.P.# 13567                       ,Magical®  Fantasy Weigela,DCS
OR,066705,ZELKOVA SERRATA GOLD FALLS TM,Zelkova serrata 'Gold Falls'                                ,Gold Falls™  Zelkova,TRE
