Loc,Item,Size,Description,Botanical Name,Common Name,Product,Zone,Condition,Current Specs,Plant Status,Qty Ordered,Qty Remaining,Available Qty,Min Order Qty,List Price,Net Price,Frt Rate,Landed Price,SKU,Retail Price,UPC#,Sale Price,AVL Flag
CA,064415,#5,PHILADELPHUS VIR DWF SNOWFLAKE,Philadelphus x virginalis 'Dwarf Snowflake'                 ,Dwarf Snowflake Mock Orange                                 ,DCS,04,DORMANT,"22""H - 12""S",,     ,     , 5 , 5 , 21.50 , 21.50 , 1.44 ,22.94,            ,     ,014949644157,          , 
CA,065042,#2,PHILODENDRON X XANADU,Philodendron x 'Xanadu'                                     ,Xanadu Cut-Leaf Philodendron                                ,EVS,09,-,"12""H-12""S",,     ,     , 9 , 5 , 16.50 , 16.50 , 0.72 ,17.22,            ,     ,014949650424,          , 
CA,064851,#1,PHOTINIA X FRASERI,Photinia x fraseri                                          ,Fraser's Photinia                                           ,EVS,07,-,"10""H - 8""S",,     ,     , 8 , 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949648513,          , 
CA,064855,#5,PHOTINIA X FRASERI,Photinia x fraseri                                          ,Fraser's Photinia                                           ,EVS,07,-,"21""H - 18""S",,     ,     , 8 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949648551,          , 
CA,065705,#5,PISTACIA CHINENSIS,Pistacia chinensis                                          ,Chinese Pistachio                                           ,TRE,06,DORMANT,"66""H",,     ,     , 4 , 5 , 26.50 , 26.50 , 1.44 ,27.94,            ,     ,014949657058,          , 
CA,065921,#1,PITT TOB TURNERS PITT TM,Pittosporum tobira 'Turner's Variegated Dwarf'              ,Turner's Pitt™  Mock Orange,EVS,08,-,"6""H - 8""S",,     ,     , 676 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949659410,          , 
CA,066371,#1,PLUMBAGO ROYAL CAPE R,Plumbago auriculata 'Monott'                                ,Royal Cape®  Plumbago,EVS,09,BUDS & BLOOMS,"8""H-8""S",,     ,     , 389 , 10 , 7.00 , 7.00 , 0.29 ,7.29,            ,     ,014949663714,          , 
CA,066405TR,#5 TREE,PODOCARPUS GRACILIOR,Podocarpus gracilior                                        ,Fern Podocarpus                                             ,TRE,09,-,"56""H",,     ,     , 84 , 2 , 32.00 , 32.00 , 1.44 ,33.44,            ,     ,014949664353,          , 
CA,06796MT,#10 Tall TREE,PRUNUS PER SANTA BARBARA PEACH,Prunus persica 'Santa Barbara'                              ,Santa Barbara Peach                                         ,TRE,07,BUDS,"60""H",,     ,     , 3 , 1 , 45.50 , 45.50 , 5.70 ,51.2,            ,     ,014949323243,          , 
CA,06167MT,#10 Tall TREE,PRUNUS X BEAUTY PLUM,Prunus salicina 'Beauty'                                    ,Beauty Japanese Plum                                        ,TRE,04,BUDS,"64""H",,     ,     , 1 , 1 , 48.50 , 48.50 , 5.70 ,54.2,            ,     ,014949314579,          , 
CA,06168MT,#10 Tall TREE,PRUNUS X BURGUNDY PLUM,Prunus salicina 'Burgundy' Plum                             ,Burgundy Japanese Plum                                      ,TRE,05,BUDS,"66""H - 24""S",,     ,     , 9 , 1 , 48.50 , 48.50 , 5.70 ,54.2,            ,     ,014949314593,          , 
CA,06144MT,#10 Tall TREE,PRUNUS X DESERT GOLD PEACH,Prunus persica 'Desert Gold'                                ,Desert Gold Peach                                           ,TRE,07,BUDS,"64""H - 24""S",,     ,     , 2 , 1 , 45.50 , 45.50 , 5.70 ,51.2,            ,     ,014949314456,          , 
CA,06798MT,#10 Tall TREE,PRUNUS X FANTASIA NECTARINE,Prunus persica var. nucipersica 'Fantasia'                  ,Fantasia Nectarine                                          ,TRE,06,BUDS,"60""H",,     ,     , 36 , 1 , 45.50 , 45.50 , 5.70 ,51.2,            ,     ,014949323281,          , 
CA,06142MT,#10 Tall TREE,PRUNUS X FLAVORTOP NECTARINE,Prunus persica var. nucipersica 'Flavortop'                 ,Flavortop Nectarine                                         ,TRE,06,BUDS,"60""H -22""S",,     ,     , 3 , 1 , 45.50 , 45.50 , 5.70 ,51.2,            ,     ,014949314418,          , 
CA,06795MT,#10 Tall TREE,PRUNUS X OZARK PREMIER PLUM,Prunus salicina 'Ozark Premier'                             ,Ozark Premier Plum                                          ,TRE,06,BUDS,"60""H",,     ,     , 139 , 1 , 48.50 , 48.50 , 5.70 ,54.2,            ,     ,014949323229,          , 
CA,05996MT,#10 Tall TREE,PRUNUS X SANTA ROSA PLUM,Prunus salicina 'Santa Rosa'                                ,Santa Rosa Plum                                             ,TRE,05,BREAKING DORMANCY,"72""H - 22""S",,     ,     , 38 , 1 , 48.50 , 48.50 , 5.70 ,54.2,            ,     ,014949314234,          , 
CA,06799MT,#10 Tall TREE,PRUNUS X SNOW QUEEN NECTARINE,Prunus persica var. nucipersica 'Snow Queen'                ,Snow Queen Nectarine                                        ,TRE,07,BUDS,"66""H",,     ,     , 93 , 1 , 45.50 , 45.50 , 5.70 ,51.2,            ,     ,014949323304,          , 
CA,068012,#2,PUNICA GR ANGEL RED R PP16578,"Punica granatum 'Smith' P.P.#16,578 Angel Red® ",Angel Red®  Pomegranate,DCS,07,DORMANT,"15""H - 10""S",,     ,     , 340 , 5 , 18.00 , 18.00 , 0.72 ,18.72,            ,     ,014949351093,          , 
CA,068015,#5,PUNICA GR ANGEL RED R PP16578,"Punica granatum 'Smith' P.P.#16,578 Angel Red® ",Angel Red®  Pomegranate,DCS,07,DORMANT,"21""H - 15""S",,     ,     ," 3,975 ", 5 , 27.50 , 27.50 , 1.44 ,28.94,            ,     ,014949908099,          , 
CA,06801MT,#10 Tall,PUNICA GR ANGEL RED R PP16578,"Punica granatum 'Smith' P.P.#16,578 Angel Red® ",Angel Red®  Pomegranate,DCS,07,DORMANT,"30""H - 20""S",,     ,     , 181 , 1 , 66.00 , 66.00 , 5.70 ,71.7,            ,     ,014949360194,          , 
CA,067401,#1,PUNICA GRANATUM NANA,Punica granatum 'Nana'                                      ,Dwarf Pomegranate                                           ,DCS,07,WINTER COLOR,"8""H - 8""S",,     ,     ," 2,767 ", 10 , 8.25 , 8.25 , 0.29 ,8.54,            ,     ,014949674017,          , 
CA,067402,#2,PUNICA GRANATUM NANA,Punica granatum 'Nana'                                      ,Dwarf Pomegranate                                           ,DCS,07,WINTER COLOR,"10""H - 10""S",,     ,     , 5 , 5 , 16.00 , 16.00 , 0.72 ,16.72,            ,     ,014949674024,          , 
CA,067701ST,#1 STAKED,PYRACANTHA ANG YUKON BELLE R,Pyracantha angustifolia 'Monon'                             ,Yukon Belle®  Pyracantha,EVS,05,WINTER COLOR,"24""H",,     ,     , 448 , 10 , 7.50 , 7.50 , 0.29 ,7.79,            ,     ,014949677216,          , 
CA,069001ST,#1 STAKED,PYRACANTHA KOID VICTORY,Pyracantha koidzumii 'Victory'                              ,Victory Pyracantha                                          ,EVS,07,WINTER COLOR,"24""H - 6""S",,     ,     , 67 , 10 , 7.50 , 7.50 , 0.29 ,7.79,            ,     ,014949690215,          , 
CA,069005ES,#5 ESPALIER,PYRACANTHA KOID VICTORY,Pyracantha koidzumii 'Victory'                              ,Victory Pyracantha                                          ,EVS,07,WINTER COLOR,"36""H - 42""S",,     ,     , 5 , 2 , 51.00 , 51.00 , 2.16 ,53.16,            ,     ,014949690154,          , 
CA,039825,#5,PYRACANTHA X SLVRLNG TM P15517,Pyracantha x 'Cadvar' P.P.# 15517                           ,Silver Lining™  Pyracantha,EVS,07,WINTER COLOR,"15""H - 15""S",,     ,     , 531 , 5 , 23.50 , 23.50 , 1.44 ,24.94,            ,     ,014949260722,          , 
CA,069155,#5,PYRUS CALL BRADFORD,Pyrus calleryana 'Bradford'                                 ,Bradford Flowering Pear                                     ,TRE,05,DORMANT,"66""H",,     ,     , 30 , 5 , 33.00 , 33.00 , 1.44 ,34.44,            ,     ,014949691557,          , 
CA,069165,#5,PYRUS CALL CAPITAL,Pyrus calleryana 'Capital'                                  ,Capital Flowering Pear                                      ,TRE,04,DORMANT,"72""H",,     ,     , 5 , 5 , 33.00 , 33.00 , 1.44 ,34.44,            ,     ,014949691656,          , 
CA,069285,#5,PYRUS KAWAKAMII,Pyrus kawakamii                                             ,Evergreen Pear                                              ,TRE,09,BUDS,"70""H*",,     ,     , 10 , 5 , 33.00 , 33.00 , 1.44 ,34.44,            ,     ,014949692851,          , 
CA,020062,#2,RHAPH GEORGIA PETITE P9983,"Rhaphiolepis x delacourii 'Georgia Petite' P.P.# 9,983      ",Georgia Petite Indian Hawthorn                              ,EVS,07,WINTER COLOR,"10""H - 10""S",,     ,     , 5 , 5 , 14.50 , 14.50 , 0.72 ,15.22,            ,     ,014949059326,          , 
CA,069855,#5,RHAPH IND INDIAN PRINCESS R,Rhaphiolepis indica 'Monto'                                 ,Indian Princess®  Indian Hawthorn,EVS,07,WINTER COLOR,"15""H - 15""S",,     ,     , 58 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949698556,          ,I
CA,021372,#2,RHAPH INDICA BALLERINA,Rhaphiolepis indica 'Ballerina'                             ,Ballerina Indian Hawthorne                                  ,EVS,08,WINTER COLOR,"9""H - 12""S",,     ,     , 9 , 5 , 14.50 , 14.50 , 0.72 ,15.22,            ,     ,014949322369,          , 
CA,021375,#5,RHAPH INDICA BALLERINA,Rhaphiolepis indica 'Ballerina'                             ,Ballerina Indian Hawthorne                                  ,EVS,08,WINTER COLOR,"12""H - 15""S",,     ,     , 54 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949322376,          , 
CA,046751,#1,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,EVS,07,WINTER COLOR,"10""H - 8""S",,     ,     , 19 , 10 , 6.00 , 6.00 , 0.29 ,6.29,            ,     ,014949250662,          , 
CA,046755,#5,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,EVS,07,WINTER COLOR,12''H - 15''S,,     ,     , 5 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949248874,          , 
CA,069922,#2,RHAPH UMBELLATA MINOR,Rhaphiolepis umbellata 'Minor'                              ,Dwarf Yedda Hawthorn                                        ,EVS,07,WINTER COLOR,"12""H - 12""S",,     ,     , 10 , 5 , 13.50 , 13.50 , 0.72 ,14.22,            ,     ,014949699225,          , 
CA,069601,#1,RHAPH X MAJESTIC BEAUTY R,Rhaphiolepis x 'Montic'                                     ,Majestic Beauty®  Indian Hawthorn,EVS,07,LIGHT BUDS,"10""H - 8""S",,     ,     , 7 , 10 , 7.00 , 7.00 , 0.29 ,7.29,            ,     ,014949696019,          , 
CA,069605,#5,RHAPH X MAJESTIC BEAUTY R,Rhaphiolepis x 'Montic'                                     ,Majestic Beauty®  Indian Hawthorn,EVS,07,BUDS,"20""H - 18""S",,     ,     , 161 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949696057,          , 
CA,069609TR,#15 TREE,RHAPH X MAJESTIC BEAUTY R,Rhaphiolepis x 'Montic'                                     ,Majestic Beauty®  Indian Hawthorn,EVS,07,BUDS,"27""S",,     ,     , 3 , 1 , 86.00 , 86.00 , 10.78 ,96.78,            ,     ,014949696194,          , 
CA,058142,#2,RIBES HERTELLUM PIXWELL,Ribes hirtellum 'Pixwell'                                   ,Pixwell Gooseberry                                          ,DCS,03,DORMANT,"12""H",,     ,     , 3 , 5 , 16.50 , 16.50 , 0.72 ,17.22,            ,     ,014949318447,          , 
CA,024582,#2,ROSA CARAMBA TM PP13396,Rosa x 'Tanabamar' P.P.# 13396                              ,Caramba®  Shrub Rose,ROS,05,WINTER LOOK,"8""H - 12""S",,     ,     , 2 , 5 , 15.50 , 15.50 , 0.72 ,16.22,            ,     ,014949049075,          , 
CA,036292,#2,ROSA FLWR CAR R AMBER PPAF,Rosa x 'NOA97400A' P.P.A.F.                                 ,Flower Carpet®  Amber Groundcover Rose,ROS,04,WINTER LOOK,"10""H - 12""S",,     ,     ," 15,309 ", 5 , 15.50 , 15.50 , 0.72 ,16.22,            ,     ,014949211762,          , 
CA,036295PT,#5 PATIO TREE,ROSA FLWR CAR R AMBER PPAF,Rosa x 'NOA97400A' P.P.A.F.                                 ,Flower Carpet®  Amber Groundcover Rose,ROS,04,WINTER LOOK,17''S,,     ,     , 7 , 2 , 38.50 , 38.50 , 2.16 ,40.66,            ,     ,014949283868,          , 
CA,078182,#2,ROSA FLWR CAR R CORAL PP14441,Rosa x 'Noala' P.P.# 14441                                  ,Flower Carpet®  Coral Groundcover Rose,ROS,05,WINTER LOOK,6''H - 10''S,,     ,     ," 1,484 ", 5 , 15.50 , 15.50 , 0.72 ,16.22,            ,     ,014949781814,          , 
CA,079572,#2,ROSA FLWR CAR R PNK SPLSH PPAF,Rosa x 'Noasplash' P.P.A.F.                                 ,Flower Carpet®  Pink Splash Groundcover Rose,ROS,05,WINTER LOOK,"6""H - 8""S",,     ,     ," 2,878 ", 5 , 15.50 , 15.50 , 0.72 ,16.22,            ,     ,014949357361,          , 
CA,036382,#2,ROSA FLWR CAR R PNK SUP P16276,"Rosa x 'NOA250092' P.P. #16,276                             ",Flower Carpet®  Pink Supreme Ground Cover Rose,ROS,04,WINTER LOOK,"6""H - 10""S",,     ,     ," 2,488 ", 5 , 15.50 , 15.50 , 0.72 ,16.22,            ,     ,014949212547,          , 
CA,071602,#2,ROSA FLWR CAR R RED P11308,Rosa x 'Noare' P.P.# 11308                                  ,Flower Carpet®  Red Groundcover Rose,ROS,04,WINTER LOOK,6''H - 10''S,,     ,     ," 11,322 ", 5 , 15.50 , 15.50 , 0.72 ,16.22,            ,     ,014949716021,          , 
CA,071605PT,#5 PATIO TREE,ROSA FLWR CAR R RED P11308,Rosa x 'Noare' P.P.# 11308                                  ,Flower Carpet®  Red Groundcover Rose,ROS,04,WINTER LOOK,"17""S",,     ,     , 11 , 2 , 38.50 , 38.50 , 2.16 ,40.66,            ,     ,014949716151,          , 
CA,036312,#2,ROSA FLWR CAR R SCARLET P17373,"Rosa x 'NOA83100B' P.P. #17,373                             ",Flower Carpet®  Scarlet Groundcover Rose,ROS,05,WINTER LOOK,6''H - 10''S,,     ,     ," 5,392 ", 5 , 15.50 , 15.50 , 0.72 ,16.22,            ,     ,014949211779,          , 
CA,036315PT,#5 PATIO TREE,ROSA FLWR CAR R SCARLET P17373,"Rosa x 'NOA83100B' P.P. #17,373                             ",Flower Carpet®  Scarlet Groundcover Rose,ROS,05,DORMANT,"15""S",,     ,     , 10 , 2 , 38.50 , 38.50 , 2.16 ,40.66,            ,     ,014949313220,          , 
CA,070212,#2,ROSA FLWR CAR R WHITE P9573,Rosa x 'Noaschnee' P.P.# 9573                               ,Flower Carpet®  White Groundcover Rose,ROS,05,WINTER LOOK,"8""H - 12""S",,     ,     ," 33,224 ", 5 , 15.50 , 15.50 , 0.72 ,16.22,            ,     ,014949702123,          , 
CA,070215PT,#5 PATIO TREE,ROSA FLWR CAR R WHITE P9573,Rosa x 'Noaschnee' P.P.# 9573                               ,Flower Carpet®  White Groundcover Rose,ROS,05,WINTER LOOK,15''S,,     ,     , 8 , 2 , 38.50 , 38.50 , 2.16 ,40.66,            ,     ,014949702451,          , 
CA,018242,#2,ROSA FLWR CAR R YELLOW PP13869,Rosa x 'Noalesa' P.P.# 13869                                ,Flower Carpet®  Yellow Rose,ROS,04,WINTER LOOK,"10""H - 10""S",,     ,     , 21 , 5 , 15.50 , 15.50 , 0.72 ,16.22,            ,     ,014949011010,          , 
CA,018245PT,#5 PATIO TREE,ROSA FLWR CAR R YELLOW PP13869,Rosa x 'Noalesa' P.P.# 13869                                ,Flower Carpet®  Yellow Rose,ROS,04,WINTER LOOK,"17""S",,     ,     , 21 , 2 , 38.50 , 38.50 , 2.16 ,40.66,            ,     ,014949062814,          ,I
CA,069382PT,#2 PATIO TREE,ROSA GOLDEN SUNBLAZE R P8493,Rosa x 'Meicupaq' P.P. #8493                                ,Golden Sunblaze®  Miniature Rose,ROS,05,WINTER LOOK,12''s,,     ,     , 4 , 5 , 24.00 , 24.00 , 1.08 ,25.08,            ,     ,014949693827,          , 
CA,077481S,SuperOne TM,ROSA HOME RUN R PINK PPAF,Rosa 'WEKPhom' P.P.A.F.                                     ,Home Run®  Pink Rose,ROS,04,WINTER LOOK,8''H - 8''S,,     ,     ," 1,492 ", 10 , 10.00 , 10.00 , 0.48 ,10.48,            ,     ,014949356005,          , 
CA,077482S,SuperTwo,ROSA HOME RUN R PINK PPAF,Rosa 'WEKPhom' P.P.A.F.                                     ,Home Run®  Pink Rose,ROS,04,WINTER LOOK,"10""H - 10""S",,     ,     , 237 , 5 , 16.50 , 16.50 , 0.96 ,17.46,            ,     ,014949356012,          , 
CA,077491S,SuperOne TM,ROSA HOME RUN R RED PP18552,"Rosa 'WEKcisbako' P.P. #18,552                              ",Home Run®  Red Rose,ROS,04,WINTER LOOK,8''H - 8''S,,     ,     ," 1,821 ", 10 , 10.00 , 10.00 , 0.48 ,10.48,            ,     ,014949356029,          , 
CA,042822S,SuperTwo,ROSA KNCK OUT R DBL PNK P18507,Rosa x 'Radtkopink' P.P.# 18507                             ,Pink Double Knock Out®  Rose,ROS,04,DORMANT,"10""H - 10""S",,     ,     , 245 , 5 , 13.50 , 13.50 , 0.96 ,14.46,            ,     ,014949370209,          , 
CA,030902S,SuperTwo,ROSA KNCK OUT R DBL RD P16202,Rosa x 'Radtko' P.P.# 16202                                 ,Double Knock Out®  Rose,ROS,04,DORMANT,"10""H - 10""S",,     ,     , 70 , 5 , 13.50 , 13.50 , 0.96 ,14.46,            ,     ,014949370223,          , 
CA,011622S,SuperTwo,ROSA KNCK OUT R P11836 (RED),Rosa x 'Radrazz' P.P.# 11836                                ,Knock Out®  Shrub Rose,ROS,04,WINTER LOOK,10''H - 12''S,,     ,     , 674 , 5 , 13.50 , 13.50 , 0.96 ,14.46,            ,     ,014949370216,          , 
CA,022152S,SuperTwo,ROSA KNCK OUT R P15070 (PINK),Rosa x 'Radcon' P.P.# 15070                                 ,Pink Knock Out®  Rose,ROS,04,WINTER LOOK,10''H - 12''S,,     ,     , 243 , 5 , 13.50 , 13.50 , 0.96 ,14.46,            ,     ,014949370230,          , 
CA,028762PT,#2 PATIO TREE,ROSA LAVENDER SUNBLAZ R P11025,Rosa x 'Meiptima' P.P. #11025                               ,Lavender Sunblaze®  Miniature Rose,ROS,05,WINTER LOOK,10''S,,     ,     , 11 , 5 , 24.00 , 24.00 , 1.08 ,25.08,            ,     ,014949199541,          , 
CA,074961S,SuperOne TM,ROSA OSO EASY R CHERRYPIE PPAF,Rosa x 'Meiboulka' P.P.A.F.                                 ,Oso Easy®  Cherry Pie Rose,ROS,04,WINTER LOOK,6''H - 12''S,,     ,     , 799 , 10 , 10.00 , 10.00 , 0.48 ,10.48,            ,     ,014949336441,          , 
CA,074962S,SuperTwo,ROSA OSO EASY R CHERRYPIE PPAF,Rosa x 'Meiboulka' P.P.A.F.                                 ,Oso Easy®  Cherry Pie Rose,ROS,04,WINTER LOOK,8''H - 12''S,,     ,     , 286 , 5 , 16.50 , 16.50 , 0.96 ,17.46,            ,     ,014949348833,          , 
CA,080732S,SuperTwo,ROSA OSO EASY R STBY CR P20601,"Rosa x 'Hormeteorie' P.P.#20,601 Can. P.B.R.A.F.            ",Oso Easy®  Strawberry Crush Rose,ROS,04,WINTER LOOK,8''H - 12''S,,     ,     , 79 , 5 , 16.50 , 16.50 , 0.96 ,17.46,            ,     ,014949359648,          , 
CA,081302,#2,ROSA SWT SPOT TM CALYPSO PPAF,Rosa L. hybrid var. 'IntRos01' P.P.A.F.                     ,Sweet Spot™  Calypso Rose,ROS,05,DORMANT,"8""H - 8""S",,     ,     , 35 , 5 , 15.50 , 15.50 , 0.72 ,16.22,            ,     ,014949369807,          , 
CA,081502,#2,ROSA SWT SPOT TM PEACH PPAF,Rosa L. hybrid var. 'IntRos02' P.P.A.F.                     ,Sweet Spot™  Peach Rose,ROS,05,DORMANT,8''H - 10''S,,     ,     , 34 , 5 , 15.50 , 15.50 , 0.72 ,16.22,            ,     ,014949369838,          , 
CA,081492,#2,ROSA SWT SPOT TM RUBY PPAF,Rosa L. hybrid var. 'IntRos04' P.P.A.F.                     ,Sweet Spot™  Ruby Rose,ROS,05,WINTER LOOK,"10""H - 12""S",,     ,     ," 2,149 ", 5 , 15.50 , 15.50 , 0.72 ,16.22,            ,     ,014949369821,          , 
CA,070151,#1,ROSA-CL-BANKSIAE ALBA PLENA,Rosa banksiae 'Alba Plena'                                  ,White Lady Banks Rose                                       ,ROS,06,WINTER LOOK,24''H,,     ,     , 15 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949701515,          , 
CA,070155,#5,ROSA-CL-BANKSIAE ALBA PLENA,Rosa banksiae 'Alba Plena'                                  ,White Lady Banks Rose                                       ,ROS,06,WINTER LOOK,48''H,,     ,     , 9 , 5 , 23.00 , 23.00 , 1.44 ,24.44,            ,     ,014949701553,          , 
CA,070201,#1,ROSA-CL-BANKSIAE LUTEA,Rosa banksiae 'Lutea'                                       ,Yellow Lady Banks Rose                                      ,ROS,06,WINTER LOOK,24''H,,     ,     ," 1,839 ", 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949702017,          , 
CA,070205,#5,ROSA-CL-BANKSIAE LUTEA,Rosa banksiae 'Lutea'                                       ,Yellow Lady Banks Rose                                      ,ROS,06,WINTER LOOK,"48""H",,     ,     , 6 , 5 , 23.00 , 23.00 , 1.44 ,24.44,            ,     ,014949702055,          , 
CA,082275ST,#5 STAKED,ROSA-CL-CANDY LAND PPAF,Rosa x 'WEKrosopela' P.P.A.F.                               ,Candy Land Climbing Rose                                    ,ROS,05,WINTER LOOK,"30""H",,     ,     , 316 , 5 , 27.50 , 27.50 , 1.44 ,28.94,            ,     ,014949362235,          , 
CA,090791ST,#1 STAKED,ROSA-CL-CECILE BRUNNER,Rosa x 'Cecile Brunner' (Climbing Type)                     ,Cecile Brunner Climbing Rose                                ,ROS,04,WINTER LOOK,24''H,,     ,     , 79 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949907917,          , 
CA,090795ST,#5 STAKED,ROSA-CL-CECILE BRUNNER,Rosa x 'Cecile Brunner' (Climbing Type)                     ,Cecile Brunner Climbing Rose                                ,ROS,04,WINTER LOOK,48''H,,     ,     , 4 , 5 , 23.00 , 23.00 , 1.44 ,24.44,            ,     ,014949907955,          , 
CA,051105ST,#5 STAKED,ROSA-CL-EDEN CLIMBER R,Rosa x 'Meiviolin'                                          ,Eden Climber®  Rose,ROS,05,WINTER LOOK,30''H,,     ,     , 6 , 5 , 27.50 , 27.50 , 1.44 ,28.94,            ,     ,014949269985,          , 
CA,051095ST,#5 STAKED,ROSA-CL-GARDEN SUN TM PPAF,Rosa x 'Meivaleir' P.P.A.F.                                 ,Garden Sun™  Climbing Rose,ROS,05,WINTER LOOK,30''H,,     ,     , 3 , 5 , 27.50 , 27.50 , 1.44 ,28.94,            ,     ,014949269978,          , 
CA,075415ST,#5 STAKED,ROSA-CL-SKY'S THE LIMIT TM PAF,Rosa 'WEKprimsoul'                                          ,Sky's The Limit™  Climbing Rose,ROS,04,WINTER LOOK,30''H,,     ,     , 160 , 5 , 27.50 , 27.50 , 1.44 ,28.94,            ,     ,014949361627,          , 
CA,058915ST,#5 STAKED,ROSA-CL-WILLIAM BAFFIN,Rosa x 'William Baffin'                                     ,William Baffin Climbing Rose                                ,ROS,03,DORMANT,30''H,,     ,     , 7 , 5 , 27.50 , 27.50 , 1.44 ,28.94,            ,     ,014949314067,          , 
CA,070325,#5,ROSMARINUS HUNTINGTON CARPET,Rosmarinus officinalis 'Huntington Carpet'                  ,Huntington Carpet Rosemary                                  ,EVS,08,BUDS & BLOOMS,"12""H - 12""S",,     ,     , 8 , 5 , 21.50 , 21.50 , 1.44 ,22.94,            ,     ,014949703250,          , 
CA,084941,#1,ROSMARINUS OFF SPICE ISLANDS,Rosmarinus officinalis 'Spice Islands'                      ,Spice Islands Rosemary                                      ,EVS,08,-,"6""H-6""S",,     ,     , 47 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949368541,          , 
CA,070281,#1,ROSMARINUS OFF TUSCAN BLUE,Rosmarinus officinalis 'Tuscan Blue'                        ,Tuscan Blue Rosemary                                        ,EVS,08,-,"8""H - 8""S",,     ,     , 11 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949702819,          , 
CA,070282,#2,ROSMARINUS OFF TUSCAN BLUE,Rosmarinus officinalis 'Tuscan Blue'                        ,Tuscan Blue Rosemary                                        ,EVS,08,-,"10""H - 10'S",,     ,     , 6 , 5 , 15.00 , 15.00 , 0.72 ,15.72,            ,     ,014949702826,          , 
CA,070285,#5,ROSMARINUS OFF TUSCAN BLUE,Rosmarinus officinalis 'Tuscan Blue'                        ,Tuscan Blue Rosemary                                        ,EVS,08,-,"16""H - 14""S",,     ,     , 8 , 5 , 21.50 , 21.50 , 1.44 ,22.94,            ,     ,014949702857,          , 
CA,070285CN,#5 CONE,ROSMARINUS OFF TUSCAN BLUE,Rosmarinus officinalis 'Tuscan Blue'                        ,Tuscan Blue Rosemary                                        ,EVS,08,-,"24""H",,     ,     , 13 , 1 , 41.50 , 41.50 , 2.16 ,43.66,            ,     ,014949423066,          ,N
CA,07028EPT,"7"" Terra Cotta PATIO TREE",ROSMARINUS OFF TUSCAN BLUE,Rosmarinus officinalis 'Tuscan Blue'                        ,Tuscan Blue Rosemary                                        ,EVS,08,-,"6""S",,     ,     , 11 , 10 , 16.25 , 16.25 , 0.43 ,16.68,            ,     ,014949063583,          , 
CA,041361,#1,ROSMARINUS ROMAN BTY PP18192,"Rosmarinus officinalis 'Roman Beauty' P.P.# 18,192          ",Roman Beauty Rosemary                                       ,EVS,08,-,"6""H - 6""S",,     ,     , 34 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949355459,          , 
CA,070331,#1 STAKED,RUBUS BLACK SATIN BLACKBERRY,Rubus subgenus Rubus Watson 'Black Satin'                   ,Black Satin Blackberry                                      ,DCS,05,WINTER LOOK,"24""H",,     ,     , 44 , 10 , 9.50 , 9.50 , 0.29 ,9.79,            ,     ,014949703311,          , 
CA,070335,#5 STAKED,RUBUS BLACK SATIN BLACKBERRY,Rubus subgenus Rubus Watson 'Black Satin'                   ,Black Satin Blackberry                                      ,DCS,05,WINTER COLOR,"48""H",,     ,     , 11 , 5 , 28.50 , 28.50 , 1.44 ,29.94,            ,     ,014949703359,          , 
CA,070341,#1 STAKED,RUBUS CANBY RED RASPBERRY,Rubus idaeus 'Canby Red'                                    ,Canby Red Raspberry                                         ,DCS,04,WINTER LOOK,"24""H",,     ,     , 371 , 10 , 9.50 , 9.50 , 0.29 ,9.79,            ,     ,014949703410,          , 
CA,070345,#5 STAKED,RUBUS CANBY RED RASPBERRY,Rubus idaeus 'Canby Red'                                    ,Canby Red Raspberry                                         ,DCS,04,DORMANT,"48""H",,     ,     , 9 , 5 , 28.50 , 28.50 , 1.44 ,29.94,            ,     ,014949703458,          , 
CA,067841,#1 STAKED,RUBUS IDEAUS FALL GOLD RASPBRY,Rubus idaeus var. strigosus 'Fall Gold'                     ,Fall Gold Raspberry                                         ,DCS,03,DORMANT,"24""H",,     ,     , 754 , 10 , 9.50 , 9.50 , 0.29 ,9.79,            ,     ,014949327128,          , 
