Loc,Item,Size,Description,Botanical Name,Common Name,Product,Zone,Condition,Current Specs,Plant Status,Qty Ordered,Qty Remaining,Available Qty,Min Order Qty,List Price,Net Price,Frt Rate,Landed Price,SKU,Retail Price,UPC#,Sale Price,AVL Flag
CA,097621,#1,FERN-NEPHROLEPIS CD DUFFI,Nephrolepis cordifolia 'Duffii'                             ,Lemon Button Fern                                           ,FRN,10,-,CAN FULL,,     ,     , 2 , 10 , 6.75 , 6.75 , 0.29 ,7.04,            ,     ,014949383728,          , 
CA,028181,#1,FERN-PELLAEA ROTUNDIFOLIA,Pellaea rotundifolia                                        ,Button Fern                                                 ,FRN,08,-,"8""S",,     ,     , 17 , 10 , 6.75 , 6.75 , 0.29 ,7.04,            ,     ,014949062418,          , 
CA,036725,#5,FICUS CAR BLACK JACK,Ficus carica 'Black Jack'                                   ,Black Jack Fig                                              ,TRE,07,DORMANT,"36""H",,     ,     , 4 , 5 , 29.00 , 29.00 , 1.44 ,30.44,            ,     ,014949367254,          , 
CA,036785,#5,FICUS CAR BROWN TURKEY,Ficus carica 'Brown Turkey'                                 ,Brown Turkey Fig                                            ,TRE,07,DORMANT,"36""H",,     ,     , 715 , 5 , 29.00 , 29.00 , 1.44 ,30.44,            ,     ,014949367858,          , 
CA,036795,#5,FICUS CAR KADOTA,Ficus carica 'Kadota'                                       ,Kadota Fig                                                  ,TRE,07,DORMANT,"34""H",,     ,     , 10 , 5 , 29.00 , 29.00 , 1.44 ,30.44,            ,     ,014949367957,          , 
CA,036815,#5,FICUS CAR MISSION,Ficus carica 'Mission'                                      ,Mission Fig                                                 ,TRE,07,DORMANT,"36""H",,     ,     , 12 , 5 , 29.00 , 29.00 , 1.44 ,30.44,            ,     ,014949368152,          , 
CA,036851ST,#1 STAKED,FICUS PUMILA,Ficus pumila                                                ,Creeping Fig                                                ,VIN,09,-,18''H,,     ,     ," 3,017 ", 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949029398,          , 
CA,036855ST,#5 STAKED,FICUS PUMILA,Ficus pumila                                                ,Creeping Fig                                                ,VIN,09,-,36''H,,     ,     , 878 , 5 , 21.50 , 21.50 , 1.44 ,22.94,            ,     ,014949368558,          , 
CA,068351,#1,FRAGARIA ALBION R PP16228,"Fragaria x ananassa 'Albion' P.P.#16,228                    ",Albion Strawberry                                           ,PRN,03,-,CAN FULL,PS1,     ,     , 2 , 10 , 4.25 , 4.25 , 0.29 ,4.54,            ,     ,014949324776,          , 
CA,073101,#1,FRAGARIA X SAN ANDREAS PP19975,"Fragaria x ananassa 'San Andreas' P.P. #19,975              ",San Andreas Strawberry                                      ,PRN,03,-,CAN FULL,PS1,     ,     , 44 , 10 , 4.25 , 4.25 , 0.29 ,4.54,            ,     ,014949332665,          , 
CA,068361,#1,FRAGARIA X SEASCAPE R,Fragaria x ananassa 'Seascape'                              ,Seascape Strawberry                                         ,PRN,04,-,CAN FULL,PS1,     ,     , 407 , 10 , 4.25 , 4.25 , 0.29 ,4.54,            ,     ,014949324806,          , 
CA,037701,#1,GARDENIA AUGUST BEAUTY,Gardenia jasminoides 'August Beauty'                        ,August Beauty Gardenia                                      ,EVS,08,-,"10""H - 8""S",,     ,     , 496 , 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949377017,          , 
CA,034155,#5,GARDENIA AUGUST BEAUTY-GRAFT,Gardenia jasminoides 'August Beauty' (Grafted G. thunbergia),August Beauty Gardenia (Grafted)                            ,EVS,08,LIGHT BUDS,"22""H - 15""S",,     ,     , 9 , 5 , 28.50 , 28.50 , 1.44 ,29.94,            ,     ,014949214800,          , 
CA,044091,#1,GARDENIA FROSTPROOF,Gardenia jasminoides 'Frostproof'                           ,Frostproof Gardenia                                         ,EVS,07,WINTER COLOR,"10""H - 8""S",,     ,     , 9 , 10 , 7.00 , 7.00 , 0.29 ,7.29,            ,     ,014949313466,          , 
CA,037561,#1,GARDENIA KLEIM'S HARDY,Gardenia jasminoides 'Kleim's Hardy'                        ,Kleim's Hardy Gardenia                                      ,EVS,07,-,"6""H - 6""S",,     ,     ," 1,675 ", 10 , 7.00 , 7.00 , 0.29 ,7.29,            ,     ,014949375617,          , 
CA,037941,#1,GARDENIA WHITE GEM,Gardenia jasminoides 'White Gem'                            ,White Gem Gardenia                                          ,EVS,08,-,"6""H - 6""S",,     ,     , 240 , 10 , 7.00 , 7.00 , 0.29 ,7.29,            ,     ,014949379417,          , 
CA,038105,#5 STAKED,GELSEMIUM SEMPERVIRENS,Gelsemium sempervirens                                      ,Carolina Jessamine                                          ,VIN,07,LIGHT BUD & BLOOM,48''H,,     ,     , 5 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949381052,          , 
CA,001421,#1,GR-ACORUS GR OGON,Acorus gramineus 'Ogon'                                     ,Golden Variegated Sweet Flag                                ,GRS,05,-,CAN FULL,,     ,     , 29 , 10 , 6.75 , 6.75 , 0.29 ,7.04,            ,     ,014949014219,          , 
CA,067791,#1,GR-BOUT BLOND AMBITION PP22048,"Bouteloua gracilis 'Blonde Ambition' P.P. # 22,048          ",Blonde Ambition Blue Grama Grass                            ,GRS,04,WINTER COLOR,CAN FULL,,     ,     , 404 , 10 , 8.50 , 8.50 , 0.29 ,8.79,            ,     ,014949338728,          , 
CA,067792,#2,GR-BOUT BLOND AMBITION PP22048,"Bouteloua gracilis 'Blonde Ambition' P.P. # 22,048          ",Blonde Ambition Blue Grama Grass                            ,GRS,04,WINTER COLOR,CAN FULL,,     ,     , 184 , 5 , 15.00 , 15.00 , 0.72 ,15.72,            ,     ,014949358078,          , 
CA,022581,#1,GR-CAREX BUCHANANII,Carex buchananii                                            ,Fox Red Curly Sedge                                         ,GRS,05,WINTER COLOR,"9""H",,     ,     ," 2,808 ", 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949225813,          , 
CA,022582,#2,GR-CAREX BUCHANANII,Carex buchananii                                            ,Fox Red Curly Sedge                                         ,GRS,05,WINTER COLOR,"12""H",,     ,     , 44 , 5 , 14.25 , 14.25 , 0.72 ,14.97,            ,     ,014949225820,          , 
CA,022661,#1,GR-CAREX GLAUCA,Carex glauca                                                ,Blue Sedge                                                  ,GRS,05,WINTER COLOR,"4""H",,     ,     , 89 , 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949226612,          , 
CA,022601,#1,GR-CAREX MORROWII AUREA VAR,Carex morrowii 'Aurea-variegata'                            ,Variegated Japanese Sedge                                   ,GRS,05,-,"6""H",,     ,     , 2 , 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949226018,          , 
CA,089282,#2,GR-DESCHAMPSIA SCHOTTLAND,Deschampsia caespitosa 'Schottland'                         ,Scottish Tufted Hair Grass                                  ,GRS,04,-,CAN FULL,,     ,     , 33 , 5 , 14.50 , 14.50 , 0.72 ,15.22,            ,     ,014949372340,          , 
CA,031941,#1,GR-ELYMUS ARENARIUS BLUE DUNE,Elymus arenarius 'Blue Dune'                                ,Blue Dune Lyme Grass                                        ,GRS,04,DORMANT,"6""H",,     ,     , 9 , 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949319413,          , 
CA,031942,#2,GR-ELYMUS ARENARIUS BLUE DUNE,Elymus arenarius 'Blue Dune'                                ,Blue Dune Lyme Grass                                        ,GRS,04,DORMANT,"8""H",,     ,     , 24 , 5 , 14.25 , 14.25 , 0.72 ,14.97,            ,     ,014949319420,          , 
CA,077621,#1,GR-ELYMUS COND CANYON PRINCE,Elymus condensatus 'Canyon Prince'                          ,Canyon Prince Giant Rye Grass                               ,GRS,07,WINTER COLOR,"6""H",,     ,     , 10 , 10 , 7.75 , 7.75 , 0.29 ,8.04,            ,     ,014949356296,          , 
CA,028051,#1,GR-ERIANTHUS RAVENNAE,Erianthus ravennae                                          ,Hardy Pampas Grass                                          ,GRS,04,DORMANT,"18""H",,     ,     , 20 , 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949280515,          ,I
CA,028055,#5,GR-ERIANTHUS RAVENNAE,Erianthus ravennae                                          ,Hardy Pampas Grass                                          ,GRS,04,DORMANT,"30""H *",,     ,     , 271 , 5 , 18.75 , 18.75 , 1.44 ,20.19,            ,     ,014949280553,          ,I
CA,061741,#1,GR-MIS SIN CABARET,Miscanthus sinensis 'Cabaret'                               ,Cabaret Japanese Silver Grass                               ,GRS,05,DORMANT,"8""H",,     ,     , 10 , 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949617410,          , 
CA,061665,#5,GR-MIS SIN MORNING LIGHT,Miscanthus sinensis 'Morning Light'                         ,Morning Light Maiden Grass                                  ,GRS,05,DORMANT,"15""H",,     ,     , 5 , 5 , 18.75 , 18.75 , 1.44 ,20.19,            ,     ,014949616659,          , 
CA,024672,#2,GR-MUHLEN CAP REGAL MIST R,Muhlenbergia capillaris 'Lenca'                             ,Regal Mist®  Pink Muhly,GRS,06,WINTER COLOR,"17""H",,     ,     , 206 , 5 , 14.25 , 14.25 , 0.72 ,14.97,            ,     ,014949049402,          , 
CA,024675,#5,GR-MUHLEN CAP REGAL MIST R,Muhlenbergia capillaris 'Lenca'                             ,Regal Mist®  Pink Muhly,GRS,06,WINTER COLOR,"18""H",,     ,     , 38 , 5 , 18.75 , 18.75 , 1.44 ,20.19,            ,     ,014949051191,          , 
CA,092061,#1,GR-MUHLEN LIND AUTUMN GLOW TM,Muhlenbergia lindheimeri 'Leni'                             ,Autumn Glow™  Muhly,GRS,06,WINTER COLOR,"17""H",,     ,     , 109 , 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949907962,          , 
CA,061791,#1,GR-PAN VIR HEAVY METAL,Panicum virgatum 'Heavy Metal'                              ,Heavy Metal Blue Switch Grass                               ,GRS,04,DORMANT,"12""H",,     ,     , 10 , 10 , 6.50 , 6.50 , 0.29 ,6.79,            ,     ,014949617915,          , 
CA,064262,#2,GR-PENN ALO HAMELN,Pennisetum alopecuroides 'Hameln'                           ,Dwarf Fountain Grass                                        ,GRS,04,DORMANT,CAN FULL,,     ,     , 2 , 5 , 14.25 , 14.25 , 0.72 ,14.97,            ,     ,014949642627,          , 
CA,063612,#2,GR-PENN ALO MOUDRY,Pennisetum alopecuroides 'Moudry'                           ,Black Flowering Fountain Grass                              ,GRS,05,DORMANT,CAN FULL,,     ,     , 5 , 5 , 14.25 , 14.25 , 0.72 ,14.97,            ,     ,014949636121,          , 
CA,064271,#1,GR-PENN SET RUBRUM,Pennisetum setaceum 'Rubrum'                                ,Purple Fountain Grass                                       ,GRS,08,WINTER COLOR,"10""H",,     ,     , 172 , 10 , 6.25 , 6.25 , 0.29 ,6.54,            ,     ,014949642719,          ,I
CA,064275,#5,GR-PENN SET RUBRUM,Pennisetum setaceum 'Rubrum'                                ,Purple Fountain Grass                                       ,GRS,08,PLUMES,"24""H",,     ,     , 15 , 5 , 18.25 , 18.25 , 1.44 ,19.69,            ,     ,014949642757,          , 
CA,038951,#1,GREVILLEA NOELL,Grevillea x 'Noell'                                         ,Noell Grevillea                                             ,EVS,08,-,"6""H - 8""S",,     ,     , 36 , 10 , 7.00 , 7.00 , 0.29 ,7.29,            ,     ,014949389515,          , 
CA,038955,#5,GREVILLEA NOELL,Grevillea x 'Noell'                                         ,Noell Grevillea                                             ,EVS,08,-,"12""H - 15""S",,     ,     , 11 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949389553,          , 
CA,017591,#1,HEBE WIRI BLUSH,Hebe 'Wiri Blush'                                           ,Wiri Blush Hebe                                             ,EVS,07,-,"6""H - 8""S",,     ,     , 20 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949004586,          , 
CA,072991,#1,HELLEBORUS X PINK FROST PPAF,Helleborus x ballardiae 'HGC Pink Frost' P.P.A.F.           ,Gold Collection®  Pink Frost Lenten Rose,PRN,05,BUDS & BLOOMS,8''H - 8''S,PS1,     ,     , 300 , 10 , 9.00 , 9.00 , 0.29 ,9.29,            ,     ,014949332641,          , 
CA,034895,#5,HESPERALOE PARV YELLOW,Hesperaloe parviflora 'Yellow'                              ,Yellow Yucca                                                ,EVS,05,-,"15""H",,     ,     , 2 , 5 , 23.00 , 23.00 , 1.44 ,24.44,            ,     ,014949263549,          , 
CA,040401,#1,HESPERALOE PARVIFLORA,Hesperaloe parviflora                                       ,Red Yucca                                                   ,EVS,05,-,"10""H",,     ,     , 9 , 10 , 8.00 , 8.00 , 0.29 ,8.29,            ,     ,014949404010,          , 
CA,040405,#5,HESPERALOE PARVIFLORA,Hesperaloe parviflora                                       ,Red Yucca                                                   ,EVS,05,-,12''H,,     ,     , 10 , 5 , 23.00 , 23.00 , 1.44 ,24.44,            ,     ,014949404058,          , 
CA,040801,#1,HIB R AMOUR,Hibiscus rosa-sinensis 'Amour'                              ,Amour Hibiscus                                              ,EVS,10,BUDS,"10""H-8""S",,     ,     , 253 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949408018,          , 
CA,040805,#5,HIB R AMOUR,Hibiscus rosa-sinensis 'Amour'                              ,Amour Hibiscus                                              ,EVS,10,BUDS,"21""H - 16""S",,     ,     , 31 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949408056,          , 
CA,040901,#1,HIB R BRILLIANT,Hibiscus rosa-sinensis 'Brilliant'                          ,Brilliant Hibiscus                                          ,EVS,10,BUDS,"10""H-8""S",,     ,     , 32 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949409015,          , 
CA,040905PT,#5 PATIO TREE,HIB R BRILLIANT,Hibiscus rosa-sinensis 'Brilliant'                          ,Brilliant Hibiscus                                          ,EVS,10,BUDS,"18""S",,     ,     , 2 , 2 , 40.00 , 40.00 , 2.16 ,42.16,            ,     ,014949409251,          , 
CA,055245,#5,HIB R C'EST BON,Hibiscus rosa-sinensis 'C'est Bon'                          ,C'est Bon Cajun Hibiscus                                    ,EVS,10,-,"18""H-15""S",,     ,     , 48 , 5 , 23.00 , 23.00 , 1.44 ,24.44,            ,     ,014949285992,          , 
CA,040981,#1,HIB R CHERIE,Hibiscus rosa-sinensis 'Cherie'                             ,Cherie Hibiscus                                             ,EVS,10,BUDS,"10""H-8""S",,     ,     , 57 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949409817,          , 
CA,040985,#5,HIB R CHERIE,Hibiscus rosa-sinensis 'Cherie'                             ,Cherie Hibiscus                                             ,EVS,10,BUDS,"21""H-18""S",,     ,     , 15 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949409855,          , 
CA,041035,#5,HIB R CROWN OF BOHEMIA,Hibiscus rosa-sinensis 'Crown of Bohemia'                   ,Crown Of Bohemia Hibiscus                                   ,EVS,10,BUDS,"18""H-15""S",,     ,     , 12 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949410356,          , 
CA,041115,#5,HIB R EMPIRE,Hibiscus rosa-sinensis 'Empire'                             ,Empire Hibiscus                                             ,EVS,10,BUDS,"21""H - 18""S",,     ,     , 259 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949411155,          , 
CA,025201,#1,HIB R ERIN RACHEL,Hibiscus rosa-sinensis 'Erin Rachel'                        ,Erin Rachel Hibiscus                                        ,EVS,10,BUDS,"10""H-8""S",,     ,     , 24 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949241332,          , 
CA,025205,#5,HIB R ERIN RACHEL,Hibiscus rosa-sinensis 'Erin Rachel'                        ,Erin Rachel Hibiscus                                        ,EVS,10,-,"18""H-16""S",,     ,     , 208 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949049990,          , 
CA,041155,#5,HIB R FIESTA,Hibiscus rosa-sinensis 'Fiesta'                             ,Fiesta Hibiscus                                             ,EVS,10,-,"18""H-16""S",,     ,     , 6 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949411551,          , 
CA,041155PT,#5 PATIO TREE,HIB R FIESTA,Hibiscus rosa-sinensis 'Fiesta'                             ,Fiesta Hibiscus                                             ,EVS,10,-,"18""S",,     ,     , 23 , 2 , 40.00 , 40.00 , 2.16 ,42.16,            ,     ,014949411759,          , 
CA,041205PT,#5 PATIO TREE,HIB R FULLMOON R,Hibiscus rosa-sinensis 'Monoon'                             ,Fullmoon®  Hibiscus,EVS,10,-,"20""S",,     ,     , 81 , 2 , 40.00 , 40.00 , 2.16 ,42.16,            ,     ,014949412251,          , 
CA,041251,#1,HIB R GOLDEN DUST,Hibiscus rosa-sinensis 'Golden Dust'                        ,Golden Dust Hibiscus                                        ,EVS,10,BUDS,"10""H - 8""S",,     ,     , 46 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949412510,          , 
CA,041255,#5,HIB R GOLDEN DUST,Hibiscus rosa-sinensis 'Golden Dust'                        ,Golden Dust Hibiscus                                        ,EVS,10,BUDS,"18""H-15""S",,     ,     , 399 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949412558,          , 
CA,055255,#5,HIB R HEAT FLASH,Hibiscus rosa-sinensis 'Heat Flash'                         ,Heat Flash Cajun Hibiscus                                   ,EVS,10,-,"18""H-15""S",,     ,     , 33 , 5 , 23.00 , 23.00 , 1.44 ,24.44,            ,     ,014949286005,          , 
CA,041355,#5,HIB R POWDER PUFF R,Hibiscus rosa-sinensis 'Monsa'                              ,Powder Puff®  Hibiscus,EVS,10,BUDS,"18""H-18""S",,     ,     , 48 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949413555,          , 
CA,091421,#1,HIB R RED DARLING R,Hibiscus rosa-sinensis 'Hiroshi1'                           ,Red Darling®  Hibiscus,EVS,10,BUDS,"8""H-8""S",,     ,     , 62 , 10 , 8.00 , 8.00 , 0.29 ,8.29,            ,     ,014949352397,          , 
CA,091425,#5,HIB R RED DARLING R,Hibiscus rosa-sinensis 'Hiroshi1'                           ,Red Darling®  Hibiscus,EVS,10,BUDS,"18""H-16""S",,     ,     , 979 , 5 , 23.00 , 23.00 , 1.44 ,24.44,            ,     ,014949352403,          , 
CA,041501,#1,HIB R RED DRAGON R,Hibiscus rosa-sinensis 'Mongon'                             ,Red Dragon®  Hibiscus,EVS,10,BUDS,"10""H-8""S",,     ,     , 27 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949415016,          , 
CA,041505PT,#5 PATIO TREE,HIB R RED DRAGON R,Hibiscus rosa-sinensis 'Mongon'                             ,Red Dragon®  Hibiscus,EVS,10,BUDS,"18""S",,     ,     , 1 , 2 , 40.00 , 40.00 , 2.16 ,42.16,            ,     ,014949415153,          , 
CA,039791,#1,HIB R SEMINOLE SINGLE,Hibiscus rosa-sinensis 'Seminole'                           ,Seminole Single Hibiscus                                    ,EVS,10,BUDS,"10""H-8""S",,     ,     , 169 , 10 , 7.25 , 7.25 , 0.29 ,7.54,            ,     ,014949397916,          , 
CA,039795,#5,HIB R SEMINOLE SINGLE,Hibiscus rosa-sinensis 'Seminole'                           ,Seminole Single Hibiscus                                    ,EVS,10,BUDS,"18""H-18""S",,     ,     , 241 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949397954,          , 
CA,055315,#5,HIB R WHIPPED CREAM,Hibiscus rosa-sinensis 'Whipped Cream'                      ,Whipped Cream Cajun Hibiscus                                ,EVS,10,BUDS,"18""H-18""S",,     ,     , 9 , 5 , 23.00 , 23.00 , 1.44 ,24.44,            ,     ,014949286050,          , 
CA,002261,#1,HIB SYR HELENE,Hibiscus syriacus 'Helene'                                  ,Helene Rose Of Sharon                                       ,DCS,05,DORMANT,"9""H - 6""S",,     ,     , 3 , 10 , 6.25 , 6.25 , 0.29 ,6.54,            ,     ,014949022610,          , 
CA,092752,#2,HYD BLUE ENCHANTRESS R PP25209,"Hydrangea macrophylla 'Monmar' PP #25,209                   ",Blue Enchantress®  Hydrangea,DCS,05,DORMANT,"10''H -10""S",,     ,     ," 1,344 ", 5 , 17.00 , 17.00 , 0.72 ,17.72,            ,     ,014949370643,          , 
CA,092755,#5,HYD BLUE ENCHANTRESS R PP25209,"Hydrangea macrophylla 'Monmar' PP #25,209                   ",Blue Enchantress®  Hydrangea,DCS,05,DORMANT,"12""H - 15""S",,     ,     ," 12,235 ", 5 , 24.00 , 24.00 , 1.44 ,25.44,            ,     ,014949313145,          , 
CA,017311S,SuperOne TM,HYD M ENDLESS SUMMER R PP15298,"Hydrangea macrophylla 'Bailmer' P.P. #15,298                ",Endless Summer®  Hydrangea,DCS,04,DORMANT,"10""H -10""S",,     ,     , 1 , 10 , 8.75 , 8.75 , 0.48 ,9.23,            ,     ,014949068731,          , 
CA,074562S,SuperTwo,HYD MAC CTYLN TM PARIS PP10906,"Hydrangea macrophylla	'Paris Rapa' P.P. #10,906             ",Cityline®  Paris Bigleaf Hydrangea,DCS,05,DORMANT,"8""H - 12""S",,     ,     , 88 , 5 , 17.00 , 17.00 , 0.96 ,17.96,            ,     ,014949338230,          , 
CA,074541S,SuperOne TM,HYD MAC CTYLN TM RIO,"Hydrangea macrophylla	'Ragra'                               ",Cityline®  Rio Bigleaf Hydrangea,DCS,05,DORMANT,"6""H -10""S",,     ,     , 21 , 10 , 10.50 , 10.50 , 0.48 ,10.98,            ,     ,014949336144,          , 
CA,074542S,SuperTwo,HYD MAC CTYLN TM RIO,"Hydrangea macrophylla	'Ragra'                               ",Cityline®  Rio Bigleaf Hydrangea,DCS,05,DORMANT,"10""H - 12""S",,     ,     , 60 , 5 , 17.00 , 17.00 , 0.96 ,17.96,            ,     ,014949338223,          , 
CA,077461S,SuperOne TM,HYD MAC LD R BIG EASY PPAF,"Hydrangea macrophylla 'Berner' P.P.A.F., C.B.R.A.F.         ",Let's Dance®  Big Easy Hydrangea,DCS,05,DORMANT,"12""H - 12""S",,     ,     , 34 , 10 , 10.50 , 10.50 , 0.48 ,10.98,            ,     ,014949355947,          , 
CA,077462S,SuperTwo,HYD MAC LD R BIG EASY PPAF,"Hydrangea macrophylla 'Berner' P.P.A.F., C.B.R.A.F.         ",Let's Dance®  Big Easy Hydrangea,DCS,05,DORMANT,"14""H - 12""S",,     ,     , 21 , 5 , 17.00 , 17.00 , 0.96 ,17.96,            ,     ,014949355961,          , 
CA,077465,#5,HYD MAC LD R BIG EASY PPAF,"Hydrangea macrophylla 'Berner' P.P.A.F., C.B.R.A.F.         ",Let's Dance®  Big Easy Hydrangea,DCS,05,DORMANT,"18""H - 18""S",,     ,     , 1 , 5 , 24.00 , 24.00 , 1.44 ,25.44,            ,     ,014949355978,          , 
CA,074592S,SuperTwo,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,DCS,05,DORMANT,"12""H - 12""S",,     ,     , 9 , 5 , 17.00 , 17.00 , 0.96 ,17.96,            ,     ,014949336229,          , 
CA,074595,#5,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,DCS,05,DORMANT,"18""H -16""S",,     ,     , 40 , 5 , 24.00 , 24.00 , 1.44 ,25.44,            ,     ,014949350294,          , 
CA,074582S,SuperTwo,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,DCS,05,WINTER LOOK,"10""H - 12""S",,     ,     , 582 , 5 , 17.00 , 17.00 , 0.96 ,17.96,            ,     ,014949336205,          , 
CA,041955,#5,HYD MAC MERRITT'S BEAUTY,Hydrangea macrophylla 'Merritt's Beauty'                    ,Merritt's Beauty Hydrangea                                  ,DCS,07,DORMANT,"12""H - 15""S",,     ,     , 9 , 5 , 19.25 , 19.25 , 1.44 ,20.69,            ,     ,014949419557,          , 
CA,038775,#5,HYD MAC MINI PENNY TM PP15744,"Hydrangea macrophylla 'Mini Penny' P.P. #15,744             ",Mini Penny™  Hydrangea,DCS,05,DORMANT,"12""H - 15""S",,     ,     , 14 , 5 , 24.00 , 24.00 , 1.44 ,25.44,            ,     ,014949414675,          , 
CA,041961,#1,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,DCS,05,DORMANT,"7""H - 8""S",,     ,     ," 1,342 ", 10 , 7.00 , 7.00 , 0.29 ,7.29,            ,     ,014949419618,          , 
CA,041965,#5,HYD MAC NIKKO BLUE,Hydrangea macrophylla 'Nikko Blue'                          ,Nikko Blue Hydrangea                                        ,DCS,05,DORMANT,"15""H - 15""S",,     ,     , 615 , 5 , 19.25 , 19.25 , 1.44 ,20.69,            ,     ,014949419656,          , 
CA,023755,#5,HYD MAC PENNY MAC,Hydrangea macrophylla 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,DCS,05,DORMANT,"16""H - 15""S",,     ,     , 3 , 5 , 22.00 , 22.00 , 1.44 ,23.44,            ,     ,014949070925,          , 
CA,042071,#1,HYD MAC PINK ELF R (PIA),Hydrangea macrophylla 'Pia'                                 ,Pink Elf®  French Hydrangea,DCS,05,DORMANT,"5""H - 6""S",,     ,     , 2 , 10 , 7.50 , 7.50 , 0.29 ,7.79,            ,     ,014949420713,          , 
CA,041975,#5,HYD MAC PINK N PRETTY R,Hydrangea macrophylla 'Monink'                              ,Pink 'N Pretty®  Hydrangea,DCS,05,DORMANT,"16""H - 20""S",,     ,     , 9 , 5 , 21.00 , 21.00 , 1.44 ,22.44,            ,     ,014949419755,          , 
CA,042105,#5,HYD MAC WHITE,Hydrangea macrophylla 'White'                               ,White Big Leaf Hydrangea                                    ,DCS,07,DORMANT,"10""H - 15""S",,     ,     , 28 , 5 , 19.25 , 19.25 , 1.44 ,20.69,            ,     ,014949421055,          , 
CA,089945,#5,HYD PAN FIRE LIGHT TM PPAF,Hydrangea paniculata 'SMHPFL' P.P.A.F. Can. P.B.R.A.F.      ,Fire Light™  Hardy Hydrangea,DCS,03,DORMANT,"18""H - 15""S",,     ,     , 9 , 5 , 24.00 , 24.00 , 1.44 ,25.44,            ,     ,014949372791,          , 
CA,024371S,SuperOne TM,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,DCS,03,DORMANT,"12""H - 12""S",,     ,     , 167 , 10 , 10.50 , 10.50 , 0.48 ,10.98,            ,     ,014949336861,          , 
CA,024372S,SuperTwo,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,DCS,03,DORMANT,"18""H - 12""S",,     ,     ," 1,185 ", 5 , 17.00 , 17.00 , 0.96 ,17.96,            ,     ,014949337936,          , 
CA,029922S,SuperTwo,HYD PAN LITTLE LIME PPAF,Hydrangea paniculata 'Jane' P.P.A.F.                        ,Little Lime™  Hardy Hydrangea,DCS,03,CUT BACK,CUT BACK,,     ,     , 4 , 5 , 17.00 , 17.00 , 0.96 ,17.96,            ,     ,014949335543,          , 
CA,074612S,SuperTwo,HYD PAN PINKY WINKY TM PP16166,"Hydrangea	paniculata 'DVPpinky' P.P. #16,166, C.B.R. #2,892 ",Pinky Winky™  Hardy Hydrangea,DCS,03,DORMANT,"10""H -12""S",,     ,     , 145 , 5 , 17.00 , 17.00 , 0.96 ,17.96,            ,     ,014949336267,          , 
