Loc,New Plant,Item,Size,Plant Name,Botanical Name,Common Name,Category 2,Category,Zone,Royalty Code,2015 List Price,Condition,Current Specs,Qty Allocated,Min Order Qty,Available         ,Available Later,On,Available Later,On,Available Later,On,x
CT,2014,084793,#3,WEIGELA WINGS OF FIRE PP21920,"Weigela florida 'Wings of Fire' PP #21,920                  ",Wings of Fire Weigela                                       ,Deciduous sumr flower'g shrub,DCS,05,BHC, 17.00 ,ATTRACTIVE FOLIAGE,14''HX15-18''S, 15 , 5 , 72 , 72 ,06/15/15  ,     ,          ,     ,          ,x
CT,    ,076845,#5,WISTERIA MAC AUNT DEE,Wisteria macrostachya 'Aunt Dee'                            ,Aunt Dee Kentucky Wisteria                                  ,Hardy vine,VIN,04,, 23.50 ,,"48""H", 10 , 5 ,     , 945 ,01/01/15  ,     ,          ,     ,          ,x
GA,2011,074731S,SuperOne TM,ABELIA CHIN BRONZ ANNIV R PPAF,Abelia grandiflora 'Rika1' P.P.A.F.                         ,Bronze Anniversary™  Abelia,Evergreen sumr flower'g shrub,EVS,06,PW, 10.00 ,,"8""H - 10""S", 20 , 10 , 98 , 153 ,10/15/14  ,     ,          ,     ,          ,x
GA,2011,074395,#5,ABELIA CHIN RUBY ANNIV TM PPAF,Abelia grandifolia 'Keiser' P.P.A.F.                        ,Ruby Anniversary™  Abelia,Evergreen sumr flower'g shrub,EVS,05,PW, 21.00 ,,"12""H - 14""S",     , 5 , 112 ,     ,          ,     ,          ,     ,          ,x
GA,2014,400343,#3,ABELIA SUNSHNE DAYDRM PP20961,"Abelia x grandiflora 'Sunshine Daydream' P.P.#20,961        ",Sunshine Daydream Abelia                                    ,Evergreen sumr flower'g shrub,EVS,06,BHC, 16.75 ,,, 100 , 5 , 603 ," 1,108 ",05/15/15  ,     ,          ,     ,          ,x
GA,2013,006241,#1,ACHILLEA MILL SUMMER BERRIES,Achillea millefolium 'Summer Berries'                       ,Summer Berries Yarrow                                       ,Mid/late border flowering,PRN,03,, 4.90 ,,CAN FULL, 10 , 10 ,     , 10 ,04/01/15  ,     ,          ,     ,          ,x
GA,2011,070372,#2,AGAPANTHUS MOOD INDIGO,Agapanthus 'Mood Indigo'                                    ,Mood Indigo Lily of the Nile                                ,Grass-like plant,EVS,07,, 14.50 ,,4 TO 6 FANS, 16 , 5 ,     , 16 ,04/01/15  ,     ,          ,     ,          ,x
GA,2013,078771S,SuperOne TM,AZ BLM-A-THON TM RED PP21562,"Rhododendron x 'RLH1-1P2' P.P. #21,562                      ",Bloom-A-Thon®  Red Reblooming Azalea,Azalea,RHO,06,PW, 10.50 ,,"7""H - 9""S", 35 , 10 ,     ," 2,075 ",11/01/14  ,     ,          ,     ,          ,x
GA,2013,078781S,SuperOne TM,AZ BLM-A-THON TM WHITE PP21512,"Rhododendron x 'RLH1-3P3' P.P.#21,512                       ",Bloom-A-Thon®  White Reblooming Azalea,Azalea,RHO,06,PW, 10.50 ,,"7""H - 9""S", 61 , 10 ,     , 61 ,04/15/15  ,     ,          ,     ,          ,x
GA,    ,401292S,SuperTwo,BUD LO&BEHLD R PINK MICRO CHIP,Buddleja ' Pink Micro Chip' P.P.A.F. Can. P.B.RA.F.         ,Lo & Behold®  Pink Micro Chip Summer Lilac,Deciduous sumr flower'g shrub,DCS,05,PW, 17.00 ,,, 59 , 5 ,     , 59 ,04/15/15  ,     ,          ,     ,          ,x
GA,2011,077411S,SuperOne TM,BUD LO&BEHLD R PRPL HAZE PPAF,Buddleja (B. davidii x (B. davidii x B. globosa)) x (B. davi,Lo & Behold®  Purple Haze Summer Lilac,Deciduous sumr flower'g shrub,DCS,05,PW, 10.50 ,BUDS & BLOOMS,"8""H - 8""S",     , 10 , 390 ," 1,050 ",10/15/14  ,     ,          ,     ,          ,x
GA,    ,407625,#5,BUD LO&BEHOLD BLU CHIP JR,Buddleia davidii 'Blue Chip Jr.' P.P.A.F.                   ,Lo & Behold®  Blue Chip Jr. Butterfly Bush,Deciduous sumr flower'g shrub,DCS,05,PW, 26.00 ,,, 50 , 5 ,     , 50 ,04/15/15  ,     ,          ,     ,          ,x
GA,2014,054132,#2,BUXUS SEMP UNRAVELED,Buxus sempervirens 'Unraveled'                              ,Unraveled American Boxwood                                  ,Evergreen small shrub/hedge,EVS,05,, 15.00 ,,, 14 , 5 ,     , 14 ,05/15/15  ,     ,          ,     ,          ,x
GA,2014,080835,#5,CALYCANTHUS APHRODITE PPAF,Calycanthus floridus 'Aphrodite'                            ,Aphrodite Sweetshrub                                        ,Deciduous mid flowering shrub,DCS,05,PW, 24.00 ,,,     , 5 , 3 ,     ,          ,     ,          ,     ,          ,x
GA,2014,018411,#1,CORE CRUZIN' TM MAIN STRT PAF,"Coreopsis verticillata 'Main Street' P.P.#24,562            ",Main Street Tickseed (Cruizin' Series)                      ,Mid/late border flowering,PRN,05,ITS, 5.50 ,-,, 28 , 10 , 28 , 28 ,05/01/15  ,     ,          ,     ,          ,x
GA,2013,00659UT,LittleOne,COREOPSIS GRAND 'HELIOT',Coreopsis grandiflora 'Heliot'                              ,Heliot Largeflower Tickseed                                 ,Mid/late border flowering,PRN,04,, 3.10 ,,CAN FULL, 25 , 16 ,     , 25 ,04/01/15  ,     ,          ,     ,          ,x
GA,2014,09723UT,LittleOne,DELOSPERMA FIRE WONDER PPAF,Delosperma 'Fire Wonder' P.P.A.F.                           ,Wheels of Wonder®  Fire Wonder Ice Plant,Ground cover,PRN,04,, 3.10 ,,, 49 , 16 ,     , 49 ,04/01/15  ,     ,          ,     ,          ,x
GA,2014,097892S,SuperTwo,DISTYLIUM BLUE CASCADE R PPAF,                                                            ,                                                            ,Evergreen small shrub/hedge,EVS,06,MCC, 17.00 ,,, 100 , 5 ,     , 100 ,05/15/15  ,     ,          ,     ,          ,x
GA,2014,097902S,SuperTwo,DISTYLIUM EMRLD HEIGHTS R PPAF,                                                            ,                                                            ,Evergreen small shrub/hedge,EVS,06,MCC, 17.00 ,,, 12 , 5 ,     , 12 ,05/01/15  , 787 ,05/15/15  ,     ,          ,x
GA,2014,097211,#1,ECHIN SMBRO TM FLMNCO ORNG,Echinacea purpurea 'Flamenco Orange' P.P.A.F.               ,Sombrero™  Flamenco Orange Coneflower,Mid/late interm. flowering,PRN,04,BHC, 5.75 ,,, 30 , 10 ,     , 30 ,04/15/15  ,     ,          ,     ,          ,x
GA,2014,086831,#1,ECHIN SMBRO TM LEMON YLW PPAF,"Echinacea purpurea 'Lemon Yellow' P.P.# 24,768              ",Sombrero™  Lemon Yellow Coneflower,Mid/late interm. flowering,PRN,04,BHC, 5.75 ,,, 30 , 10 ,     , 30 ,04/15/15  ,     ,          ,     ,          ,x
GA,2014,086841,#1,ECHIN SMBRO TM SALSA RD P23105,"Echinacea x 'Balsomsed' P.P.#23,105                         ",Sombrero™  Salsa Red Coneflower,Mid/late interm. flowering,PRN,04,BHC, 5.75 ,,, 30 , 10 ,     , 30 ,04/15/15  ,     ,          ,     ,          ,x
GA,2013,087021,#1,ECHINACEA CHEYENNE SPIRIT,Echinacea hybrida 'Cheyenne Spirit'                         ,Cheyenne Spirit Echinacea                                   ,Mid/late interm. flowering,PRN,04,, 5.75 ,,CAN FULL, 20 , 10 ,     , 20 ,04/01/15  ,     ,          ,     ,          ,x
GA,2013,084631,#1,ERYSIMUM LIN VARIEGATUM,Erysimum linifolium 'Variegatum'                            ,Variegated Wallflower                                       ,Mid spring border flowering,PRN,06,, 6.35 ,,, 30 , 10 ,     , 669 ,04/15/15  ,     ,          ,     ,          ,x
GA,2013,089221,#1,GAILLARDIA FANFARE BLZE P23494,"Gaillardia x grandiflora 'Fanfare Blaze' P.P.#23,494        ",Fanfare Blaze Blanket Flower                                ,Mid spring border flowering,PRN,03,PHI, 5.75 ,,CAN FULL,     , 10 ,     ," 1,400 ",04/15/15  ,     ,          ,     ,          ,x
GA,2014,097912S,SuperTwo,GARDENIA PINWHEEL R PP22510,Gardenia augusta 'PIIGA-I' P.P.A.F.                         ,Pinwheel®  Gardenia,Evergreen fragrant shrub,EVS,06,MCC, 17.00 ,,, 20 , 5 ,     , 20 ,05/01/15  ,     ,          ,     ,          ,x
GA,2014,092031,#1,GR-ERAGROSTIS ELLI WIND DANCER,Eragrostis elliottii 'Wind Dancer'                          ,Wind Dancer Lovegrass                                       ,Small grasses,GRS,06,, 6.75 ,,, 40 , 10 ,     , 223 ,04/01/15  ,     ,          ,     ,          ,x
GA,2014,092035,#5,GR-ERAGROSTIS ELLI WIND DANCER,Eragrostis elliottii 'Wind Dancer'                          ,Wind Dancer Lovegrass                                       ,Small grasses,GRS,06,, 19.25 ,,, 20 , 5 ,     , 130 ,04/01/15  ,     ,          ,     ,          ,x
GA,2014,097161,#1,HEUCHERA CARNIVAL PCH PRFT PAF,                                                            ,                                                            ,Shade foliage/flower,PRN,04,BHC, 7.85 ,,, 50 , 10 ,     , 50 ,04/15/15  ,     ,          ,     ,          ,x
GA,2014,097171,#1,HEUCHERA CARNIVAL RSE GRNT PAF,                                                            ,                                                            ,Shade foliage/flower,PRN,04,BHC, 7.85 ,,, 40 , 10 ,     , 40 ,04/15/15  ,     ,          ,     ,          ,x
GA,2013,054531,#1,HEUCHERA MIDNIGHT BAYOU P21858,"Heuchera x 'Midnight Bayou' P.P.#21,858                     ",Midnight Bayou Coral Bells                                  ,Shade foliage/flower,PRN,04,OLD, 7.85 ,,CAN FULL, 14 , 10 ,     , 14 ,04/15/15  ,     ,          ,     ,          ,x
GA,2014,054481,#1,HEUCHERELLA GOLD ZEBRA PPAF,                                                            ,                                                            ,Shade foliage/flower,PRN,04,OLD, 7.85 ,,, 30 , 10 ,     , 30 ,04/15/15  ,     ,          ,     ,          ,x
GA,2013,016301,#1,HOSTA TOKUDAMA FLAVOCIRCINALIS,Hosta tokudama 'Flavocircinalis'                            ,Flavocircinalis Plantain Lily                               ,Hosta,PRN,03,, 6.75 ,,1-3 EYES, 20 , 10 ,     , 270 ,05/01/15  ,     ,          ,     ,          ,x
GA,2012,077452S,SuperTwo,HYD ABRACADABRA TM STR PP21636,"Hydrangea macrophylla 'Horabstra' P.P. #21,636              ",Abracadabra™  Star Hydrangea,Hydrangea,DCS,05,PW, 17.00 ,,"10""H - 12""S", 5 , 5 ,     , 5 ,11/01/14  ,     ,          ,     ,          ,x
GA,2013,063835,#5,HYD ANG GOLDEN CRANE R,Hydrangea angustipetala 'MonLongShou'                       ,Golden Crane®  Hydrangea,Hydrangea,DCS,06,HIN, 25.50 ,,"15""H - 15""S",     , 5 ,     , 31 ,05/15/15  , 5 ,06/01/15  ,     ,          ,x
GA,2013,056451,#1,HYD ASPERA PLUM PASSION R,Hydrangea aspera                                            ,Plum Passion®  Hydrangea,Hydrangea,DCS,07,HIN, 7.50 ,,,     , 10 ,     , 685 ,05/15/15  ,     ,          ,     ,          ,x
GA,2013,092755,#5,HYD M ENCHANTRESS R PPAF,Hydrangea macrophylla 'Monmar' P.P.A.F.                     ,Enchantress®  Hydrangea,Hydrangea,DCS,05,RGW, 24.00 ,,"15""H - 15""S", 48 , 5 ,     ," 1,458 ",01/01/15  ,     ,          ,     ,          ,x
GA,2011,074572S,SuperTwo,HYD MAC CTYLN TM VENICE P10928,"Hydrangea macrophylla 'Venice Raven' P.P. #10,928           ",Cityline®  Venice Bigleaf Hydrangea,Hydrangea,DCS,05,PW, 17.00 ,,"10""H - 12""S", 43 , 5 ,     , 44 ,11/01/14  ,     ,          ,     ,          ,x
GA,2011,074582S,SuperTwo,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,Hydrangea,DCS,05,PW, 17.00 ,,"14""H - 14""S", 85 , 5 ,     , 474 ,11/01/14  ,     ,          ,     ,          ,x
GA,2012,080952S,SuperTwo,HYD PAN BOBO R PP22782,"Hydrangea paniculata 'ILVOBO' P.P.# 22,782 Can. P.B.R.A.F.  ",Bobo®  Hardy Hydrangea,Hydrangea,DCS,03,PW, 17.00 ,,"14""H - 12""S", 19 , 5 ,     , 19 ,05/15/15  ,     ,          ,     ,          ,x
GA,2012,074915,#5,ILEX CREN SKY POINTER PP20049,"Ilex crenata 'Farrowone' P.P. #20,049                       ",Sky Pointer™  Japanese Holly,Ilex,EVS,06,PW, 22.50 ,,"28""H", 87 , 5 ,     , 87 ,06/15/15  , 304 ,05/01/15  ,     ,          ,x
GA,2011,09265MSP,#10 Squat SPIRAL,ILEX EMRLD COLONNADE R PP23905,"Ilex x 'RutHol1' P.P.#23,905                                ",Emerald Colonnade®  Holly,Ilex,EVS,07,UOG, 108.00 ,,"54""H", 19 , 2 ,     , 19 ,06/01/15  ,     ,          ,     ,          ,x
GA,2014,097862S,SuperTwo,LAG BERRY DAZZLE R PP22161,                                                            ,                                                            ,Lagerstroemia,DCS,06,MCC, 17.00 ,,, 20 , 5 ,     , 20 ,06/15/15  ,     ,          ,     ,          ,x
GA,    ,040705,#5,LAG RASPBERRY DAZZLE R PP17216,"Lagerstroemia 'Gamad II' P.P.# 17,216                       ",Raspberry Dazzle®  Crape Myrtle,Lagerstroemia,DCS,06,MCC, 23.50 ,,"15""S", 81 , 5 ,     , 81 ,05/15/15  ,     ,          ,     ,          ,x
GA,2014,404372,#2,LAG RED FILLI PP14353,Lagerstroemia indica 'Red Filli'                            ,Red Filli Crape Myrtle                                      ,Lagerstroemia,DCS,04,FFF, 15.75 ,,, 26 , 5 ,     , 26 ,06/15/15  ,     ,          ,     ,          ,x
GA,2014,404392,#2,LAG VIOLET FILLI PP14267,"Lagerstroemia indica 'Violet Filli' PP #14,267              ",Violet Filli Crape Myrtle                                   ,Lagerstroemia,DCS,05,FFF, 15.75 ,,, 26 , 5 ,     , 26 ,06/15/15  ,     ,          ,     ,          ,x
GA,2014,040963,#3,LORO C DARUMA,                                                            ,                                                            ,Evergreen early flower'g shrub,EVS,07,, 17.75 ,,,     , 5 , 56 ,     ,          ,     ,          ,     ,          ,x
GA,2010,039739,#15,MAG G KAY PARRIS,Magnolia grandiflora 'Kay Parris'                           ,Kay Parris Magnolia                                         ,Evergreen shade tree,TRE,06,, 100.00 ,,"72""H", 4 , 1 ,     , 4 ,05/15/15  ,     ,          ,     ,          ,x
GA,    ,020109,#15,MAG G TEDDY BEAR R PP13049,Magnolia grandiflora 'Southern Charm' P.P.# 13049           ,Teddy Bear®  Southern Magnolia,Evergreen shade tree,TRE,07,HSS, 100.00 ,,"66""H", 14 , 1 ,     , 15 ,11/01/14  ,     ,          ,     ,          ,x
GA,2013,00710UT,LittleOne,PHLOX P LILAC FLAME R PP11802,"Phlox paniculata 'Barten' P.P.#11,802                       ",Lilac Flame®  Dwarf Garden Phlox,Mid spring interm. flowering,PRN,04,Y, 3.10 ,,CAN FULL, 11 , 16 ,     , 11 ,05/01/15  , 157 ,01/01/15  ,     ,          ,x
GA,2013,04619UT,LittleOne,PHLOX P PINK FLAME R PP11804,"Phlox paniculata 'Bartwelve' P.P.# 11,804 C.P.B.R. 1094     ",Flame®  Pink Dwarf Garden Phlox,Mid spring interm. flowering,PRN,04,Y, 3.10 ,,CAN FULL, 34 , 16 ,     , 34 ,05/15/15  ,     ,          ,     ,          ,x
GA,2013,00725UT,LittleOne,PHLOX P WHITE FLAME R PP16259,"Phlox paniculata ''Bartwentynine' P.P.#16,259               ",White Flame®  Dwarf Garden Phlox,Mid spring interm. flowering,PRN,04,Y, 3.10 ,,CAN FULL, 17 , 16 ,     , 17 ,05/15/15  ,     ,          ,     ,          ,x
GA,2014,089985,#5,PHYSOCARPUS TINY WINE TM PPAF,"Physocarpus opulifolious 'SMPOTW' P.P.A.F., Can. PBRAF      ",Tiny Wine™  Ninebark,Deciduous shrub/hedge,DCS,03,PW, 24.00 ,,, 10 , 5 , 10 ,     ,          ,     ,          ,     ,          ,x
GA,2014,098583,#3,ROSA WHITE OUT TM PP20273,"Rosa x 'Radwhite' PP #20,273                                ",White Out™  Rose,Rosa,ROS,05,CPC, 15.00 ,,, 18 , 5 ,     , 18 ,04/01/15  ,     ,          ,     ,          ,x
GA,2014,018631,#1,RUDBECKIA LTLE GOLDSTAR P22397,"Rudbeckia 'Little GoldStar' P.P.# 22,397                    ",Little GoldStar Black Eyed Susan                            ,Mid spring interm. flowering,PRN,04,, 4.90 ,,, 22 , 10 ,     , 22 ,04/15/15  ,     ,          ,     ,          ,x
GA,    ,037747,#7,SALIX MAT TORTUOSA,Salix matsudana 'Tortuosa'                                  ,Corkscrew Willow                                            ,Deciduous shade tree,TRE,04,, 48.50 ,,"72""H",     , 2 ,     , 47 ,04/15/15  ,     ,          ,     ,          ,x
GA,2013,08748UT,LittleOne,SEDUM SSPKLR R CHERRY TART PAF,Sedum 'Cherry Tart' P.P.A.F.                                ,Sunsparkler®  Cherry Tart Stonecrop,Succulent/cactus/yucca,PRN,04,, 3.10 ,,FULL CAN, 32 , 16 ,     , 32 ,05/01/15  ,     ,          ,     ,          ,x
GA,2013,00730UT,LittleOne,SEDUM SSPRKLR R LIME ZNGR PPAF,Sedum 'Lime Zinger' P.P.A.F.                                ,Sunsparkler®  Lime Zinger Sedum,Succulent/cactus/yucca,PRN,04,, 3.10 ,-,CAN FULL, 32 , 16 ,     , 846 ,04/15/15  ,     ,          ,     ,          ,x
GA,2014,011011,#1,SISYRINCHIUM ANG BLUE NOTE TM,Sisyrinchium angustifolium                                  ,Blue Note™  Blue-Eyed Grass,Mid spring border flowering,PRN,04,, 5.75 ,-,CAN FULL, 4 , 10 ,     , 4 ,04/01/15  ,     ,          ,     ,          ,x
GA,2014,090762,#2,THUJA PLICATA DANIELLOW PPAF,"Thuja plicata 'Daniellow' PP #20,267                        ",Daniellow Golden Spire Arborvitae                           ,Thuja,CON,04,OLD, 14.25 ,,,     , 5 , 5 ,     ,          ,     ,          ,     ,          ,x
GA,    ,076815,#5 STAKED,WISTERIA FRU AMETHYST FALLS,Wisteria frutescens 'Amethyst Falls'                        ,Amethyst Falls American Wisteria                            ,Hardy vine,VIN,05,, 23.50 ,-,"48""H",     , 5 , 138 , 138 ,05/01/15  ,     ,          ,     ,          ,x
OR,2014,03182M,#10 Squat,ACER PAL SHIN DESHOJO,Acer palmatum 'Deshojo'                                     ,Deshojo Japanese Maple                                      ,Japanese maple,TRE,05,, 118.00 ,-,"54""H",     , 2 , 2 ,     ,          ,     ,          ,     ,          ,x
OR,2014,031825,#5,ACER PAL SHIN DESHOJO,Acer palmatum 'Deshojo'                                     ,Deshojo Japanese Maple                                      ,Japanese maple,TRE,05,, 58.00 ,-,"48""H", 5 , 5 , 5 , 5 ,05/01/15  ,     ,          ,     ,          ,x
OR,2012,056411,#1 STAKED,ACTINIDIA TETRA  VAR MALOIDES,Actinidia tetramera var. maloides                           ,Rosy Crabapple Kiwi                                         ,Tropical flowering vine,VIN,06,HIN, 11.25 ,-,3/4 STK, 20 , 10 ,     , 21 ,05/01/15  ,     ,          ,     ,          ,x
OR,2011,050011,#1,AGAPANTHUS BLUE LEAP,Agapanthus 'Blue Leap'                                      ,Blue Leap Lily of the Nile                                  ,Grass-like plant,DCS,07,HIN, 7.00 ,-,2-3 FANS, 40 , 10 ,     , 40 ,05/01/15  , 159 ,06/01/15  ,     ,          ,x
OR,2011,050002,#2,AGAPANTHUS INAPTERUS GRASKOP,Agapanthus inapertus 'Graskop'                              ,Graskop Lily of the Nile                                    ,Grass-like plant,DCS,07,HIN, 16.00 ,-,5-7 FANS, 60 , 5 ," 1,317 "," 1,434 ",05/01/15  ,     ,          ,     ,          ,x
OR,2013,039021,#1,ANEMONE X WILD SWAN TM PP23132,"Anemone x 'Macane001' Wild Swan™  P.P.# 23,132",Wild Swan™  Hybrid Anemone,Mid/late border flowering,PRN,06,PPP, 7.50 ,-,CAN FULL,     , 10 ,     ," 1,935 ",06/01/15  ,     ,          ,     ,          ,x
OR,2013,055482,#2,ARALIA CORDATA GOTEMBA,Aralia cordata 'Gotemba'                                    ,Gotemba Golden Japanese Spikenard                           ,Mid/late tall flowering,PRN,04,HIN, 15.00 ,CUT BACK,, 11 , 5 , 11 , 11 ,05/01/15  ,     ,          ,     ,          ,x
OR,2012,078761S,SuperOne TM,AZ BLM-A-THON TM DB PK PP21477,"Rhododendron x 'RLH1-2P8' P.P. #21,477                      ",Bloom-A-Thon®  Pink Double Reblooming Azalea,Azalea,RHO,06,PW, 10.50 ,,"7""H - 9""S",     , 10 ,     , 4 ,05/01/15  ,     ,          ,     ,          ,x
OR,2011,047652,#2,AZALEA FRAGRANT STAR,Azalea x 'Fragrant Star'                                    ,Fragrant Star Azalea                                        ,Azalea,RHO,05,, 15.25 ,-,15''H - 14''S, 14 , 5 , 14 ,     ,          ,     ,          ,     ,          ,x
OR,2013,078461,#1,BACCHARIS MAGELLANICA,Baccharis magellanica                                       ,Christmas Bush                                              ,Evergreen small shrub/hedge,EVS,07,HIN, 7.25 ,,,     , 10 , 603 , 918 ,06/01/15  ,     ,          ,     ,          ,x
OR,2011,090782,#2,BUXUS GOLDEN TRIUMPH,Buxus microphylla 'Golden Triumph'                          ,Golden Triumph Boxwood                                      ,Evergreen small shrub/hedge,EVS,05,PPP, 17.00 ,-,"10""H - 12""S", 91 , 5 , 91 , 91 ,04/01/15  ,     ,          ,     ,          ,x
OR,2014,094071,#1,BUXUS MIC MORRIS MIDGET,Buxus microphylla var. japonica 'Morris Midget'             ,Morris Midget Boxwood                                       ,Evergreen small shrub/hedge,EVS,05,, 7.50 ,,"3""H - 5""S", 22 , 10 ,     , 22 ,05/01/15  ,     ,          ,     ,          ,x
OR,2013,006351,#1,CHRY (LEU) SUP REAL DREAM PPAF,Chrysanthemum x superbum 'Real Dream'                       ,Real Dream Shasta Daisy                                     ,Mid spring interm. flowering,PRN,05,PHI, 5.50 ,-,,     , 10 , 7 , 215 ,04/01/15  ,     ,          ,     ,          ,x
OR,    ,090661,#1 STAKED,CLEM ALP PAMELA JACKMAN,Clematis alpina 'Pamela Jackman'                            ,Pamela Jackman Alpine Clematis                              ,Clematis,VIN,03,, 9.00 ,-,FULL STK, 11 , 10 , 11 ,     ,          ,     ,          ,     ,          ,x
OR,2010,038571,#1 STAKED,CLEM ALP STOLWIJK GOLD PP18648,Clematis alpina 'Stolwijk Gold' P.P.# 18648                 ,Stolwijk Gold Alpine Clematis                               ,Clematis,VIN,03,RAI, 10.00 ,-,FULL STK,     , 10 , 28 ,     ,          ,     ,          ,     ,          ,x
OR,    ,027152,#2 STAKED,CLEM ARMANDII,Clematis armandii                                           ,Evergreen Clematis                                          ,Clematis,VIN,07,, 18.00 ,-,FULL STK, 14 , 5 , 14 , 14 ,05/01/15  ,     ,          ,     ,          ,x
OR,New ,056195,#5,CLEM ARMANDII APPLEBLOSSOM,Clematis armandii 'Apple Blossom'                           ,Apple Blossom Clematis                                      ,Clematis,VIN,07,, 29.50 ,,, 35 , 5 ,     , 35 ,05/01/15  ,     ,          ,     ,          ,x
OR,    ,027251,#1,CLEM INTEGRIFOLIA CAERULEA,Clematis integrifolia 'Caerulea'                            ,Bushy Blue Bell Clematis                                    ,Clematis,PRN,03,, 9.00 ,-,CAN FULL, 15 , 10 ," 1,041 "," 1,041 ",03/01/15  ,     ,          ,     ,          ,x
OR,    ,027281,#1,CLEM LAN CANDIDA,Clematis lanuginosa 'Candida'                               ,White Flowering Clematis                                    ,Clematis,VIN,04,, 9.00 ,,"21""H",     , 10 ,     , 385 ,05/01/15  , 60 ,05/01/15  ,     ,          ,x
OR,2014,046252,#2 STAKED,CLEM LOUISE ROWE,Clematis x Louise Rowe                                      ,Louise Rowe Clematis                                        ,Clematis,VIN,04,, 18.00 ,-,FULL STK, 5 , 5 , 23 , 23 ,05/01/15  ,     ,          ,     ,          ,x
OR,    ,027431,#1 STAKED,CLEM MONTANA FREDA,Clematis montana 'Freda'                                    ,Freda Anemone Clematis                                      ,Clematis,VIN,06,, 9.00 ,-,FULL STK,     , 10 , 46 ,     ,          ,     ,          ,     ,          ,x
OR,    ,027405,#5 STAKED,CLEM MONTANA RUBENS,Clematis montana rubens                                     ,Pink Anemone Clematis                                       ,Clematis,VIN,06,, 29.50 ,-,48'' FULL STK, 4 , 5 , 4 ,     ,          ,     ,          ,     ,          ,x
OR,    ,027475,#5 STAKED,CLEM PANICULATA,Clematis paniculata                                         ,Sweet Autumn Clematis                                       ,Clematis,VIN,04,, 29.50 ,-,FULL STK, 5 , 5 , 5 , 5 ,05/01/15  ,     ,          ,     ,          ,x
OR,    ,021865,#5 STAKED,CLEM SAPPHIRE INDIGO TMPP17012,"Clematis 'Cleminov 51' P.P. # 17,012                        ",Sapphire Indigo™  Clematis,Clematis,VIN,04,CPC, 29.50 ,-,FULL STK,     , 5 , 650 , 650 ,05/01/15  ,     ,          ,     ,          ,x
OR,    ,038005,#5 STAKED,CLEM TEX PRINCESS DIANA,Clematis texensis 'Princess Diana'                          ,Princess Diana Clematis                                     ,Clematis,VIN,05,, 29.50 ,-,48'' FULL STK,     , 5 ,     , 41 ,05/01/15  ,     ,          ,     ,          ,x
OR,2010,048745,#5 STAKED,CLEM VANCOUVER TM STARRY NGHTS,Clematis x 'Starry Nights'                                  ,Vancouver™  Starry Nights Clematis,Clematis,VIN,04,OLD, 31.50 ,-,FULL STK, 7 , 5 , 97 , 97 ,05/01/15  ,     ,          ,     ,          ,x
OR,2010,038081,#1 STAKED,CLEM VIT BETTY CORNING,Clematis viticella 'Betty Corning'                          ,Betty Corning Clematis                                      ,Clematis,VIN,03,, 9.00 ,-,FULL STK, 5 , 10 , 5 ,     ,          ,     ,          ,     ,          ,x
OR,    ,027211,#1 STAKED,CLEM VIT ETOILE VIOLETTE,Clematis viticella 'Etoile Violette'                        ,Etoile Violette Clematis                                    ,Clematis,VIN,04,, 9.00 ,-,FULL STK, 5 , 10 ,     , 5 ,05/01/15  ,     ,          ,     ,          ,x
OR,    ,027301,#1 STAKED,CLEM VIT MADAME JULIA CORREVON,Clematis viticella 'Madame Julia Correvon'                  ,Madame Julia Correvon Clematis                              ,Clematis,VIN,04,, 9.00 ,-,FULL STK, 1 , 10 , 1 ,     ,          ,     ,          ,     ,          ,x
OR,    ,027225,#5 STAKED,CLEM X COMTESSE DE BOUCHAUD,Clematis x 'Comtesse de Bouchaud'                           ,Comtesse De Bouchaud Clematis                               ,Clematis,VIN,04,, 29.50 ,-,48'' FULL STK,     , 5 , 170 , 170 ,05/01/15  ,     ,          ,     ,          ,x
OR,    ,027261,#1 STAKED,CLEM X JACKMANII,Clematis x jackmanii                                        ,Jackman Clematis                                            ,Clematis,VIN,04,, 9.00 ,,"21""H", 23 , 10 ,     , 23 ,05/01/15  ,     ,          ,     ,          ,x
OR,    ,044481,#1 STAKED,CLEM X JACKMANII SUPERBA,Clematis x jackmanii 'Superba'                              ,Jackman Superba Clematis                                    ,Clematis,VIN,04,, 9.00 ,-,FULL STK, 7 , 10 , 7 , 7 ,05/01/15  ,     ,          ,     ,          ,x
OR,    ,034432,#2 STAKED,CLEM X KILIAN DONAHUE,Clematis x 'Kilian Donahue'                                 ,Kilian Donahue Clematis                                     ,Clematis,VIN,04,, 18.00 ,-,FULL STK, 10 , 5 ,     , 350 ,05/01/15  ,     ,          ,     ,          ,x
OR,2010,055205,#5 STAKED,CLEM X MRS. SPENCER CASTLE,Clematis 'Mrs. Spencer Castle'                              ,Mrs. Spencer Castle Clematis                                ,Clematis,VIN,04,, 29.50 ,-,FULL STK,     , 5 , 180 , 298 ,05/01/15  ,     ,          ,     ,          ,x
