Loc,Order#,PO#,Request Date,Item,Size,Description,Product,Zone,Common Name,New Plant,Catalog Price      ,Price Code,Net Price     ,Minimum Ord Qty,Confirmed Qty Remaining,Confirmed Amount Remaining,2012 Qty Shipped  ,2013 Qty Shipped  ,2014 Qty Shipped  ,Date Ready,Condition,Current Specs,Plant Status,Unit Freight,Landed Price,Landed Price Palletized,SKU,Retail Price,UPC
CA,1469107,2015 SPRING SBO               ,06/01/15  ,030905PT,#5 PATIO TREE,ROSA KNCK OUT R DBL RD P16202,ROS,04,Double Knock Out®  Rose                                                                             ,    ,38.50 ,,32.73 , 2 , 3 , 98.19 ,     ,     ,     ,04/01/15    ,-,,,8.45 , 41.18 ,     ,, 87.99 ,014949192337 
CA,1469107,2015 SPRING SBO               ,06/01/15  ,079892PT,#2 PATIO TREE,ROSA SALMON SUNBLAZE R P10015,ROS,05,Salmon Sunblaze®  Miniature Rose                                                                    ,    ,24.00 ,,20.40 , 5 , 5 , 102.00 ,     ,     ,     ,Now         ,LIGHT BUD & BLOOM,10''S,,4.23 , 24.63 ,     ,,     ,014949798928 
CA,1469107,2015 SPRING SBO               ,06/01/15  ,070281,#1,ROSMARINUS OFF TUSCAN BLUE,EVS,08,Tuscan Blue Rosemary                                                                                ,    ,7.25 ,,6.16 , 10 , 10 , 61.60 ,     ,     ,     ,Now         ,-,"8""H - 8""S",,1.13 , 7.29 ,     ,, 14.99 ,014949702819 
CA,1469107,2015 SPRING SBO               ,04/22/15  ,070331,#1 STAKED,RUBUS BLACK SATIN BLACKBERRY,DCS,05,Black Satin Blackberry                                                                              ,    ,9.50 ,,8.08 , 10 , 10 , 80.80 ,     ,     ,     ,Now         ,-,"24""H",,1.13 , 9.21 ,     ,, 19.99 ,014949703311 
CA,1469107,2015 SPRING SBO               ,04/22/15  ,079382,#2,RUBUS RSPBRY SHRTCKE TM P22141,DCS,05,BrazelBerries®  Raspberry Shortcake™  Dwarf Thor                                                    ,2013,16.50 ,,14.03 , 5 , 20 , 280.60 ,     ,     ,     ,Now         ,FALL COLOR,"10""H - 10"":S",,2.82 , 16.85 ,     ,, 28.99 ,014949357132 
CA,1469107,2015 SPRING SBO               ,04/22/15  ,070081,#1 STAKED,RUBUS WILLAMETTE RASPBERRY,DCS,04,Willamette Raspberry                                                                                ,    ,9.50 ,,8.08 , 10 , 10 , 80.80 ,     ,     ,     ,Now         ,-,"24""H",,1.13 , 9.21 ,     ,, 19.99 ,014949700815 
OR,1469683,2015 SPRING SBO               ,06/01/15  ,070612,#2,SALIX INTEGRA HAKURO NISHIKI,DCS,04,Dappled Willow                                                                                      ,    ,14.50 ,,12.33 , 5 , 10 , 123.30 ,     ,     ,     ,Now         ,-,14''H - 14''S,,2.70 , 15.03 ,     ,, 31.99 ,014949706121 
OR,1469683,2015 SPRING SBO               ,04/29/15  ,019992S,SuperTwo,SAMBUCUS BLK BEAUTY TM PP12305,DCS,04,Black Beauty™  Elderberry                                                                           ,    ,18.00 ,,15.30 , 5 , 7 , 107.10 ,     ,     ,     ,Now         ,-,"10""H - 12""S",,3.60 , 18.90 ,     ,, 40.99 ,014949337479 
OR,1469683,2015 SPRING SBO               ,06/01/15  ,004085,#5,SAMBUCUS N BLACK TOWER TM PPAF,DCS,04,Black Tower Elderberry                                                                              ,New ,25.50 ,,21.68 , 5 , 5 , 108.40 ,     ,     ,     ,04/15/15    ,,,,5.41 , 27.09 ,     ,,     ,014949419779 
OR,1469683,2015 SPRING SBO               ,06/01/15  ,049971,#1,SEDUM MR. GOODBUD PPAF,PRN,04,Mr. Goodbud Stonecrop                                                                               ,2009,5.15 ,,4.38 , 10 , 10 , 43.80 ,     ,     ,     ,Now         ,CUT BACK,.,PS1,1.08 , 5.46 ,     ,,     ,014949266526 
OR,1469683,2015 SPRING SBO               ,06/01/15  ,03517UT,LittleOne,SEDUM SPURIUM VOODOO,PRN,03,Voodoo Stonecrop                                                                                    ,    ,3.10 ,,2.64 , 16 , 16 , 42.24 ,     ,     ,     ,04/01/15    ,-,,PS1,0.81 , 3.45 ,     ,, 7.99 ,014949419526 
OR,1469683,2015 SPRING SBO               ,04/29/15  ,069871,#1,SEDUM TETRACTINUM CORAL REEF,PRN,05,Chinese Sedum                                                                                       ,2010,5.15 ,,4.38 , 10 , 10 , 43.80 ,     ,     ,     ,Now         ,CUT BACK,.,PS0,1.08 , 5.46 ,     ,, 12.99 ,014949328569 
OR,1469683,2015 SPRING SBO               ,04/29/15  ,071572,#2,SPIRAEA JAP MAGIC CARPET P9363,DCS,04,Magic Carpet Spirea                                                                                 ,    ,13.00 ,,11.05 , 5 , 10 , 110.50 ,     ,     ,     ,Now         ,-,10''H - 12''S,,2.70 , 13.75 ,     ,, 28.99 ,014949715727 
OR,1469683,2015 SPRING SBO               ,06/01/15  ,028425,#5,SYRINGA X DECLARATION NA62975,DCS,05,Declaration Lilac                                                                                   ,2009,24.00 ,,20.40 , 5 , 5 , 102.00 ,     ,     ,     ,Now         ,DORMANT,27''H - 18''S,,5.41 , 25.81 ,     ,, 54.99 ,014949063514 
OR,1469683,2015 SPRING SBO               ,06/01/15  ,072195,#5,SYRINGA X HYA POCAHONTAS,DCS,02,Pocahontas Canadian Lilac                                                                           ,    ,24.00 ,,20.40 , 5 , 5 , 102.00 ,     ,     ,     ,Now         ,DORMANT,24''H - 16''S,,5.41 , 25.81 ,     ,, 54.99 ,014949721957 
OR,1469683,2015 SPRING SBO               ,06/01/15  ,042195,#5,SYRINGA X OLD GLORY NA62974,DCS,05,Old Glory Lilac                                                                                     ,New ,24.00 ,,20.40 , 5 , 5 , 102.00 ,     ,     ,     ,Now         ,-,27''H - 16''S,,5.41 , 25.81 ,     ,,     ,014949205020 
OR,1469683,2015 SPRING SBO               ,06/01/15  ,072941,#1,THUJA OC DANICA,CON,04,Danica Arborvitae                                                                                   ,    ,6.25 ,,5.31 , 10 , 10 , 53.10 ,     ,     ,     ,Now         ,FALL COLOR,"10""S",,1.08 , 6.39 ,     ,, 13.99 ,014949729410 
OR,1469683,2015 SPRING SBO               ,06/01/15  ,055142,#2,THUJA X EMBER WAVES TM PPAF,CON,05,Ember Waves™  Western Arborvitae                                                                    ,New ,15.50 ,,13.18 , 5 , 5 , 65.90 ,     ,     ,     ,Now         ,,,,2.70 , 15.88 ,     ,,     ,014949343326 
CA,1469107,2015 SPRING SBO               ,04/22/15  ,070051ST,#1 STAKED,TRACH JASMINOIDES,VIN,08,Star Jasmine                                                                                        ,    ,7.25 ,,6.16 , 10 , 30 , 184.80 ,     ,     ,     ,Now         ,-,"18""H",,1.13 , 7.29 ,     ,, 15.99 ,014949700419 
CA,1469107,2015 SPRING SBO               ,04/22/15  ,070052ST,#2 STAKED,TRACH JASMINOIDES,VIN,08,Star Jasmine                                                                                        ,    ,16.50 ,,14.03 , 5 , 25 , 350.75 ,     ,     ,     ,Now         ,-,"32""H",,2.82 , 16.85 ,     ,, 37.99 ,014949700426 
OR,1469683,2015 SPRING SBO               ,06/01/15  ,073285,#5,TSUGA CAN PENDULA,CON,04,Sargent's Weeping Hemlock                                                                           ,    ,46.50 ,,39.53 , 5 , 5 , 197.65 ,     ,     ,     ,Now         ,-,"38""H-14""S",,5.41 , 44.94 ,     ,, 94.99 ,014949732854 
OR,1469683,2015 SPRING SBO               ,05/27/15  ,056232,#2,VACC BOUNTIFUL BLUE R PP19381,DCS,06,Bountiful Blue®  Blueberry                                                                          ,2010,15.50 ,,13.18 , 5 , 10 , 131.80 ,     ,     ,     ,Now         ,-,12''H - 10''S,,2.70 , 15.88 ,     ,, 33.99 ,014949287781 
CA,1469107,2015 SPRING SBO               ,04/22/15  ,056232,#2,VACC BOUNTIFUL BLUE R PP19381,DCS,06,Bountiful Blue®  Blueberry                                                                          ,2010,15.50 ,,13.18 , 5 , 20 , 263.60 ,     ,     ,     ,Now         ,FALL COLOR,"12""H - 12""S",,2.82 , 16.00 ,     ,, 33.99 ,014949287781 
CT,1474797,2015 SPRING SBO               ,06/01/15  ,407051,#1,VACCINIUM ANG BRUNSWICK,DCS,02,Brunswick Lowbush Blueberry                                                                         ,    ,7.25 ,,6.16 , 10 , 10 , 61.60 ,     ,     ,     ,04/15/15    ,,,,0.52 , 6.68 ,     ,, 14.99 ,014949399361 
CT,1474797,2015 SPRING SBO               ,06/01/15  ,017391,#1,VERONICA ROYAL CANDLES PP18932,PRN,04,Royal Candles Speedwell                                                                             ,    ,4.90 ,,4.17 , 10 , 12 , 50.04 ,     ,     ,     ,06/01/15    ,,,PS0,0.52 , 4.69 ,     ,, 10.99 ,014949005118 
OR,1469683,2015 SPRING SBO               ,06/01/15  ,07613UT,LittleOne,VINCA MINOR BOWLES',PRN,04,Bowles' Common Periwinkle                                                                           ,    ,3.10 ,,2.64 , 16 , 32 , 84.48 ,     ,     ,     ,Now         ,-,CAN FULL,PS1,0.81 , 3.45 ,     ,, 7.99 ,014949010730 
OR,1469683,2015 SPRING SBO               ,06/01/15  ,058211,#1,VIOLA CORNUTA ETAIN,PRN,04,Etain Violet                                                                                        ,2010,4.90 ,,4.17 , 10 , 12 , 50.04 ,     ,     ,     ,Now         ,BUDS & BLOOMS,CAN FULL,PS1,1.08 , 5.25 ,     ,, 11.99 ,014949323878 
CA,1469107,2015 SPRING SBO               ,04/22/15  ,076221,#1 STAKED,VITIS LAB EASTERN CONCORD,VIN,04,Eastern Concord Grape                                                                               ,    ,8.25 ,,7.01 , 10 , 15 , 105.15 ,     ,     ,     ,Now         ,-,"24""H",,1.13 , 8.14 ,     ,, 14.99 ,014949762219 
CA,1469107,2015 SPRING SBO               ,04/22/15  ,076301,#1 STAKED,VITIS LAB HIMROD,VIN,05,Himrod Grape                                                                                        ,    ,8.25 ,,7.01 , 10 , 20 , 140.20 ,     ,     ,     ,Now         ,-,"24""H",,1.13 , 8.14 ,     ,, 18.99 ,014949763018 
CA,1469107,2015 SPRING SBO               ,06/01/15  ,077231,#1,YUCCA FIL GOLDEN SWORD,EVS,04,Golden Sword Yucca                                                                                  ,    ,7.50 ,,6.38 , 10 , 10 , 63.80 ,     ,     ,     ,Now         ,-,"8""H - 8""S",,1.13 , 7.51 ,     ,, 16.99 ,014949772317 
,,,,,Totals:,,,,,,,,,," 1,961 "," 20,031.52 ",,,,,,,,,,,,,
