Loc,Order#,PO#,Request Date,Item,Size,Description,Common Name,New Plant,2014 Catalog Price ,Price Code,2014 Net Price,Minimum Ord Qty,Confirmed Qty Remaining,Confirmed Amount Remaining,Date Ready,Condition,Current Specs,Unit Freight,Landed Price,Landed Price Palletized,SKU,Retail Price,UPC
GA,1361954,GA 2014                       ,5/15/2014,017311S,SuperOne TM,HYD M ENDLESS SUMMER R PP15298,Endless Summer®  Hydrangea                                                                          ,    ,8.75,,7.35,10,20,147,Now         ,DORMANT,cut back,1.24,8.59,     ,,29.99,14949068731
GA,1361954,GA 2014                       ,5/15/2014,017312S,SuperTwo,HYD M ENDLESS SUMMER R PP15298,Endless Summer®  Hydrangea                                                                          ,    ,15,,12.6,5,10,126,Now         ,DORMANT,"10""H - 12""S",2.48,15.08,     ,,39.99,14949369562
OR,1361955,OR 2014                       ,5/15/2014,089951S,SuperOne TM,HYD P LITTLE QUICK FIRE R PPAF,Little Quick Fire™  Hardy Hydrangea                                                                 ,New ,9.75,,8.19,10,30,245.7,5/15/2014,,,1.15,9.34,     ,,29.99,14949372807
CA,1361910,VI 2014                       ,5/15/2014,089951S,SuperOne TM,HYD P LITTLE QUICK FIRE R PPAF,Little Quick Fire™  Hardy Hydrangea                                                                 ,New ,9.75,,8.19,10,40,327.6,4/1/2014,,,1.21,9.4,     ,,29.99,14949372807
GA,1361954,GA 2014                       ,5/15/2014,089951S,SuperOne TM,HYD P LITTLE QUICK FIRE R PPAF,Little Quick Fire™  Hardy Hydrangea                                                                 ,New ,9.75,,8.19,10,30,245.7,5/1/2014,,,1.24,9.43,     ,,29.99,14949372807
OR,1361955,OR 2014                       ,5/15/2014,089952S,SuperTwo,HYD P LITTLE QUICK FIRE R PPAF,Little Quick Fire™  Hardy Hydrangea                                                                 ,New ,16,,13.44,5,20,268.8,5/15/2014,,,2.3,15.74,     ,,39.99,14949372821
CA,1361910,VI 2014                       ,5/15/2014,089952S,SuperTwo,HYD P LITTLE QUICK FIRE R PPAF,Little Quick Fire™  Hardy Hydrangea                                                                 ,New ,16,,13.44,5,10,134.4,5/1/2014,,,2.42,15.86,     ,,39.99,14949372821
GA,1361954,GA 2014                       ,5/15/2014,089952S,SuperTwo,HYD P LITTLE QUICK FIRE R PPAF,Little Quick Fire™  Hardy Hydrangea                                                                 ,New ,16,,13.44,5,10,134.4,5/1/2014,,,2.48,15.92,     ,,39.99,14949372821
OR,1361955,OR 2014                       ,5/15/2014,42022,#2,HYD PAN ANGEL'S BLUSH R P10751,Angel's Blush®  Hydrangea                                                                           ,    ,15.25,,12.81,5,10,128.1,Now         ,DORMANT,"12""H - 12""S",1.73,14.54,     ,,39.99,14949420225
OR,1361955,OR 2014                       ,5/15/2014,080951S,SuperOne TM,HYD PAN BOBO R PP22782,Bobo®  Hardy Hydrangea                                                                              ,2012,9.75,,8.19,10,137,"1,122.03",Not Avl     ,DORMANT,,1.15,9.34,     ,,29.99,14949114940
CA,1361910,VI 2014                       ,5/15/2014,080951S,SuperOne TM,HYD PAN BOBO R PP22782,Bobo®  Hardy Hydrangea                                                                              ,2012,9.75,,8.19,10,53,434.07,4/1/2014,-,,1.21,9.4,     ,,29.99,14949114940
OR,1361955,OR 2014                       ,5/15/2014,080952S,SuperTwo,HYD PAN BOBO R PP22782,Bobo®  Hardy Hydrangea                                                                              ,2012,16,,13.44,5,40,537.6,Not Avl     ,DORMANT,,2.3,15.74,     ,,39.99,14949360675
CA,1361910,VI 2014                       ,5/15/2014,080952S,SuperTwo,HYD PAN BOBO R PP22782,Bobo®  Hardy Hydrangea                                                                              ,2012,16,,13.44,5,20,268.8,Now         ,CUT BACK,.,2.42,15.86,     ,,39.99,14949360675
GA,1361954,GA 2014                       ,5/15/2014,080952S,SuperTwo,HYD PAN BOBO R PP22782,Bobo®  Hardy Hydrangea                                                                              ,2012,16,,13.44,5,20,268.8,5/1/2014,DORMANT,,2.48,15.92,     ,,39.99,14949360675
CA,1361910,VI 2014                       ,5/15/2014,089941S,SuperOne TM,HYD PAN FIRE LIGHT TM PPAF,Fire Light™  Hardy Hydrangea                                                                        ,New ,9.75,,8.19,10,20,163.8,4/1/2014,,,1.21,9.4,     ,,29.99,14949372777
CA,1361910,VI 2014                       ,5/15/2014,024371S,SuperOne TM,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                                                           ,    ,9.75,,8.19,10,20,163.8,Now         ,DORMANT,"8""H - 10""S",1.21,9.4,     ,,25,14949336861
OR,1361955,OR 2014                       ,5/15/2014,024372S,SuperTwo,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                                                           ,    ,16,,13.44,5,10,134.4,Now         ,DORMANT,"16""H - 12""S",2.3,15.74,     ,,39.99,14949337936
CA,1361910,VI 2014                       ,5/15/2014,24375,#5,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                                                           ,    ,22,,18.48,5,10,184.8,Now         ,CUT BACK,.,3.62,22.1,     ,,49.99,14949057391
OR,1361955,OR 2014                       ,5/15/2014,029921S,SuperOne TM,HYD PAN LITTLE LIME PPAF,Little Lime™  Hardy Hydrangea                                                                       ,    ,9.75,,8.19,10,20,163.8,Now         ,DORMANT,12''H - 10''S,1.15,9.34,     ,,29.99,14949337974
CA,1361910,VI 2014                       ,5/15/2014,029921S,SuperOne TM,HYD PAN LITTLE LIME PPAF,Little Lime™  Hardy Hydrangea                                                                       ,    ,9.75,,8.19,10,10,81.9,Now         ,DORMANT,"6""H - 12""S",1.21,9.4,     ,,29.99,14949337974
OR,1361955,OR 2014                       ,5/15/2014,029922S,SuperTwo,HYD PAN LITTLE LIME PPAF,Little Lime™  Hardy Hydrangea                                                                       ,    ,16,,13.44,5,20,268.8,Now         ,DORMANT,12''H - 12''S,2.3,15.74,     ,,25,14949335543
OR,1361955,OR 2014                       ,5/15/2014,074611S,SuperOne TM,HYD PAN PINKY WINKY TM PP16166,Pinky Winky™  Hardy Hydrangea                                                                       ,2011,9.75,,8.19,10,10,81.9,Now         ,DORMANT,"12""H - 8""S",1.15,9.34,     ,,29.99,14949337929
CA,1361910,VI 2014                       ,5/15/2014,074612S,SuperTwo,HYD PAN PINKY WINKY TM PP16166,Pinky Winky™  Hardy Hydrangea                                                                       ,2011,16,,13.44,5,10,134.4,Now         ,DORMANT,"18""H - 12""S",2.42,15.86,     ,,39.99,14949336267
CA,1361910,VI 2014                       ,5/15/2014,074601S,SuperOne TM,HYD PAN QUICK FIRE R PP16812,Quick Fire®  Hardy Hydrangea                                                                        ,2011,9.75,,8.19,10,10,81.9,Now         ,DORMANT,"14""H - 12""S",1.21,9.4,     ,,29.99,14949337943
GA,1361954,GA 2014                       ,5/15/2014,074602S,SuperTwo,HYD PAN QUICK FIRE R PP16812,Quick Fire®  Hardy Hydrangea                                                                        ,2011,16,,13.44,5,10,134.4,Now         ,DORMANT,"14""H - 14""S",2.48,15.92,     ,,39.99,14949336243
OR,1361955,OR 2014                       ,5/15/2014,35012,#2 STAKED,HYD PET MIRANDA,Miranda Climbing Hydrangea                                                                          ,2009,18.25,,15.33,5,5,76.65,5/1/2014,-,,1.73,17.06,     ,,35,14949212943
OR,1361955,OR 2014                       ,5/15/2014,41705,#5 STAKED,HYD PETIOLARIS,Climbing Hydrangea                                                                                  ,    ,27.5,,23.1,5,5,115.5,Now         ,DORMANT,36'' FULL STK,3.45,26.55,     ,,59.99,14949417058
GA,1361954,GA 2014                       ,5/15/2014,074622S,SuperTwo,HYPERICUM SUNNY BLVD TM P20045,Sunny Boulevard™  St. John's Wort                                                                   ,2011,15,,12.6,5,20,252,Now         ,DORMANT,"12""H - 12""S",2.48,15.08,     ,,39.99,14949354223
OR,1361955,OR 2014                       ,5/15/2014,45092,#2,ILEX X BERRI-MAGIC R KIDS,Berri-Magic®  Kids' Holly Combination                                                               ,    ,14.75,,12.39,5,5,61.95,Now         ,-,"10""H - 12""S",1.73,14.12,     ,,39.99,14949450925
OR,1361955,OR 2014                       ,5/15/2014,16471,#1,IRIS EN CASCADE SPICE,Cascade Spice Japanese Iris                                                                         ,    ,5.5,PRNADV,4.35,10,10,43.5,Now         ,CUT BACK,.,0.69,5.04,     ,,20,14949004920
OR,1361955,OR 2014                       ,5/15/2014,44011,#1,IRIS EN VARIEGATA,Variegated Japanese Water Iris                                                                      ,    ,6.75,PRNADV,5.33,10,10,53.3,Now         ,CUT BACK,.,0.69,6.02,     ,,20,14949440117
GA,1361954,GA 2014                       ,5/15/2014,44011,#1,IRIS EN VARIEGATA,Variegated Japanese Water Iris                                                                      ,    ,6.75,PRNADV,5.33,10,10,53.3,Now         ,DORMANT,3-5 FANS,0.74,6.07,     ,,20,14949440117
OR,1361955,OR 2014                       ,5/15/2014,45981,#1,IRIS PALLIDA VARIEGATA,Variegated Sweet Iris                                                                               ,    ,5.5,PRNADV,4.35,10,20,87,Now         ,CUT BACK,.,0.69,5.04,     ,,20,14949459812
OR,1361955,OR 2014                       ,5/15/2014,46441,#1,IRIS SIB CAESAR'S BROTHER,Caesar's Brother Siberian Iris                                                                      ,    ,5.5,PRNADV,4.35,10,10,43.5,Now         ,CUT BACK,.,0.69,5.04,     ,,20,14949464410
OR,1361955,OR 2014                       ,5/15/2014,46011,#1,IRIS SIB RUFFLED VELVET,Ruffled Velvet Siberian Iris                                                                        ,    ,5.5,PRNADV,4.35,10,10,43.5,Now         ,CUT BACK,.,0.69,5.04,     ,,15,14949460115
GA,1361954,GA 2014                       ,5/15/2014,46875,#5,JUN C BLUE POINT,Blue Point Juniper                                                                                  ,    ,24,,20.16,5,5,100.8,Now         ,,"28""H",3.72,23.88,     ,,65,14949468753
CA,1361910,VI 2014                       ,5/15/2014,048002PP,#2 POMPON,JUN C MINT JULEP R,Mint Julep®  Juniper                                                                                ,    ,36.5,,30.66,5,10,306.6,Now         ,WINTER COLOR,"22""H - 22""S",2.72,33.38,     ,,79.99,14949480625
CA,1361910,VI 2014                       ,5/15/2014,48005,#5,JUN C MINT JULEP R,Mint Julep®  Juniper                                                                                ,    ,17,,14.28,5,5,71.4,Now         ,WINTER COLOR,"22""S",3.62,17.9,     ,,65,14949480052
CA,1361910,VI 2014                       ,5/15/2014,048005OP,#5 ORIENTAL POMPON,JUN C MINT JULEP R,Mint Julep®  Juniper                                                                                ,    ,70,,58.8,2,10,588,Now         ,WINTER COLOR,"56""H",5.43,64.23,     ,,139.99,14949480953
CA,1361910,VI 2014                       ,5/15/2014,048005PP,#5 POMPON,JUN C MINT JULEP R,Mint Julep®  Juniper                                                                                ,    ,60,,50.4,2,5,252,Now         ,WINTER COLOR,"24""H - 24""S",5.43,55.83,     ,,129.99,14949480656
CA,1361910,VI 2014                       ,5/15/2014,048005SP,#5 SPIRAL,JUN C MINT JULEP R,Mint Julep®  Juniper                                                                                ,    ,65,,54.6,2,2,109.2,4/1/2014,-,,5.43,60.03,     ,,129.99,14949480250
CA,1361910,VI 2014                       ,5/15/2014,48132,#2,JUN C SEA OF GOLD R PP17622,Sea Of Gold®  Juniper                                                                               ,    ,13,,10.92,5,20,218.4,Now         ,-,"14""S",1.81,12.73,     ,,29.99,14949065693
GA,1361954,GA 2014                       ,5/15/2014,48132,#2,JUN C SEA OF GOLD R PP17622,Sea Of Gold®  Juniper                                                                               ,    ,13,,10.92,5,20,218.4,4/15/2014,,,1.86,12.78,     ,,29.99,14949065693
CA,1361910,VI 2014                       ,5/15/2014,49252,#2,JUN H BLUE CHIP,Blue Chip Juniper                                                                                   ,    ,12.5,,10.5,5,10,105,Now         ,WINTER COLOR,"14""S",1.81,12.31,     ,,29.99,14949492529
CA,1361910,VI 2014                       ,5/15/2014,49902,#2,JUN H ICEE BLUE R P9639,Icee Blue®  Juniper                                                                                 ,    ,12.5,,10.5,5,10,105,4/1/2014,-,,1.81,12.31,     ,,29.99,14949499023
CA,1361910,VI 2014                       ,5/15/2014,50302,#2,JUN H PRINCE OF WALES,Prince Of Wales Juniper                                                                             ,    ,12.5,,10.5,5,10,105,Now         ,WINTER COLOR,"12""S",1.81,12.31,     ,,29.99,14949503027
CA,1361910,VI 2014                       ,5/15/2014,50202,#2,JUN H YOUNGSTOWN,Youngstown Andorra Juniper                                                                          ,    ,12.5,,10.5,5,10,105,Now         ,WINTER COLOR,"14""S",1.81,12.31,     ,,29.99,14949502020
CA,1361910,VI 2014                       ,5/15/2014,50902,#2,JUN PRO NANA,Dwarf Japanese Garden Juniper                                                                       ,    ,12.5,,10.5,5,10,105,Now         ,WINTER COLOR,"12""S",1.81,12.31,     ,,35,14949509029
OR,1361955,OR 2014                       ,5/15/2014,51752,#2,JUN SA CALGARY CARPET R,Calgary Carpet®  Juniper                                                                            ,    ,12.5,,10.5,5,6,63,Now         ,WINTER COLOR,"16""S",1.73,12.23,     ,,35,14949517529
CA,1361910,VI 2014                       ,5/15/2014,51752,#2,JUN SA CALGARY CARPET R,Calgary Carpet®  Juniper                                                                            ,    ,12.5,,10.5,5,10,105,Now         ,-,"14""S",1.81,12.31,     ,,35,14949517529
CA,1361910,VI 2014                       ,5/15/2014,51652,#2,JUN SA MOOR-DENSE R,Moor-Dense®  Juniper                                                                                ,    ,12.5,,10.5,5,5,52.5,Now         ,-,"14""S",1.81,12.31,     ,,35,14949516522
CA,1361910,VI 2014                       ,5/31/2014,52705,#5,JUN SC MEDORA,Medora Juniper                                                                                      ,    ,24,,20.16,5,10,201.6,5/31/2014,-,,3.62,23.78,     ,,65,14949527054
CA,1361910,VI 2014                       ,5/31/2014,54005,#5,JUN SC SKYROCKET,Skyrocket Juniper                                                                                   ,    ,24,,20.16,5,5,100.8,Now         ,WINTER COLOR,"36""H - 10""S",3.62,23.78,     ,,65,14949540053
CA,1361910,VI 2014                       ,5/15/2014,54007,#7,JUN SC SKYROCKET,Skyrocket Juniper                                                                                   ,    ,55,,46.2,2,5,231,Now         ,WINTER COLOR,"54""H",9.06,55.26,     ,,129.99,14949540077
CA,1361910,VI 2014                       ,5/15/2014,053105PT,#5 PATIO TREE,JUN SC TOLL BLU WEEPING,Tolleson's Blue Weeping Juniper                                                                     ,    ,55,,46.2,2,5,231,Now         ,-,"60H  - 24""S",5.43,51.63,     ,,129.99,14949531051
CA,1361910,VI 2014                       ,5/15/2014,53307,#7,JUN SC WICHITA BLUE,Wichita Blue Juniper                                                                                ,    ,55,,46.2,2,5,231,Now         ,WINTER COLOR,"48""H - 18""S",9.06,55.26,     ,,129.99,14949533079
OR,1361955,OR 2014                       ,5/15/2014,53392,#2,JUN SQUA BLUE STAR,Blue Star Juniper                                                                                   ,    ,12.5,,10.5,5,5,52.5,Now         ,WINTER COLOR,"12""S",1.73,12.23,     ,,35,14949533925
CA,1361910,VI 2014                       ,5/15/2014,53655,#5,JUN V BLUE ARROW,Blue Arrow Juniper                                                                                  ,    ,24,,20.16,5,10,201.6,Now         ,WINTER COLOR,"40""H",3.62,23.78,     ,,65,14949536551
CA,1361910,VI 2014                       ,5/15/2014,53659,#15,JUN V BLUE ARROW,Blue Arrow Juniper                                                                                  ,    ,82.5,,69.3,1,5,346.5,Now         ,WINTER COLOR,"60""H",18.11,87.41,     ,,169.99,14949536599
GA,1361954,GA 2014                       ,5/15/2014,54145,#5,JUN V GREY OWL,Grey Owl Juniper                                                                                    ,    ,16.75,,14.07,5,5,70.35,5/1/2014,,,3.72,17.79,     ,,39.99,14949217306
OR,1361955,OR 2014                       ,5/15/2014,074662S,SuperTwo,KOLKWITZIA AMA DREAM CATCHR TM,Dream Catcher™  Beauty Bush                                                                         ,2011,16,,13.44,5,10,134.4,Now         ,DORMANT,"10""H - 12""S",2.3,15.74,     ,,39.99,14949354247
CA,1361910,VI 2014                       ,5/15/2014,24901,#1,LAMIUM M PURPLE DRAGON P15890,Purple Dragon Dead Nettle                                                                           ,    ,4.75,PRNADV,3.75,10,20,75,4/1/2014,,,0.72,4.47,     ,,15,14949049822
OR,1361955,OR 2014                       ,5/15/2014,9081,#1,LAMIUM ORCHID FROST PP11122,Orchid Frost Spotted Dead Nettle                                                                    ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949053553
GA,1361954,GA 2014                       ,5/15/2014,056953PT,#3 PATIO TREE,LANTANA CONFETTI TM,Confetti™  Spreading Lantana                                                                        ,    ,34,,28.56,2,2,57.12,3/1/2014,,,4.47,33.03,     ,TROPICAL,69.99,14949032299
OR,1361955,OR 2014                       ,5/15/2014,57275,#5,LARIX DECIDUA PENDULA,Weeping European Larch                                                                              ,    ,48.5,,40.74,5,10,407.4,Now         ,BREAKING DORMANCY,"50""H",3.45,44.19,     ,,129,14949572757
CA,1361910,VI 2014                       ,5/15/2014,57311,#1,LAVANDULA ANG MUNSTEAD,Munstead Lavender                                                                                   ,    ,5.5,PRNADV,4.35,10,20,87,4/15/2014,-,,0.72,5.07,     ,PROTECT,15,14949573112
OR,1361955,OR 2014                       ,5/15/2014,57881,#1,LIATRIS SPI KOBOLD,Kobold Gayfeather                                                                                   ,    ,4.75,PRNADV,3.75,10,20,75,Now         ,DORMANT,1 EYE,0.69,4.44,     ,,15,14949578810
GA,1361954,GA 2014                       ,5/15/2014,57881,#1,LIATRIS SPI KOBOLD,Kobold Gayfeather                                                                                   ,    ,4.75,PRNADV,3.75,10,20,75,4/1/2014,,,0.74,4.49,     ,,15,14949578810
OR,1361955,OR 2014                       ,5/15/2014,32182,#2,LIGULARIA BR M CRAWFORD P16123,Brit Marie Crawford Ligularia                                                                       ,    ,13,,10.92,5,40,436.8,Now         ,CUT BACK,.,1.73,12.65,     ,,35,14949070697
GA,1361954,GA 2014                       ,5/15/2014,9281,#1,LIGULARIA STEN THE ROCKET,Rocket Ligularia                                                                                    ,    ,6.5,PRNADV,5.14,10,10,51.4,4/1/2014,,,0.74,5.88,     ,,20,14949050873
OR,1361955,OR 2014                       ,5/15/2014,9841,#1,LOBELIA COMPLIMENT RED,Compliment Red Lobelia                                                                              ,    ,4.75,PRNADV,3.75,10,30,112.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949053577
GA,1361954,GA 2014                       ,5/15/2014,72511,#1,LOBELIA X SPE RUSSIAN PRINCESS,Russian Princess Lobelia                                                                            ,2013,5.5,PRNADV,4.35,10,10,43.5,4/1/2014,,,0.74,5.09,     ,,15,14949330678
GA,1361954,GA 2014                       ,5/15/2014,086361S,SuperOne TM,LONICERA P SCENTSATION PP16240,Scentsation Honeysuckle                                                                             ,2013,8.75,,7.35,10,10,73.5,Now         ,,"24""H",1.24,8.59,     ,,25,14949369982
OR,1361955,OR 2014                       ,5/15/2014,84391,#1 STAKED,LONICERA PCHES & CREAM PP21839,Peaches and Cream Honeysuckle                                                                       ,2013,7.75,,6.51,10,10,65.1,Now         ,BREAKING DORMANCY,FULL STK,0.69,7.2,     ,,20,14949370100
CA,1361910,VI 2014                       ,5/15/2014,67831,#1 STAKED,LONICERA SEMP MAJOR WHEELER,Major Wheeler Coral Honeysuckle                                                                     ,2011,7.75,,6.51,10,10,65.1,4/1/2014,-,,0.72,7.23,     ,,20,14949327241
CA,1361910,VI 2014                       ,5/15/2014,59271,#1 STAKED,LONICERA X BRO DROPMORE SCARLT,Dropmore Scarlet Trumpet Honeysuckle                                                                ,    ,7.75,,6.51,10,20,130.2,Now         ,DORMANT,"24""H",0.72,7.23,     ,,20,14949592717
CA,1361910,VI 2014                       ,5/15/2014,58991,#1 STAKED,LONICERA X GOLDFLAME,Goldflame Honeysuckle                                                                               ,    ,7.75,,6.51,10,10,65.1,Now         ,BREAKING DORMANCY,24''H,0.72,7.23,     ,,20,14949589915
OR,1361955,OR 2014                       ,5/15/2014,62311,#1,LYSIMACHIA NUMMULARIA AUREA,Golden Creeping Jenny                                                                               ,2010,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949320891
GA,1361954,GA 2014                       ,5/15/2014,62311,#1,LYSIMACHIA NUMMULARIA AUREA,Golden Creeping Jenny                                                                               ,2010,4.75,PRNADV,3.75,10,10,37.5,4/1/2014,,,0.74,4.49,     ,,15,14949320891
CA,1361910,VI 2014                       ,5/15/2014,05942M,#10 Squat,MAG X ELIZABETH,Elizabeth Magnolia                                                                                  ,    ,54,,45.36,2,4,181.44,Now         ,BUDS,"38""H - 18""S",13.04,58.4,     ,,139.99,14949361054
GA,1361954,GA 2014                       ,5/15/2014,61205,#5 STAKED,MAN ALICE DU PONT,Alice Du Pont Mandevilla                                                                            ,    ,26,,21.84,5,10,218.4,4/15/2014,,,3.72,25.56,     ,,69.99,14949612057
CA,1361910,VI 2014                       ,5/15/2014,61241,#1 STAKED,MAN RED RIDING HOOD,Red Riding Hood Mandevilla                                                                          ,    ,8.75,,7.35,10,20,147,4/1/2014,-,,0.72,8.07,     ,TROPICAL,20,14949345337
CA,1361910,VI 2014                       ,5/15/2014,61245,#5 STAKED,MAN RED RIDING HOOD,Red Riding Hood Mandevilla                                                                          ,    ,26,,21.84,5,5,109.2,Now         ,BUDS & BLOOMS,"36""H",3.62,25.46,     ,TROPICAL,69.99,14949612453
GA,1361954,GA 2014                       ,5/15/2014,45011,#1 STAKED,MAN SUN PAR R CRIMSON PP15539,Sun Parasol®  Crimson Mandevilla                                                                    ,    ,8.75,,7.35,10,20,147,4/1/2014,,,0.74,8.09,     ,TROPICAL,20,14949345344
CA,1361910,VI 2014                       ,5/15/2014,045012BH,#2 BUSH,MAN SUN PAR R CRIMSON PP15539,Sun Parasol®  Crimson Mandevilla                                                                    ,    ,13,,10.92,5,5,54.6,Now         ,-,"10""H-10""S",1.81,12.73,     ,TROPICAL,35,14949259436
CA,1361910,VI 2014                       ,5/15/2014,09238UT,LittleOne,MAN SUN PAR R GARDEN CRIMSON,Sun Parasol®  Garden Crimson Mandevilla                                                             ,New ,4,,3.36,16,96,322.56,Now         ,-,CAN FULL,0.54,3.9,     ,,7.99,14949377062
GA,1361954,GA 2014                       ,5/15/2014,09238UT,LittleOne,MAN SUN PAR R GARDEN CRIMSON,Sun Parasol®  Garden Crimson Mandevilla                                                             ,New ,4,,3.36,16,32,107.52,4/1/2014,,,0.56,3.92,     ,,7.99,14949377062
GA,1361954,GA 2014                       ,5/15/2014,57085,#5 STAKED,MAN SUN PAR R GIANT PNK P15202,Sun Parasol®  Giant Pink Mandevilla                                                                 ,2010,26,,21.84,5,5,109.2,4/1/2014,,,3.72,25.56,     ,TROPICAL,69.99,14949347096
GA,1361954,GA 2014                       ,5/15/2014,61235,#5 STAKED,MAN SUN PAR R GNT CRIM P17736,Sun Parasol®  Giant Crimson Mandevilla                                                              ,    ,26,,21.84,5,5,109.2,4/1/2014,,,3.72,25.56,     ,TROPICAL,69.99,14949310199
CA,1361910,VI 2014                       ,5/15/2014,057092BH,#2 BUSH,MAN SUN PAR R PRTY CRMN P16449,Sun Parasol®  Pretty Crimson Mandevilla                                                             ,2011,13,,10.92,5,15,163.8,4/1/2014,,,1.81,12.73,     ,,35,14949290101
GA,1361954,GA 2014                       ,5/15/2014,57071,#1 STAKED,MAN SUN PAR R PRTY PNK P19399,Sun Parasol®  Pretty Pink Mandevilla                                                                ,2011,8.75,,7.35,10,15,110.25,4/1/2014,,,0.74,8.09,     ,,20,14949347201
CA,1361910,VI 2014                       ,5/15/2014,057072BH,#2 BUSH,MAN SUN PAR R PRTY PNK P19399,Sun Parasol®  Pretty Pink Mandevilla                                                                ,2011,13,,10.92,5,10,109.2,4/1/2014,,,1.81,12.73,     ,,35,14949347249
GA,1361954,GA 2014                       ,5/15/2014,072642BH,#2 BUSH,MAN SUN PAR R WHITE PP22695,Sun Parasol®  White Mandevilla                                                                      ,2010,13,,10.92,5,1,10.92,4/1/2014,,,1.86,12.78,     ,,35,14949331125
GA,1361954,GA 2014                       ,5/15/2014,61295,#5 STAKED,MAN TANGO TWIRL R P14290,Tango Twirl®  Mandevilla                                                                            ,    ,26,,21.84,5,10,218.4,4/15/2014,,,3.72,25.56,     ,,69.99,14949612934
OR,1361955,OR 2014                       ,5/15/2014,36165,#5,METASEQUOIA G OGON GOLD RUSH,Gold Rush Dawn Redwood                                                                              ,2011,25.75,,21.63,5,10,216.3,Now         ,DORMANT,"58""H",3.45,25.08,     ,,59.99,14949274668
OR,1361955,OR 2014                       ,5/15/2014,38502,#2,MICROBIOTA FUZZBALL TM P20012,Fuzzball™  Siberian Carpet Cypress                                                                  ,2012,15.5,,13.02,5,10,130.2,Now         ,WINTER COLOR,"14""S",1.73,14.75,     ,,35,14949222331
GA,1361954,GA 2014                       ,5/15/2014,61821,#1,MONARDA JACOB CLINE,Jacob Cline Bee Balm                                                                                ,    ,4.75,PRNADV,3.75,10,10,37.5,4/1/2014,,,0.74,4.49,     ,,15,14949618219
OR,1361955,OR 2014                       ,5/15/2014,25861,#1,MONARDA RASPBERRY WINE,Raspberry Wine Bee Balm                                                                             ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949276303
OR,1361955,OR 2014                       ,5/15/2014,47251,#1,MUKDENIA ROS CRIMSON FANS,Red-Leafed Mukdenia                                                                                 ,2009,7.5,PRNADV,5.93,10,20,118.6,Now         ,DORMANT,.,0.69,6.62,     ,,20,14949255988
OR,1361955,OR 2014                       ,5/15/2014,82581,#1,NEPETA LITTLE TRUDY R PP18904,Little Trudy®  Catmint                                                                              ,2012,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949368312
OR,1361955,OR 2014                       ,6/1/2014,81741,#1,NEPETA NERVOSA PINK CAT,Pink Cat Catmint                                                                                    ,2012,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949371947
OR,1361955,OR 2014                       ,5/15/2014,62281,#1,NEPETA X FAASS WALKER'S LOW,Walker's Low Catmint                                                                                ,    ,4.75,PRNADV,3.75,10,10,37.5,Now         ,CUT BACK,.,0.69,4.44,     ,,15,14949622810
CA,1361910,VI 2014                       ,5/15/2014,68481,#1,OENOTHERA FREM SHIMMER PP19663,Shimmer Evening Primrose                                                                            ,2011,4.75,PRNADV,3.75,10,10,37.5,3/15/2014,,,0.72,4.47,     ,,15,14949325827
OR,1361955,OR 2014                       ,5/15/2014,63351,#1,PACHYSANDRA TERM GREEN SHEEN,Green Sheen Japanese Spurge                                                                         ,    ,5,PRNADV,3.95,10,10,39.5,Now         ,-,CAN FULL,0.69,4.64,     ,,15,14949633519
CA,1361910,VI 2014                       ,5/15/2014,63351,#1,PACHYSANDRA TERM GREEN SHEEN,Green Sheen Japanese Spurge                                                                         ,    ,5,PRNADV,3.95,10,10,39.5,3/15/2014,-,,0.72,4.67,     ,,15,14949633519
OR,1361955,OR 2014                       ,5/15/2014,47085,#5,PAEONIA ITOH KEIKO TM (PK D D),Keiko™ (Adored) Itoh Peony                                                                          ,2010,41,,34.44,5,5,172.2,Now         ,CUT BACK,.,3.45,37.89,     ,,89.99,14949250365
OR,1361955,OR 2014                       ,5/15/2014,68585,#5,PAEONIA ITOH MORNING LILAC,Morning Lilac Itoh Peony                                                                            ,New ,41,,34.44,5,10,344.4,Now         ,DORMANT,,3.45,37.89,     ,,89.99,14949326794
OR,1361955,OR 2014                       ,5/15/2014,52595,#5,PAEONIA ITOH TAKARA TM PP22374,Takara™  (Treasure) Itoh Peony                                                                      ,2011,41,,34.44,5,10,344.4,Now         ,CUT BACK,.,3.45,37.89,     ,,89.99,14949278864
CA,1361910,VI 2014                       ,5/15/2014,47075,#5,PAEONIA ITOH YUMI TM PAF (YLW),Yumi™  (Beauty) Itoh Peony                                                                          ,2010,41,,34.44,5,10,344.4,Now         ,CUT BACK,5 EYES,3.62,38.06,     ,,89.99,14949250358
