Loc,Item,Size,Plant Name,Botanical Name,Common Name,Category 2,Category,Zone,Royalty Code,2015 List Price,Condition,Current Specs,Qty Allocated,Min Order Qty,Available         ,Available Later,On,Available Later,On,Available Later,On
OR,080732S,SuperTwo,ROSA OSO EASY R STBY CR P20601,"Rosa x 'Hormeteorie' P.P.#20,601 Can. P.B.R.A.F.            ",Oso Easy®  Strawberry Crush Rose,Rosa,ROS,04,PW, 16.50 ,-,"10""H - 12""S",     , 5 , 65 ,     ,          ,     ,          ,     ,          
CA,080732S,SuperTwo,ROSA OSO EASY R STBY CR P20601,"Rosa x 'Hormeteorie' P.P.#20,601 Can. P.B.R.A.F.            ",Oso Easy®  Strawberry Crush Rose,Rosa,ROS,04,PW, 16.50 ,BUDS,8''H - 12''S, 79 , 5 , 79 ,     ,          ,     ,          ,     ,          
CA,081302,#2,ROSA SWT SPOT TM CALYPSO PPAF,Rosa L. hybrid var. 'IntRos01' P.P.A.F.                     ,Sweet Spot™  Calypso Rose,Rosa,ROS,05,ATI, 15.50 ,BUDS & BLOOMS,"6""H - 10""S", 369 , 5 , 880 , 880 ,04/01/15  ,     ,          ,     ,          
OR,081502,#2,ROSA SWT SPOT TM PEACH PPAF,Rosa L. hybrid var. 'IntRos02' P.P.A.F.                     ,Sweet Spot™  Peach Rose,Rosa,ROS,05,ATI, 15.50 ,,, 16 , 5 ,     , 16 ,05/01/15  ,     ,          ,     ,          
CA,081502,#2,ROSA SWT SPOT TM PEACH PPAF,Rosa L. hybrid var. 'IntRos02' P.P.A.F.                     ,Sweet Spot™  Peach Rose,Rosa,ROS,05,ATI, 15.50 ,LIGHT BUD & BLOOM,8''H - 10''S, 150 , 5 , 280 , 462 ,04/01/15  ,     ,          ,     ,          
CA,081492,#2,ROSA SWT SPOT TM RUBY PPAF,Rosa L. hybrid var. 'IntRos04' P.P.A.F.                     ,Sweet Spot™  Ruby Rose,Rosa,ROS,05,ATI, 15.50 ,LIGHT BUDS,"6""H - 12""S", 255 , 5 ," 2,304 "," 5,344 ",04/01/15  ,     ,          ,     ,          
OR,081392,#2,ROSA SWT SPOT TM YELLOW PPAF,Rosa L. hybrid var. 'IntRos03' P.P.A.F.                     ,Sweet Spot™  Yellow Rose,Rosa,ROS,05,ATI, 15.50 ,,, 17 , 5 ,     , 17 ,05/01/15  ,     ,          ,     ,          
CA,084941,#1,ROSMARINUS OFF SPICE ISLANDS,Rosmarinus officinalis 'Spice Islands'                      ,Spice Islands Rosemary                                      ,Edible berries/fruit,EVS,08,, 7.25 ,BUDS & BLOOMS,"6""H-6""S",     , 10 , 24 , 24 ,04/01/15  ,     ,          ,     ,          
OR,079382,#2,RUBUS RSPBRY SHRTCKE TM P22141,"Rubus idaeus 'NR7' P.P. #22,141                             ",BrazelBerries®  Raspberry Shortcake™  Dwarf Thor,Edible berries/fruit,DCS,05,FCF, 16.50 ,LIGHT FRUIT,"12""H - 12""S", 150 , 5 , 150 , 150 ,05/01/15  ,     ,          ,     ,          
CA,079382,#2,RUBUS RSPBRY SHRTCKE TM P22141,"Rubus idaeus 'NR7' P.P. #22,141                             ",BrazelBerries®  Raspberry Shortcake™  Dwarf Thor,Edible berries/fruit,DCS,05,FCF, 16.50 ,-,"12""H - 12""S"," 1,160 ", 5 ,     ," 6,455 ",03/01/15  ," 6,890 ",05/01/15  ,     ,          
CA,088861,#1,RUELLIA KATIE PINK,Ruellia brittoniana 'Katie Pink'                            ,Katie Pink Dwarf Ruellia                                    ,Mid/late interm. flowering,PRN,08,, 4.90 ,BUDS & BLOOMS,CAN FULL,     , 10 , 212 , 337 ,03/01/15  , 337 ,05/01/15  ,     ,          
CA,097761S,SuperOne TM,RUELLIA PENINSULARIS,Ruellia peninsularis                                        ,Baja Ruellia                                                ,Mid/late interm. flowering,PRN,09,, 7.50 ,,,     , 10 ,     , 306 ,03/01/15  ,     ,          ,     ,          
CA,090471S,SuperOne TM,SALVIA AMISTAD PPAF,Salvia 'Amistad'                                            ,Friendship Sage                                             ,Mid/late interm. flowering,PRN,08,, 8.50 ,,,     , 10 ,     , 740 ,03/01/15  ,     ,          ,     ,          
OR,004082,#2,SAMBUCUS N BLACK TOWER TM PPAF,"Sambucus nigra 'EIFFEL 1' P.P.#23,633                       ",Black Tower Elderberry                                      ,Deciduous sumr flower'g shrub,DCS,04,BHC, 16.00 ,-,"20""H - 12""S", 230 , 5 , 230 ,     ,          ,     ,          ,     ,          
OR,004085,#5,SAMBUCUS N BLACK TOWER TM PPAF,"Sambucus nigra 'EIFFEL 1' P.P.#23,633                       ",Black Tower Elderberry                                      ,Deciduous sumr flower'g shrub,DCS,04,BHC, 25.50 ,,, 106 , 5 ,     , 106 ,04/15/15  ,     ,          ,     ,          
OR,054641,#1,SEDUM CRYSTAL PINK PPAF,"Sedum spectabile 'Crystal Pink' P.P.#22,094                 ",Crystal Pink Stonecrop                                      ,Succulent/cactus/yucca,PRN,04,TNN, 5.15 ,-,CAN FULL, 10 , 10 , 10 ,     ,          ,     ,          ,     ,          
OR,081211,#1,SMILACINA RACEMOSA,                                                            ,                                                            ,Sun/shade foliage-groundcover,PRN,04,, 5.25 ,,,     , 10 ,     , 100 ,04/01/15  ,     ,          ,     ,          
CA,097751S,SuperOne TM,SPHAERALCEA AMBIGUA,Sphaeralcea ambigua                                         ,Desert Mallow                                               ,Mid spring interm. flowering,PRN,06,, 7.50 ,-,"8""H", 50 , 10 ,     , 69 ,03/01/15  ,     ,          ,     ,          
OR,408162S,SuperTwo,SPIRAEA DBLPLAY R BL KZO TMPAF,Spiraea media 'Blue Kazoo'                                  ,Double Play®  Blue Kazoo Spirea,Deciduous sumr flower'g shrub,DCS,04,PW, 17.00 ,,, 59 , 5 ,     , 59 ,05/01/15  ,     ,          ,     ,          
OR,086431S,SuperOne TM,SYRINGA BLOOMERNG R DK PPL PAF,"Syringa x 'SMSJBP7' P.P.A.F., Can P.B.R.A.F.                ",Bloomerang®  Dark Purple Lilac,Deciduous early flower'g Shrub,DCS,03,PW, 10.50 ,,, 216 , 10 , 216 ,     ,          ,     ,          ,     ,          
OR,086435,#5,SYRINGA BLOOMERNG R DK PPL PAF,"Syringa x 'SMSJBP7' P.P.A.F., Can P.B.R.A.F.                ",Bloomerang®  Dark Purple Lilac,Deciduous early flower'g Shrub,DCS,03,PW, 26.00 ,-,"16""H - 18""S", 12 , 5 , 12 ,     ,          ,     ,          ,     ,          
OR,042195,#5,SYRINGA X OLD GLORY NA62974,Syringa X Old Glory (N.A.# 62974)                           ,Old Glory Lilac                                             ,Deciduous early flower'g Shrub,DCS,05,, 24.00 ,-,27''H - 16''S, 28 , 5 , 28 ,     ,          ,     ,          ,     ,          
OR,053932,#2,THUJA OC HIGHLIGHTS TM PP21967,"Thuja occidentalis 'Janed Gold' PP.# 21,967                 ",Highlights™  Arborvitae,Thuja,CON,05,PHS, 15.50 ,-,, 95 , 5 , 105 ,     ,          ,     ,          ,     ,          
OR,031185,#5,THUJA OC MALONYANA,Thuja occidentalis 'Malonyana'                              ,Malonyana Arborvitae                                        ,Thuja,CON,04,, 22.00 ,-,"38""H-14""S", 50 , 5 ,     , 255 ,05/15/15  ,     ,          ,     ,          
OR,03118M,#10 Squat,THUJA OC MALONYANA,Thuja occidentalis 'Malonyana'                              ,Malonyana Arborvitae                                        ,Thuja,CON,04,, 55.00 ,-,"54""H", 17 , 2 , 17 ,     ,          ,     ,          ,     ,          
OR,075052S,SuperTwo,THUJA OC NORTH POLE R PPAF,"Thuja occidentalis 'Art Boe' P.P. #22,174                   ",North Pole™  Arborvitae,Thuja,CON,03,PW, 17.00 ,-,"27""H - 12""S", 17 , 5 , 17 ,     ,          ,     ,          ,     ,          
OR,055142,#2,THUJA X EMBER WAVES TM PPAF,Thuja plicata x standishii 'MonPin' P.P.A.F.                ,Ember Waves™  Western Arborvitae,Thuja,CON,05,RSP, 15.50 ,-,"24""H",     , 5 , 27 ,     ,          ,     ,          ,     ,          
OR,055145,#5,THUJA X EMBER WAVES TM PPAF,Thuja plicata x standishii 'MonPin' P.P.A.F.                ,Ember Waves™  Western Arborvitae,Thuja,CON,05,RSP, 24.00 ,-,"36""H - 14""S", 86 , 5 , 93 , 93 ,05/15/15  ,     ,          ,     ,          
OR,077141,#1,TROLLIUS CULT NEW MOON,Trollius cultorum 'New Moon'                                ,New Moon Globe Flower                                       ,Mid spring interm. flowering,PRN,03,, 5.75 ,-,, 60 , 10 ,     , 60 ,04/01/15  ,     ,          ,     ,          
OR,081712,#2,VACCINIUM PEACH SORBET TM PPAF,"Vaccinium corymbosum 'ZF06-043' P.P.#23,325                 ",BrazelBerries®  Peach Sorbet™  Blueberry,Edible berries/fruit,DCS,05,FCF, 15.50 ,-,"8""H - 12""S", 33 , 5 ,     , 59 ,04/01/15  ,     ,          ,     ,          
CA,081712,#2,VACCINIUM PEACH SORBET TM PPAF,"Vaccinium corymbosum 'ZF06-043' P.P.#23,325                 ",BrazelBerries®  Peach Sorbet™  Blueberry,Edible berries/fruit,DCS,05,FCF, 15.50 ,-,"10""H - 10""S", 46 , 5 ,     ," 5,108 ",04/01/15  ,     ,          ,     ,          
OR,081702,#2,VACCINIUM X JELLY BEAN TM PPAF,Vaccinium corymbosum 'Jelly Bean' P.P.A.F.                  ,BrazelBerries®  Jelly Bean Blueberry,Edible berries/fruit,DCS,04,FCF, 15.50 ,-,"10""H - 10""S", 43 , 5 , 43 ,     ,          ,     ,          ,     ,          
CA,081702,#2,VACCINIUM X JELLY BEAN TM PPAF,Vaccinium corymbosum 'Jelly Bean' P.P.A.F.                  ,BrazelBerries®  Jelly Bean Blueberry,Edible berries/fruit,DCS,04,FCF, 15.50 ,-,"10''H - 10""S", 11 , 5 ,     , 11 ,04/01/15  ,     ,          ,     ,          
CA,088841,#1,VERONICA FIRST LOVE PPAF,Veronica 'First Love' P.P.A.F.                              ,First Love Speedwell                                        ,Early spring border flowering,PRN,04,, 4.90 ,-,"6""H -8''S", 21 , 10 ,     , 21 ,04/01/15  ,     ,          ,     ,          
OR,079551,#1,VERONICA HYB TIDAL POOL PPAF,Veronica 'Tidal Pool' P.P.A.F.                              ,Tidal Pool Prostrate Speedwell                              ,Early spring interm. flowering,PRN,04,CLG, 5.25 ,-,,     , 10 , 42 ," 1,015 ",03/01/15  ,     ,          ,     ,          
OR,079481,#1,VERONICA HYB WHITE WATER PPAF,"Veronica x 'Whitewater' P.P.#22,783                         ",Whitewater Speedwell                                        ,Early spring interm. flowering,PRN,04,CLG, 5.25 ,-,,     , 10 , 133 , 171 ,03/01/15  ,     ,          ,     ,          
OR,080922S,SuperTwo,VIB X HANDSOME DEVIL PP21686,"Viburnum 'Le Bois Marquis' P.P.#21,686                      ",Handsome Devil™  Viburnum,Deciduous early flower'g Shrub,DCS,07,PW, 17.00 ,-,"24""H - 14""S",     , 5 , 160 ,     ,          ,     ,          ,     ,          
OR,080925,#5,VIB X HANDSOME DEVIL PP21686,"Viburnum 'Le Bois Marquis' P.P.#21,686                      ",Handsome Devil™  Viburnum,Deciduous early flower'g Shrub,DCS,07,PW, 24.00 ,-,"24""H - 20""S",     , 5 , 272 ,     ,          ,     ,          ,     ,          
OR,409762,#2,WEIGELA CRMSN KISSES TM P23654,"Weigela 'Slingco 1' P.P. #23,654                            ",Crimson Kisses™  Weigela,Deciduous sumr flower'g shrub,DCS,05,VBN, 14.50 ,-,16''H - 12''S, 100 , 5 , 100 ,     ,          ,     ,          ,     ,          
OR,080941S,SuperOne TM,WEIGELA SONIC BLOOM TM PNK PAF,Weigela florida 'Bokrasopin' P.P.A.F.                       ,Sonic Bloom™  Pink Reblooming Weigela,Deciduous sumr flower'g shrub,DCS,04,PW, 10.50 ,-,"8""H - 8""S", 98 , 10 , 98 ,     ,          ,     ,          ,     ,          
CA,054872,#2,ZAUSCHNERIA ROUTE 66,Zauschneria californica 'Route 66' (syn. Epilobium canum)   ,Route 66 California Fuchsia                                 ,Mid spring interm. flowering,PRN,08,, 12.25 ,BUDS,"12""H - 10""S", 8 , 5 , 286 ,     ,          ,     ,          ,     ,          
